,Homebush Saint,Tiggerlong Demon,Lonely Toni,Goldstar Yogi,Homebush Shady,Denarau Delight,Goldstar Dynasty,Homebush Lennon
06-01-2023 09:58:26.708682,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 6.666666666666667)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:27.718947,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 6.666666666666667)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:28.761870,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 6.666666666666667)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:29.791039,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 15.083333333333334)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 8.3)","(14.0, 30.0, 27.5)"
06-01-2023 09:58:30.832637,"(7.0, 22.0, 20.885714285714286)","(3.9, 7.4, 5.625)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 8.3)","(14.0, 30.0, 27.5)"
06-01-2023 09:58:31.952439,"(7.0, 22.0, 19.92)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 6.666666666666667)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:33.023682,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 6.666666666666667)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:34.128041,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:35.478568,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:36.899756,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:38.206628,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:39.467515,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:40.712670,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:41.928288,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:43.196662,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:44.298319,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:45.409360,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:46.497795,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:47.594020,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:48.710380,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:49.753686,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:50.898238,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:51.979581,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:53.045448,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 15.083333333333334)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.63125)","(14.0, 30.0, 27.5)"
06-01-2023 09:58:54.107082,"(7.0, 22.0, 21.144444444444446)","(3.9, 7.4, 5.625)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.083333333333334)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.63125)","(14.0, 30.0, 27.5)"
06-01-2023 09:58:55.167606,"(7.0, 22.0, 21.144444444444446)","(3.9, 7.4, 5.625)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:56.214622,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:57.282498,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:58.385444,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:58:59.505458,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:00.754737,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:01.964259,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:03.175069,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:04.459806,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:05.858449,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:07.027000,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:08.176790,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:09.295039,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:10.437646,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:11.548829,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:12.621629,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:13.661958,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:14.710458,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:15.815720,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.881481481481481)","(9.0, 16.5, 15.393333333333333)","(14.0, 30.0, 27.5)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.63125)","(14.0, 30.0, 27.5)"
06-01-2023 09:59:16.939856,"(7.0, 22.0, 21.144444444444446)","(3.9, 7.4, 6.216666666666667)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:18.054803,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:19.174627,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:20.212555,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:21.288522,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:22.323300,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:23.356383,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:24.402555,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:25.449461,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:26.460599,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:27.489416,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:28.544157,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:29.594961,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:30.640829,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:31.705243,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:32.775525,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:33.857547,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:34.957334,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:36.088322,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:37.174361,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:38.250052,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:39.332331,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:40.376350,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:41.449305,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:42.469240,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:43.503088,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:44.569850,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:45.612384,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:46.650206,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:47.702075,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:48.717249,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:49.744961,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:50.754616,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:51.774145,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:52.814021,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
06-01-2023 09:59:53.899083,"(7.0, 22.0, 17.714285714285715)","(3.9, 7.4, 6.233333333333333)","(4.8, 7.4, 6.316666666666666)","(9.0, 16.5, 13.5)","(14.0, 30.0, 24.333333333333336)","(6.5, 11.0, 10.314285714285713)","(3.3, 9.6, 5.491176470588235)","(14.0, 30.0, 24.333333333333336)"
