,Dr Evergreen,My Cool Jack,Percussion,Charlie Chana,Alness Treasure,Our Purple Haze,Feel Like Flying
10-01-2023 20:45:02.082797,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:03.554290,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:04.905580,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:06.284607,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:07.629759,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:08.941981,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:10.177286,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:11.435719,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:12.639177,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 14.6)"
10-01-2023 20:45:14.090210,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:15.447143,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:16.928595,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:18.400785,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.773421052631579)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:19.881644,"(7.5, 14.0, 7.175)","(1.75, 2.64, 2.0585714285714287)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:21.272322,"(7.5, 14.0, 7.175)","(1.75, 2.64, 2.0585714285714287)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:22.734197,"(7.5, 14.0, 7.175)","(1.75, 2.64, 2.0585714285714287)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:24.191638,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:25.532164,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:26.804795,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:28.149837,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:29.500735,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:30.941535,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:32.321401,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:33.586138,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:34.823068,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:36.083308,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:37.369762,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:38.659360,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:40.005968,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:41.508457,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:42.918881,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:44.278945,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:45.432569,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:46.596608,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:47.785502,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:48.987243,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:50.252244,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:51.602678,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:52.864053,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:54.434070,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8193103448275862)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:56.020466,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8193103448275862)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:57.849856,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8193103448275862)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:45:59.456239,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8193103448275862)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:46:00.923032,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 18.0, 11.6)","(5.5, 10.5, 6.9)","(7.5, 15.5, 10.233333333333333)"
10-01-2023 20:46:02.372128,"(7.5, 14.0, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:03.938605,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:05.561179,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:06.922858,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:08.211943,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:09.595986,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:10.935420,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:12.367795,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:13.632690,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:14.914541,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:16.155656,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:17.472245,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:19.271472,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:20.665544,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:22.152904,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:23.440109,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:24.853590,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:26.359219,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:27.868584,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:29.401746,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:30.843182,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:32.422647,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:33.716433,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:34.969279,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:36.246204,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:37.581092,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:38.907507,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:40.214416,"(7.5, 13.5, 8.025)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:41.699629,"(7.5, 13.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:43.078493,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:44.348068,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:45.616398,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:46.882059,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:48.199542,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:49.507818,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:50.727938,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:52.093544,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:53.251108,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:54.539842,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:55.802133,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:56.978099,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:58.081640,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:46:59.244830,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:00.439164,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:01.556936,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:03.093807,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:04.281138,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:05.339014,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:06.562920,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8123684210526316)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:07.836627,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8325)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:09.019591,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8325)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:10.271838,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8325)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
10-01-2023 20:47:11.454451,"(7.5, 12.5, 7.775)","(1.75, 2.64, 1.8325)","(11.0, 26.0, 23.1)","(10.0, 20.0, 15.011764705882353)","(8.5, 18.0, 14.8)","(5.5, 10.5, 6.9)","(7.5, 15.5, 12.866666666666667)"
