,Dr Evergreen,My Cool Jack,Percussion,Charlie Chana,Alness Treasure,Our Purple Haze,Feel Like Flying
10-01-2023 20:38:49.022276,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:50.166905,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:51.303014,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:52.303150,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:53.384438,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:54.474385,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:55.622815,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:56.712007,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:57.762984,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:58.766239,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:38:59.854931,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:01.032941,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:02.257988,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:03.251045,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:04.261621,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:05.317083,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:06.377860,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:07.469916,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:08.514476,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:09.563704,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:10.715752,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:11.946473,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:13.158778,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:14.279827,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:15.443820,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:16.459171,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:17.509944,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:18.608379,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:19.657357,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:20.693129,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:21.732650,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:22.810979,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:23.918799,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.8372222222222223)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:24.979557,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:26.020577,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:27.020956,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:28.088779,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:29.102760,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:30.186197,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:31.273413,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:32.459171,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:33.815972,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:35.034834,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:36.124541,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:37.410645,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:38.762384,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:40.075480,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:41.268672,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:42.437828,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:43.618725,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:44.922770,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:46.142928,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:47.268392,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:48.424777,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:49.572842,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:50.685010,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:51.725444,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:52.890489,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:54.048480,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:55.135615,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:56.301512,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:57.531108,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:58.775838,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:39:59.926260,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:00.955461,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:02.028486,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:03.237653,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:04.403243,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:05.527569,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:06.550280,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:07.649694,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:08.717723,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:09.896381,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:11.036940,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:12.201390,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:13.362936,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:14.719613,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:15.997433,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:17.351989,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:18.398966,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:19.602797,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:20.798348,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:21.911403,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:22.919908,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:24.041389,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:25.289157,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:26.449089,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:27.506955,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:28.608523,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:29.774203,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:31.034281,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:32.212104,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:33.213103,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:34.303387,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
10-01-2023 20:40:35.469809,"(7.5, 14.0, 7.175)","(1.75, 2.64, 1.820357142857143)","(11.0, 26.0, 24.75)","(10.0, 20.0, 16.214285714285715)","(8.5, 17.5, 11.433333333333334)","(5.5, 10.5, 6.9)","(7.5, 15.0, 10.066666666666666)"
