,Gungho,Raphael,Roys Legacy,Cyclone Harmony,Vankukla,Wallawallabingbang,A Dandy Catch,So Greysful,Star Harmony
08-01-2023 12:29:20.044299,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.457142857142857)","(3.6, 5.3, 5.230434782608696)","(18.0, 23.0, 22.703703703703702)","(81.0, 190.0, 160.0)","(4.4, 5.0, 4.911538461538462)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:21.239733,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.457142857142857)","(3.6, 5.3, 5.230434782608696)","(18.0, 23.0, 22.703703703703702)","(81.0, 190.0, 160.0)","(4.4, 5.0, 4.911538461538462)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:22.428556,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.457142857142857)","(3.6, 5.3, 5.111111111111112)","(18.0, 23.0, 22.703703703703702)","(81.0, 190.0, 165.71428571428572)","(4.4, 5.0, 4.911538461538462)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:23.535947,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.457142857142857)","(3.6, 5.2, 5.204)","(18.0, 23.0, 22.703703703703702)","(81.0, 180.0, 158.57142857142858)","(4.4, 5.0, 4.88780487804878)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:24.643231,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.457142857142857)","(3.6, 5.3, 5.204)","(18.0, 23.0, 22.703703703703702)","(81.0, 170.0, 158.57142857142858)","(4.4, 5.0, 4.88780487804878)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:25.803488,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.35)","(3.6, 5.3, 5.204)","(18.0, 23.0, 22.703703703703702)","(81.0, 170.0, 158.57142857142858)","(4.4, 5.0, 4.88780487804878)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:26.943474,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.35)","(3.6, 5.3, 5.204)","(18.0, 23.0, 22.703703703703702)","(81.0, 170.0, 158.57142857142858)","(4.4, 5.0, 4.88780487804878)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:28.123710,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.3, 5.204)","(18.0, 23.0, 22.703703703703702)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.88780487804878)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:29.273939,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.3, 5.204)","(18.0, 23.0, 21.666666666666668)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.88780487804878)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:30.363365,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.3, 5.204)","(18.0, 23.0, 21.666666666666668)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:31.496302,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.3, 5.204)","(18.0, 23.0, 21.666666666666668)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:32.579260,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.3, 5.204)","(18.0, 23.0, 21.666666666666668)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:33.692595,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.3, 5.204)","(18.0, 23.0, 21.666666666666668)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:34.802961,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.3, 5.204)","(18.0, 23.0, 21.666666666666668)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:35.982230,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.3, 5.204)","(18.0, 23.0, 21.666666666666668)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:37.076063,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:38.223176,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:39.413112,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:40.591617,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:41.680126,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:42.815276,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:43.956745,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:45.099200,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.9)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:46.251905,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 152.22222222222223)","(4.4, 5.0, 4.985714285714286)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:47.398643,"(81.0, 200.0, 180.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 136.0)","(4.4, 5.1, 5.059090909090909)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:48.542937,"(81.0, 200.0, 146.66666666666666)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 160.0, 136.66666666666666)","(4.4, 5.1, 5.0814814814814815)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:49.652410,"(81.0, 200.0, 146.66666666666666)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 170.0, 140.0)","(4.4, 5.2, 5.033333333333333)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:50.741605,"(81.0, 190.0, 143.33333333333334)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 160.0, 140.0)","(4.4, 5.2, 5.057142857142857)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:51.817316,"(81.0, 190.0, 143.33333333333334)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 160.0, 140.0)","(4.4, 5.2, 5.057142857142857)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:52.879691,"(81.0, 180.0, 130.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 160.0, 140.0)","(4.4, 5.2, 5.057142857142857)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:53.972386,"(81.0, 180.0, 130.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 160.0, 140.0)","(4.4, 5.2, 5.057142857142857)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:55.126737,"(81.0, 180.0, 130.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.2, 5.1000000000000005)","(18.0, 23.0, 21.22222222222222)","(81.0, 160.0, 140.0)","(4.4, 5.2, 5.057142857142857)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:56.280182,"(81.0, 180.0, 130.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.422857142857143)","(3.6, 5.2, 4.957142857142857)","(18.0, 23.0, 21.22222222222222)","(81.0, 160.0, 145.0)","(4.4, 5.1, 5.037037037037036)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:57.401386,"(81.0, 180.0, 140.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.1, 4.957142857142857)","(18.0, 23.0, 21.76923076923077)","(81.0, 170.0, 145.0)","(4.4, 5.1, 5.037037037037036)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:58.589346,"(81.0, 180.0, 140.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.1, 4.957142857142857)","(18.0, 23.0, 21.76923076923077)","(81.0, 170.0, 136.66666666666666)","(4.4, 5.1, 5.037037037037036)","(4.8, 6.0, 5.90625)"
08-01-2023 12:29:59.723791,"(81.0, 180.0, 130.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.1, 4.933333333333334)","(18.0, 23.0, 21.76923076923077)","(81.0, 170.0, 128.33333333333334)","(4.4, 5.1, 5.037037037037036)","(4.8, 6.0, 5.90625)"
08-01-2023 12:30:00.862330,"(81.0, 180.0, 130.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.1, 4.933333333333334)","(18.0, 23.0, 21.76923076923077)","(81.0, 170.0, 128.33333333333334)","(4.4, 5.1, 5.039285714285714)","(4.8, 6.0, 5.90625)"
08-01-2023 12:30:02.049114,"(81.0, 180.0, 130.0)","(12.0, 17.5, 17.05)","(10.0, 14.0, 13.357142857142858)","(3.4, 4.5, 4.32)","(3.6, 5.1, 4.921052631578948)","(18.0, 23.0, 21.555555555555557)","(81.0, 170.0, 140.0)","(4.4, 5.1, 5.0426966292134825)","(4.8, 6.0, 5.921052631578947)"
08-01-2023 12:30:03.275281,"(81.0, 170.0, 145.0)","(12.0, 17.5, 16.875)","(10.0, 14.0, 13.5)","(3.4, 4.5, 4.341176470588236)","(3.6, 5.1, 4.919047619047619)","(18.0, 23.0, 21.88235294117647)","(81.0, 160.0, 140.0)","(4.4, 5.1, 5.0249999999999995)","(4.8, 6.0, 5.92)"
08-01-2023 12:30:04.486342,"(81.0, 190.0, 143.33333333333334)","(12.0, 17.5, 17.03125)","(10.0, 14.0, 13.5)","(3.4, 4.4, 4.341176470588236)","(3.6, 5.1, 4.91)","(18.0, 23.0, 21.88235294117647)","(81.0, 160.0, 140.0)","(4.4, 5.1, 4.977528089887641)","(4.8, 6.0, 6.111111111111112)"
08-01-2023 12:30:05.647645,"(81.0, 190.0, 143.33333333333334)","(12.0, 17.5, 16.944444444444443)","(10.0, 14.0, 13.416666666666666)","(3.4, 4.4, 4.341176470588236)","(3.6, 5.1, 4.91)","(18.0, 23.0, 21.75)","(81.0, 160.0, 140.0)","(4.4, 5.0, 4.977528089887641)","(4.8, 6.2, 6.111111111111112)"
08-01-2023 12:30:06.834301,"(81.0, 190.0, 143.33333333333334)","(12.0, 17.5, 18.1)","(10.0, 14.0, 13.416666666666666)","(3.4, 4.4, 4.327272727272727)","(3.6, 5.1, 4.923255813953489)","(18.0, 22.0, 21.833333333333332)","(81.0, 160.0, 133.33333333333334)","(4.4, 5.0, 4.82)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:08.031674,"(81.0, 190.0, 143.33333333333334)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.4, 4.4, 4.327272727272727)","(3.6, 5.1, 4.923255813953489)","(18.0, 22.0, 21.833333333333332)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.82)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:09.179499,"(81.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.4, 4.4, 4.327272727272727)","(3.6, 5.1, 4.923255813953489)","(18.0, 22.0, 21.833333333333332)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.82)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:10.390713,"(81.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.4, 4.4, 4.327272727272727)","(3.6, 5.1, 4.9625)","(18.0, 22.0, 21.652173913043477)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.82)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:11.613237,"(91.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.327272727272727)","(3.7, 5.0, 4.9625)","(18.0, 22.0, 21.652173913043477)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.878571428571429)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:12.825474,"(91.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.327272727272727)","(3.7, 5.0, 4.9625)","(18.0, 22.0, 21.652173913043477)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.878571428571429)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:14.001938,"(91.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.327272727272727)","(3.7, 5.0, 5.159259259259259)","(18.0, 22.0, 21.652173913043477)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.878571428571429)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:15.153289,"(91.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.307692307692308)","(3.7, 5.2, 5.17)","(18.0, 22.0, 21.48)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.84)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:16.331429,"(91.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.307692307692308)","(3.7, 5.2, 5.16875)","(18.0, 22.0, 21.48)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.84)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:17.580206,"(91.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.307692307692308)","(3.7, 5.2, 5.164285714285715)","(18.0, 22.0, 21.48)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.876785714285715)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:18.783830,"(91.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.293333333333334)","(3.7, 5.2, 5.26)","(18.0, 22.0, 21.38095238095238)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.85)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:19.987019,"(91.0, 190.0, 155.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.368421052631579)","(3.5, 4.4, 4.293333333333334)","(3.7, 5.3, 5.26)","(18.0, 22.0, 21.38095238095238)","(81.0, 160.0, 133.33333333333334)","(4.4, 4.9, 4.85)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:21.170776,"(91.0, 190.0, 140.0)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.2, 5.225)","(18.0, 22.0, 21.717391304347824)","(81.0, 160.0, 118.0)","(4.4, 4.9, 4.85)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:22.344957,"(91.0, 190.0, 133.75)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.225)","(18.0, 22.0, 21.384615384615383)","(81.0, 160.0, 120.0)","(4.4, 4.9, 4.86)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:23.583363,"(91.0, 190.0, 133.75)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.225)","(18.0, 22.0, 21.384615384615383)","(81.0, 150.0, 132.85714285714286)","(4.4, 4.9, 4.886904761904762)","(4.8, 6.2, 6.085714285714285)"
08-01-2023 12:30:24.773267,"(91.0, 190.0, 151.11111111111111)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.253846153846154)","(18.0, 22.0, 21.384615384615383)","(81.0, 150.0, 138.0)","(4.4, 4.9, 4.870652173913044)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:25.952814,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.253846153846154)","(18.0, 22.0, 21.384615384615383)","(81.0, 150.0, 138.0)","(4.4, 4.9, 4.8663043478260875)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:27.143660,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.253846153846154)","(18.0, 22.0, 21.384615384615383)","(81.0, 150.0, 138.0)","(4.4, 4.9, 4.799350649350649)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:28.349621,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.253846153846154)","(18.0, 22.0, 21.384615384615383)","(81.0, 150.0, 138.0)","(4.4, 4.8, 4.861904761904762)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:29.554332,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.6)","(81.0, 150.0, 138.0)","(4.4, 4.9, 4.861904761904762)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:30.732638,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.6)","(81.0, 150.0, 138.0)","(4.4, 4.9, 4.8536723163841815)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:31.911309,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.6)","(81.0, 150.0, 138.0)","(4.4, 4.9, 4.8536723163841815)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:33.136932,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.273684210526316)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.6)","(81.0, 150.0, 138.0)","(4.4, 4.9, 4.8536723163841815)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:34.297550,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.5, 18.285714285714285)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.2956521739130435)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.4, 4.9, 4.672549019607843)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:35.406978,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.0, 17.375)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.2956521739130435)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.4, 4.7, 4.67265625)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:36.650358,"(91.0, 190.0, 166.66666666666666)","(12.0, 18.0, 17.375)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.2956521739130435)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.4, 4.7, 4.729310344827586)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:37.848979,"(91.0, 190.0, 166.66666666666666)","(12.0, 20.0, 19.1)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.2956521739130435)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.4, 4.8, 4.762727272727273)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:39.044442,"(91.0, 190.0, 176.0)","(12.0, 20.0, 18.4)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.2956521739130435)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.4, 4.8, 4.756842105263158)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:40.214234,"(81.0, 190.0, 176.0)","(12.0, 20.0, 18.4)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.2956521739130435)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.4, 4.8, 4.756842105263158)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:41.387150,"(81.0, 190.0, 176.0)","(12.0, 20.0, 19.310344827586206)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.2956521739130435)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.4, 4.8, 4.732444444444444)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:42.564898,"(81.0, 190.0, 176.0)","(12.0, 20.0, 19.310344827586206)","(10.0, 14.0, 13.416666666666666)","(3.5, 4.4, 4.2956521739130435)","(3.7, 5.3, 5.253846153846154)","(18.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.4, 4.8, 4.732444444444444)","(4.8, 6.2, 6.035294117647059)"
08-01-2023 12:30:43.714387,"(81.0, 190.0, 176.0)","(12.0, 20.0, 19.310344827586206)","(10.0, 14.0, 13.416666666666666)","(3.8, 4.4, 4.2956521739130435)","(3.8, 5.3, 5.253846153846154)","(17.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.2, 4.8, 4.732444444444444)","(5.0, 6.2, 6.035294117647059)"
08-01-2023 12:30:44.894071,"(81.0, 190.0, 176.0)","(12.0, 20.0, 18.545454545454547)","(10.0, 14.0, 13.416666666666666)","(3.8, 4.4, 4.2956521739130435)","(3.8, 5.3, 5.253846153846154)","(17.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.2, 4.8, 4.732444444444444)","(5.0, 6.2, 6.035294117647059)"
08-01-2023 12:30:46.173554,"(81.0, 190.0, 176.0)","(12.0, 20.0, 18.545454545454547)","(10.0, 14.0, 13.416666666666666)","(3.8, 4.4, 4.2956521739130435)","(3.8, 5.3, 5.253846153846154)","(17.0, 23.0, 21.833333333333332)","(81.0, 150.0, 138.0)","(4.2, 4.8, 4.727631578947369)","(5.0, 6.2, 6.035294117647059)"
