,Aussie Sebastian,Go Forward Herby,Sour Cider Wilma,Just Like Aria,Sekekama
09-01-2023 17:05:03.294646,"(2.1, 2.44, 2.3324137931034485)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.83125)","(16.0, 46.0, 33.42857142857143)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:04.335641,"(2.1, 2.44, 2.3324137931034485)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.83125)","(16.0, 46.0, 33.42857142857143)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:05.160623,"(2.1, 2.44, 2.3324137931034485)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.83125)","(16.0, 46.0, 33.42857142857143)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:06.350070,"(2.1, 2.44, 2.3324137931034485)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 33.42857142857143)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:07.323778,"(2.1, 2.68, 2.626666666666667)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:08.330436,"(2.1, 2.66, 2.553846153846154)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:09.278526,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:10.127201,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:11.031178,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:11.846849,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:12.664698,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:13.543577,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:14.389177,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:15.237627,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:16.092344,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:16.907521,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:17.741180,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:18.614839,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:19.558452,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:20.470867,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 4.0, 3.7)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:21.341625,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.95, 3.4000000000000004)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:22.183505,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.95, 3.4000000000000004)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:23.043441,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.95, 3.4000000000000004)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:23.961547,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.95, 3.4000000000000004)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:24.852744,"(2.1, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.95, 3.4000000000000004)","(16.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:25.771190,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.95, 3.4000000000000004)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:26.665071,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.95, 3.4000000000000004)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:27.565600,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.95, 3.2416666666666667)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:28.389525,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.9, 3.4)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:29.486567,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.183333333333333)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:30.479401,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.2785714285714285)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:31.512279,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.2785714285714285)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:32.562153,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.2785714285714285)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:33.531376,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.2346153846153847)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:34.394554,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.2346153846153847)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:35.379721,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.2346153846153847)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 38.2)"
09-01-2023 17:05:36.217176,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.2346153846153847)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 38.2)"
09-01-2023 17:05:37.137455,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.183333333333333)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 38.2)"
09-01-2023 17:05:38.004416,"(2.05, 2.66, 2.517241379310345)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.183333333333333)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 38.2)"
09-01-2023 17:05:38.810932,"(2.05, 2.64, 2.5384615384615388)","(3.2, 4.9, 4.7250000000000005)","(3.0, 3.85, 3.183333333333333)","(18.0, 46.0, 38.66666666666667)","(20.0, 46.0, 38.2)"
09-01-2023 17:05:39.614282,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.8, 3.532142857142857)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:40.514239,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.75, 3.2468749999999997)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:41.425384,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.75, 3.1307692307692307)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:42.394498,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.65, 3.17)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:43.464065,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.65, 3.1166666666666667)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:44.357466,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.65, 3.1166666666666667)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:45.244341,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.65, 3.1166666666666667)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:46.139307,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.65, 3.1166666666666667)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:47.142750,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.65, 3.1166666666666667)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:48.277737,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:49.180361,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 46.0, 41.125)"
09-01-2023 17:05:50.082040,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:51.523151,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:52.795128,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:53.890448,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:54.882783,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:55.953607,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:56.956879,"(2.05, 2.64, 2.5154716981132075)","(3.2, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:58.051101,"(2.05, 2.64, 2.5154716981132075)","(3.3, 4.9, 4.4)","(3.0, 3.6, 3.125)","(18.0, 46.0, 40.5)","(20.0, 48.0, 37.33333333333333)"
09-01-2023 17:05:59.106516,"(2.05, 2.64, 2.5154716981132075)","(3.3, 4.9, 4.4)","(3.0, 3.6, 3.103076923076923)","(18.0, 46.0, 30.25)","(20.0, 48.0, 30.315789473684212)"
09-01-2023 17:06:00.335436,"(2.05, 2.64, 2.368235294117647)","(3.3, 4.9, 4.583333333333334)","(3.0, 3.6, 2.9263636363636363)","(18.0, 46.0, 30.25)","(20.0, 46.0, 33.5)"
09-01-2023 17:06:01.381630,"(2.05, 2.64, 2.396842105263158)","(3.3, 4.9, 4.680769230769231)","(3.0, 3.6, 3.2478048780487807)","(18.0, 46.0, 30.25)","(20.0, 46.0, 33.5)"
09-01-2023 17:06:02.462524,"(2.05, 2.64, 2.4367741935483873)","(3.3, 4.9, 4.425000000000001)","(3.0, 3.6, 3.097857142857143)","(18.0, 46.0, 30.25)","(20.0, 48.0, 35.0)"
09-01-2023 17:06:03.631581,"(2.05, 2.64, 2.4367741935483873)","(3.3, 4.9, 4.26875)","(3.0, 3.6, 3.3035714285714284)","(18.0, 55.0, 33.333333333333336)","(20.0, 48.0, 43.25)"
09-01-2023 17:06:04.736011,"(2.05, 2.62, 2.556842105263158)","(3.3, 4.8, 4.26875)","(3.0, 3.55, 3.3035714285714284)","(18.0, 50.0, 33.333333333333336)","(20.0, 46.0, 43.25)"
09-01-2023 17:06:05.690171,"(2.05, 2.6, 2.5095238095238095)","(3.3, 4.8, 4.4)","(3.0, 3.45, 3.4176470588235297)","(18.0, 50.0, 33.333333333333336)","(20.0, 46.0, 43.25)"
09-01-2023 17:06:06.755716,"(2.05, 2.58, 2.495)","(3.3, 4.6, 4.533333333333333)","(3.0, 3.4, 3.187878787878788)","(18.0, 60.0, 35.0)","(20.0, 46.0, 36.0)"
09-01-2023 17:06:07.793092,"(2.05, 2.58, 2.505)","(3.3, 4.6, 4.5)","(3.0, 3.3, 2.945333333333333)","(18.0, 55.0, 35.0)","(20.0, 46.0, 44.18181818181818)"
09-01-2023 17:06:08.807189,"(2.05, 2.58, 2.493333333333333)","(3.3, 4.6, 4.5)","(3.0, 3.25, 2.9435714285714285)","(18.0, 55.0, 35.0)","(20.0, 46.0, 42.2)"
09-01-2023 17:06:09.923885,"(2.05, 2.58, 2.515)","(3.3, 4.6, 4.5)","(3.0, 3.25, 2.9435714285714285)","(18.0, 55.0, 35.0)","(20.0, 46.0, 43.625)"
09-01-2023 17:06:10.982592,"(2.05, 2.58, 2.515)","(3.3, 4.6, 4.5)","(3.0, 3.25, 2.940625)","(18.0, 55.0, 35.0)","(20.0, 46.0, 43.625)"
09-01-2023 17:06:11.948096,"(2.05, 2.58, 2.528)","(3.3, 4.6, 4.5)","(3.0, 3.25, 2.940625)","(18.0, 55.0, 35.0)","(20.0, 46.0, 43.625)"
09-01-2023 17:06:12.985157,"(2.05, 2.54, 2.5216666666666665)","(3.3, 4.6, 4.25)","(3.0, 3.25, 3.0949999999999998)","(18.0, 55.0, 35.0)","(20.0, 46.0, 43.625)"
09-01-2023 17:06:13.928376,"(2.05, 2.54, 2.5246153846153847)","(3.3, 5.3, 3.9499999999999997)","(3.0, 3.25, 3.128695652173913)","(18.0, 55.0, 35.0)","(20.0, 46.0, 43.625)"
09-01-2023 17:06:14.856322,"(2.05, 2.54, 2.5246153846153847)","(3.3, 5.3, 3.9499999999999997)","(3.0, 3.25, 3.128695652173913)","(18.0, 55.0, 35.0)","(20.0, 46.0, 43.625)"
09-01-2023 17:06:15.801541,"(2.05, 2.54, 2.45)","(3.3, 5.0, 4.425)","(3.0, 3.25, 3.103157894736842)","(18.0, 55.0, 35.0)","(20.0, 46.0, 43.625)"
09-01-2023 17:06:16.917678,"(2.05, 2.54, 2.45)","(3.3, 5.0, 4.425)","(3.0, 3.25, 3.103157894736842)","(18.0, 55.0, 35.0)","(20.0, 46.0, 43.625)"
09-01-2023 17:06:18.075308,"(2.05, 2.5, 2.44)","(3.3, 5.0, 4.045454545454546)","(3.0, 3.25, 3.074782608695652)","(18.0, 55.0, 35.0)","(20.0, 70.0, 29.35483870967742)"
09-01-2023 17:06:19.151355,"(2.05, 2.5, 2.44)","(3.3, 5.0, 4.1000000000000005)","(3.0, 3.25, 3.059230769230769)","(18.0, 55.0, 35.0)","(20.0, 70.0, 29.681818181818183)"
09-01-2023 17:06:20.171110,"(2.05, 2.48, 2.3925)","(3.3, 5.0, 4.333333333333333)","(3.0, 3.25, 3.0566666666666666)","(18.0, 55.0, 35.0)","(20.0, 65.0, 29.391304347826086)"
09-01-2023 17:06:21.079534,"(2.05, 2.46, 2.45)","(3.3, 5.0, 4.333333333333333)","(3.0, 3.25, 3.0704761904761906)","(18.0, 55.0, 35.0)","(20.0, 60.0, 29.391304347826086)"
09-01-2023 17:06:22.129201,"(2.05, 2.46, 2.45)","(3.3, 5.0, 4.333333333333333)","(3.0, 3.25, 3.0704761904761906)","(18.0, 55.0, 35.0)","(20.0, 60.0, 29.391304347826086)"
09-01-2023 17:06:23.103093,"(2.05, 2.46, 2.45)","(3.3, 5.0, 4.333333333333333)","(3.0, 3.25, 3.0704761904761906)","(18.0, 55.0, 35.0)","(20.0, 60.0, 35.333333333333336)"
09-01-2023 17:06:24.237567,"(2.05, 2.46, 2.45)","(3.3, 5.0, 4.4)","(3.0, 3.25, 3.0704761904761906)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:25.286549,"(2.05, 2.46, 2.45)","(3.3, 5.0, 4.4)","(3.0, 3.25, 3.0704761904761906)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:26.226315,"(2.05, 2.46, 2.45)","(3.3, 5.0, 4.4)","(2.9, 3.25, 3.0704761904761906)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:27.223357,"(2.05, 2.44, 2.397894736842105)","(3.3, 5.0, 4.46)","(2.9, 3.25, 3.0936842105263156)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:28.244386,"(2.05, 2.44, 2.397894736842105)","(3.3, 5.0, 4.46)","(2.9, 3.25, 3.0936842105263156)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:29.287287,"(2.05, 2.44, 2.397894736842105)","(3.3, 5.0, 4.46)","(2.9, 3.25, 3.0936842105263156)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:30.349280,"(2.05, 2.44, 2.397894736842105)","(3.3, 5.0, 4.46)","(2.9, 3.25, 3.0936842105263156)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:31.268303,"(2.05, 2.44, 2.397894736842105)","(3.3, 5.0, 4.46)","(2.9, 3.25, 3.0936842105263156)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:32.207901,"(2.05, 2.44, 2.397894736842105)","(3.3, 5.0, 4.46)","(2.9, 3.25, 3.0936842105263156)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:33.347300,"(2.05, 2.44, 2.397894736842105)","(3.3, 5.0, 4.46)","(2.9, 3.25, 3.0936842105263156)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:34.588126,"(2.05, 2.42, 2.388888888888889)","(3.3, 5.0, 4.314285714285714)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:35.561922,"(2.05, 2.42, 2.388888888888889)","(3.3, 5.0, 4.314285714285714)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:36.514047,"(2.05, 2.42, 2.388888888888889)","(3.3, 5.0, 4.314285714285714)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:37.520881,"(2.05, 2.42, 2.388888888888889)","(3.3, 5.0, 4.314285714285714)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:38.536490,"(2.05, 2.42, 2.388888888888889)","(3.3, 5.0, 4.314285714285714)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:39.512211,"(2.05, 2.42, 2.388888888888889)","(3.3, 5.0, 4.314285714285714)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:40.551551,"(2.05, 2.42, 2.388888888888889)","(3.3, 5.0, 4.747368421052632)","(2.9, 3.25, 3.0657894736842106)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:41.529139,"(2.05, 2.4, 2.3752941176470586)","(3.3, 5.0, 4.747368421052632)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:42.586846,"(2.05, 2.4, 2.3832)","(3.3, 5.0, 4.747368421052632)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:43.573043,"(2.05, 2.4, 2.37)","(3.3, 5.0, 4.747368421052632)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:44.409986,"(2.05, 2.4, 2.33)","(3.3, 5.0, 4.747368421052632)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 35.333333333333336)"
09-01-2023 17:06:45.276033,"(2.05, 2.4, 2.33)","(3.3, 5.0, 4.747368421052632)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:46.184947,"(2.05, 2.4, 2.33)","(3.3, 5.0, 4.747368421052632)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:47.103831,"(2.05, 2.4, 2.33)","(3.3, 5.0, 4.747368421052632)","(2.9, 3.25, 3.078125)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:47.961956,"(2.05, 2.38, 2.356470588235294)","(3.3, 5.0, 4.676923076923077)","(2.9, 3.25, 3.1208695652173915)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:48.923070,"(2.05, 2.38, 2.3505263157894736)","(3.3, 5.0, 4.766666666666667)","(2.9, 3.25, 3.1208695652173915)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:49.867866,"(2.05, 2.38, 2.3505263157894736)","(3.3, 5.0, 4.766666666666667)","(2.9, 3.25, 3.1208695652173915)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:50.854999,"(2.05, 2.38, 2.3505263157894736)","(3.3, 5.0, 4.766666666666667)","(2.9, 3.25, 3.1208695652173915)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:51.981802,"(2.05, 2.38, 2.3505263157894736)","(3.3, 5.0, 4.766666666666667)","(2.9, 3.25, 3.1208695652173915)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:52.927840,"(2.05, 2.38, 2.3505263157894736)","(3.3, 5.0, 4.766666666666667)","(2.9, 3.25, 3.1208695652173915)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:54.039541,"(2.05, 2.38, 2.3505263157894736)","(3.3, 5.0, 4.817391304347826)","(2.9, 3.25, 3.064375)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:55.043862,"(2.05, 2.38, 2.3685714285714283)","(3.3, 5.0, 4.72)","(2.9, 3.25, 3.07)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:56.260522,"(2.05, 2.4, 2.3857142857142857)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.042307692307692)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:57.489041,"(2.05, 2.38, 2.3449999999999998)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.042307692307692)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:58.582083,"(2.05, 2.38, 2.3449999999999998)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:06:59.573580,"(2.05, 2.38, 2.3449999999999998)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:07:00.540651,"(2.05, 2.38, 2.3449999999999998)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:07:01.541149,"(2.05, 2.38, 2.3449999999999998)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:07:02.506989,"(2.05, 2.38, 2.3449999999999998)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:07:03.360027,"(2.05, 2.38, 2.3654545454545453)","(3.3, 4.9, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:07:04.271534,"(2.05, 2.38, 2.3654545454545453)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:07:05.228778,"(2.05, 2.38, 2.3685714285714283)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 35.0)","(20.0, 50.0, 39.0)"
09-01-2023 17:07:06.210458,"(2.05, 2.38, 2.3685714285714283)","(3.3, 5.0, 4.733333333333333)","(2.9, 3.25, 3.0276470588235296)","(18.0, 55.0, 29.285714285714285)","(20.0, 50.0, 41.6)"
