,Buck Pharoah,Salad Dodger,Auzstar,Miss Arizona,Korubela Miss,Tobasco,Outreach To Henry,Flash Palace,The Sistine Tales,Rainbow Rocket
255,"[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 2.5, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 16.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 41, 565794), 41.0, 120.0]"
256,"[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 2.5, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 16.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 42, 750912), 41.0, 120.0]"
257,"[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 2.5, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 16.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 43, 920505), 41.0, 120.0]"
258,"[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 2.5, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 16.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 45, 95197), 41.0, 120.0]"
259,"[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 2.5, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 16.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 46, 259690), 41.0, 110.0]"
260,"[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 2.5, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 16.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 47, 437321), 41.0, 100.0]"
261,"[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 2.5, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 16.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 48, 598847), 41.0, 100.0]"
262,"[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 2.5, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 16.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 49, 761577), 41.0, 100.0]"
263,"[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 2.6, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 50, 935244), 41.0, 100.0]"
264,"[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 2.6, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 52, 90729), 41.0, 100.0]"
265,"[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 2.6, 3.05]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 53, 252779), 41.0, 100.0]"
266,"[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 54, 408635), 41.0, 100.0]"
267,"[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 8.0, 15.5]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 55, 576735), 41.0, 100.0]"
268,"[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 56, 746569), 41.0, 100.0]"
269,"[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 57, 904676), 41.0, 100.0]"
270,"[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 10, 59, 74926), 41.0, 100.0]"
271,"[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 11, 0, 249882), 41.0, 100.0]"
272,"[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 26.0, 160.0]","[datetime.datetime(2022, 11, 28, 16, 11, 1, 422130), 41.0, 100.0]"
273,"[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 8.0, 15.0]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 15.0, 19.5]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 26.0, 150.0]","[datetime.datetime(2022, 11, 28, 16, 11, 2, 581419), 41.0, 100.0]"
274,"[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 2.6, 3.0]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 26.0, 140.0]","[datetime.datetime(2022, 11, 28, 16, 11, 3, 736501), 41.0, 100.0]"
275,"[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 4, 908645), 41.0, 100.0]"
276,"[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 6, 72298), 41.0, 100.0]"
277,"[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 7, 255431), 41.0, 100.0]"
278,"[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 8, 422286), 41.0, 100.0]"
279,"[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 9, 600365), 41.0, 100.0]"
280,"[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 21.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 10, 769783), 41.0, 100.0]"
281,"[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 11, 935066), 41.0, 100.0]"
282,"[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 13, 111975), 41.0, 100.0]"
283,"[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 14, 273446), 41.0, 100.0]"
284,"[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 15, 447428), 41.0, 100.0]"
285,"[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 16, 640294), 41.0, 100.0]"
286,"[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 3.2, 3.95]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 9.0, 12.5]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 2.6, 2.96]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 19.0, 25.0]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 15.0, 19.0]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 21.0, 30.0]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 833636), 26.0, 130.0]","[datetime.datetime(2022, 11, 28, 16, 11, 17, 834637), 41.0, 100.0]"
