,Kaypat World,Rocking The Ares,Calypso Ruby,Drink Jacks,Dayseas Gem,Our Mate Rocco,Cuckoo Coconuts,Border Issues
258,"[datetime.datetime(2022, 11, 28, 11, 46, 14, 451927), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 14, 451927), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 14, 451927), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 14, 451927), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 14, 451927), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 14, 451927), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 14, 451927), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 14, 451927), 4.6, 7.4]"
259,"[datetime.datetime(2022, 11, 28, 11, 46, 15, 593004), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 15, 593004), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 15, 593004), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 15, 593004), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 15, 593004), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 15, 593004), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 15, 593004), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 15, 593004), 4.6, 7.4]"
260,"[datetime.datetime(2022, 11, 28, 11, 46, 16, 745051), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 16, 745051), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 16, 745051), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 16, 745051), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 16, 745051), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 16, 745051), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 16, 745051), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 16, 745051), 4.6, 7.4]"
261,"[datetime.datetime(2022, 11, 28, 11, 46, 17, 890650), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 17, 890650), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 17, 890650), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 17, 890650), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 17, 890650), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 17, 890650), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 17, 890650), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 17, 890650), 4.6, 7.4]"
262,"[datetime.datetime(2022, 11, 28, 11, 46, 19, 57986), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 19, 57986), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 19, 57986), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 19, 57986), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 19, 57986), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 19, 57986), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 19, 57986), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 19, 57986), 4.6, 7.4]"
263,"[datetime.datetime(2022, 11, 28, 11, 46, 20, 240029), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 20, 240029), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 20, 240029), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 20, 240029), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 20, 240029), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 20, 240029), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 20, 240029), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 20, 240029), 4.6, 7.4]"
264,"[datetime.datetime(2022, 11, 28, 11, 46, 21, 475723), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 21, 475723), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 21, 475723), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 21, 475723), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 21, 475723), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 21, 475723), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 21, 475723), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 21, 475723), 4.6, 7.4]"
265,"[datetime.datetime(2022, 11, 28, 11, 46, 22, 687057), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 22, 687057), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 22, 687057), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 22, 687057), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 22, 687057), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 22, 687057), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 22, 687057), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 22, 687057), 4.6, 7.4]"
266,"[datetime.datetime(2022, 11, 28, 11, 46, 23, 832705), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 23, 832705), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 23, 832705), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 11, 46, 23, 832705), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 23, 832705), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 23, 832705), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 23, 832705), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 23, 832705), 4.6, 7.4]"
267,"[datetime.datetime(2022, 11, 28, 11, 46, 24, 974070), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 24, 974070), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 24, 974070), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 11, 46, 24, 974070), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 24, 974070), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 24, 974070), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 24, 974070), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 24, 974070), 4.6, 7.4]"
268,"[datetime.datetime(2022, 11, 28, 11, 46, 26, 110140), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 26, 110140), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 26, 110140), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 11, 46, 26, 110140), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 26, 110140), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 26, 110140), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 26, 110140), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 26, 110140), 4.6, 7.4]"
269,"[datetime.datetime(2022, 11, 28, 11, 46, 27, 258635), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 27, 258635), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 27, 258635), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 11, 46, 27, 258635), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 27, 258635), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 27, 258635), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 27, 258635), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 27, 258635), 4.6, 7.4]"
270,"[datetime.datetime(2022, 11, 28, 11, 46, 28, 390853), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 28, 390853), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 28, 390853), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 28, 390853), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 28, 390853), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 28, 390853), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 28, 390853), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 28, 390853), 4.6, 7.4]"
271,"[datetime.datetime(2022, 11, 28, 11, 46, 29, 528599), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 29, 528599), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 29, 528599), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 29, 528599), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 29, 528599), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 29, 528599), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 29, 528599), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 29, 528599), 4.6, 7.4]"
272,"[datetime.datetime(2022, 11, 28, 11, 46, 30, 672947), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 30, 672947), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 30, 672947), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 30, 672947), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 30, 672947), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 30, 672947), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 30, 672947), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 30, 672947), 4.6, 7.4]"
273,"[datetime.datetime(2022, 11, 28, 11, 46, 31, 803756), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 31, 803756), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 31, 803756), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 31, 803756), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 31, 803756), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 31, 803756), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 31, 803756), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 31, 803756), 4.6, 7.4]"
274,"[datetime.datetime(2022, 11, 28, 11, 46, 32, 938830), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 32, 938830), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 32, 938830), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 32, 938830), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 32, 938830), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 32, 938830), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 32, 938830), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 32, 938830), 4.6, 7.4]"
275,"[datetime.datetime(2022, 11, 28, 11, 46, 34, 76500), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 34, 76500), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 34, 76500), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 34, 76500), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 34, 76500), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 34, 76500), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 34, 76500), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 34, 76500), 4.6, 7.4]"
276,"[datetime.datetime(2022, 11, 28, 11, 46, 35, 224752), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 35, 224752), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 35, 224752), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 35, 224752), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 35, 224752), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 35, 224752), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 35, 224752), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 35, 224752), 4.6, 7.4]"
277,"[datetime.datetime(2022, 11, 28, 11, 46, 36, 362521), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 36, 362521), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 36, 362521), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 36, 362521), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 36, 362521), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 36, 362521), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 36, 362521), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 36, 362521), 4.6, 7.4]"
278,"[datetime.datetime(2022, 11, 28, 11, 46, 37, 498847), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 37, 498847), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 37, 498847), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 37, 498847), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 37, 498847), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 37, 498847), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 37, 498847), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 37, 498847), 4.6, 7.4]"
279,"[datetime.datetime(2022, 11, 28, 11, 46, 38, 627799), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 38, 627799), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 38, 627799), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 38, 627799), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 38, 627799), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 38, 627799), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 38, 627799), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 38, 627799), 4.6, 7.4]"
280,"[datetime.datetime(2022, 11, 28, 11, 46, 39, 756663), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 39, 756663), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 39, 756663), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 39, 756663), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 39, 756663), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 39, 756663), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 39, 756663), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 39, 756663), 4.6, 7.4]"
281,"[datetime.datetime(2022, 11, 28, 11, 46, 40, 887062), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 40, 887062), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 40, 887062), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 40, 887062), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 40, 887062), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 40, 887062), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 40, 887062), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 40, 887062), 4.6, 7.4]"
282,"[datetime.datetime(2022, 11, 28, 11, 46, 42, 19355), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 42, 19355), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 42, 19355), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 42, 19355), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 42, 19355), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 42, 19355), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 42, 19355), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 42, 19355), 4.6, 7.4]"
283,"[datetime.datetime(2022, 11, 28, 11, 46, 43, 155948), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 43, 155948), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 43, 155948), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 43, 155948), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 43, 155948), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 43, 155948), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 43, 155948), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 43, 155948), 4.6, 7.4]"
284,"[datetime.datetime(2022, 11, 28, 11, 46, 44, 295976), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 44, 295976), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 44, 295976), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 44, 295976), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 44, 295976), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 44, 295976), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 44, 295976), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 44, 295976), 4.6, 6.8]"
285,"[datetime.datetime(2022, 11, 28, 11, 46, 45, 424191), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 45, 424191), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 45, 424191), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 45, 424191), 7.0, 7.2]","[datetime.datetime(2022, 11, 28, 11, 46, 45, 424191), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 45, 424191), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 45, 424191), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 45, 424191), 4.6, 7.2]"
286,"[datetime.datetime(2022, 11, 28, 11, 46, 46, 552599), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 46, 552599), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 46, 552599), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 46, 552599), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 46, 552599), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 46, 552599), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 46, 552599), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 46, 552599), 4.6, 7.2]"
287,"[datetime.datetime(2022, 11, 28, 11, 46, 47, 702547), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 47, 702547), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 47, 702547), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 47, 702547), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 47, 702547), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 47, 702547), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 47, 702547), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 47, 702547), 4.6, 7.2]"
288,"[datetime.datetime(2022, 11, 28, 11, 46, 48, 836477), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 48, 836477), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 48, 836477), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 48, 836477), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 48, 836477), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 48, 836477), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 48, 836477), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 48, 836477), 4.6, 7.2]"
289,"[datetime.datetime(2022, 11, 28, 11, 46, 49, 971699), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 49, 971699), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 49, 971699), 19.0, 50.0]","[datetime.datetime(2022, 11, 28, 11, 46, 49, 971699), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 49, 971699), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 49, 971699), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 49, 971699), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 49, 971699), 4.6, 7.2]"
290,"[datetime.datetime(2022, 11, 28, 11, 46, 51, 106597), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 51, 106597), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 51, 106597), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 51, 106597), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 51, 106597), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 51, 106597), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 51, 106597), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 51, 106597), 4.6, 7.2]"
291,"[datetime.datetime(2022, 11, 28, 11, 46, 52, 244745), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 52, 244745), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 52, 244745), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 52, 244745), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 52, 244745), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 52, 244745), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 52, 244745), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 52, 244745), 4.6, 7.2]"
292,"[datetime.datetime(2022, 11, 28, 11, 46, 53, 385515), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 53, 385515), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 53, 385515), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 53, 385515), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 53, 385515), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 53, 385515), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 53, 385515), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 53, 385515), 4.6, 7.2]"
293,"[datetime.datetime(2022, 11, 28, 11, 46, 54, 528346), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 54, 528346), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 54, 528346), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 54, 528346), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 54, 528346), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 54, 528346), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 54, 528346), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 54, 528346), 4.6, 7.2]"
294,"[datetime.datetime(2022, 11, 28, 11, 46, 55, 664379), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 55, 664379), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 55, 664379), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 55, 664379), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 55, 664379), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 55, 664379), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 55, 664379), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 55, 664379), 4.6, 7.2]"
295,"[datetime.datetime(2022, 11, 28, 11, 46, 56, 821623), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 56, 821623), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 56, 821623), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 56, 821623), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 56, 821623), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 56, 821623), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 56, 821623), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 56, 821623), 4.6, 7.2]"
296,"[datetime.datetime(2022, 11, 28, 11, 46, 57, 949315), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 57, 949315), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 57, 949315), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 57, 949315), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 57, 949315), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 57, 949315), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 57, 949315), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 57, 949315), 4.6, 7.2]"
297,"[datetime.datetime(2022, 11, 28, 11, 46, 59, 97760), 13.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 59, 97760), 9.0, 11.5]","[datetime.datetime(2022, 11, 28, 11, 46, 59, 97760), 19.0, 46.0]","[datetime.datetime(2022, 11, 28, 11, 46, 59, 97760), 7.0, 7.4]","[datetime.datetime(2022, 11, 28, 11, 46, 59, 97760), 3.6, 3.95]","[datetime.datetime(2022, 11, 28, 11, 46, 59, 97760), 9.0, 27.0]","[datetime.datetime(2022, 11, 28, 11, 46, 59, 97760), 3.1, 4.7]","[datetime.datetime(2022, 11, 28, 11, 46, 59, 97760), 4.6, 7.2]"
