,War Hammer,Banebridge,Bundy Bounce,Hooked On Prissy,Simply Orson,Sketchy In By,Nulas Girl,What A Knight
14-12-2022 12:39:12.968780,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.3766666666666665)","(17.0, 55.0, 37.25)","(2.6, 2.94, 2.83)","(101.0, 650.0, 588.8888888888889)","(5.0, 7.2, 6.533333333333333)","(51.0, 390.0, 218.0)","(31.0, 110.0, 56.18181818181819)"
14-12-2022 12:39:14.132013,"(4.8, 6.2, 5.800000000000001)","(2.4, 3.75, 3.3766666666666665)","(17.0, 55.0, 37.25)","(2.6, 2.94, 2.83)","(101.0, 650.0, 588.8888888888889)","(5.0, 7.2, 6.533333333333333)","(51.0, 390.0, 218.0)","(31.0, 110.0, 56.18181818181819)"
14-12-2022 12:39:15.357254,"(4.8, 6.2, 5.800000000000001)","(2.4, 3.75, 3.3766666666666665)","(17.0, 55.0, 37.25)","(2.6, 2.94, 2.83)","(101.0, 650.0, 588.8888888888889)","(5.0, 7.2, 6.4)","(51.0, 390.0, 218.0)","(31.0, 110.0, 56.18181818181819)"
14-12-2022 12:39:16.511889,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.3766666666666665)","(17.0, 55.0, 37.25)","(2.6, 2.94, 2.83)","(101.0, 650.0, 588.8888888888889)","(5.0, 7.2, 6.4)","(51.0, 390.0, 218.0)","(31.0, 110.0, 62.0)"
14-12-2022 12:39:17.614673,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.3766666666666665)","(17.0, 55.0, 37.25)","(2.6, 2.94, 2.768888888888889)","(101.0, 650.0, 588.8888888888889)","(5.0, 7.2, 6.300000000000001)","(51.0, 390.0, 218.0)","(31.0, 110.0, 62.0)"
14-12-2022 12:39:18.771575,"(4.8, 6.2, 5.7)","(2.4, 3.75, 3.3766666666666665)","(17.0, 55.0, 37.25)","(2.6, 2.94, 2.768888888888889)","(101.0, 650.0, 588.8888888888889)","(5.0, 7.2, 6.300000000000001)","(51.0, 390.0, 218.0)","(31.0, 110.0, 62.0)"
14-12-2022 12:39:19.928627,"(4.8, 6.2, 5.800000000000001)","(2.4, 3.75, 3.283333333333333)","(17.0, 55.0, 37.25)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 588.8888888888889)","(5.0, 7.2, 6.133333333333333)","(51.0, 390.0, 218.0)","(31.0, 110.0, 62.0)"
14-12-2022 12:39:21.059778,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.283333333333333)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 588.8888888888889)","(5.0, 7.2, 6.5600000000000005)","(51.0, 390.0, 218.0)","(31.0, 110.0, 62.0)"
14-12-2022 12:39:22.311266,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.283333333333333)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.7720000000000002)","(101.0, 650.0, 372.5)","(5.0, 7.2, 6.285714285714286)","(51.0, 390.0, 211.20000000000002)","(31.0, 110.0, 143.6)"
14-12-2022 12:39:23.346550,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.35)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.7720000000000002)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.533333333333333)","(51.0, 400.0, 211.20000000000002)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:24.461618,"(4.8, 6.2, 5.9)","(2.4, 3.75, 3.35)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.83)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.342857142857143)","(51.0, 400.0, 211.20000000000002)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:25.504083,"(4.8, 6.2, 5.9)","(2.4, 3.75, 3.35)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.83)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.4)","(51.0, 400.0, 211.20000000000002)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:26.612937,"(4.8, 6.2, 5.9)","(2.4, 3.75, 3.35)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.83)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.4)","(51.0, 400.0, 211.20000000000002)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:27.700987,"(4.8, 6.2, 5.9)","(2.4, 3.75, 3.35)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.83)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.4)","(51.0, 400.0, 211.20000000000002)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:28.859569,"(4.8, 6.2, 5.7)","(2.4, 3.75, 3.35)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.622222222222223)","(51.0, 400.0, 211.20000000000002)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:30.033405,"(4.8, 6.2, 5.800000000000001)","(2.4, 3.75, 3.25)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.514285714285714)","(51.0, 400.0, 183.3846153846154)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:31.115448,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.25)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.514285714285714)","(51.0, 400.0, 200.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:32.244369,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.25)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.2, 6.6)","(51.0, 400.0, 200.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:33.378351,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.321428571428571)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.8116666666666665)","(101.0, 650.0, 557.5)","(5.0, 7.4, 6.555555555555555)","(51.0, 400.0, 200.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:34.563657,"(4.8, 6.2, 5.800000000000001)","(2.4, 3.75, 3.321428571428571)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.83)","(101.0, 650.0, 557.5)","(5.0, 7.4, 6.555555555555555)","(51.0, 400.0, 200.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:35.944454,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.321428571428571)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.83)","(101.0, 650.0, 557.5)","(5.0, 7.4, 6.371428571428571)","(51.0, 400.0, 260.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:37.579100,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.321428571428571)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.768888888888889)","(101.0, 650.0, 557.5)","(5.0, 7.4, 6.371428571428571)","(51.0, 400.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:38.874537,"(4.8, 6.2, 5.7625)","(2.4, 3.75, 3.321428571428571)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.768888888888889)","(101.0, 650.0, 557.5)","(5.0, 7.4, 6.371428571428571)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:40.103158,"(4.8, 6.2, 5.7)","(2.4, 3.75, 3.25)","(17.0, 70.0, 44.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.4, 6.644444444444445)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:41.322339,"(4.8, 6.2, 5.9)","(2.4, 3.75, 3.6)","(17.0, 70.0, 27.083333333333332)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.4, 7.033333333333333)","(51.0, 440.0, 284.0)","(31.0, 170.0, 126.0)"
14-12-2022 12:39:42.536148,"(4.8, 7.0, 6.183333333333334)","(2.4, 3.75, 3.5983333333333336)","(17.0, 65.0, 27.083333333333332)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.6, 7.387499999999999)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:43.787408,"(4.8, 6.8, 6.03)","(2.4, 3.75, 3.5983333333333336)","(17.0, 65.0, 27.083333333333332)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 557.5)","(5.0, 7.6, 7.199999999999999)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:45.043230,"(4.8, 7.0, 6.675)","(2.4, 3.75, 3.56)","(17.0, 65.0, 27.083333333333332)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 557.5)","(5.0, 7.6, 7.199999999999999)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:46.200187,"(4.8, 7.0, 6.675)","(2.4, 3.75, 3.56)","(17.0, 65.0, 27.083333333333332)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.6, 7.3)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:47.441263,"(4.8, 7.0, 6.725)","(2.4, 3.75, 3.334285714285714)","(17.0, 65.0, 34.666666666666664)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.6, 7.3)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:48.837139,"(4.8, 7.0, 6.725)","(2.4, 3.75, 3.334285714285714)","(17.0, 65.0, 34.666666666666664)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.6, 7.3)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:50.053946,"(4.8, 7.0, 6.725)","(2.4, 3.75, 3.334285714285714)","(17.0, 65.0, 34.666666666666664)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.6, 7.3)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:51.377156,"(4.8, 7.0, 6.725)","(2.4, 3.75, 3.334285714285714)","(17.0, 65.0, 34.666666666666664)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 7.6, 7.3)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:52.588034,"(4.8, 7.0, 6.733333333333333)","(2.4, 3.75, 3.575)","(17.0, 65.0, 34.666666666666664)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 557.5)","(5.0, 8.2, 7.933333333333333)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:53.783572,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.575)","(17.0, 65.0, 34.666666666666664)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.933333333333333)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:55.092043,"(4.8, 7.0, 6.833333333333333)","(2.4, 3.75, 3.575)","(17.0, 65.0, 34.666666666666664)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:56.473449,"(4.8, 7.0, 6.833333333333333)","(2.4, 3.75, 3.575)","(17.0, 65.0, 34.666666666666664)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.909999999999999)","(51.0, 440.0, 284.0)","(31.0, 170.0, 143.6)"
14-12-2022 12:39:57.772964,"(4.8, 7.0, 6.833333333333333)","(2.4, 3.75, 3.575)","(17.0, 65.0, 25.416666666666668)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 440.0, 350.0)","(31.0, 170.0, 74.44444444444444)"
14-12-2022 12:39:58.991300,"(4.8, 7.0, 6.766666666666667)","(2.4, 3.75, 3.581666666666667)","(17.0, 55.0, 25.416666666666668)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.1875)","(51.0, 400.0, 200.0)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:00.216934,"(4.8, 7.0, 6.766666666666667)","(2.4, 3.75, 3.581666666666667)","(17.0, 55.0, 22.23076923076923)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.8999999999999995)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:01.402718,"(4.8, 7.0, 6.675)","(2.4, 3.75, 3.581666666666667)","(17.0, 55.0, 22.23076923076923)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.085714285714285)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:02.623310,"(4.8, 7.0, 6.76)","(2.4, 3.75, 3.581666666666667)","(17.0, 55.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.262499999999999)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:03.862209,"(4.8, 7.0, 6.76)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.6)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:05.027949,"(4.8, 7.0, 6.725)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.6)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:06.335794,"(4.8, 7.0, 6.725)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.739999999999999)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:07.610188,"(4.8, 7.0, 6.725)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.955555555555555)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:08.756724,"(4.8, 7.0, 6.733333333333333)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.955555555555555)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:09.925651,"(4.8, 7.0, 6.785714285714286)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.955555555555555)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:11.095769,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.64)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:12.307797,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.862499999999999)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:13.467641,"(4.8, 7.0, 6.733333333333333)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.366666666666666)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 65.33333333333333)"
14-12-2022 12:40:14.772231,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.552)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.366666666666666)","(51.0, 400.0, 187.6923076923077)","(31.0, 120.0, 83.33333333333334)"
14-12-2022 12:40:16.021274,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.9111111111111105)","(51.0, 400.0, 187.6923076923077)","(31.0, 140.0, 83.33333333333334)"
14-12-2022 12:40:17.243625,"(4.8, 7.0, 6.675)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 400.0, 187.6923076923077)","(31.0, 140.0, 83.33333333333334)"
14-12-2022 12:40:18.649561,"(4.8, 7.0, 6.733333333333333)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.857142857142857)","(51.0, 400.0, 171.07142857142858)","(31.0, 140.0, 83.33333333333334)"
14-12-2022 12:40:19.968254,"(4.8, 7.0, 6.785714285714286)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.857142857142857)","(51.0, 380.0, 171.07142857142858)","(31.0, 140.0, 111.6)"
14-12-2022 12:40:21.506775,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.739999999999999)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:22.756485,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.955555555555555)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:23.987539,"(4.8, 7.0, 6.733333333333333)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.955555555555555)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:25.228290,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.955555555555555)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:26.502591,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.785714285714285)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:27.732891,"(4.8, 7.0, 6.625)","(2.4, 3.75, 3.552)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7933333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:29.031077,"(4.8, 7.0, 6.783333333333333)","(2.4, 3.75, 3.552)","(17.0, 48.0, 24.25)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:30.350695,"(4.8, 7.0, 6.7)","(2.4, 3.75, 3.552)","(17.0, 48.0, 24.25)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.9111111111111105)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:31.635102,"(4.8, 7.0, 6.7)","(2.4, 3.75, 3.552)","(17.0, 48.0, 33.75)","(2.6, 2.94, 2.7750000000000004)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.9111111111111105)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 99.33333333333334)"
14-12-2022 12:40:32.918845,"(4.8, 7.0, 6.7)","(2.4, 3.75, 3.552)","(17.0, 48.0, 33.75)","(2.6, 2.94, 2.8511111111111114)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:34.123114,"(4.8, 7.0, 6.78)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.6)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:35.291048,"(4.8, 7.0, 6.75)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.6)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:36.526925,"(4.8, 7.0, 6.75)","(2.4, 3.75, 3.581666666666667)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.6)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:37.714066,"(4.8, 8.2, 7.6499999999999995)","(2.4, 3.75, 3.5583333333333336)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.833333333333332)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:38.884190,"(4.8, 8.2, 7.885714285714285)","(2.4, 3.75, 3.5583333333333336)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.699999999999999)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:40.070931,"(4.8, 8.2, 7.757142857142856)","(2.4, 3.75, 3.5583333333333336)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.699999999999999)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:41.265831,"(4.8, 8.2, 7.449999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.699999999999999)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:42.500034,"(4.8, 8.2, 7.619999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.8999999999999995)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:43.873094,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.799999999999999)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:45.165978,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.8999999999999995)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:40:46.495847,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.1)","(51.0, 380.0, 171.07142857142858)","(31.0, 130.0, 81.41176470588235)"
14-12-2022 12:40:47.801891,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.449999999999999)","(51.0, 380.0, 171.07142857142858)","(31.0, 120.0, 81.41176470588235)"
14-12-2022 12:40:49.121907,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.449999999999999)","(51.0, 380.0, 171.07142857142858)","(31.0, 120.0, 81.41176470588235)"
14-12-2022 12:40:50.352107,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 380.0, 171.07142857142858)","(31.0, 120.0, 81.41176470588235)"
14-12-2022 12:40:51.642998,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.766666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.666666666666666)","(51.0, 380.0, 171.07142857142858)","(31.0, 120.0, 81.41176470588235)"
14-12-2022 12:40:52.982466,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.933333333333333)","(51.0, 380.0, 171.07142857142858)","(31.0, 120.0, 81.41176470588235)"
14-12-2022 12:40:54.333444,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.933333333333333)","(51.0, 380.0, 171.07142857142858)","(31.0, 120.0, 81.41176470588235)"
14-12-2022 12:40:55.642300,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.933333333333333)","(51.0, 380.0, 171.07142857142858)","(31.0, 120.0, 81.41176470588235)"
