,War Hammer,Banebridge,Bundy Bounce,Hooked On Prissy,Simply Orson,Sketchy In By,Nulas Girl,What A Knight
14-12-2022 12:40:56.965717,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 380.0, 171.07142857142858)","(31.0, 120.0, 81.41176470588235)"
14-12-2022 12:40:58.275843,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 380.0, 212.5)","(31.0, 120.0, 89.0)"
14-12-2022 12:40:59.601647,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 34.75)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 370.0, 163.92857142857142)","(31.0, 140.0, 113.27272727272727)"
14-12-2022 12:41:00.853794,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 50.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:02.299544,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.68)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:03.777694,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.68)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:05.155977,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.68)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:06.456383,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.68)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:07.752633,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.68)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:09.020930,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:10.252080,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:11.570003,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:12.849694,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.766666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:14.148849,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:15.400546,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.333333333333333)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:16.582072,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:17.900024,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:19.109152,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.68)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 113.27272727272727)"
14-12-2022 12:41:20.242954,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.751428571428572)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 163.92857142857142)","(31.0, 130.0, 81.41176470588235)"
14-12-2022 12:41:21.361271,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.3999999999999995)","(51.0, 360.0, 163.92857142857142)","(31.0, 120.0, 90.71428571428571)"
14-12-2022 12:41:22.510757,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 163.92857142857142)","(31.0, 120.0, 103.57142857142857)"
14-12-2022 12:41:23.677034,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 163.92857142857142)","(31.0, 140.0, 103.57142857142857)"
14-12-2022 12:41:24.905715,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.524)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7493333333333334)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 360.0, 163.92857142857142)","(31.0, 140.0, 103.57142857142857)"
14-12-2022 12:41:26.171816,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.548)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.7988235294117647)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 360.0, 163.92857142857142)","(31.0, 140.0, 32.5625)"
14-12-2022 12:41:27.407715,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.548)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.773846153846154)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 360.0, 177.0)","(31.0, 38.0, 33.166666666666664)"
14-12-2022 12:41:28.659402,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.548)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.796)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.75)","(51.0, 360.0, 177.0)","(31.0, 38.0, 33.166666666666664)"
14-12-2022 12:41:29.976412,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.548)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.796)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.766666666666666)","(51.0, 360.0, 177.0)","(31.0, 38.0, 33.166666666666664)"
14-12-2022 12:41:31.281757,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.225)","(17.0, 48.0, 26.625)","(2.6, 2.94, 2.9466666666666668)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 177.0)","(31.0, 38.0, 33.82608695652174)"
14-12-2022 12:41:32.521571,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.645)","(17.0, 48.0, 24.583333333333332)","(2.6, 2.98, 2.9466666666666668)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 221.36363636363637)","(31.0, 38.0, 33.82608695652174)"
14-12-2022 12:41:33.811115,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.645)","(17.0, 50.0, 24.583333333333332)","(2.6, 2.98, 2.8899999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.783333333333333)","(51.0, 360.0, 221.36363636363637)","(31.0, 38.0, 33.82608695652174)"
14-12-2022 12:41:35.072548,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.645)","(17.0, 50.0, 24.583333333333332)","(2.6, 2.98, 2.8899999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.716666666666666)","(51.0, 360.0, 221.36363636363637)","(31.0, 38.0, 33.82608695652174)"
14-12-2022 12:41:36.379042,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.645)","(17.0, 50.0, 24.583333333333332)","(2.6, 2.98, 2.8899999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.816666666666666)","(51.0, 360.0, 221.36363636363637)","(31.0, 38.0, 33.90909090909091)"
14-12-2022 12:41:37.661404,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.645)","(17.0, 50.0, 24.583333333333332)","(2.6, 2.98, 2.953333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.816666666666666)","(51.0, 360.0, 221.36363636363637)","(31.0, 38.0, 33.90909090909091)"
14-12-2022 12:41:38.909647,"(4.8, 8.2, 7.909999999999999)","(2.4, 3.75, 3.645)","(17.0, 50.0, 24.583333333333332)","(2.6, 2.98, 2.953333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.816666666666666)","(51.0, 360.0, 221.36363636363637)","(31.0, 38.0, 33.90909090909091)"
14-12-2022 12:41:40.181640,"(5.0, 8.2, 7.909999999999999)","(2.4, 3.75, 3.645)","(18.0, 50.0, 32.5)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 360.0, 221.36363636363637)","(31.0, 38.0, 33.90909090909091)"
14-12-2022 12:41:41.469971,"(5.0, 7.0, 6.32)","(2.4, 3.75, 3.315)","(18.0, 50.0, 32.5)","(2.6, 2.98, 2.935)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 360.0, 172.5)","(31.0, 38.0, 34.8)"
14-12-2022 12:41:42.804357,"(5.0, 8.2, 7.909999999999999)","(2.4, 3.75, 3.54)","(18.0, 50.0, 32.5)","(2.6, 2.98, 2.953333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.816666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:44.264565,"(5.0, 8.2, 7.619999999999999)","(2.4, 3.75, 3.544)","(18.0, 50.0, 32.5)","(2.6, 2.98, 2.91)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.816666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:45.563286,"(5.0, 8.2, 7.5249999999999995)","(2.4, 3.75, 3.544)","(18.0, 50.0, 32.5)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:46.852505,"(5.0, 8.2, 7.5249999999999995)","(2.4, 3.75, 3.544)","(18.0, 50.0, 32.5)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:48.141424,"(5.0, 8.2, 7.449999999999999)","(2.4, 3.75, 3.544)","(18.0, 50.0, 32.5)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:49.372316,"(5.0, 8.2, 7.619999999999999)","(2.4, 3.75, 3.544)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:50.905325,"(5.0, 8.2, 7.64)","(2.4, 3.75, 3.544)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.933333333333333)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.716666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:52.247474,"(5.0, 8.2, 7.814285714285713)","(2.4, 3.75, 3.544)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.449999999999999)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:53.566741,"(5.0, 8.2, 7.5249999999999995)","(2.4, 3.75, 3.544)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:54.958547,"(5.0, 8.2, 7.757142857142856)","(2.4, 3.75, 3.544)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:56.174961,"(5.0, 8.2, 7.699999999999999)","(2.4, 3.75, 3.544)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.94)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:57.409013,"(5.0, 8.2, 7.619999999999999)","(2.4, 3.75, 3.544)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.0)"
14-12-2022 12:41:58.577602,"(5.0, 8.2, 7.619999999999999)","(2.4, 3.75, 3.544)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:41:59.723919,"(5.0, 8.2, 7.909999999999999)","(2.4, 3.75, 3.6237500000000002)","(18.0, 50.0, 43.7)","(2.6, 2.98, 2.96)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:00.952869,"(5.0, 8.2, 7.909999999999999)","(2.4, 3.75, 3.42)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9690909090909092)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.716666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:02.185985,"(5.0, 8.2, 7.5249999999999995)","(2.4, 3.75, 3.552)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9690909090909092)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.7333333333333325)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:03.439889,"(5.0, 8.2, 7.5249999999999995)","(2.4, 3.75, 3.62875)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9690909090909092)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.066666666666666)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:04.661222,"(5.0, 8.6, 7.9799999999999995)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9690909090909092)","(101.0, 650.0, 558.3333333333334)","(5.0, 7.2, 5.775)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:05.902913,"(5.0, 8.6, 7.9799999999999995)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9690909090909092)","(101.0, 650.0, 558.3333333333334)","(5.0, 7.2, 5.775)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:07.263694,"(5.0, 8.6, 7.85)","(2.4, 3.75, 3.44)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9690909090909092)","(101.0, 650.0, 558.3333333333334)","(5.0, 7.2, 5.775)","(51.0, 360.0, 172.5)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:08.696133,"(5.0, 8.6, 6.525)","(2.4, 3.75, 3.44)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9657142857142857)","(101.0, 650.0, 558.3333333333334)","(5.0, 7.2, 7.866666666666666)","(51.0, 360.0, 192.85714285714286)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:10.028657,"(5.0, 8.4, 6.525)","(2.4, 3.75, 3.44)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9657142857142857)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(51.0, 370.0, 192.85714285714286)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:11.359762,"(5.0, 7.4, 6.585714285714285)","(2.4, 3.75, 3.44)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9657142857142857)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 192.85714285714286)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:13.057974,"(5.0, 7.4, 6.4)","(2.4, 3.75, 3.6142857142857143)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9657142857142857)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 268.33333333333337)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:14.548519,"(5.0, 8.8, 8.271428571428572)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 286.8181818181818)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:15.931145,"(5.0, 8.8, 6.760000000000001)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:17.217184,"(5.0, 8.8, 6.760000000000001)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:18.510865,"(5.0, 8.8, 7.666666666666668)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:19.784016,"(5.0, 8.8, 6.855555555555556)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.142857142857146)"
14-12-2022 12:42:21.022524,"(5.0, 8.8, 6.855555555555556)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.88235294117647)"
14-12-2022 12:42:22.302367,"(5.0, 8.6, 7.96)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.88235294117647)"
14-12-2022 12:42:23.502278,"(5.0, 8.6, 7.566666666666666)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.88235294117647)"
14-12-2022 12:42:24.743391,"(5.0, 8.6, 8.157142857142857)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.88235294117647)"
14-12-2022 12:42:25.949500,"(5.0, 8.6, 8.157142857142857)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:27.152043,"(5.0, 8.6, 8.1)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.5)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:28.408639,"(5.0, 8.6, 8.1)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:29.695203,"(5.0, 8.6, 7.9399999999999995)","(2.4, 3.75, 3.56)","(19.0, 50.0, 43.7)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:30.946375,"(5.0, 8.6, 7.9399999999999995)","(2.4, 3.75, 3.56)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:32.200800,"(5.0, 8.6, 7.9399999999999995)","(2.4, 3.75, 3.56)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 6.171428571428572)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:33.468268,"(5.0, 8.6, 7.9399999999999995)","(2.4, 3.75, 3.56)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 7.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.23076923076923)"
14-12-2022 12:42:34.655182,"(5.0, 8.6, 7.824999999999999)","(2.4, 3.75, 3.56)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:35.845438,"(5.0, 8.6, 6.6625)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:37.057683,"(5.0, 8.6, 6.171428571428572)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.5)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:38.395839,"(5.0, 8.6, 7.292307692307692)","(2.4, 3.75, 3.56)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:39.643972,"(5.0, 8.6, 7.05)","(2.4, 3.75, 3.56)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:40.915640,"(5.0, 8.6, 6.725)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.966666666666667)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.866666666666666)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
14-12-2022 12:42:42.243903,"(5.0, 8.6, 6.592307692307692)","(2.4, 3.75, 3.2222222222222223)","(19.0, 50.0, 39.66666666666667)","(2.6, 2.98, 2.9299999999999997)","(101.0, 650.0, 558.3333333333334)","(5.0, 8.2, 7.2333333333333325)","(61.0, 370.0, 293.75)","(31.0, 38.0, 35.75)"
