,Sugar Time,Diamond Harmony,Homebush Harper,Young Romeo,Simon The Pieman,Alhambra,Rosehip,Verdun Bale
08-12-2022 15:01:42.990044,"(3.6, 5.3, 5.207692307692308)","(7.5, 12.5, 11.333333333333332)","(101.0, 300.0, 226.66666666666666)","(12.0, 21.0, 12.357142857142858)","(10.0, 15.0, 14.092592592592592)","(2.45, 4.0, 3.174)","(8.0, 12.0, 11.0875)","(5.5, 9.6, 7.4363636363636365)"
08-12-2022 15:01:44.174027,"(3.6, 5.3, 5.207692307692308)","(7.5, 12.5, 11.333333333333332)","(101.0, 300.0, 226.66666666666666)","(12.0, 21.0, 12.307692307692308)","(10.0, 15.0, 14.092592592592592)","(2.45, 4.0, 3.174)","(8.0, 11.5, 10.246153846153845)","(5.5, 9.4, 8.593103448275862)"
08-12-2022 15:01:45.310533,"(3.6, 5.3, 5.207692307692308)","(7.5, 12.5, 10.272727272727273)","(101.0, 300.0, 226.66666666666666)","(12.0, 20.0, 13.166666666666668)","(10.0, 15.0, 14.092592592592592)","(2.45, 4.0, 3.210909090909091)","(8.0, 12.0, 9.719999999999999)","(5.5, 9.4, 8.593103448275862)"
08-12-2022 15:01:46.593148,"(3.6, 5.3, 5.207692307692308)","(7.5, 12.5, 10.272727272727273)","(101.0, 300.0, 226.66666666666666)","(12.0, 19.5, 13.166666666666668)","(10.0, 15.0, 14.092592592592592)","(2.45, 4.0, 3.210909090909091)","(8.0, 12.0, 9.719999999999999)","(5.5, 9.4, 8.593103448275862)"
08-12-2022 15:01:47.926473,"(3.6, 5.3, 4.985714285714286)","(7.5, 12.5, 10.272727272727273)","(101.0, 300.0, 226.66666666666666)","(12.0, 19.5, 15.7)","(10.0, 15.0, 20.547619047619047)","(2.45, 4.0, 3.210909090909091)","(8.0, 12.0, 9.719999999999999)","(5.5, 9.4, 8.129411764705882)"
08-12-2022 15:01:49.045402,"(3.6, 5.3, 4.985714285714286)","(7.5, 12.5, 10.272727272727273)","(101.0, 300.0, 226.66666666666666)","(12.0, 19.5, 14.5)","(10.0, 21.0, 20.227272727272727)","(2.45, 4.0, 3.210909090909091)","(8.0, 12.0, 9.719999999999999)","(5.5, 9.4, 8.129411764705882)"
08-12-2022 15:01:50.205272,"(3.6, 5.3, 4.633333333333333)","(7.5, 12.5, 10.19)","(101.0, 300.0, 226.66666666666666)","(12.0, 19.0, 12.461538461538462)","(10.0, 21.0, 20.227272727272727)","(2.45, 4.0, 3.688888888888889)","(8.0, 12.0, 9.719999999999999)","(5.5, 9.4, 8.129411764705882)"
08-12-2022 15:01:51.219881,"(3.6, 5.3, 4.66)","(7.5, 12.5, 10.723076923076922)","(101.0, 300.0, 226.66666666666666)","(12.0, 18.0, 15.0)","(10.0, 21.0, 15.333333333333334)","(2.45, 4.0, 3.174)","(8.0, 12.0, 9.719999999999999)","(5.5, 9.4, 8.200000000000001)"
08-12-2022 15:01:52.220224,"(3.6, 5.3, 4.66)","(7.5, 12.5, 10.723076923076922)","(101.0, 300.0, 226.66666666666666)","(12.0, 18.0, 14.25)","(10.0, 20.0, 17.5)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.8, 7.8)"
08-12-2022 15:01:53.308202,"(3.6, 5.3, 4.66)","(7.5, 12.5, 10.723076923076922)","(101.0, 300.0, 226.66666666666666)","(12.0, 18.0, 13.714285714285715)","(10.0, 19.0, 17.5)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.6, 7.96774193548387)"
08-12-2022 15:01:54.453947,"(3.6, 5.3, 4.66)","(7.5, 12.5, 10.723076923076922)","(101.0, 300.0, 226.66666666666666)","(12.0, 18.0, 12.115384615384615)","(10.0, 19.0, 18.5)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.2, 8.129032258064516)"
08-12-2022 15:01:55.611012,"(3.6, 5.3, 4.944444444444445)","(7.5, 12.5, 10.723076923076922)","(101.0, 300.0, 226.66666666666666)","(12.0, 17.5, 13.75)","(10.0, 19.0, 18.857142857142858)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.4, 8.133333333333333)"
08-12-2022 15:01:56.794469,"(3.6, 5.3, 4.944444444444445)","(7.5, 12.5, 11.399999999999999)","(101.0, 300.0, 226.66666666666666)","(12.0, 17.0, 13.75)","(10.0, 21.0, 17.323529411764707)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.6, 8.538461538461538)"
08-12-2022 15:01:58.084720,"(3.6, 5.3, 4.944444444444445)","(7.5, 12.5, 11.399999999999999)","(101.0, 300.0, 226.66666666666666)","(12.0, 17.0, 13.75)","(10.0, 20.0, 17.323529411764707)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.6, 8.538461538461538)"
08-12-2022 15:01:59.185340,"(3.6, 5.3, 4.944444444444445)","(7.5, 12.5, 11.399999999999999)","(101.0, 300.0, 226.66666666666666)","(12.0, 17.0, 13.75)","(10.0, 19.0, 18.318181818181817)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.6, 8.23076923076923)"
08-12-2022 15:02:00.235320,"(3.6, 5.2, 4.969230769230769)","(7.5, 12.5, 11.399999999999999)","(101.0, 300.0, 226.66666666666666)","(12.0, 17.0, 14.4)","(10.0, 16.0, 15.5)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.6, 8.076923076923077)"
08-12-2022 15:02:01.274869,"(3.6, 5.2, 4.948529411764706)","(7.5, 12.5, 11.399999999999999)","(101.0, 300.0, 226.66666666666666)","(12.0, 17.0, 14.4)","(10.0, 19.0, 17.615384615384617)","(2.45, 4.0, 3.174)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.4, 8.23076923076923)"
08-12-2022 15:02:02.356307,"(3.6, 5.2, 4.948529411764706)","(7.5, 12.5, 11.399999999999999)","(101.0, 300.0, 190.0)","(12.0, 17.0, 14.4)","(10.0, 19.0, 16.75)","(2.45, 4.0, 3.5869999999999997)","(8.0, 12.0, 8.706666666666665)","(5.5, 8.6, 8.23076923076923)"
08-12-2022 15:02:03.475965,"(3.6, 5.2, 4.948529411764706)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 190.0)","(12.0, 17.0, 14.4)","(10.0, 18.0, 17.545454545454547)","(2.45, 4.0, 3.5869999999999997)","(8.0, 12.0, 9.6)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:04.609199,"(3.6, 5.1, 5.039622641509434)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 190.0)","(12.0, 17.0, 11.28)","(10.0, 18.0, 17.545454545454547)","(2.45, 4.0, 3.5869999999999997)","(8.0, 11.0, 9.218181818181819)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:05.719420,"(3.6, 5.1, 5.039622641509434)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 190.0)","(12.0, 17.0, 13.8)","(10.0, 18.0, 17.545454545454547)","(2.45, 4.0, 3.7935)","(8.0, 11.0, 9.218181818181819)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:06.831313,"(3.6, 5.1, 5.039622641509434)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 268.57142857142856)","(12.0, 16.0, 12.5625)","(10.0, 18.0, 17.545454545454547)","(2.45, 4.0, 3.42)","(8.0, 11.0, 9.218181818181819)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:07.886200,"(3.6, 5.1, 5.039622641509434)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 268.57142857142856)","(12.0, 16.0, 12.5625)","(10.0, 18.0, 17.210526315789473)","(2.45, 4.0, 3.202)","(8.0, 11.0, 9.218181818181819)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:08.945692,"(3.6, 5.1, 5.039622641509434)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 246.25)","(12.0, 16.0, 12.5625)","(10.0, 18.0, 17.444444444444443)","(2.45, 4.0, 3.468)","(8.0, 11.0, 8.946666666666665)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:10.038738,"(3.6, 5.2, 5.047457627118645)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 257.0)","(12.0, 16.0, 12.5625)","(10.0, 19.5, 17.604166666666664)","(2.45, 4.0, 3.468)","(8.0, 11.0, 10.04)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:11.169288,"(3.6, 5.2, 5.047457627118645)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 257.0)","(12.0, 16.0, 12.5625)","(10.0, 19.5, 17.604166666666664)","(2.45, 4.0, 3.468)","(8.0, 10.5, 10.04)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:12.363433,"(3.6, 5.2, 5.047457627118645)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 257.0)","(12.0, 16.0, 10.848837209302326)","(10.0, 19.5, 17.604166666666664)","(2.45, 4.0, 3.468)","(8.0, 10.5, 10.04)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:13.520378,"(3.6, 5.2, 5.086075949367089)","(7.5, 12.5, 11.748148148148148)","(101.0, 300.0, 257.0)","(12.0, 15.5, 10.848837209302326)","(10.0, 19.5, 17.92105263157895)","(2.45, 4.0, 3.3466666666666667)","(8.0, 10.5, 10.04)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:14.575072,"(3.6, 5.2, 4.800000000000001)","(7.5, 12.5, 12.143859649122806)","(101.0, 300.0, 257.0)","(12.0, 15.5, 10.738095238095237)","(10.0, 18.5, 17.625)","(2.45, 4.0, 3.477333333333333)","(8.0, 10.5, 8.568)","(5.5, 8.6, 7.76)"
08-12-2022 15:02:15.704936,"(3.6, 5.2, 4.81904761904762)","(7.5, 12.5, 12.197014925373134)","(101.0, 300.0, 257.0)","(12.0, 15.5, 11.727272727272727)","(10.0, 18.5, 17.625)","(2.45, 4.0, 3.6864)","(8.0, 10.5, 8.409090909090908)","(5.5, 8.6, 8.32)"
08-12-2022 15:02:16.721253,"(3.6, 5.2, 4.81904761904762)","(7.5, 12.5, 12.201470588235294)","(101.0, 300.0, 257.0)","(12.0, 15.0, 11.727272727272727)","(10.0, 18.5, 17.787037037037038)","(2.45, 4.0, 3.6864)","(8.0, 10.5, 8.409090909090908)","(5.5, 8.6, 8.08)"
08-12-2022 15:02:17.733267,"(3.6, 5.2, 4.81904761904762)","(7.5, 12.5, 12.201470588235294)","(101.0, 300.0, 257.0)","(12.0, 15.0, 11.727272727272727)","(10.0, 18.5, 17.558823529411764)","(2.45, 4.0, 3.776)","(8.0, 10.5, 8.37037037037037)","(5.5, 8.2, 7.728)"
08-12-2022 15:02:18.908219,"(3.6, 5.2, 4.81904761904762)","(7.5, 12.5, 12.201470588235294)","(101.0, 300.0, 257.0)","(12.0, 14.5, 13.16)","(10.0, 18.0, 15.5)","(2.45, 4.0, 3.51875)","(8.0, 10.5, 8.68)","(5.5, 7.8, 7.691803278688525)"
08-12-2022 15:02:20.020892,"(3.6, 5.2, 4.81904761904762)","(7.5, 12.5, 12.201470588235294)","(101.0, 300.0, 257.0)","(12.0, 14.0, 13.066666666666666)","(10.0, 17.5, 16.61111111111111)","(2.45, 4.0, 3.7344827586206897)","(8.0, 10.0, 8.488)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:21.185325,"(3.6, 5.2, 4.81904761904762)","(7.5, 12.5, 11.388235294117647)","(101.0, 300.0, 257.0)","(12.0, 14.0, 13.066666666666666)","(10.0, 17.5, 16.61111111111111)","(2.45, 4.0, 3.7344827586206897)","(8.0, 10.0, 8.488)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:22.536186,"(3.6, 5.0, 4.875)","(7.5, 12.5, 11.8)","(101.0, 300.0, 257.0)","(12.0, 15.0, 12.833333333333334)","(10.0, 17.5, 16.916666666666668)","(2.45, 4.0, 3.7199999999999998)","(8.0, 10.0, 8.6)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:23.839646,"(3.6, 5.0, 4.85)","(7.5, 12.5, 11.98918918918919)","(81.0, 300.0, 257.0)","(12.0, 15.0, 12.0)","(10.0, 17.5, 15.5)","(2.5, 4.0, 3.7199999999999998)","(8.0, 10.0, 9.083333333333334)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:25.043358,"(3.6, 5.2, 4.85)","(7.5, 12.5, 11.98918918918919)","(81.0, 300.0, 257.0)","(12.0, 14.5, 13.125)","(10.0, 17.5, 15.5)","(2.5, 4.0, 3.381666666666667)","(8.0, 10.0, 9.56)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:26.130879,"(3.6, 5.2, 4.791666666666667)","(7.5, 12.5, 12.097872340425532)","(81.0, 300.0, 257.0)","(12.0, 14.0, 13.125)","(10.0, 17.5, 15.5)","(2.5, 4.0, 3.381666666666667)","(8.0, 9.8, 9.56)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:27.145620,"(3.6, 5.2, 4.791666666666667)","(7.5, 12.5, 12.097872340425532)","(81.0, 300.0, 257.0)","(12.0, 14.0, 13.0)","(10.0, 17.5, 16.833333333333332)","(2.5, 4.0, 3.381666666666667)","(8.0, 9.8, 9.56)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:28.256169,"(3.6, 5.2, 4.911764705882353)","(7.5, 12.5, 12.097872340425532)","(81.0, 300.0, 257.0)","(12.0, 14.0, 10.923076923076923)","(10.0, 17.5, 16.916666666666668)","(2.5, 4.0, 3.381666666666667)","(8.0, 9.8, 9.56)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:29.306225,"(3.6, 5.2, 4.911764705882353)","(7.5, 12.5, 12.097872340425532)","(81.0, 300.0, 257.0)","(12.0, 14.0, 13.0)","(10.0, 17.5, 16.3)","(2.5, 4.0, 3.656216216216216)","(8.0, 9.8, 9.56)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:30.442218,"(3.6, 5.2, 4.911764705882353)","(7.5, 12.5, 10.75)","(81.0, 300.0, 265.0)","(12.0, 13.0, 12.32)","(10.0, 17.5, 16.75)","(2.5, 4.0, 3.7173333333333334)","(8.0, 9.8, 8.668571428571429)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:31.561199,"(3.6, 5.2, 4.911764705882353)","(7.5, 12.5, 10.75)","(81.0, 300.0, 265.0)","(12.0, 13.0, 12.2)","(10.0, 17.5, 16.916666666666668)","(2.5, 4.0, 3.7173333333333334)","(8.0, 9.8, 8.668571428571429)","(5.5, 7.8, 7.707042253521127)"
08-12-2022 15:02:32.604388,"(3.7, 5.2, 4.911764705882353)","(8.0, 12.5, 10.75)","(81.0, 300.0, 265.0)","(10.0, 13.0, 12.2)","(10.0, 17.5, 16.916666666666668)","(2.6, 4.0, 3.768727272727273)","(8.0, 9.8, 8.668571428571429)","(5.5, 7.8, 7.587096774193548)"
08-12-2022 15:02:33.642613,"(3.7, 5.2, 4.911764705882353)","(8.0, 12.5, 10.75)","(81.0, 300.0, 265.0)","(10.0, 13.0, 12.2)","(10.0, 17.5, 16.916666666666668)","(2.6, 4.0, 3.768727272727273)","(8.0, 9.8, 8.531818181818181)","(5.5, 7.6, 7.381818181818182)"
08-12-2022 15:02:34.731984,"(3.7, 5.2, 5.018518518518519)","(8.0, 12.5, 10.75)","(81.0, 300.0, 265.0)","(10.0, 13.0, 10.485714285714286)","(10.0, 17.5, 16.916666666666668)","(2.6, 4.0, 3.804307692307692)","(8.0, 9.8, 9.223529411764705)","(5.5, 7.4, 7.55820895522388)"
08-12-2022 15:02:35.852935,"(3.7, 5.2, 5.018518518518519)","(8.0, 12.5, 10.75)","(81.0, 300.0, 265.0)","(10.0, 13.0, 10.184000000000001)","(10.0, 17.5, 15.785714285714285)","(2.6, 4.0, 3.675)","(8.0, 9.6, 9.3)","(5.5, 7.6, 7.55820895522388)"
08-12-2022 15:02:36.985585,"(3.7, 5.2, 4.75)","(8.0, 12.5, 11.916666666666666)","(81.0, 300.0, 265.0)","(10.0, 13.0, 10.364705882352942)","(10.0, 17.5, 15.785714285714285)","(2.6, 4.0, 3.8245714285714287)","(8.0, 9.6, 9.3)","(5.5, 7.6, 7.55820895522388)"
08-12-2022 15:02:38.070215,"(3.7, 5.2, 4.75)","(8.0, 12.5, 11.916666666666666)","(81.0, 300.0, 258.0)","(10.0, 13.0, 10.364705882352942)","(10.0, 17.5, 15.785714285714285)","(2.6, 3.85, 3.7563157894736845)","(8.0, 9.6, 9.3)","(5.5, 7.6, 7.55820895522388)"
08-12-2022 15:02:39.198816,"(3.7, 5.2, 5.0)","(8.0, 12.5, 11.916666666666666)","(81.0, 300.0, 258.0)","(10.0, 12.5, 10.152173913043478)","(10.0, 17.5, 15.785714285714285)","(2.6, 3.8, 3.0284615384615385)","(8.0, 9.6, 9.3)","(5.5, 7.6, 7.55820895522388)"
08-12-2022 15:02:40.318680,"(3.7, 5.2, 5.0)","(8.0, 12.5, 11.916666666666666)","(81.0, 290.0, 250.0)","(10.0, 12.5, 10.152173913043478)","(10.0, 17.5, 15.785714285714285)","(2.6, 3.85, 3.223333333333333)","(8.0, 9.6, 8.577777777777778)","(5.5, 7.6, 7.961904761904762)"
08-12-2022 15:02:41.428657,"(3.7, 5.2, 5.05)","(8.0, 12.5, 12.15)","(81.0, 200.0, 178.0)","(10.0, 12.5, 10.152173913043478)","(10.0, 17.5, 15.785714285714285)","(2.6, 3.75, 3.223333333333333)","(8.0, 9.6, 9.0)","(5.5, 8.0, 7.916417910447761)"
08-12-2022 15:02:42.460914,"(3.7, 5.2, 5.085714285714285)","(8.0, 12.5, 12.15)","(81.0, 200.0, 188.5)","(10.0, 12.5, 9.988372093023257)","(10.0, 17.5, 15.785714285714285)","(2.6, 3.75, 3.223333333333333)","(8.0, 9.4, 9.0)","(5.5, 8.0, 7.916417910447761)"
08-12-2022 15:02:43.505421,"(3.7, 5.2, 5.085714285714285)","(8.0, 12.5, 12.15)","(81.0, 200.0, 188.5)","(10.0, 12.0, 10.46)","(10.0, 17.5, 17.055555555555557)","(2.6, 3.75, 3.223333333333333)","(8.0, 9.4, 9.0)","(5.5, 8.0, 7.916417910447761)"
08-12-2022 15:02:44.556950,"(3.7, 5.2, 5.085714285714285)","(8.0, 12.5, 12.127659574468085)","(81.0, 200.0, 188.5)","(10.0, 12.0, 10.46)","(10.0, 17.5, 17.055555555555557)","(2.6, 3.75, 3.223333333333333)","(8.0, 9.4, 8.575)","(5.5, 8.0, 7.533333333333333)"
08-12-2022 15:02:45.699157,"(3.7, 5.2, 5.107692307692308)","(8.0, 12.5, 12.192982456140351)","(81.0, 200.0, 188.5)","(10.0, 12.0, 10.46)","(10.0, 17.5, 17.055555555555557)","(2.6, 3.75, 3.0092857142857143)","(8.0, 9.2, 8.575)","(5.5, 8.0, 7.533333333333333)"
08-12-2022 15:02:46.803317,"(3.7, 5.2, 5.107692307692308)","(8.0, 12.5, 12.192982456140351)","(81.0, 200.0, 188.5)","(10.0, 12.0, 10.46)","(10.0, 17.5, 17.055555555555557)","(2.6, 3.65, 3.1733333333333333)","(8.0, 9.2, 8.51578947368421)","(5.5, 8.0, 7.533333333333333)"
08-12-2022 15:02:47.990024,"(3.7, 5.2, 5.133333333333334)","(8.0, 12.5, 12.238805970149254)","(81.0, 200.0, 188.5)","(10.0, 12.0, 9.946666666666667)","(10.0, 17.5, 17.055555555555557)","(2.6, 3.6, 3.1733333333333333)","(8.0, 9.2, 8.866666666666665)","(5.5, 8.0, 7.778947368421052)"
08-12-2022 15:02:49.158960,"(3.7, 5.2, 5.133333333333334)","(8.0, 12.5, 12.238805970149254)","(81.0, 200.0, 188.5)","(10.0, 12.0, 9.946666666666667)","(10.0, 17.5, 17.055555555555557)","(2.6, 3.6, 3.1733333333333333)","(8.0, 9.2, 8.733333333333333)","(5.5, 8.0, 7.892307692307693)"
08-12-2022 15:02:50.341863,"(3.7, 5.2, 4.866666666666667)","(8.0, 12.5, 12.238805970149254)","(81.0, 200.0, 188.5)","(10.0, 12.0, 9.92)","(10.0, 17.5, 17.175675675675677)","(2.6, 3.6, 3.1733333333333333)","(8.0, 9.0, 8.569230769230769)","(5.5, 8.0, 7.892307692307693)"
08-12-2022 15:02:51.489959,"(3.7, 5.2, 4.866666666666667)","(8.0, 12.5, 12.238805970149254)","(81.0, 200.0, 181.66666666666666)","(10.0, 12.0, 10.192307692307693)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.6, 2.9985714285714287)","(8.0, 9.0, 8.569230769230769)","(5.5, 8.0, 7.892307692307693)"
08-12-2022 15:02:52.579509,"(3.7, 5.2, 5.075)","(8.0, 12.5, 12.238805970149254)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.5, 10.192307692307693)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.5, 3.14)","(8.0, 9.0, 8.569230769230769)","(5.5, 8.0, 7.96)"
08-12-2022 15:02:53.603576,"(3.7, 5.2, 5.075)","(8.0, 12.5, 12.238805970149254)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.5, 9.954545454545455)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.45, 3.1233333333333335)","(8.0, 9.0, 8.345454545454546)","(5.5, 8.0, 7.96)"
08-12-2022 15:02:54.665184,"(3.7, 5.2, 5.075)","(8.0, 12.5, 12.238805970149254)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.5, 10.021739130434783)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.45, 3.1233333333333335)","(8.0, 9.0, 8.345454545454546)","(5.5, 8.0, 7.866666666666666)"
08-12-2022 15:02:55.800564,"(3.7, 5.2, 5.075)","(8.0, 12.5, 11.333333333333334)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.5, 9.5)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.45, 3.1233333333333335)","(8.0, 9.0, 8.345454545454546)","(5.5, 8.4, 7.688888888888888)"
08-12-2022 15:02:56.938532,"(3.7, 5.2, 5.1230769230769235)","(8.0, 12.5, 12.0625)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.5, 9.75)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.45, 3.1233333333333335)","(8.0, 9.0, 8.345454545454546)","(5.5, 8.4, 8.287323943661972)"
08-12-2022 15:02:58.109250,"(3.7, 5.2, 5.135483870967742)","(8.0, 12.5, 12.0625)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.5, 9.578723404255319)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.45, 3.113448275862069)","(8.0, 9.0, 8.345454545454546)","(5.5, 8.4, 8.287323943661972)"
08-12-2022 15:02:59.231405,"(3.7, 5.2, 5.135483870967742)","(8.0, 12.5, 12.0625)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.5, 9.763461538461538)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.35, 3.248235294117647)","(8.0, 9.0, 8.290566037735848)","(5.5, 8.4, 8.287323943661972)"
08-12-2022 15:03:00.317885,"(3.7, 5.2, 5.135483870967742)","(8.0, 12.5, 12.166666666666666)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.5, 9.763461538461538)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.3, 3.248235294117647)","(8.0, 9.0, 8.096153846153847)","(5.5, 8.4, 8.287323943661972)"
08-12-2022 15:03:01.407089,"(3.7, 5.2, 5.144444444444445)","(8.0, 12.5, 12.342105263157894)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 10.247058823529413)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.3, 3.275)","(8.0, 9.0, 8.080645161290322)","(5.5, 8.4, 8.287323943661972)"
08-12-2022 15:03:02.532416,"(3.7, 5.2, 5.144444444444445)","(8.0, 12.5, 12.38679245283019)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 9.76)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.3, 3.275)","(8.0, 9.0, 8.086206896551724)","(5.5, 8.4, 8.287323943661972)"
08-12-2022 15:03:03.708270,"(3.7, 5.2, 5.141176470588236)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 9.76)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.3, 3.112)","(8.0, 9.0, 8.086206896551724)","(5.5, 8.4, 8.287323943661972)"
08-12-2022 15:03:04.862621,"(3.7, 5.2, 5.141176470588236)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 9.605714285714287)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.2, 3.112)","(8.0, 9.0, 8.086206896551724)","(5.5, 8.4, 8.287323943661972)"
08-12-2022 15:03:06.084798,"(3.7, 5.2, 5.141176470588236)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 9.605714285714287)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.2, 3.035)","(8.0, 9.0, 8.073529411764707)","(5.5, 8.4, 7.942857142857143)"
08-12-2022 15:03:07.249403,"(3.7, 5.2, 5.011764705882353)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 9.605714285714287)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.2, 3.035)","(8.0, 9.0, 8.136363636363637)","(5.5, 8.4, 7.942857142857143)"
08-12-2022 15:03:08.377593,"(3.7, 5.2, 5.0814814814814815)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 9.605714285714287)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.2, 3.02)","(8.0, 9.0, 8.136363636363637)","(5.5, 8.4, 7.942857142857143)"
08-12-2022 15:03:09.532101,"(3.7, 5.2, 5.131914893617021)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 9.58)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.2, 3.02)","(8.0, 9.0, 8.133333333333333)","(5.5, 8.4, 7.942857142857143)"
08-12-2022 15:03:10.610662,"(3.7, 5.2, 5.11578947368421)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(10.0, 11.0, 9.921052631578947)","(10.0, 17.5, 16.802325581395348)","(2.6, 3.2, 3.02)","(8.0, 8.8, 8.133333333333333)","(5.5, 8.4, 8.254545454545454)"
08-12-2022 15:03:11.760864,"(3.9, 5.2, 5.144827586206897)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(8.5, 10.5, 9.741379310344827)","(11.0, 17.5, 16.802325581395348)","(2.6, 3.2, 3.02)","(7.5, 8.8, 8.585714285714285)","(5.5, 8.4, 8.254545454545454)"
08-12-2022 15:03:12.860884,"(3.9, 5.2, 5.152941176470589)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 181.66666666666666)","(8.5, 10.5, 9.741379310344827)","(11.0, 17.5, 16.802325581395348)","(2.6, 3.2, 3.02)","(7.5, 8.8, 8.353191489361702)","(5.5, 8.4, 8.0)"
08-12-2022 15:03:13.999354,"(3.9, 5.2, 5.152941176470589)","(8.0, 12.5, 12.404761904761905)","(81.0, 200.0, 177.0)","(8.5, 10.5, 9.714285714285715)","(11.0, 17.5, 16.236842105263158)","(2.6, 3.2, 3.02)","(7.5, 9.0, 8.544)","(5.5, 8.4, 7.92)"
