,Tolkowsky,Storm Attack,Drop The Pilot,Giveitallali,Heleva Deel,Harmony Nation,Lexis Choice,Kings Row,Inside Information,The Angels Kiss
05-01-2023 14:46:50.963316,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 23.0, 20.25)","(9.0, 15.0, 14.25)","(3.4, 3.95, 3.9125)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 80.0, 70.0)","(26.0, 80.0, 71.66666666666667)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:46:52.275458,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 23.0, 18.875)","(9.0, 15.0, 14.25)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 80.0, 73.84615384615384)","(26.0, 80.0, 71.66666666666667)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:46:53.571495,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 15.0, 14.25)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 80.0, 73.84615384615384)","(26.0, 80.0, 71.66666666666667)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:46:54.858552,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 80.0, 73.84615384615384)","(26.0, 80.0, 70.9090909090909)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:46:56.144534,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 80.0, 73.84615384615384)","(26.0, 75.0, 70.9090909090909)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:46:57.320936,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 80.0, 73.84615384615384)","(26.0, 75.0, 70.9090909090909)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:46:58.517029,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 80.0, 69.61538461538461)","(26.0, 75.0, 63.333333333333336)","(71.0, 210.0, 150.0)"
05-01-2023 14:46:59.747273,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 75.0, 69.61538461538461)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:01.001749,"(1.9, 2.1, 2.0447058823529414)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 75.0, 69.61538461538461)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:02.347516,"(1.9, 2.1, 2.0731428571428574)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 75.0, 67.5)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:03.629065,"(1.9, 2.1, 2.0731428571428574)","(10.0, 21.0, 20.3)","(15.0, 22.0, 19.75)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 65.38461538461539)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:04.869070,"(1.9, 2.1, 2.0731428571428574)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 65.38461538461539)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:06.150917,"(1.9, 2.1, 2.0731428571428574)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.333333333333336)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:07.402918,"(1.9, 2.1, 2.0731428571428574)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.333333333333336)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:08.719728,"(1.9, 2.1, 2.0731428571428574)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.333333333333336)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:09.902108,"(1.9, 2.1, 2.0731428571428574)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.333333333333336)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:11.076504,"(1.9, 2.12, 2.1103225806451613)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.333333333333336)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:12.271505,"(1.9, 2.14, 2.069203539823009)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.333333333333336)","(26.0, 70.0, 63.333333333333336)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:13.539764,"(1.9, 2.14, 2.069203539823009)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 91.2)","(12.0, 26.0, 22.25)","(21.0, 70.0, 65.38461538461539)","(26.0, 70.0, 59.166666666666664)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:14.864759,"(1.9, 2.14, 2.069203539823009)","(10.0, 21.0, 20.3)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 65.0, 59.166666666666664)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:16.100151,"(1.9, 2.14, 2.069203539823009)","(10.0, 21.0, 19.25)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.5, 15.0)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 65.0, 57.272727272727266)","(71.0, 220.0, 123.33333333333334)"
05-01-2023 14:47:17.287332,"(1.9, 2.14, 2.069203539823009)","(10.0, 20.0, 17.12)","(15.0, 23.0, 20.25)","(9.0, 16.5, 13.833333333333334)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 60.0, 57.272727272727266)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:18.618297,"(1.9, 2.14, 2.069203539823009)","(10.0, 19.5, 17.97222222222222)","(15.0, 23.0, 20.25)","(9.0, 16.5, 13.833333333333334)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 60.0, 57.272727272727266)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:19.889549,"(1.9, 2.14, 2.081747572815534)","(10.0, 19.5, 17.97222222222222)","(15.0, 23.0, 20.25)","(9.0, 16.5, 13.833333333333334)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 60.0, 57.272727272727266)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:21.146217,"(1.9, 2.14, 2.081747572815534)","(10.0, 19.5, 17.97222222222222)","(15.0, 23.0, 20.25)","(9.0, 16.5, 13.833333333333334)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 60.0, 57.272727272727266)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:22.310741,"(1.9, 2.14, 2.081747572815534)","(10.0, 19.5, 16.375)","(15.0, 23.0, 20.25)","(9.0, 16.5, 13.833333333333334)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 60.0, 57.272727272727266)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:23.465439,"(1.9, 2.14, 2.081747572815534)","(10.0, 19.5, 15.863636363636363)","(15.0, 23.0, 20.25)","(9.0, 16.5, 13.833333333333334)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 60.0, 57.272727272727266)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:24.722448,"(1.9, 2.14, 2.081747572815534)","(10.0, 19.5, 15.863636363636363)","(15.0, 23.0, 20.25)","(9.0, 16.5, 13.833333333333334)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 60.0, 57.272727272727266)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:25.925533,"(1.9, 2.14, 2.081747572815534)","(10.0, 19.5, 15.863636363636363)","(15.0, 23.0, 20.25)","(9.0, 16.5, 13.833333333333334)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 60.0, 49.230769230769226)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:27.155049,"(1.9, 2.14, 2.081747572815534)","(10.0, 19.0, 16.75)","(15.0, 23.0, 20.25)","(9.0, 16.0, 14.125)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 55.0, 49.230769230769226)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:28.435277,"(1.9, 2.14, 2.081747572815534)","(10.0, 19.0, 16.75)","(15.0, 23.0, 20.25)","(9.0, 16.0, 14.125)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 55.0, 49.230769230769226)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:29.683437,"(1.9, 2.14, 2.082706766917293)","(10.0, 19.0, 17.65)","(15.0, 23.0, 20.25)","(9.0, 16.0, 13.8125)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 55.0, 49.230769230769226)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:30.942187,"(1.9, 2.14, 2.082706766917293)","(10.0, 19.0, 17.65)","(15.0, 23.0, 20.25)","(9.0, 16.0, 13.8125)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 63.57142857142857)","(26.0, 55.0, 49.230769230769226)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:32.197391,"(1.9, 2.14, 2.0843795620437957)","(10.0, 19.0, 16.75)","(15.0, 23.0, 20.25)","(9.0, 16.0, 13.8125)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 70.0, 61.0)","(26.0, 50.0, 48.18181818181818)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:33.460539,"(1.9, 2.14, 2.0843795620437957)","(10.0, 19.0, 16.75)","(15.0, 23.0, 21.833333333333332)","(9.0, 16.0, 13.8125)","(3.4, 3.95, 3.927777777777778)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 65.0, 59.44444444444444)","(26.0, 50.0, 48.18181818181818)","(71.0, 210.0, 150.0)"
05-01-2023 14:47:34.639871,"(1.9, 2.14, 2.0843795620437957)","(10.0, 19.0, 16.75)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.0, 13.8125)","(3.4, 3.95, 3.927777777777778)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 65.0, 59.44444444444444)","(26.0, 50.0, 48.18181818181818)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:35.903195,"(1.9, 2.14, 2.0843795620437957)","(10.0, 19.0, 16.75)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.0, 13.8125)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 65.0, 59.44444444444444)","(26.0, 50.0, 48.18181818181818)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:37.130524,"(1.9, 2.14, 2.082706766917293)","(10.0, 19.0, 16.75)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.0, 13.8125)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 65.0, 59.44444444444444)","(26.0, 50.0, 48.18181818181818)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:38.416355,"(1.9, 2.14, 2.082706766917293)","(10.0, 19.0, 16.75)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.0, 13.8125)","(3.4, 3.95, 3.916666666666667)","(51.0, 120.0, 96.0)","(12.0, 26.0, 22.25)","(21.0, 65.0, 58.75)","(26.0, 50.0, 48.81818181818182)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:39.721007,"(1.9, 2.3, 2.2142857142857144)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.0, 13.8125)","(3.4, 3.9, 3.8525641025641026)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 22.25)","(21.0, 65.0, 60.75)","(26.0, 55.0, 48.81818181818182)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:40.984064,"(1.9, 2.2, 2.1583333333333337)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 16.0, 13.8125)","(3.4, 3.9, 3.8525641025641026)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 22.25)","(21.0, 65.0, 60.75)","(26.0, 55.0, 45.93333333333334)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:42.211427,"(1.9, 2.3, 2.25)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8525641025641026)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 22.25)","(21.0, 65.0, 60.75)","(26.0, 55.0, 45.93333333333334)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:43.465627,"(1.9, 2.3, 2.2333333333333334)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 22.25)","(21.0, 65.0, 60.75)","(26.0, 55.0, 45.93333333333334)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:44.722193,"(1.9, 2.28, 2.16)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 21.833333333333332)","(21.0, 65.0, 60.75)","(26.0, 55.0, 45.93333333333334)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:45.953983,"(1.9, 2.28, 2.1536842105263156)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 21.833333333333332)","(21.0, 65.0, 60.75)","(26.0, 55.0, 45.93333333333334)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:47.187994,"(1.9, 2.28, 2.1536842105263156)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 55.0, 45.93333333333334)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:48.433707,"(1.9, 2.28, 2.1536842105263156)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 55.0, 45.93333333333334)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:49.718301,"(1.9, 2.28, 2.1694736842105264)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 55.0, 45.93333333333334)","(71.0, 220.0, 150.0)"
05-01-2023 14:47:50.984409,"(1.9, 2.28, 2.1845454545454546)","(10.0, 19.0, 16.136363636363637)","(15.0, 24.0, 21.833333333333332)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 55.0, 47.33333333333333)","(71.0, 220.0, 123.33333333333334)"
05-01-2023 14:47:52.193455,"(1.9, 2.28, 2.1845454545454546)","(10.0, 19.0, 16.136363636363637)","(15.0, 23.0, 20.25)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 50.0, 45.0)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:53.393992,"(1.9, 2.28, 2.1845454545454546)","(10.0, 19.0, 16.136363636363637)","(15.0, 23.0, 18.875)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8063291139240505)","(51.0, 120.0, 103.33333333333334)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 50.0, 45.0)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:54.634673,"(1.9, 2.32, 2.250769230769231)","(10.0, 19.0, 16.136363636363637)","(15.0, 23.0, 18.875)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 120.0, 92.85714285714286)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 50.0, 45.0)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:55.925989,"(1.9, 2.32, 2.267058823529412)","(10.0, 19.0, 16.136363636363637)","(15.0, 23.0, 18.875)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 92.85714285714286)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 50.0, 45.0)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:57.192434,"(1.9, 2.32, 2.267058823529412)","(10.0, 19.0, 16.136363636363637)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 92.85714285714286)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 50.0, 45.0)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:58.430850,"(1.9, 2.32, 2.267058823529412)","(10.0, 19.0, 16.9)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 92.85714285714286)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 50.0, 45.0)","(71.0, 210.0, 123.33333333333334)"
05-01-2023 14:47:59.613639,"(1.9, 2.32, 2.2422222222222223)","(10.0, 19.0, 16.9)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 92.85714285714286)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 50.0, 45.0)","(71.0, 210.0, 126.66666666666666)"
05-01-2023 14:48:00.853685,"(1.9, 2.3, 2.24)","(10.0, 18.5, 17.0)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 92.85714285714286)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 60.75)","(26.0, 50.0, 45.0)","(71.0, 210.0, 126.66666666666666)"
05-01-2023 14:48:02.085029,"(1.9, 2.3, 2.2236363636363636)","(10.0, 18.5, 16.272727272727273)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 92.85714285714286)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 50.0, 45.0)","(71.0, 210.0, 126.66666666666666)"
05-01-2023 14:48:03.298138,"(1.9, 2.3, 2.2236363636363636)","(10.0, 18.5, 16.272727272727273)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 86.0)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 50.0, 45.0)","(71.0, 210.0, 126.66666666666666)"
05-01-2023 14:48:04.478826,"(1.9, 2.3, 2.2236363636363636)","(10.0, 18.5, 16.272727272727273)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 86.0)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 50.0, 45.0)","(71.0, 210.0, 126.66666666666666)"
05-01-2023 14:48:05.753634,"(1.9, 2.3, 2.2236363636363636)","(10.0, 18.5, 16.272727272727273)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 86.0)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 50.0, 46.75)","(71.0, 210.0, 126.66666666666666)"
05-01-2023 14:48:06.938480,"(1.9, 2.3, 2.2236363636363636)","(10.0, 18.5, 16.272727272727273)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.8038961038961037)","(51.0, 110.0, 86.0)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 48.0, 46.75)","(71.0, 210.0, 126.66666666666666)"
05-01-2023 14:48:08.125176,"(1.9, 2.3, 2.2236363636363636)","(10.0, 18.5, 16.272727272727273)","(15.0, 22.0, 18.625)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.804411764705882)","(51.0, 110.0, 92.85714285714286)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 48.0, 46.75)","(71.0, 210.0, 152.5)"
05-01-2023 14:48:09.331191,"(1.9, 2.3, 2.2236363636363636)","(10.0, 18.5, 16.272727272727273)","(15.0, 21.0, 17.86842105263158)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.804411764705882)","(51.0, 100.0, 87.14285714285714)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 48.0, 46.75)","(71.0, 220.0, 152.5)"
05-01-2023 14:48:10.491762,"(1.9, 2.3, 2.23)","(10.0, 18.5, 16.272727272727273)","(15.0, 21.0, 17.86842105263158)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.804411764705882)","(51.0, 100.0, 80.0)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 48.0, 46.75)","(71.0, 220.0, 152.5)"
05-01-2023 14:48:11.643599,"(1.9, 2.3, 2.23)","(10.0, 18.5, 16.272727272727273)","(15.0, 21.0, 17.86842105263158)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.804411764705882)","(51.0, 95.0, 80.0)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 48.0, 46.75)","(71.0, 220.0, 152.5)"
05-01-2023 14:48:12.840489,"(1.9, 2.3, 2.23)","(10.0, 18.5, 16.272727272727273)","(15.0, 21.0, 17.86842105263158)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.804411764705882)","(51.0, 95.0, 80.0)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 48.0, 46.75)","(71.0, 220.0, 152.5)"
05-01-2023 14:48:14.128485,"(1.9, 2.3, 2.23)","(10.0, 18.5, 16.272727272727273)","(15.0, 21.0, 17.86842105263158)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.804411764705882)","(51.0, 95.0, 80.0)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 48.0, 46.75)","(71.0, 220.0, 152.5)"
05-01-2023 14:48:15.394366,"(1.9, 2.3, 2.23)","(10.0, 18.5, 16.272727272727273)","(15.0, 21.0, 17.86842105263158)","(9.0, 15.5, 14.5)","(3.4, 3.9, 3.804411764705882)","(51.0, 95.0, 81.42857142857143)","(12.0, 26.0, 21.666666666666668)","(21.0, 65.0, 59.33333333333333)","(26.0, 48.0, 46.75)","(71.0, 220.0, 155.0)"
