,Glass Warrior,So Astounding,Travelling Gigolo,Super Swoop,Bell Ringer Boy,King Island,Steel Skies,Always A Winner,Not A Brass Razoo,The Executive,Sunset Gun,The Decider
06-01-2023 16:56:13.001809,"(12.0, 14.5, 14.260147601476016)","(10.0, 13.0, 12.76171875)","(2.7, 3.15, 3.144660194174757)","(11.0, 13.5, 13.11467889908257)","(6.0, 7.0, 6.958974358974359)","(31.0, 40.0, 40.74285714285714)","(17.0, 22.0, 21.940594059405942)","(31.0, 42.0, 41.343283582089555)","(8.0, 9.4, 9.241441441441442)","(11.0, 14.0, 13.806532663316583)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.669291338582674)"
06-01-2023 16:56:14.262633,"(12.0, 14.5, 14.265037593984962)","(10.0, 13.0, 12.76171875)","(2.7, 3.15, 3.1471204188481674)","(11.0, 13.5, 13.11467889908257)","(6.0, 7.0, 6.958974358974359)","(31.0, 42.0, 40.74285714285714)","(17.0, 22.0, 21.940594059405942)","(31.0, 42.0, 41.343283582089555)","(8.0, 9.4, 9.241441441441442)","(11.0, 14.0, 13.806532663316583)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.669291338582674)"
06-01-2023 16:56:15.578506,"(12.0, 14.5, 14.265037593984962)","(10.0, 13.0, 12.76171875)","(2.7, 3.15, 3.1455465587044533)","(11.0, 13.5, 13.11467889908257)","(6.0, 7.0, 6.958974358974359)","(31.0, 42.0, 40.72727272727273)","(17.0, 22.0, 21.940594059405942)","(31.0, 44.0, 43.723076923076924)","(8.0, 9.4, 9.183561643835615)","(11.0, 14.0, 13.806532663316583)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.669291338582674)"
06-01-2023 16:56:16.993824,"(12.0, 14.5, 14.265037593984962)","(10.0, 13.0, 12.76171875)","(2.7, 3.15, 3.1455465587044533)","(11.0, 13.0, 12.992647058823529)","(6.0, 7.0, 6.958974358974359)","(31.0, 42.0, 40.689655172413794)","(17.0, 22.0, 21.940594059405942)","(31.0, 44.0, 41.23076923076923)","(8.0, 9.2, 9.183561643835615)","(11.0, 14.0, 13.806532663316583)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.669291338582674)"
06-01-2023 16:56:18.438474,"(12.0, 14.5, 14.287755102040816)","(10.0, 13.0, 12.76171875)","(2.7, 3.15, 3.1452789699570816)","(11.0, 13.0, 12.992647058823529)","(6.0, 7.0, 6.925252525252525)","(31.0, 42.0, 40.689655172413794)","(17.0, 22.0, 21.940594059405942)","(31.0, 44.0, 41.23076923076923)","(8.0, 9.2, 9.27070707070707)","(11.0, 14.0, 13.796296296296296)","(81.0, 140.0, 130.76923076923077)","(31.0, 40.0, 37.84)"
06-01-2023 16:56:20.082202,"(12.0, 14.5, 14.287755102040816)","(10.0, 13.0, 12.94078947368421)","(2.7, 3.15, 3.1450892857142856)","(11.0, 13.0, 12.992647058823529)","(6.0, 7.0, 6.90632911392405)","(31.0, 42.0, 40.689655172413794)","(17.0, 22.0, 21.940594059405942)","(31.0, 44.0, 41.23076923076923)","(8.0, 9.4, 9.268)","(11.0, 14.0, 13.9375)","(81.0, 140.0, 130.76923076923077)","(31.0, 38.0, 37.84)"
06-01-2023 16:56:21.576245,"(12.0, 14.5, 14.34390243902439)","(10.0, 13.5, 13.005813953488373)","(2.7, 3.15, 3.138659793814433)","(11.0, 13.0, 12.993006993006993)","(6.0, 7.0, 6.688421052631579)","(31.0, 42.0, 41.2)","(17.0, 22.0, 21.940594059405942)","(31.0, 44.0, 41.23076923076923)","(8.0, 9.4, 9.340677966101694)","(11.0, 14.0, 14.34967320261438)","(81.0, 140.0, 130.76923076923077)","(31.0, 38.0, 37.84)"
06-01-2023 16:56:22.985594,"(12.0, 14.5, 14.349056603773585)","(10.0, 13.5, 13.005813953488373)","(2.7, 3.15, 3.138659793814433)","(11.0, 13.0, 13.123853211009175)","(6.0, 7.0, 6.658426966292135)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.876106194690266)","(31.0, 44.0, 41.6)","(8.0, 9.6, 9.3)","(11.0, 14.5, 14.362179487179487)","(81.0, 140.0, 131.42857142857142)","(31.0, 38.0, 37.84615384615385)"
06-01-2023 16:56:24.512701,"(12.0, 15.0, 14.551923076923076)","(10.0, 13.5, 13.03048780487805)","(2.7, 3.15, 3.138659793814433)","(11.0, 13.5, 13.123853211009175)","(6.0, 7.0, 6.658426966292135)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.87037037037037)","(31.0, 44.0, 41.6)","(8.0, 9.4, 9.3)","(11.0, 14.5, 14.374172185430464)","(81.0, 140.0, 131.42857142857142)","(31.0, 38.0, 38.15827338129496)"
06-01-2023 16:56:25.933781,"(12.0, 15.0, 14.526422764227643)","(10.0, 13.5, 13.03048780487805)","(2.7, 3.15, 3.138659793814433)","(11.0, 13.5, 13.123853211009175)","(6.0, 7.0, 6.658426966292135)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.87037037037037)","(31.0, 44.0, 41.6)","(8.0, 9.4, 9.3)","(11.0, 14.5, 14.374172185430464)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:27.480106,"(12.0, 15.0, 14.526422764227643)","(10.0, 13.5, 12.948453608247423)","(2.7, 3.15, 3.138659793814433)","(11.0, 13.5, 13.123853211009175)","(6.0, 7.0, 6.658426966292135)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.87037037037037)","(31.0, 44.0, 41.6)","(8.0, 9.4, 9.3)","(11.0, 14.5, 14.374172185430464)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:29.055689,"(12.0, 15.0, 14.526970954356846)","(10.0, 13.0, 12.948453608247423)","(2.7, 3.15, 3.138659793814433)","(11.0, 13.5, 13.115384615384615)","(6.0, 7.0, 6.771428571428571)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.94)","(31.0, 44.0, 41.6)","(8.0, 9.4, 9.3)","(11.0, 14.5, 14.385714285714286)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:30.473226,"(12.0, 15.0, 14.526970954356846)","(10.0, 13.0, 12.948453608247423)","(2.7, 3.15, 3.1346153846153846)","(11.0, 13.5, 13.115384615384615)","(6.0, 7.0, 6.771428571428571)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.94)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.406015037593985)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:31.909337,"(12.0, 15.0, 14.526970954356846)","(10.0, 13.0, 12.948453608247423)","(2.7, 3.15, 3.1346153846153846)","(11.0, 13.5, 13.115384615384615)","(6.0, 7.0, 6.771428571428571)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.94)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.406015037593985)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:33.281141,"(12.0, 15.0, 14.531400966183575)","(10.0, 13.0, 12.942528735632184)","(2.7, 3.15, 3.0722304283604136)","(11.0, 13.5, 13.115384615384615)","(6.0, 7.0, 6.785915492957746)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.94)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.406015037593985)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:34.602440,"(12.0, 15.0, 14.531400966183575)","(10.0, 13.0, 12.942528735632184)","(2.7, 3.1, 3.071076923076923)","(11.0, 13.5, 13.115384615384615)","(6.0, 7.0, 6.785915492957746)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.94)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.406015037593985)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:35.975995,"(12.0, 15.0, 14.531400966183575)","(10.0, 13.0, 12.942528735632184)","(2.7, 3.1, 3.071076923076923)","(11.0, 13.5, 13.115384615384615)","(6.0, 7.0, 6.785915492957746)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.94)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.406015037593985)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:37.318948,"(12.0, 15.0, 14.531400966183575)","(10.0, 13.0, 12.870192307692308)","(2.7, 3.1, 3.071076923076923)","(11.0, 13.5, 13.115384615384615)","(6.0, 7.0, 6.785915492957746)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.942857142857143)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.307692307692308)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:38.783558,"(12.0, 15.0, 14.531400966183575)","(10.0, 13.0, 12.870192307692308)","(2.7, 3.1, 3.0702995008319465)","(11.0, 13.5, 13.123853211009175)","(6.0, 7.0, 6.785915492957746)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.942857142857143)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.307692307692308)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:40.336321,"(12.0, 15.0, 14.531400966183575)","(10.0, 13.0, 12.870192307692308)","(2.7, 3.1, 3.068238434163701)","(11.0, 13.5, 13.123853211009175)","(6.0, 7.0, 6.785915492957746)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.942857142857143)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.307692307692308)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:41.779076,"(12.0, 15.0, 14.50761421319797)","(10.0, 13.0, 12.993589743589743)","(2.7, 3.1, 3.0666666666666664)","(11.0, 13.5, 13.115023474178404)","(6.0, 7.0, 6.785915492957746)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.942857142857143)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.307692307692308)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:43.170049,"(12.0, 15.0, 14.50761421319797)","(10.0, 13.0, 12.993589743589743)","(2.7, 3.1, 3.0666666666666664)","(11.0, 13.5, 13.115023474178404)","(6.0, 7.0, 6.638095238095238)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.942857142857143)","(31.0, 44.0, 43.16923076923077)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.307692307692308)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:44.892964,"(12.0, 15.0, 14.198347107438016)","(10.0, 13.0, 12.993589743589743)","(2.7, 3.1, 3.0651041666666665)","(11.0, 13.5, 13.115023474178404)","(6.0, 7.0, 6.638095238095238)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.942857142857143)","(31.0, 44.0, 40.4)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.307692307692308)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:46.317693,"(12.0, 15.0, 14.2)","(10.0, 13.0, 12.993589743589743)","(2.7, 3.1, 3.065297450424929)","(11.0, 13.5, 13.10576923076923)","(6.0, 7.0, 6.638095238095238)","(31.0, 42.0, 41.23809523809524)","(17.0, 22.0, 21.942857142857143)","(31.0, 44.0, 41.0)","(8.0, 9.4, 9.257142857142856)","(11.0, 14.5, 14.307692307692308)","(81.0, 140.0, 131.42857142857142)","(31.0, 40.0, 38.15827338129496)"
06-01-2023 16:56:47.776780,"(12.0, 15.0, 17.294117647058822)","(10.0, 13.0, 12.991573033707866)","(2.7, 3.1, 3.1578125)","(11.0, 13.5, 12.717391304347826)","(6.0, 7.0, 6.638095238095238)","(31.0, 42.0, 41.77777777777778)","(17.0, 22.0, 21.8)","(31.0, 44.0, 40.4)","(8.0, 9.4, 9.115942028985508)","(11.0, 14.5, 14.586206896551724)","(81.0, 140.0, 134.07407407407408)","(31.0, 40.0, 38.0)"
06-01-2023 16:56:49.185974,"(12.0, 17.5, 17.125)","(10.0, 13.0, 12.991573033707866)","(2.7, 3.2, 3.1578125)","(11.0, 14.5, 12.717391304347826)","(6.0, 7.0, 6.828571428571428)","(31.0, 46.0, 43.0)","(17.0, 22.0, 18.333333333333332)","(31.0, 44.0, 37.666666666666664)","(8.0, 9.8, 9.333333333333334)","(11.0, 15.5, 12.8)","(81.0, 140.0, 308.57142857142856)","(31.0, 40.0, 39.0)"
06-01-2023 16:56:50.612762,"(12.0, 20.0, 16.607142857142858)","(10.0, 12.5, 10.166666666666666)","(2.7, 3.25, 2.756896551724138)","(11.0, 16.5, 14.318181818181818)","(6.0, 7.0, 6.7176470588235295)","(31.0, 60.0, 43.0)","(17.0, 24.0, 22.22222222222222)","(31.0, 55.0, 38.5)","(8.0, 11.0, 9.333333333333334)","(11.0, 17.0, 14.529411764705882)","(81.0, 320.0, 165.71428571428572)","(31.0, 42.0, 39.0)"
06-01-2023 16:56:52.002582,"(12.0, 20.0, 17.0)","(10.0, 12.5, 11.029411764705882)","(2.7, 3.2, 3.1617021276595745)","(11.0, 16.5, 14.318181818181818)","(6.0, 7.0, 6.7176470588235295)","(31.0, 50.0, 38.0)","(17.0, 24.0, 22.22222222222222)","(31.0, 48.0, 38.5)","(8.0, 11.0, 9.333333333333334)","(11.0, 17.0, 15.5)","(81.0, 170.0, 213.33333333333334)","(31.0, 42.0, 39.0)"
06-01-2023 16:56:53.451121,"(12.0, 20.0, 17.0)","(10.0, 14.5, 12.25)","(2.7, 3.25, 3.2217391304347824)","(11.0, 16.5, 14.318181818181818)","(6.0, 7.0, 6.7176470588235295)","(31.0, 50.0, 34.0)","(17.0, 24.0, 22.22222222222222)","(31.0, 48.0, 35.333333333333336)","(8.0, 11.0, 9.333333333333334)","(11.0, 16.5, 15.571428571428571)","(81.0, 220.0, 213.33333333333334)","(31.0, 42.0, 39.0)"
06-01-2023 16:56:54.879437,"(12.0, 20.0, 16.81818181818182)","(10.0, 14.5, 12.25)","(2.7, 3.6, 3.215)","(11.0, 16.5, 14.318181818181818)","(6.0, 7.0, 6.786666666666667)","(31.0, 50.0, 28.666666666666664)","(17.0, 24.0, 22.22222222222222)","(31.0, 48.0, 35.333333333333336)","(8.0, 11.0, 9.333333333333334)","(11.0, 16.5, 15.571428571428571)","(81.0, 220.0, 213.33333333333334)","(31.0, 42.0, 39.0)"
06-01-2023 16:56:56.230870,"(12.0, 13.0, 12.217391304347826)","(10.0, 14.5, 12.25)","(2.7, 3.6, 3.215)","(11.0, 16.5, 14.318181818181818)","(6.0, 7.0, 6.866666666666666)","(31.0, 50.0, 25.388888888888886)","(17.0, 24.0, 22.22222222222222)","(31.0, 48.0, 35.333333333333336)","(8.0, 11.0, 9.333333333333334)","(11.0, 16.5, 15.571428571428571)","(81.0, 220.0, 213.33333333333334)","(31.0, 42.0, 39.0)"
06-01-2023 16:56:57.629041,"(12.0, 13.0, 12.217391304347826)","(10.0, 14.5, 12.25)","(2.7, 3.6, 3.0283333333333333)","(11.0, 16.5, 14.318181818181818)","(6.0, 7.0, 6.9)","(31.0, 26.0, 25.81818181818182)","(17.0, 24.0, 23.428571428571427)","(31.0, 48.0, 37.5)","(8.0, 11.0, 9.333333333333334)","(11.0, 16.5, 15.571428571428571)","(81.0, 220.0, 213.33333333333334)","(31.0, 42.0, 39.0)"
06-01-2023 16:56:58.935319,"(12.0, 13.0, 12.217391304347826)","(10.0, 14.5, 12.25)","(2.7, 3.6, 3.0283333333333333)","(11.0, 16.5, 14.318181818181818)","(6.0, 7.0, 6.876923076923077)","(31.0, 26.0, 20.5)","(17.0, 24.0, 23.428571428571427)","(31.0, 46.0, 37.5)","(8.0, 11.0, 9.333333333333334)","(11.0, 16.5, 14.333333333333332)","(81.0, 220.0, 232.38095238095238)","(31.0, 42.0, 39.0)"
06-01-2023 16:57:00.392769,"(12.0, 19.5, 17.357142857142858)","(10.0, 14.5, 11.538461538461538)","(2.7, 3.6, 2.8377777777777777)","(11.0, 16.5, 14.318181818181818)","(6.0, 7.0, 6.876923076923077)","(31.0, 25.0, 24.913793103448278)","(17.0, 24.0, 23.2)","(31.0, 46.0, 37.5)","(8.0, 11.0, 9.333333333333334)","(11.0, 16.5, 14.333333333333332)","(81.0, 240.0, 243.63636363636363)","(31.0, 42.0, 39.0)"
