,Karinya Trombone,Seabrook Baker,Kid Freeze,Demonicas Beach,Radley Erskin,Exalted Fire,Loves To Talk
08-12-2022 14:36:05.507735,"(2.9, 4.7, 4.390909090909091)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 15.26923076923077)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:07.329408,"(2.9, 4.7, 4.390909090909091)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 15.520408163265307)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:08.567357,"(2.9, 4.7, 4.236363636363636)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 15.26923076923077)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:09.844078,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 15.26923076923077)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:11.120623,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:12.448819,"(2.9, 4.7, 4.3307692307692305)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.3066666666666666)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:13.701213,"(2.9, 4.7, 4.3307692307692305)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:14.794344,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:16.060865,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:17.298688,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:18.553251,"(2.9, 4.7, 4.3307692307692305)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.7285714285714286)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:19.829425,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 4.123255813953489)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:21.094350,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 4.123255813953489)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:22.301991,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.9857142857142858)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:23.395449,"(2.9, 4.7, 4.3307692307692305)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.9857142857142858)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:24.524517,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 4.042105263157895)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:25.652177,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 4.109090909090909)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2842105263157895)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:26.920180,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2153846153846155)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:28.047332,"(2.9, 4.7, 4.392307692307693)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2153846153846155)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:29.141286,"(2.9, 4.7, 4.3307692307692305)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.205769230769231)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:30.294630,"(2.9, 4.7, 4.3307692307692305)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.2029411764705884)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:31.388724,"(2.9, 4.7, 4.3307692307692305)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.2029411764705884)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:32.545283,"(2.9, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.205769230769231)","(12.0, 16.0, 14.4375)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:33.658805,"(2.9, 4.7, 4.5)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.2142857142857144)","(12.0, 16.0, 14.571428571428571)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:34.814534,"(2.9, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2142857142857144)","(12.0, 16.0, 14.823529411764707)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:36.050763,"(2.9, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.205769230769231)","(12.0, 16.0, 14.823529411764707)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:37.274713,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.205769230769231)","(12.0, 16.0, 14.823529411764707)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:38.405408,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.205769230769231)","(12.0, 16.0, 14.823529411764707)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:39.664287,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.22)","(12.0, 16.0, 14.823529411764707)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:40.881020,"(3.0, 4.7, 4.5)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.205769230769231)","(12.0, 16.0, 14.823529411764707)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:42.104581,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.205769230769231)","(12.0, 16.0, 14.88888888888889)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:43.376436,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.205769230769231)","(12.0, 16.0, 14.88888888888889)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:44.570667,"(3.0, 4.7, 4.5)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.22)","(12.0, 16.0, 14.88888888888889)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:45.614867,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.22)","(12.0, 16.0, 14.88888888888889)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:46.880082,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.205769230769231)","(12.0, 16.0, 14.88888888888889)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:48.036134,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.205769230769231)","(12.0, 16.0, 14.88888888888889)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:49.237466,"(3.0, 4.7, 4.5)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.205769230769231)","(12.0, 16.0, 14.666666666666666)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:50.418829,"(3.0, 4.7, 4.5)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.22)","(12.0, 16.0, 14.666666666666666)","(9.0, 13.0, 11.214285714285714)"
08-12-2022 14:36:51.547157,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2142857142857144)","(12.0, 16.0, 14.666666666666666)","(9.0, 13.0, 11.75)"
08-12-2022 14:36:52.732519,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.4, 3.2142857142857144)","(12.0, 16.0, 14.666666666666666)","(9.0, 12.5, 11.642857142857142)"
08-12-2022 14:36:53.901163,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.2029411764705884)","(12.0, 16.0, 14.666666666666666)","(9.0, 12.5, 11.642857142857142)"
08-12-2022 14:36:55.094016,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.8, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.2029411764705884)","(12.0, 16.0, 14.666666666666666)","(9.0, 12.5, 11.14516129032258)"
08-12-2022 14:36:56.209718,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.5, 14.844827586206897)","(3.0, 3.35, 3.205769230769231)","(12.0, 16.0, 14.666666666666666)","(9.0, 12.5, 11.14516129032258)"
08-12-2022 14:36:57.371923,"(3.0, 4.7, 4.4)","(91.0, 650.0, 602.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.5, 14.546511627906977)","(3.0, 3.35, 3.4724935732647815)","(12.0, 16.0, 14.666666666666666)","(9.0, 12.5, 11.14516129032258)"
08-12-2022 14:36:58.529161,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 602.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.5, 14.382352941176471)","(3.0, 3.5, 3.4724935732647815)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.14516129032258)"
08-12-2022 14:36:59.730911,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 602.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.5, 14.382352941176471)","(3.0, 3.5, 3.4724935732647815)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.14516129032258)"
08-12-2022 14:37:00.950336,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 602.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.5, 14.382352941176471)","(3.0, 3.5, 3.4724935732647815)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.14516129032258)"
08-12-2022 14:37:02.168136,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 602.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.5, 14.4)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.14516129032258)"
08-12-2022 14:37:03.140605,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.5, 14.4)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.14516129032258)"
08-12-2022 14:37:04.277236,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.5, 15.423076923076923)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:05.446882,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.636363636363637)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:06.650710,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.157894736842104)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:07.847006,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.285714285714285)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.571428571428571)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:08.970694,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.25)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:10.117008,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.157894736842104)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:11.368878,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.541666666666666)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:12.509277,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.541666666666666)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:13.705149,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.157894736842104)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:14.959511,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.285714285714285)","(3.0, 3.5, 3.4513636363636366)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:16.169480,"(3.0, 4.7, 4.4)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.18421052631579)","(3.0, 3.5, 3.6)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:17.391152,"(3.0, 4.7, 4.4)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.7, 3.5545454545454547)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:18.588527,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.5115384615384615)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:19.722035,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.5115384615384615)","(12.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:20.953070,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.18421052631579)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:22.200983,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:23.511815,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.662790697674419)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:24.799491,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.662790697674419)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:26.105136,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.84375)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:27.385532,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:28.593931,"(3.0, 4.7, 4.352631578947368)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:29.896113,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:31.215277,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:32.482636,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.823529411764707)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:33.704058,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.823529411764707)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:34.903237,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.823529411764707)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:36.130504,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.88888888888889)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:37.346611,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.88888888888889)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:38.620127,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.5115384615384615)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:39.823271,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:40.996815,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 570.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:42.323269,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:43.574328,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:44.798893,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:45.920316,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:47.018463,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:48.244073,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:49.478212,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:50.700207,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:51.936216,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.662790697674419)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:53.100014,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 14.257575757575758)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
08-12-2022 14:37:54.277387,"(3.0, 4.6, 4.385714285714285)","(91.0, 650.0, 410.0)","(2.9, 4.2, 3.857142857142857)","(14.0, 16.0, 13.774193548387096)","(3.0, 3.65, 3.473529411764706)","(13.0, 16.0, 14.529411764705882)","(9.0, 12.5, 11.166666666666666)"
