,Champagne Reactor,Feel The Thrill,Rafferty Delights,Keayang Sponge Bob,Borderline,Writeaboutchelsea,Aunty Frances,Torque Writer,Fly Cheval
08-12-2022 15:41:41.558392,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 34.5)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:42.997015,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:44.360359,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 37.625)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:45.741542,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 37.625)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:47.102193,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 37.625)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:48.545235,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:50.004392,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 185.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:51.406224,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:52.838527,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 37.625)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:54.325894,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:55.762058,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:57.305709,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 128.75)","(26.0, 44.0, 37.625)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:41:58.708125,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 185.0)","(26.0, 44.0, 37.625)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:00.051411,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 185.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:01.321728,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 185.0)","(26.0, 44.0, 41.91304347826087)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:02.734473,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.009090909090909)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 185.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:04.154875,"(7.5, 11.0, 10.2)","(3.4, 4.3, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 185.0)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:05.524244,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7657142857142856)","(12.0, 18.5, 17.0)","(81.0, 260.0, 189.28571428571428)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:06.914151,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7685714285714287)","(12.0, 18.5, 17.0)","(81.0, 260.0, 189.28571428571428)","(26.0, 44.0, 41.91304347826087)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:08.214351,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 260.0, 212.27272727272725)","(26.0, 44.0, 38.375)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:09.526570,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 260.0, 220.76923076923077)","(26.0, 44.0, 38.375)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:10.901879,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 260.0, 220.76923076923077)","(26.0, 44.0, 38.375)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:12.226581,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 260.0, 235.45454545454544)","(26.0, 44.0, 38.375)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:13.563263,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 219.0)","(26.0, 44.0, 40.76923076923077)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:14.891110,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 219.0)","(26.0, 44.0, 40.76923076923077)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:16.225642,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 219.0)","(26.0, 44.0, 32.0)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:17.572102,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 219.0)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:18.979459,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 236.36363636363637)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:20.307437,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 236.36363636363637)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:21.694704,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 167.5)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:23.011043,"(7.5, 11.0, 10.2)","(3.4, 4.2, 4.0285714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 167.5)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:24.347874,"(7.5, 11.0, 10.2)","(3.4, 4.2, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 217.0)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:25.703922,"(7.5, 11.0, 10.2)","(3.4, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 217.0)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:27.068668,"(7.5, 11.0, 10.2)","(3.4, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.75)","(12.0, 18.5, 17.0)","(81.0, 250.0, 217.0)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:28.757293,"(7.5, 11.0, 10.2)","(3.4, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 217.0)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:30.303584,"(7.5, 11.0, 10.2)","(3.4, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 167.5)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:31.897833,"(7.5, 11.0, 10.2)","(3.4, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 167.5)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:33.517726,"(7.5, 11.0, 10.2)","(3.4, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 167.5)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 179.16666666666666)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:35.079111,"(7.5, 11.0, 10.2)","(3.4, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 218.0)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 179.16666666666666)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:36.523305,"(7.5, 11.0, 10.2)","(3.4, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 218.0)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 179.16666666666666)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:37.925928,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 218.0)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 179.16666666666666)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:39.260962,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 167.5)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 179.16666666666666)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:40.661512,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 217.0)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 179.16666666666666)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:42.095274,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 250.0, 215.5)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:43.517917,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 215.5)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:44.943032,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 215.5)","(26.0, 44.0, 35.85714285714286)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:46.335866,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 203.0)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:47.652503,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 203.0)","(26.0, 44.0, 39.84615384615385)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:49.008044,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 203.0)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:50.473819,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 203.0)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:51.894652,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 200.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:53.338802,"(7.5, 11.0, 10.2)","(3.5, 4.1, 3.96)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 200.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:54.837711,"(7.5, 11.0, 10.2)","(3.5, 4.1, 4.270370370370371)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 200.0)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:56.303007,"(7.5, 11.0, 10.2)","(3.5, 4.3, 4.613043478260869)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 199.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:57.737734,"(7.5, 11.0, 10.2)","(3.5, 4.7, 4.585714285714285)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 199.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:42:59.185013,"(7.5, 11.0, 10.2)","(3.5, 4.7, 4.449999999999999)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.0)","(81.0, 230.0, 199.0)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:43:00.761594,"(7.5, 11.0, 10.2)","(3.5, 4.6, 4.449999999999999)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 17.22222222222222)","(81.0, 230.0, 216.36363636363637)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:43:02.334553,"(7.5, 11.0, 10.2)","(3.5, 4.6, 4.542857142857143)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.0, 17.0)","(81.0, 230.0, 169.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:43:04.030876,"(7.5, 11.0, 10.2)","(3.5, 4.6, 4.491666666666666)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 18.5, 18.03846153846154)","(81.0, 190.0, 169.0)","(26.0, 44.0, 41.91304347826087)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:43:05.435688,"(7.5, 11.0, 10.2)","(3.5, 4.6, 4.491666666666666)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 20.0, 18.03846153846154)","(81.0, 190.0, 169.0)","(26.0, 44.0, 40.57142857142857)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.933333333333334)"
08-12-2022 15:43:07.002958,"(7.5, 11.0, 10.2)","(3.5, 4.6, 4.491666666666666)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7785714285714285)","(12.0, 20.0, 15.5)","(81.0, 190.0, 171.0)","(26.0, 44.0, 38.9)","(71.0, 200.0, 180.0)","(6.0, 9.6, 8.32)"
08-12-2022 15:43:08.364840,"(7.5, 11.0, 10.2)","(3.5, 4.6, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 19.0, 15.25)","(81.0, 190.0, 171.0)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 156.66666666666669)","(6.0, 9.4, 7.942857142857143)"
08-12-2022 15:43:09.844373,"(7.5, 11.0, 10.2)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 18.5, 15.25)","(81.0, 190.0, 163.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 8.8, 8.1)"
08-12-2022 15:43:11.371921,"(7.5, 11.0, 10.2)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 18.5, 15.25)","(81.0, 180.0, 163.0)","(26.0, 44.0, 36.333333333333336)","(71.0, 200.0, 137.5)","(6.0, 8.6, 8.1)"
08-12-2022 15:43:12.872538,"(7.5, 11.0, 9.56)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 18.5, 17.333333333333332)","(81.0, 180.0, 162.5)","(26.0, 38.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 8.6, 8.1)"
08-12-2022 15:43:14.237236,"(7.5, 11.0, 9.56)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 20.0, 15.2)","(81.0, 180.0, 166.0)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 137.5)","(6.0, 8.6, 8.6)"
08-12-2022 15:43:15.395168,"(7.5, 11.0, 9.56)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 20.0, 15.5)","(81.0, 180.0, 166.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:16.767376,"(7.5, 11.0, 9.8)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 19.0, 14.333333333333334)","(81.0, 180.0, 166.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:18.243721,"(7.5, 11.0, 9.16)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 19.0, 15.25)","(81.0, 180.0, 167.5)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:19.716579,"(7.5, 10.0, 8.866666666666667)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 18.5, 17.333333333333332)","(81.0, 180.0, 167.5)","(26.0, 44.0, 38.33333333333333)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:21.138168,"(7.5, 9.8, 8.866666666666667)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 20.0, 15.2)","(81.0, 180.0, 167.5)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:22.575394,"(7.5, 9.6, 9.1)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 20.0, 15.5)","(81.0, 180.0, 167.5)","(26.0, 44.0, 41.91304347826087)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:23.909316,"(7.5, 9.4, 9.0)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 20.0, 14.428571428571429)","(81.0, 180.0, 203.63636363636363)","(26.0, 44.0, 41.91304347826087)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:25.134514,"(7.5, 9.4, 9.0)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 19.0, 15.5)","(81.0, 210.0, 203.63636363636363)","(26.0, 44.0, 40.57142857142857)","(71.0, 200.0, 137.5)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:26.491342,"(7.5, 9.4, 9.0)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 18.5, 15.5)","(81.0, 210.0, 203.63636363636363)","(26.0, 44.0, 38.9)","(71.0, 200.0, 116.66666666666666)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:27.863932,"(7.5, 9.4, 9.0)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 18.5, 17.75)","(81.0, 210.0, 167.0)","(26.0, 44.0, 40.30769230769231)","(71.0, 200.0, 180.76923076923077)","(6.0, 9.6, 8.6)"
08-12-2022 15:43:29.230560,"(7.5, 9.4, 9.0)","(3.5, 4.8, 4.675)","(5.0, 7.4, 6.866666666666667)","(2.8, 3.9, 3.7666666666666666)","(12.0, 20.0, 15.5)","(81.0, 190.0, 183.125)","(26.0, 44.0, 36.5)","(71.0, 200.0, 160.0)","(6.0, 9.6, 8.6)"
