,Providence Bale,Tiger Time,Gypsy Yankee,Russian Sub,Spring Bolt,Dream Wizard,Spring Scout
11-01-2023 21:28:48.408310,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:49.671803,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:50.820765,"(7.0, 9.4, 9.225)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:51.910400,"(7.0, 9.4, 9.225)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:53.015558,"(7.0, 9.4, 9.225)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:54.158358,"(7.0, 9.4, 9.225)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:55.326196,"(7.0, 9.4, 9.05)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:56.370233,"(7.0, 9.4, 8.933333333333334)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:57.333588,"(7.0, 9.4, 8.933333333333334)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:58.319601,"(7.0, 9.4, 8.933333333333334)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:28:59.275294,"(7.0, 9.4, 8.933333333333334)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:29:00.336856,"(7.0, 9.4, 9.225)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.1333333333333333)","(9.0, 15.5, 9.5)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:29:01.465823,"(7.0, 9.4, 9.225)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.0816326530612246)","(9.0, 15.5, 14.953846153846154)","(31.0, 100.0, 37.77777777777778)","(4.0, 8.2, 8.035294117647059)","(31.0, 190.0, 47.8)"
11-01-2023 21:29:02.578556,"(7.0, 9.4, 9.225)","(2.35, 3.35, 2.9450000000000003)","(3.2, 3.5, 3.3333333333333335)","(9.0, 15.5, 10.350000000000001)","(31.0, 100.0, 46.5)","(4.0, 8.2, 7.8)","(31.0, 190.0, 142.4)"
11-01-2023 21:29:03.694678,"(7.0, 9.4, 9.225)","(2.35, 3.35, 2.621)","(3.2, 3.45, 3.3000000000000003)","(9.0, 15.0, 13.0625)","(31.0, 90.0, 38.625)","(4.0, 8.0, 7.905263157894736)","(31.0, 170.0, 118.4)"
11-01-2023 21:29:04.772298,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.35, 2.621)","(3.2, 3.45, 3.3000000000000003)","(9.0, 15.5, 9.83)","(31.0, 85.0, 38.625)","(4.0, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:05.733152,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.35, 2.621)","(3.2, 3.45, 3.3000000000000003)","(9.0, 15.5, 9.83)","(31.0, 85.0, 38.625)","(4.0, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:06.650565,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.35, 2.829285714285714)","(3.2, 3.45, 3.3000000000000003)","(9.0, 14.0, 12.971428571428572)","(31.0, 85.0, 38.625)","(4.0, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:07.632107,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.35, 2.7575000000000003)","(3.2, 3.45, 3.3000000000000003)","(9.0, 13.5, 12.15625)","(31.0, 85.0, 38.625)","(4.0, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:08.642590,"(7.0, 9.4, 9.3)","(2.35, 3.25, 2.955)","(3.2, 3.3, 3.1846153846153844)","(9.0, 13.5, 12.15625)","(31.0, 85.0, 38.625)","(4.0, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:09.711438,"(7.0, 9.4, 9.3)","(2.35, 3.25, 3.044736842105263)","(3.2, 3.3, 3.1846153846153844)","(9.0, 15.0, 12.971428571428572)","(31.0, 85.0, 38.625)","(4.0, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:10.802416,"(7.0, 9.4, 9.3)","(2.35, 3.25, 2.823)","(3.2, 3.3, 3.1846153846153844)","(9.0, 14.0, 12.971428571428572)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:11.851343,"(7.0, 9.4, 9.3)","(2.35, 3.25, 2.823)","(3.2, 3.3, 3.1846153846153844)","(9.0, 14.0, 13.600000000000001)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:12.899312,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.3, 2.7225)","(3.2, 3.3, 3.1846153846153844)","(9.0, 14.0, 10.55)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:13.901901,"(7.0, 9.4, 9.225)","(2.35, 3.3, 2.8449999999999998)","(3.2, 3.3, 3.1846153846153844)","(9.0, 11.0, 10.55)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:14.932985,"(7.0, 9.4, 9.225)","(2.35, 3.3, 2.8449999999999998)","(3.2, 3.3, 3.1846153846153844)","(9.0, 11.0, 10.55)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:15.932226,"(7.0, 9.4, 9.225)","(2.35, 3.3, 2.8449999999999998)","(3.2, 3.3, 3.1846153846153844)","(9.0, 11.0, 10.86)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:16.903290,"(7.0, 9.4, 9.225)","(2.35, 3.3, 2.8449999999999998)","(3.2, 3.3, 3.1846153846153844)","(9.0, 11.0, 10.86)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:17.818662,"(7.0, 9.4, 9.225)","(2.35, 3.3, 2.8449999999999998)","(3.2, 3.3, 3.1846153846153844)","(9.0, 11.0, 10.86)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:18.781153,"(7.0, 9.4, 9.225)","(2.35, 3.3, 2.8449999999999998)","(3.2, 3.3, 3.1636363636363636)","(9.0, 11.0, 10.86)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:19.779019,"(7.0, 9.4, 9.225)","(2.35, 3.3, 2.8449999999999998)","(3.2, 3.3, 3.1636363636363636)","(9.0, 11.0, 10.86)","(31.0, 85.0, 38.625)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 107.1304347826087)"
11-01-2023 21:29:20.776546,"(7.0, 9.4, 9.233333333333334)","(2.35, 3.3, 2.9099999999999997)","(3.2, 3.3, 3.1636363636363636)","(9.0, 11.0, 10.86)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 45.77777777777778)"
11-01-2023 21:29:21.779770,"(7.0, 9.4, 8.7)","(2.35, 3.3, 3.1478260869565213)","(3.2, 3.3, 3.1636363636363636)","(9.0, 11.0, 10.766666666666666)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.905263157894736)","(31.0, 140.0, 45.77777777777778)"
11-01-2023 21:29:22.804481,"(7.0, 9.4, 8.7)","(2.35, 3.3, 3.09875)","(3.2, 3.5, 3.1875)","(9.0, 11.0, 14.055555555555555)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.5)","(31.0, 140.0, 45.77777777777778)"
11-01-2023 21:29:23.915847,"(7.0, 9.4, 8.7)","(2.35, 3.3, 3.2189473684210523)","(3.2, 3.45, 3.3857142857142857)","(9.0, 14.5, 14.055555555555555)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.5)","(31.0, 140.0, 45.77777777777778)"
11-01-2023 21:29:24.876470,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.3, 3.166363636363636)","(3.2, 3.45, 3.3000000000000003)","(9.0, 14.5, 14.055555555555555)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.5)","(31.0, 140.0, 45.77777777777778)"
11-01-2023 21:29:25.793017,"(7.0, 9.4, 9.266666666666667)","(2.35, 3.3, 3.02)","(3.2, 3.45, 3.3000000000000003)","(9.0, 14.5, 14.055555555555555)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.5)","(31.0, 140.0, 45.77777777777778)"
11-01-2023 21:29:26.733002,"(7.0, 9.4, 9.266666666666667)","(2.35, 3.3, 3.0999999999999996)","(3.2, 3.45, 3.3000000000000003)","(9.0, 14.5, 14.055555555555555)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.5)","(31.0, 140.0, 45.77777777777778)"
11-01-2023 21:29:27.735004,"(7.0, 9.4, 9.266666666666667)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.45, 3.3000000000000003)","(9.0, 14.5, 13.772727272727273)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.5)","(31.0, 140.0, 50.0)"
11-01-2023 21:29:28.712279,"(7.0, 9.4, 9.266666666666667)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.45, 3.3000000000000003)","(9.0, 15.0, 13.772727272727273)","(31.0, 85.0, 55.85714285714286)","(3.9, 8.2, 7.5)","(31.0, 130.0, 43.55555555555556)"
11-01-2023 21:29:29.699885,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.1363636363636362)","(9.0, 14.0, 12.114285714285714)","(31.0, 85.0, 63.526315789473685)","(3.9, 8.2, 7.5)","(31.0, 120.0, 70.85714285714286)"
11-01-2023 21:29:30.663036,"(7.0, 9.4, 8.777777777777779)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.1363636363636362)","(9.0, 15.5, 13.0)","(31.0, 85.0, 63.526315789473685)","(3.9, 8.2, 7.5)","(31.0, 120.0, 70.85714285714286)"
11-01-2023 21:29:31.719598,"(7.0, 9.4, 8.777777777777779)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.1363636363636362)","(9.0, 14.0, 12.95)","(31.0, 85.0, 63.526315789473685)","(3.9, 8.2, 7.5)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:32.753950,"(7.0, 9.4, 8.777777777777779)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.1363636363636362)","(9.0, 15.0, 13.65)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.5)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:33.791566,"(7.0, 9.4, 8.777777777777779)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.1363636363636362)","(9.0, 16.5, 15.75)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.5)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:34.841857,"(7.0, 9.4, 8.777777777777779)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.1363636363636362)","(9.0, 16.5, 15.75)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.5)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:35.855085,"(7.0, 9.4, 8.777777777777779)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.1363636363636362)","(9.0, 15.5, 14.777777777777779)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.5)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:36.884664,"(7.0, 9.4, 8.777777777777779)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.55, 3.471428571428571)","(9.0, 16.0, 14.777777777777779)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.5)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:37.815119,"(7.0, 9.4, 8.942857142857143)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.4, 3.2181818181818183)","(9.0, 15.5, 14.32)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.5)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:38.795903,"(7.0, 9.4, 8.942857142857143)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.35, 3.2333333333333334)","(9.0, 15.5, 13.357142857142858)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.5)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:39.784767,"(7.0, 9.4, 8.942857142857143)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.35, 3.2333333333333334)","(9.0, 14.5, 12.5)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.4399999999999995)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:40.828392,"(7.0, 9.0, 8.466666666666667)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.35, 3.3)","(9.0, 14.0, 12.214285714285714)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.0, 7.607692307692307)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:41.849481,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.1958333333333333)","(9.0, 13.5, 12.214285714285714)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.607692307692307)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:42.899934,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.1958333333333333)","(9.0, 15.5, 14.25)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.0, 7.8)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:44.035383,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.1958333333333333)","(9.0, 15.5, 13.5)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.0, 7.905263157894736)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:45.041860,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.1958333333333333)","(9.0, 14.5, 13.5)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.905263157894736)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:46.013265,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.1958333333333333)","(9.0, 16.0, 14.350000000000001)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.905263157894736)","(31.0, 120.0, 47.111111111111114)"
11-01-2023 21:29:46.924189,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.1958333333333333)","(9.0, 15.0, 13.65)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.905263157894736)","(31.0, 120.0, 46.2)"
11-01-2023 21:29:47.933224,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.1958333333333333)","(9.0, 15.0, 13.65)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.905263157894736)","(31.0, 120.0, 46.2)"
11-01-2023 21:29:49.032355,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.4, 3.1083333333333334)","(9.0, 15.5, 13.961538461538462)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.905263157894736)","(31.0, 120.0, 58.5)"
11-01-2023 21:29:50.100345,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.15, 3.1083333333333334)","(9.0, 15.0, 14.73076923076923)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.905263157894736)","(31.0, 120.0, 58.5)"
11-01-2023 21:29:51.098836,"(7.0, 9.4, 9.254545454545454)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.15, 3.1083333333333334)","(9.0, 16.0, 14.73076923076923)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.905263157894736)","(31.0, 120.0, 58.5)"
11-01-2023 21:29:52.065319,"(7.0, 9.4, 9.166666666666668)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.15, 3.1083333333333334)","(9.0, 15.0, 13.192307692307692)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 7.514285714285714)","(31.0, 120.0, 52.470588235294116)"
11-01-2023 21:29:53.059363,"(7.0, 9.4, 9.166666666666668)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.15, 3.1083333333333334)","(9.0, 14.0, 13.192307692307692)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 8.028571428571428)","(31.0, 120.0, 52.470588235294116)"
11-01-2023 21:29:54.103777,"(7.0, 9.4, 9.166666666666668)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.15, 3.1083333333333334)","(9.0, 14.0, 14.73076923076923)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.2, 8.0)","(31.0, 120.0, 53.375)"
11-01-2023 21:29:55.434926,"(7.0, 9.4, 9.166666666666668)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.15, 3.4264705882352944)","(9.0, 16.0, 14.346153846153847)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.4, 7.822222222222222)","(31.0, 120.0, 53.375)"
11-01-2023 21:29:56.533198,"(7.0, 9.4, 9.166666666666668)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.45, 3.2360465116279067)","(9.0, 15.5, 13.961538461538462)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.6, 7.725)","(31.0, 120.0, 53.375)"
11-01-2023 21:29:57.604113,"(7.0, 9.4, 9.166666666666668)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.2360465116279067)","(9.0, 15.0, 13.961538461538462)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.6, 7.725)","(31.0, 120.0, 53.375)"
11-01-2023 21:29:58.608725,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.2360465116279067)","(9.0, 15.0, 13.961538461538462)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.6, 7.41)","(31.0, 120.0, 53.375)"
11-01-2023 21:29:59.608712,"(7.0, 9.4, 9.233333333333334)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.2360465116279067)","(9.0, 15.5, 15.045454545454545)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.6, 7.41)","(31.0, 120.0, 53.375)"
11-01-2023 21:30:00.628520,"(7.0, 9.4, 9.233333333333334)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.2360465116279067)","(9.0, 15.5, 13.961538461538462)","(31.0, 85.0, 41.44444444444444)","(3.9, 8.6, 7.41)","(31.0, 120.0, 53.375)"
11-01-2023 21:30:01.755908,"(7.0, 9.4, 9.233333333333334)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.266216216216216)","(9.0, 15.0, 12.6875)","(31.0, 85.0, 40.875)","(3.9, 8.6, 7.41)","(31.0, 120.0, 52.470588235294116)"
11-01-2023 21:30:02.797970,"(7.0, 9.4, 9.233333333333334)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.3, 3.266216216216216)","(9.0, 14.0, 13.277777777777779)","(31.0, 75.0, 40.875)","(3.9, 8.6, 7.41)","(31.0, 120.0, 52.470588235294116)"
11-01-2023 21:30:03.875896,"(7.0, 9.4, 9.233333333333334)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.4, 3.35)","(9.0, 15.5, 13.3125)","(31.0, 75.0, 40.333333333333336)","(4.0, 8.6, 7.41)","(31.0, 120.0, 55.26315789473684)"
11-01-2023 21:30:04.956866,"(7.0, 9.4, 9.233333333333334)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.225)","(9.0, 15.0, 13.3125)","(31.0, 75.0, 40.333333333333336)","(4.0, 8.6, 7.41)","(31.0, 120.0, 55.26315789473684)"
11-01-2023 21:30:06.058187,"(7.0, 9.4, 9.133333333333333)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.225)","(9.0, 15.0, 13.3125)","(31.0, 75.0, 40.333333333333336)","(4.0, 8.6, 7.41)","(31.0, 120.0, 55.26315789473684)"
11-01-2023 21:30:07.228428,"(7.0, 9.4, 9.2)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.225)","(9.0, 15.0, 13.961538461538462)","(31.0, 75.0, 40.333333333333336)","(4.0, 8.6, 7.41)","(31.0, 120.0, 55.26315789473684)"
11-01-2023 21:30:08.362346,"(7.0, 9.4, 9.2)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.225)","(9.0, 15.0, 11.823529411764707)","(31.0, 75.0, 59.73913043478261)","(4.0, 8.6, 7.41)","(31.0, 120.0, 62.857142857142854)"
11-01-2023 21:30:09.364975,"(7.0, 9.4, 9.2)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.225)","(9.0, 15.0, 13.833333333333332)","(31.0, 75.0, 59.73913043478261)","(4.0, 8.6, 7.41)","(31.0, 120.0, 46.875)"
11-01-2023 21:30:10.404795,"(7.0, 9.4, 9.2)","(2.35, 3.3, 3.1133333333333333)","(3.2, 3.25, 3.225)","(9.0, 14.5, 13.833333333333332)","(31.0, 75.0, 59.73913043478261)","(4.0, 8.6, 7.41)","(31.0, 120.0, 46.875)"
11-01-2023 21:30:11.416593,"(7.0, 9.4, 9.2)","(2.35, 3.3, 3.1526315789473682)","(3.2, 3.35, 3.2923076923076926)","(9.0, 14.0, 13.382352941176471)","(31.0, 75.0, 59.73913043478261)","(4.0, 8.6, 7.41)","(31.0, 120.0, 46.875)"
11-01-2023 21:30:12.391350,"(7.0, 9.4, 8.661538461538461)","(2.35, 3.3, 3.1526315789473682)","(3.2, 3.35, 3.3083333333333336)","(9.0, 14.0, 12.833333333333332)","(31.0, 75.0, 59.73913043478261)","(4.0, 8.6, 7.41)","(31.0, 120.0, 78.21428571428572)"
11-01-2023 21:30:13.348849,"(7.0, 9.2, 8.9)","(2.35, 3.3, 3.1526315789473682)","(3.2, 3.3, 3.2333333333333334)","(9.0, 14.0, 12.6875)","(31.0, 75.0, 59.73913043478261)","(4.0, 8.6, 7.41)","(31.0, 120.0, 78.21428571428572)"
11-01-2023 21:30:14.269987,"(7.0, 9.2, 8.9)","(2.35, 3.3, 3.1526315789473682)","(3.2, 3.3, 3.2333333333333334)","(9.0, 14.0, 12.6875)","(31.0, 75.0, 60.375)","(4.0, 8.6, 7.41)","(31.0, 120.0, 56.66666666666667)"
11-01-2023 21:30:15.223438,"(7.0, 9.2, 8.9)","(2.35, 3.3, 3.1526315789473682)","(3.2, 3.3, 3.2333333333333334)","(9.0, 14.0, 12.65)","(31.0, 75.0, 60.375)","(4.0, 8.6, 7.476923076923077)","(31.0, 120.0, 58.33333333333333)"
11-01-2023 21:30:16.142204,"(7.5, 9.2, 8.8)","(2.35, 3.3, 3.0075)","(3.1, 3.3, 3.2199999999999998)","(9.0, 13.5, 12.75)","(31.0, 75.0, 60.375)","(4.0, 8.4, 7.476923076923077)","(31.0, 120.0, 58.33333333333333)"
11-01-2023 21:30:17.143800,"(7.5, 9.2, 8.8)","(2.35, 3.3, 3.1599999999999997)","(3.1, 3.3, 3.2199999999999998)","(9.0, 13.5, 12.75)","(31.0, 75.0, 60.375)","(4.0, 8.4, 7.8)","(31.0, 120.0, 87.82608695652175)"
11-01-2023 21:30:18.172230,"(7.5, 9.2, 8.8)","(2.35, 3.3, 3.1673684210526316)","(3.1, 3.3, 3.2199999999999998)","(9.0, 13.5, 12.75)","(31.0, 75.0, 60.375)","(4.0, 8.2, 7.575)","(31.0, 120.0, 68.57142857142857)"
11-01-2023 21:30:19.213855,"(7.5, 9.2, 8.8)","(2.35, 3.3, 3.1319999999999997)","(3.1, 3.3, 3.2199999999999998)","(9.0, 13.5, 12.75)","(31.0, 75.0, 60.375)","(4.0, 8.2, 7.575)","(31.0, 120.0, 56.36363636363636)"
11-01-2023 21:30:20.500263,"(7.5, 9.2, 8.616666666666667)","(2.35, 3.3, 3.1319999999999997)","(3.1, 3.3, 3.257894736842105)","(9.0, 13.5, 12.5625)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.949999999999999)","(31.0, 120.0, 70.0)"
11-01-2023 21:30:21.566859,"(7.5, 9.2, 8.975)","(2.35, 3.3, 3.1319999999999997)","(3.1, 3.3, 3.257894736842105)","(9.0, 13.5, 12.964285714285715)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.949999999999999)","(31.0, 120.0, 78.8235294117647)"
11-01-2023 21:30:22.599218,"(7.5, 9.2, 8.83076923076923)","(2.35, 3.35, 3.1923076923076925)","(3.1, 3.3, 3.257894736842105)","(9.0, 13.0, 12.733333333333334)","(31.0, 75.0, 59.400000000000006)","(4.0, 8.2, 7.8)","(31.0, 120.0, 78.8235294117647)"
