,Aloha Chrome,Rays Regal,Irish Royalty,Boy Charlemagne,Murloc Bay,Cut Across Shorty,J Ds Rude Boy,Gunnin For Gold,El Bromista,Zeus War,Bronze One
09-01-2023 09:26:45.299458,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.5)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.705)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 162.66666666666666)"
09-01-2023 09:26:46.744337,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.5)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.705)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 162.66666666666666)"
09-01-2023 09:26:48.111772,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.5)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.705)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 162.66666666666666)"
09-01-2023 09:26:49.523550,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.5)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.705)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 162.66666666666666)"
09-01-2023 09:26:51.348541,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 7.4399999999999995)","(14.0, 34.0, 31.5)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.705)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 162.66666666666666)"
09-01-2023 09:26:52.970507,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.6399999999999997)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:26:54.552015,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.6399999999999997)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:26:56.153289,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:26:57.739984,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:26:59.206415,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:00.560591,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:01.960895,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:03.334727,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:04.793455,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:06.170821,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:07.549016,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:08.907905,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:10.261446,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:11.684596,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:13.096477,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:14.573852,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:16.012388,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 25.0)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:17.491399,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 7.4399999999999995)","(14.0, 34.0, 30.866666666666667)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.71)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:18.911397,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 24.799999999999997)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:20.327187,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:21.718794,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:23.096023,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:24.522502,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:25.938208,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:27.337200,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:28.666421,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:30.044390,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:31.430314,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:32.799772,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:34.183274,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:35.620343,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:36.971797,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:38.328685,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:39.736664,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:41.323066,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 6.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:42.875384,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.2, 7.6)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:44.681332,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.0, 5.5)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:46.296190,"(21.0, 230.0, 214.60714285714286)","(41.0, 230.0, 127.5)","(4.2, 9.0, 5.433333333333334)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:47.822892,"(21.0, 230.0, 18.67857142857143)","(41.0, 230.0, 216.26666666666665)","(4.2, 8.6, 6.96)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:49.273866,"(21.0, 19.0, 18.67857142857143)","(41.0, 230.0, 216.26666666666665)","(4.2, 8.4, 7.2)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:50.667163,"(21.0, 19.0, 213.4230769230769)","(41.0, 230.0, 216.26666666666665)","(4.2, 8.0, 5.333333333333333)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:52.126241,"(21.0, 230.0, 177.5)","(41.0, 230.0, 216.26666666666665)","(4.2, 8.0, 6.8999999999999995)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7545454545454544)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:53.558792,"(21.0, 230.0, 217.97222222222223)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:54.960619,"(21.0, 230.0, 217.97222222222223)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:56.297728,"(21.0, 230.0, 217.97222222222223)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:57.655421,"(21.0, 230.0, 176.125)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:27:59.070540,"(21.0, 230.0, 176.125)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:00.506601,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:01.828397,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:03.082674,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:04.441552,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:05.804546,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:07.167940,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:08.492709,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 5.85)","(14.0, 34.0, 31.57894736842105)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:09.848372,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.6, 6.8999999999999995)","(14.0, 34.0, 26.23076923076923)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:11.228807,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.2, 6.6)","(14.0, 29.0, 26.23076923076923)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:12.629036,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.2, 6.6)","(14.0, 29.0, 21.4)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:14.023660,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.2, 6.6)","(14.0, 29.0, 26.533333333333335)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:15.329841,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.2, 6.6)","(14.0, 29.0, 26.533333333333335)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:16.713992,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.2, 6.6)","(14.0, 29.0, 26.533333333333335)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
09-01-2023 09:28:18.052739,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(4.2, 7.2, 6.6)","(14.0, 29.0, 26.533333333333335)","(31.0, 230.0, 127.5)","(18.0, 110.0, 30.78125)","(2.35, 2.78, 2.7426666666666666)","(6.0, 7.0, 5.6)","(5.0, 7.8, 7.04)","(17.0, 90.0, 50.5)","(51.0, 230.0, 129.5)"
