,Aloha Chrome,Rays Regal,Irish Royalty,Boy Charlemagne,Murloc Bay,Cut Across Shorty,J Ds Rude Boy,Gunnin For Gold,El Bromista,Zeus War,Bronze One
09-01-2023 09:32:01.899396,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.025)","(12.0, 26.0, 19.6)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.7686363636363636)","(5.0, 6.8, 6.171428571428572)","(5.0, 8.8, 7.680000000000001)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:03.463054,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 26.0, 19.6)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 6.8, 6.171428571428572)","(5.0, 8.8, 6.6)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:04.969265,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 26.0, 19.6)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 6.8, 5.370588235294117)","(5.0, 8.8, 6.6)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:06.484492,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 26.0, 19.6)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 5.7, 5.370588235294117)","(5.0, 8.8, 6.6)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:08.063766,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 26.0, 19.6)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 5.7, 5.370588235294117)","(5.0, 8.8, 6.6)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:09.588247,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 26.0, 19.6)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 5.7, 5.370588235294117)","(5.0, 8.8, 6.6)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:11.075749,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 26.0, 19.6)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 5.7, 5.370588235294117)","(5.0, 8.8, 6.6)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:12.546726,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 26.0, 19.6)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 5.7, 5.370588235294117)","(5.0, 8.8, 6.6)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:14.157598,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 26.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 5.7, 5.370588235294117)","(5.0, 8.8, 7.680000000000001)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:15.695312,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(5.0, 5.7, 5.370588235294117)","(5.0, 8.8, 7.680000000000001)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:17.284745,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(4.6, 5.7, 5.370588235294117)","(5.0, 8.8, 7.680000000000001)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:18.796571,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.645454545454545)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(4.6, 5.7, 5.370588235294117)","(5.0, 8.8, 7.680000000000001)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:20.288252,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.125)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(4.6, 5.7, 5.452941176470588)","(5.0, 8.8, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:21.842615,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.125)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(4.6, 5.7, 5.452941176470588)","(5.0, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:23.479400,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.125)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(4.6, 5.7, 5.452941176470588)","(5.0, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:25.051270,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.125)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(4.6, 5.7, 5.452941176470588)","(5.0, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:26.594747,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.125)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(4.6, 5.7, 5.452941176470588)","(5.0, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:28.177186,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.125)","(12.0, 27.0, 15.666666666666666)","(31.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.3, 2.78, 2.771379310344827)","(4.6, 5.7, 5.452941176470588)","(5.0, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:29.743244,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.65)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:31.407231,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.65)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:33.397890,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.65)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:35.404430,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.65)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:37.155567,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.65)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:38.882293,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.65)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:40.606639,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.65)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:42.262999,"(21.0, 230.0, 214.64285714285714)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.65)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:43.897866,"(21.0, 230.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.0, 8.83)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.0, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:45.593433,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:47.185236,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 27.0, 15.666666666666666)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:48.732315,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 27.0, 12.217391304347826)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:50.338473,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 27.0, 12.217391304347826)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:51.944949,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 27.0, 12.217391304347826)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:53.523589,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 27.0, 12.217391304347826)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:55.111328,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 27.0, 13.0)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:56.633575,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 26.0, 19.0)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:58.216932,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 19.0)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.452941176470588)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:32:59.702901,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 7.88)","(11.0, 25.0, 19.0)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:01.266663,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.4, 8.83)","(11.0, 25.0, 19.0)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:02.745418,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.274999999999999)","(11.0, 25.0, 17.5)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:04.278238,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:05.814714,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:07.338837,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:08.866844,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:10.313727,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:11.738369,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:13.211368,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:14.736435,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:16.257129,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.0, 7.690909090909091)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:17.732652,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 7.88)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.0, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:19.570243,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.4, 7.88)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:21.286837,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.4, 7.88)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:22.994625,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.4, 7.88)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:24.652561,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.4, 7.88)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.745454545454545)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:26.304632,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.4, 7.88)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.2, 7.48695652173913)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:27.825574,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.4, 7.88)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.4, 7.48695652173913)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:29.372144,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.0, 9.2, 8.299999999999999)","(11.0, 25.0, 21.25)","(41.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.35, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(5.5, 9.4, 7.48695652173913)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:30.928219,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.5, 9.2, 8.299999999999999)","(9.0, 25.0, 21.25)","(51.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.4, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(6.0, 9.4, 7.48695652173913)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:32.616984,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.5, 9.2, 8.299999999999999)","(9.0, 25.0, 21.25)","(51.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.4, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(6.0, 9.4, 7.48695652173913)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:34.398376,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.5, 9.2, 8.299999999999999)","(9.0, 25.0, 21.25)","(51.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.4, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(6.0, 9.4, 7.48695652173913)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:36.196536,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.5, 9.2, 8.685714285714285)","(9.0, 25.0, 18.0)","(51.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.4, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(6.0, 9.4, 7.48695652173913)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:37.795235,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.5, 9.2, 8.325)","(9.0, 26.0, 18.0)","(51.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.4, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(6.0, 9.4, 7.51304347826087)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
09-01-2023 09:33:39.360327,"(21.0, 130.0, 72.5)","(41.0, 230.0, 216.26666666666665)","(5.5, 9.2, 8.325)","(9.0, 26.0, 18.0)","(51.0, 230.0, 127.5)","(19.0, 34.0, 27.333333333333336)","(2.4, 2.78, 2.771379310344827)","(4.4, 5.7, 5.535294117647059)","(6.0, 9.6, 7.51304347826087)","(16.0, 34.0, 32.35714285714286)","(41.0, 230.0, 131.0)"
