,Sinister,Feisty Phoebe,Our Bright Light,Just Chai,Shadow Terror,Wilshire Boulevard
10-01-2023 20:16:18.870267,"(2.2, 2.74, 2.6872289156626508)","(9.0, 10.5, 10.03125)","(3.8, 4.5, 4.495833333333334)","(4.8, 6.2, 6.097368421052632)","(31.0, 80.0, 77.77777777777777)","(6.0, 7.6, 7.533333333333333)"
10-01-2023 20:16:19.880171,"(2.2, 2.72, 2.704864864864865)","(9.0, 10.5, 10.159090909090908)","(3.8, 4.5, 4.495833333333334)","(4.8, 6.2, 6.097368421052632)","(31.0, 80.0, 76.66666666666667)","(6.0, 7.6, 7.533333333333333)"
10-01-2023 20:16:20.824333,"(2.2, 2.72, 2.704864864864865)","(9.0, 10.5, 10.166666666666666)","(3.8, 4.5, 4.495833333333334)","(4.8, 6.2, 6.097368421052632)","(31.0, 80.0, 76.66666666666667)","(6.0, 7.6, 7.533333333333333)"
10-01-2023 20:16:21.870700,"(2.2, 2.72, 2.7184000000000004)","(9.0, 10.5, 10.15)","(3.8, 4.5, 4.494545454545454)","(4.8, 6.2, 6.0630434782608695)","(31.0, 80.0, 76.66666666666667)","(6.0, 7.6, 7.533333333333333)"
10-01-2023 20:16:22.814556,"(2.2, 2.72, 2.718918918918919)","(9.0, 10.5, 10.066666666666666)","(3.8, 4.5, 4.494545454545454)","(4.8, 6.2, 6.0630434782608695)","(31.0, 80.0, 76.66666666666667)","(6.0, 7.6, 7.533333333333333)"
10-01-2023 20:16:23.711174,"(2.2, 2.72, 2.718918918918919)","(9.0, 10.5, 9.93658536585366)","(3.8, 4.5, 4.494545454545454)","(4.8, 6.2, 6.0630434782608695)","(31.0, 80.0, 76.66666666666667)","(6.0, 7.6, 7.533333333333333)"
10-01-2023 20:16:24.565717,"(2.2, 2.72, 2.718918918918919)","(9.0, 10.5, 9.93658536585366)","(3.8, 4.5, 4.494545454545454)","(4.8, 6.2, 6.0630434782608695)","(31.0, 80.0, 76.66666666666667)","(6.0, 7.6, 7.443478260869565)"
10-01-2023 20:16:25.466381,"(2.2, 2.72, 2.718918918918919)","(9.0, 10.5, 9.927272727272728)","(3.8, 4.6, 4.573333333333333)","(4.8, 6.2, 6.0630434782608695)","(31.0, 80.0, 76.66666666666667)","(6.0, 7.6, 7.443478260869565)"
10-01-2023 20:16:26.384273,"(2.2, 2.72, 2.718918918918919)","(9.0, 10.5, 9.927272727272728)","(3.8, 4.6, 4.59047619047619)","(4.8, 6.2, 6.0630434782608695)","(31.0, 80.0, 70.0)","(6.0, 7.6, 7.443478260869565)"
10-01-2023 20:16:27.328397,"(2.2, 2.72, 2.718918918918919)","(9.0, 10.5, 9.927272727272728)","(3.8, 4.6, 4.59047619047619)","(4.8, 6.2, 6.0630434782608695)","(31.0, 80.0, 70.0)","(6.0, 7.6, 7.4799999999999995)"
10-01-2023 20:16:28.227639,"(2.2, 2.74, 2.7178947368421054)","(9.0, 10.5, 9.927272727272728)","(3.8, 4.6, 4.579166666666667)","(4.8, 6.2, 6.053488372093024)","(31.0, 80.0, 70.0)","(6.0, 7.6, 7.4799999999999995)"
10-01-2023 20:16:29.124765,"(2.2, 2.74, 2.7178947368421054)","(9.0, 10.5, 10.043478260869566)","(3.8, 4.6, 4.579166666666667)","(4.8, 6.2, 6.053488372093024)","(31.0, 80.0, 70.0)","(6.0, 7.6, 7.4799999999999995)"
10-01-2023 20:16:30.053219,"(2.2, 2.74, 2.717241379310345)","(9.0, 10.5, 10.235294117647058)","(3.8, 4.6, 4.571428571428571)","(4.8, 6.2, 6.0200000000000005)","(31.0, 80.0, 70.0)","(6.0, 7.6, 7.466666666666667)"
10-01-2023 20:16:31.009449,"(2.2, 2.74, 2.717241379310345)","(8.5, 10.5, 10.235294117647058)","(3.8, 4.6, 4.571428571428571)","(5.0, 6.2, 6.0200000000000005)","(41.0, 80.0, 70.0)","(6.0, 7.6, 7.466666666666667)"
10-01-2023 20:16:31.874548,"(2.2, 2.76, 2.727272727272727)","(8.5, 10.5, 10.235294117647058)","(3.8, 4.6, 4.556818181818182)","(5.0, 6.2, 6.010526315789474)","(41.0, 80.0, 70.0)","(6.0, 7.6, 7.466666666666667)"
10-01-2023 20:16:32.794554,"(2.2, 2.76, 2.727272727272727)","(8.5, 10.5, 10.235294117647058)","(3.8, 4.6, 4.556818181818182)","(5.0, 6.2, 6.010526315789474)","(41.0, 80.0, 70.0)","(6.0, 7.6, 7.466666666666667)"
10-01-2023 20:16:33.785811,"(2.2, 2.76, 2.7474509803921565)","(8.5, 10.5, 10.235294117647058)","(3.8, 4.6, 4.556818181818182)","(5.0, 6.2, 6.010526315789474)","(41.0, 80.0, 70.0)","(6.0, 7.6, 7.466666666666667)"
10-01-2023 20:16:34.794227,"(2.2, 2.76, 2.73375)","(8.5, 10.5, 10.235294117647058)","(3.8, 4.6, 4.571428571428571)","(5.0, 6.2, 6.010526315789474)","(41.0, 75.0, 70.0)","(6.0, 7.6, 7.466666666666667)"
10-01-2023 20:16:35.751137,"(2.2, 2.74, 2.7190909090909092)","(8.5, 10.5, 10.235294117647058)","(3.8, 4.6, 4.571428571428571)","(5.0, 6.2, 6.010526315789474)","(41.0, 75.0, 68.33333333333333)","(6.0, 7.6, 7.466666666666667)"
10-01-2023 20:16:36.878817,"(2.2, 2.72, 2.717391304347826)","(8.5, 10.5, 10.275)","(3.8, 4.6, 4.576744186046511)","(5.0, 6.2, 6.043478260869565)","(41.0, 75.0, 68.33333333333333)","(6.0, 7.6, 7.478260869565217)"
10-01-2023 20:16:37.805378,"(2.2, 2.72, 2.6951724137931037)","(8.5, 10.5, 10.275)","(3.8, 4.6, 4.576744186046511)","(5.0, 6.2, 6.043478260869565)","(41.0, 75.0, 68.75)","(6.0, 7.6, 7.46)"
10-01-2023 20:16:38.730934,"(2.2, 2.72, 2.716923076923077)","(8.5, 10.5, 10.275)","(3.8, 4.6, 4.576744186046511)","(5.0, 6.2, 6.043478260869565)","(41.0, 80.0, 65.0)","(6.0, 7.6, 7.46)"
10-01-2023 20:16:39.663599,"(2.2, 2.72, 2.716923076923077)","(8.5, 10.5, 10.275)","(3.8, 4.6, 4.576744186046511)","(5.0, 6.2, 6.0285714285714285)","(41.0, 80.0, 63.75)","(6.0, 7.6, 7.46)"
10-01-2023 20:16:40.567453,"(2.2, 2.72, 2.700425531914894)","(8.5, 10.5, 10.275)","(3.8, 4.6, 4.576744186046511)","(5.0, 6.2, 6.0285714285714285)","(41.0, 75.0, 66.0)","(6.0, 7.6, 7.483333333333333)"
10-01-2023 20:16:41.530839,"(2.2, 2.72, 2.7147368421052636)","(8.5, 10.5, 10.275)","(3.8, 4.6, 4.576744186046511)","(5.0, 6.2, 6.0285714285714285)","(41.0, 75.0, 66.0)","(6.0, 7.6, 7.483333333333333)"
10-01-2023 20:16:42.528814,"(2.2, 2.72, 2.7147368421052636)","(8.5, 10.5, 10.392857142857142)","(3.8, 4.6, 4.576744186046511)","(5.0, 6.2, 6.031707317073171)","(41.0, 75.0, 66.0)","(6.0, 7.6, 7.325925925925926)"
10-01-2023 20:16:43.435890,"(2.2, 2.76, 2.7466666666666666)","(8.5, 10.5, 10.392857142857142)","(3.8, 4.6, 4.591666666666667)","(5.0, 6.2, 6.031707317073171)","(41.0, 75.0, 66.66666666666667)","(6.0, 7.4, 7.288888888888889)"
10-01-2023 20:16:44.347594,"(2.2, 2.78, 2.7606451612903227)","(8.5, 10.5, 10.275)","(3.8, 4.6, 4.573333333333333)","(5.0, 6.2, 6.031707317073171)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.314285714285715)"
10-01-2023 20:16:45.239719,"(2.2, 2.78, 2.7441509433962263)","(8.5, 10.5, 10.392857142857142)","(3.8, 4.6, 4.579166666666667)","(5.0, 6.0, 5.99375)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.34375)"
10-01-2023 20:16:46.159754,"(2.2, 2.78, 2.7355555555555555)","(8.5, 10.5, 10.392857142857142)","(3.8, 4.7, 4.611764705882353)","(5.0, 6.0, 5.99375)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.34375)"
10-01-2023 20:16:47.184070,"(2.2, 2.78, 2.747272727272727)","(8.5, 10.5, 10.289473684210526)","(3.8, 4.7, 4.611764705882353)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.34375)"
10-01-2023 20:16:48.176309,"(2.2, 2.78, 2.7457142857142856)","(8.5, 10.5, 10.289473684210526)","(3.8, 4.7, 4.611764705882353)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.34375)"
10-01-2023 20:16:49.152561,"(2.2, 2.78, 2.7761290322580643)","(8.5, 10.5, 10.22)","(3.8, 4.7, 4.611764705882353)","(5.0, 6.0, 5.9437500000000005)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.36)"
10-01-2023 20:16:50.123379,"(2.2, 2.8, 2.767619047619047)","(8.5, 10.5, 10.15)","(3.8, 4.6, 4.584444444444444)","(5.0, 6.2, 5.945)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.36)"
10-01-2023 20:16:51.026202,"(2.2, 2.8, 2.7657142857142856)","(8.5, 10.0, 9.945454545454545)","(3.8, 4.7, 4.611764705882353)","(5.0, 6.2, 5.945)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.36)"
10-01-2023 20:16:51.956492,"(2.2, 2.82, 2.798181818181818)","(8.5, 9.8, 9.675)","(3.8, 4.7, 4.633333333333334)","(5.0, 6.2, 5.931578947368421)","(41.0, 70.0, 65.0)","(6.0, 7.4, 7.36)"
10-01-2023 20:16:52.810649,"(2.2, 2.82, 2.7951724137931033)","(8.5, 10.0, 9.709090909090909)","(3.8, 4.6, 4.579166666666667)","(5.0, 6.2, 5.931578947368421)","(41.0, 70.0, 66.66666666666667)","(6.0, 7.4, 7.36)"
10-01-2023 20:16:53.725181,"(2.2, 2.74, 2.7290140845070425)","(8.5, 10.0, 9.709090909090909)","(3.8, 4.6, 4.579166666666667)","(5.0, 6.2, 5.965454545454546)","(41.0, 70.0, 66.66666666666667)","(6.0, 7.4, 7.36)"
10-01-2023 20:16:54.737894,"(2.2, 2.84, 2.8257777777777777)","(8.5, 9.4, 9.229166666666666)","(3.8, 4.6, 4.58)","(5.0, 6.0, 5.905263157894737)","(41.0, 60.0, 55.55555555555556)","(6.0, 7.4, 7.232624113475177)"
10-01-2023 20:16:55.747889,"(2.2, 2.84, 2.782)","(8.5, 9.4, 9.248648648648649)","(3.8, 4.7, 4.642553191489362)","(5.0, 6.0, 5.91055900621118)","(41.0, 60.0, 55.55555555555556)","(6.0, 7.4, 7.232624113475177)"
10-01-2023 20:16:56.721485,"(2.2, 2.84, 2.782)","(8.5, 9.4, 9.235294117647058)","(3.8, 4.7, 4.642553191489362)","(5.0, 6.0, 5.911724137931035)","(41.0, 60.0, 57.5)","(6.0, 7.4, 7.169811320754717)"
10-01-2023 20:16:57.610968,"(2.2, 2.82, 2.8057142857142856)","(8.5, 9.4, 9.266666666666667)","(3.8, 4.9, 4.866666666666667)","(5.0, 6.0, 5.909859154929578)","(41.0, 60.0, 57.5)","(6.0, 7.2, 7.133333333333334)"
10-01-2023 20:16:58.493508,"(2.2, 2.78, 2.7551724137931033)","(8.5, 9.4, 9.066666666666666)","(3.8, 4.9, 4.878787878787879)","(5.0, 6.0, 5.820979020979021)","(41.0, 60.0, 57.5)","(6.0, 7.4, 7.133333333333334)"
10-01-2023 20:16:59.439495,"(2.2, 2.76, 2.756590909090909)","(8.5, 9.4, 9.066666666666666)","(3.8, 5.0, 4.973913043478261)","(5.0, 6.0, 5.820979020979021)","(41.0, 60.0, 56.666666666666664)","(6.0, 7.4, 7.224)"
10-01-2023 20:17:00.372218,"(2.2, 2.84, 2.823495145631068)","(8.5, 8.8, 8.714285714285715)","(3.8, 5.0, 4.9818181818181815)","(5.0, 6.0, 5.819310344827586)","(41.0, 60.0, 56.666666666666664)","(6.0, 7.2, 7.08235294117647)"
10-01-2023 20:17:01.451562,"(2.2, 2.84, 2.824864864864865)","(8.5, 8.8, 8.714285714285715)","(3.8, 5.0, 5.059090909090909)","(5.0, 6.0, 5.81830985915493)","(41.0, 60.0, 56.666666666666664)","(6.0, 7.2, 7.078787878787879)"
10-01-2023 20:17:02.341648,"(2.2, 2.84, 2.821016949152542)","(8.5, 8.8, 8.68)","(3.8, 5.1, 5.059090909090909)","(5.0, 6.0, 5.81830985915493)","(41.0, 60.0, 57.5)","(6.0, 7.2, 7.0634146341463415)"
10-01-2023 20:17:03.305392,"(2.2, 2.82, 2.7775172413793103)","(8.5, 9.2, 8.755555555555555)","(3.8, 5.1, 5.059090909090909)","(5.0, 6.0, 5.81830985915493)","(41.0, 60.0, 57.5)","(6.0, 7.4, 7.064197530864198)"
10-01-2023 20:17:04.230469,"(2.25, 2.84, 2.793389830508475)","(8.5, 9.4, 9.24)","(3.9, 5.2, 5.090909090909091)","(5.0, 6.0, 5.81830985915493)","(41.0, 60.0, 57.5)","(6.0, 7.4, 7.097777777777778)"
10-01-2023 20:17:05.124891,"(2.25, 2.84, 2.787619047619047)","(8.5, 9.2, 9.049999999999999)","(3.9, 5.1, 5.018181818181818)","(5.0, 6.0, 5.8313725490196076)","(41.0, 60.0, 57.5)","(6.0, 7.4, 7.097777777777778)"
10-01-2023 20:17:06.032931,"(2.25, 2.82, 2.80875)","(8.5, 9.2, 9.049999999999999)","(3.9, 5.1, 5.018181818181818)","(5.0, 6.0, 5.829139072847682)","(41.0, 60.0, 71.66666666666667)","(6.0, 7.4, 7.097777777777778)"
10-01-2023 20:17:06.979997,"(2.25, 2.82, 2.80875)","(8.5, 9.2, 9.049999999999999)","(3.9, 5.1, 5.076315789473684)","(5.0, 6.0, 5.8244897959183675)","(41.0, 75.0, 72.5)","(6.0, 7.4, 7.097777777777778)"
10-01-2023 20:17:07.998878,"(2.25, 2.82, 2.8082242990654205)","(8.5, 9.2, 9.049999999999999)","(3.9, 5.1, 5.076315789473684)","(5.0, 6.0, 5.8244897959183675)","(41.0, 75.0, 72.5)","(6.0, 7.4, 7.177049180327869)"
10-01-2023 20:17:09.047750,"(2.25, 2.82, 2.8076470588235294)","(8.5, 9.2, 9.049999999999999)","(3.9, 5.1, 5.076315789473684)","(5.0, 6.0, 5.8244897959183675)","(41.0, 75.0, 67.5)","(6.0, 7.4, 7.177049180327869)"
10-01-2023 20:17:09.998249,"(2.25, 2.8, 2.787457627118644)","(8.5, 9.2, 9.049999999999999)","(3.9, 5.1, 5.076315789473684)","(5.0, 6.0, 5.8244897959183675)","(41.0, 75.0, 70.0)","(6.0, 7.4, 7.177049180327869)"
10-01-2023 20:17:10.912083,"(2.25, 2.8, 2.75375)","(8.5, 9.2, 9.069565217391304)","(3.9, 5.1, 5.076315789473684)","(5.0, 6.0, 5.8244897959183675)","(41.0, 80.0, 70.0)","(6.0, 7.4, 7.177049180327869)"
10-01-2023 20:17:11.869969,"(2.25, 2.8, 2.752258064516129)","(8.5, 9.2, 9.069565217391304)","(3.9, 5.1, 5.076315789473684)","(5.0, 6.0, 5.8130434782608695)","(41.0, 80.0, 76.25)","(6.0, 7.4, 7.147945205479452)"
10-01-2023 20:17:12.792669,"(2.25, 2.8, 2.7461818181818183)","(8.5, 9.8, 9.16842105263158)","(3.9, 5.1, 5.056363636363636)","(5.0, 6.0, 5.8130434782608695)","(41.0, 80.0, 76.25)","(6.0, 7.2, 7.147945205479452)"
10-01-2023 20:17:13.718591,"(2.25, 2.8, 2.774237288135593)","(8.5, 9.8, 9.15)","(3.9, 5.1, 5.051785714285714)","(5.0, 6.0, 5.8130434782608695)","(41.0, 80.0, 76.25)","(6.0, 7.2, 7.147945205479452)"
10-01-2023 20:17:14.601376,"(2.25, 2.8, 2.776969696969697)","(8.5, 9.8, 9.15)","(3.9, 5.1, 5.051785714285714)","(5.0, 6.0, 5.8130434782608695)","(41.0, 80.0, 76.25)","(6.0, 7.2, 7.147945205479452)"
10-01-2023 20:17:15.562578,"(2.25, 2.8, 2.776969696969697)","(8.5, 9.8, 9.15)","(3.9, 5.1, 5.020312499999999)","(5.0, 6.0, 5.8130434782608695)","(41.0, 80.0, 76.25)","(6.0, 7.2, 7.147945205479452)"
10-01-2023 20:17:16.572365,"(2.25, 2.8, 2.775744680851064)","(8.5, 9.8, 9.15)","(3.9, 5.1, 5.020312499999999)","(5.0, 5.9, 5.888571428571429)","(41.0, 80.0, 76.25)","(6.0, 7.2, 7.147945205479452)"
10-01-2023 20:17:17.620523,"(2.25, 2.84, 2.833491124260355)","(8.5, 9.4, 9.052173913043479)","(3.9, 5.0, 4.930555555555555)","(5.0, 5.9, 5.888571428571429)","(41.0, 80.0, 76.66666666666667)","(6.0, 7.2, 7.136666666666667)"
10-01-2023 20:17:18.483331,"(2.25, 2.84, 2.833333333333333)","(8.5, 9.0, 8.973333333333333)","(3.9, 5.1, 4.9584269662921345)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 76.66666666666667)","(6.0, 7.2, 7.136666666666667)"
10-01-2023 20:17:19.402325,"(2.25, 2.84, 2.82625)","(8.5, 9.4, 9.189473684210526)","(3.9, 5.1, 4.980769230769231)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 76.66666666666667)","(6.0, 7.2, 7.1240000000000006)"
10-01-2023 20:17:20.402521,"(2.25, 2.8, 2.7424827586206897)","(8.5, 9.4, 9.189473684210526)","(3.9, 5.1, 5.010526315789473)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 76.66666666666667)","(6.0, 7.2, 7.100813008130081)"
10-01-2023 20:17:21.358408,"(2.25, 2.8, 2.7424827586206897)","(8.5, 9.4, 9.189473684210526)","(3.9, 5.1, 5.010526315789473)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 76.66666666666667)","(6.0, 7.4, 7.100813008130081)"
10-01-2023 20:17:22.411867,"(2.25, 2.8, 2.7428767123287674)","(8.5, 9.4, 9.189473684210526)","(3.9, 5.1, 4.9818181818181815)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 76.66666666666667)","(6.0, 7.4, 7.100813008130081)"
10-01-2023 20:17:23.384596,"(2.25, 2.8, 2.7428767123287674)","(8.5, 9.4, 9.226086956521739)","(3.9, 5.1, 4.9818181818181815)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 78.75)","(6.0, 7.4, 7.100813008130081)"
10-01-2023 20:17:24.359111,"(2.25, 2.8, 2.7428767123287674)","(8.5, 9.4, 9.100000000000001)","(3.9, 5.1, 4.9818181818181815)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 78.75)","(6.0, 7.4, 7.100813008130081)"
10-01-2023 20:17:25.394074,"(2.25, 2.78, 2.7729729729729726)","(8.5, 9.4, 9.100000000000001)","(3.9, 5.1, 4.9818181818181815)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 77.5)","(6.0, 7.4, 7.074336283185841)"
10-01-2023 20:17:26.417613,"(2.25, 2.78, 2.775593220338983)","(8.5, 9.4, 9.100000000000001)","(3.9, 5.1, 4.934042553191489)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 77.5)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:27.399179,"(2.25, 2.78, 2.775593220338983)","(8.5, 9.4, 9.100000000000001)","(3.9, 5.1, 4.8999999999999995)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 77.5)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:28.304561,"(2.25, 2.78, 2.775593220338983)","(8.5, 9.4, 9.100000000000001)","(3.9, 5.1, 4.882978723404255)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 77.5)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:29.226334,"(2.25, 2.78, 2.743076923076923)","(8.5, 9.4, 9.16923076923077)","(3.9, 5.1, 4.882978723404255)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 78.125)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:30.212051,"(2.25, 2.78, 2.746896551724138)","(8.5, 9.4, 9.16923076923077)","(3.9, 5.1, 4.882978723404255)","(5.0, 5.9, 5.884615384615385)","(41.0, 80.0, 78.125)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:31.218742,"(2.25, 2.78, 2.746896551724138)","(8.5, 9.4, 9.242105263157896)","(3.9, 5.1, 4.882978723404255)","(5.0, 5.9, 5.895652173913044)","(41.0, 80.0, 78.125)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:32.200758,"(2.25, 2.74, 2.7388636363636367)","(8.5, 9.4, 9.242105263157896)","(3.9, 5.1, 4.882978723404255)","(5.0, 5.9, 5.895652173913044)","(41.0, 80.0, 78.125)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:33.218657,"(2.25, 2.76, 2.7568888888888887)","(8.5, 9.6, 9.36)","(3.9, 5.1, 4.882978723404255)","(5.0, 5.9, 5.895652173913044)","(41.0, 80.0, 73.75)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:34.256994,"(2.25, 2.74, 2.736116504854369)","(8.5, 9.6, 9.36)","(3.9, 5.1, 4.882978723404255)","(5.0, 5.9, 5.828571428571428)","(41.0, 80.0, 73.75)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:35.269809,"(2.25, 2.74, 2.7324074074074076)","(8.5, 9.6, 9.511111111111111)","(3.9, 5.1, 4.882978723404255)","(5.0, 6.0, 5.828571428571428)","(41.0, 80.0, 70.625)","(6.0, 7.4, 7.059259259259259)"
10-01-2023 20:17:36.297853,"(2.25, 2.68, 2.6718055555555558)","(8.5, 9.6, 9.45)","(3.9, 5.1, 4.933333333333334)","(5.0, 6.0, 5.7306122448979595)","(41.0, 80.0, 71.66666666666667)","(6.0, 7.4, 7.210309278350516)"
10-01-2023 20:17:37.337568,"(2.25, 2.7, 2.67304347826087)","(8.5, 9.6, 9.514285714285714)","(3.9, 5.1, 4.933333333333334)","(5.0, 6.0, 5.7306122448979595)","(41.0, 80.0, 71.66666666666667)","(6.0, 7.4, 7.206315789473685)"
10-01-2023 20:17:38.223694,"(2.25, 2.7, 2.6766666666666667)","(8.0, 9.6, 9.514285714285714)","(3.9, 5.1, 4.933333333333334)","(5.0, 6.0, 5.7306122448979595)","(41.0, 80.0, 71.66666666666667)","(6.0, 7.4, 7.206315789473685)"
10-01-2023 20:17:39.097654,"(2.25, 2.7, 2.6637500000000003)","(8.0, 9.6, 9.514285714285714)","(3.9, 5.1, 4.933333333333334)","(5.0, 6.0, 5.7306122448979595)","(41.0, 80.0, 75.0)","(6.0, 7.4, 7.206315789473685)"
10-01-2023 20:17:40.095774,"(2.25, 2.7, 2.6637500000000003)","(8.0, 9.6, 9.549999999999999)","(3.9, 5.1, 4.933333333333334)","(5.0, 6.0, 5.903759398496241)","(41.0, 80.0, 75.0)","(6.0, 7.4, 7.206315789473685)"
10-01-2023 20:17:41.126292,"(2.25, 2.7, 2.6631746031746033)","(8.0, 9.6, 9.549999999999999)","(4.0, 5.1, 4.933333333333334)","(5.0, 6.0, 5.903759398496241)","(41.0, 80.0, 73.18181818181819)","(6.0, 7.4, 7.206315789473685)"
10-01-2023 20:17:42.066715,"(2.25, 2.68, 2.6683333333333334)","(8.0, 9.6, 9.549999999999999)","(4.0, 5.1, 4.933333333333334)","(5.0, 6.0, 5.903759398496241)","(41.0, 80.0, 73.18181818181819)","(6.0, 7.4, 7.206315789473685)"
10-01-2023 20:17:43.018577,"(2.25, 2.66, 2.6596428571428574)","(8.0, 10.0, 9.44)","(4.0, 5.1, 4.933333333333334)","(5.0, 6.0, 5.907246376811594)","(41.0, 80.0, 73.18181818181819)","(6.0, 7.4, 7.214141414141414)"
10-01-2023 20:17:44.020795,"(2.25, 2.68, 2.647845659163987)","(8.0, 9.8, 9.700000000000001)","(4.0, 5.1, 4.957142857142857)","(5.0, 6.0, 5.916883116883117)","(41.0, 80.0, 73.75)","(6.0, 7.4, 7.221359223300971)"
10-01-2023 20:17:44.927455,"(2.25, 2.68, 2.6489719626168227)","(8.0, 9.8, 9.628571428571428)","(4.0, 5.1, 4.975)","(5.0, 6.0, 5.916883116883117)","(41.0, 80.0, 73.75)","(6.0, 7.4, 7.221359223300971)"
10-01-2023 20:17:45.876984,"(2.25, 2.7, 2.6930232558139537)","(8.0, 9.8, 9.715789473684211)","(4.0, 5.1, 4.967924528301887)","(5.0, 6.0, 5.916883116883117)","(41.0, 80.0, 73.75)","(6.0, 7.2, 7.068468468468469)"
10-01-2023 20:17:46.808051,"(2.25, 2.7, 2.6952475247524754)","(8.0, 9.8, 9.628571428571428)","(4.0, 5.1, 4.967924528301887)","(5.0, 6.0, 5.916883116883117)","(41.0, 80.0, 73.75)","(6.0, 7.4, 7.085393258426967)"
10-01-2023 20:17:47.713633,"(2.25, 2.7, 2.6952475247524754)","(8.0, 10.0, 9.422222222222222)","(4.0, 5.1, 4.967924528301887)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 68.75)","(6.0, 7.4, 7.074418604651163)"
10-01-2023 20:17:48.701467,"(2.25, 2.76, 2.758143459915612)","(8.0, 10.0, 9.421052631578947)","(4.0, 5.1, 4.947826086956522)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 75.26315789473685)","(6.0, 7.4, 7.088888888888889)"
10-01-2023 20:17:49.680126,"(2.25, 2.76, 2.7486075949367086)","(8.0, 10.0, 9.421052631578947)","(4.0, 5.1, 4.961111111111111)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 75.26315789473685)","(6.0, 7.2, 7.097435897435897)"
10-01-2023 20:17:50.583815,"(2.25, 2.76, 2.7493506493506494)","(8.0, 9.6, 9.521739130434781)","(4.0, 5.1, 4.970689655172413)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 75.26315789473685)","(6.0, 7.2, 7.085393258426967)"
10-01-2023 20:17:51.508389,"(2.25, 2.72, 2.7061764705882356)","(8.0, 9.6, 9.521739130434781)","(4.0, 5.1, 4.9828125)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 75.26315789473685)","(6.0, 7.4, 7.085393258426967)"
10-01-2023 20:17:52.495996,"(2.25, 2.74, 2.711666666666667)","(8.0, 9.4, 9.25)","(4.0, 5.1, 4.893548387096774)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 75.26315789473685)","(6.0, 7.4, 7.498630136986302)"
10-01-2023 20:17:53.427808,"(2.25, 2.74, 2.7137226277372264)","(8.0, 9.4, 9.222222222222223)","(4.0, 4.9, 4.893548387096774)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 75.26315789473685)","(6.0, 7.6, 7.514285714285714)"
10-01-2023 20:17:54.332857,"(2.25, 2.74, 2.708)","(8.0, 9.4, 9.133333333333333)","(4.0, 4.9, 4.8933333333333335)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 75.83333333333333)","(6.0, 7.6, 7.64)"
10-01-2023 20:17:55.229448,"(2.25, 2.72, 2.6704132231404962)","(8.0, 9.4, 9.133333333333333)","(4.0, 5.1, 5.02)","(5.0, 6.0, 5.918978102189781)","(41.0, 80.0, 75.83333333333333)","(6.0, 7.8, 7.652631578947369)"
10-01-2023 20:17:56.244603,"(2.25, 2.72, 2.676578947368421)","(8.0, 9.4, 9.133333333333333)","(4.0, 5.1, 5.05)","(5.0, 6.0, 5.9051282051282055)","(41.0, 80.0, 70.2)","(6.0, 7.8, 7.652631578947369)"
