,Attahua Ace,The Trainman,Caymangone,Straytothepoolroom,Sporting Tristar,Marley Bromac,Tabra,Manhattan Lass,Rippin Good Feelin,Sahara Jewel
05-01-2023 12:29:25.068822,"(5.0, 6.8, 5.533333333333333)","(5.0, 10.5, 8.8)","(12.0, 19.0, 17.285714285714285)","(9.0, 15.0, 12.76)","(4.0, 4.3, 3.82)","(10.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:26.322802,"(5.0, 6.8, 5.533333333333333)","(5.0, 10.5, 8.8)","(12.0, 19.0, 17.285714285714285)","(9.0, 15.0, 12.76)","(4.0, 4.1, 3.82)","(10.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:27.607040,"(5.0, 6.8, 5.533333333333333)","(5.0, 10.5, 8.8)","(12.0, 19.0, 17.285714285714285)","(9.0, 15.0, 12.76)","(4.0, 4.1, 3.82)","(10.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:28.862894,"(5.0, 6.8, 5.533333333333333)","(5.0, 10.5, 8.8)","(12.0, 19.0, 17.285714285714285)","(9.0, 15.0, 12.76)","(4.0, 4.1, 3.82)","(10.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:30.124155,"(5.0, 6.8, 5.533333333333333)","(5.0, 10.5, 8.8)","(12.0, 19.0, 17.285714285714285)","(9.0, 15.0, 12.76)","(4.0, 4.1, 3.82)","(10.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:31.356429,"(5.0, 6.8, 5.533333333333333)","(5.0, 10.5, 8.8)","(12.0, 19.0, 23.0)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:32.580262,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 25.0, 23.0)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:33.776471,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 24.0, 20.857142857142858)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:35.026223,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 24.0, 20.857142857142858)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:36.291962,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 24.0, 20.857142857142858)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:37.556288,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 23.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.314285714285713)"
05-01-2023 12:29:38.765999,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.36)"
05-01-2023 12:29:39.991435,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.36)"
05-01-2023 12:29:41.235159,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.36)"
05-01-2023 12:29:42.442686,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.36)"
05-01-2023 12:29:43.605721,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.36)"
05-01-2023 12:29:44.853972,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.145454545454545)"
05-01-2023 12:29:46.059218,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.145454545454545)"
05-01-2023 12:29:47.368568,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.145454545454545)"
05-01-2023 12:29:48.585384,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:49.816958,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:50.998103,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:52.193850,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:53.373187,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:54.618589,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 11.200000000000001)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:55.871342,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:57.095120,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 59.714285714285715)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:58.287193,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:29:59.500247,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:00.656279,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.8)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:01.822720,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.833333333333334)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:02.969643,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.833333333333334)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 3.82)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:04.175758,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 8.833333333333334)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.1, 4.1625)","(11.0, 17.5, 13.666666666666666)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:05.390779,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 10.083333333333334)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.3, 4.1625)","(11.0, 21.0, 13.166666666666666)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(20.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:06.709436,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 9.52)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.3, 4.1625)","(11.0, 19.5, 13.0)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:07.993552,"(5.0, 6.8, 5.533333333333333)","(5.5, 10.5, 9.52)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.3, 4.3125)","(11.0, 19.0, 12.833333333333334)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:09.231018,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.5, 10.114285714285714)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 4.5, 4.859999999999999)","(11.0, 18.5, 12.833333333333334)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:10.425401,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 10.533333333333333)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 4.859999999999999)","(11.0, 18.5, 12.833333333333334)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:11.637860,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 12.013333333333332)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 4.859999999999999)","(11.0, 18.5, 12.833333333333334)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:12.833936,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.654545454545454)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 4.859999999999999)","(11.0, 18.0, 14.0)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 8.977777777777778)"
05-01-2023 12:30:14.078465,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.654545454545454)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 4.859999999999999)","(11.0, 18.0, 14.0)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 7.75)"
05-01-2023 12:30:15.365662,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 9.35)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 4.859999999999999)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 7.75)"
05-01-2023 12:30:16.620881,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 9.35)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 4.859999999999999)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 7.75)"
05-01-2023 12:30:17.907461,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 4.859999999999999)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 7.75)"
05-01-2023 12:30:19.146641,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 5.4526315789473685)","(11.0, 17.5, 12.5)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:20.340400,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 5.4526315789473685)","(11.0, 17.5, 11.428571428571429)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:21.490606,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 5.4526315789473685)","(11.0, 20.0, 13.166666666666666)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:22.657272,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 5.46)","(11.0, 19.5, 13.166666666666666)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:23.886531,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 5.46)","(11.0, 19.5, 14.25)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:25.116468,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(12.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.9, 5.6, 5.46)","(11.0, 18.5, 14.25)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:26.315945,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.6, 5.46)","(11.0, 18.5, 11.428571428571429)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:27.528958,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.6, 5.46)","(11.0, 20.0, 13.166666666666666)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:28.789074,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.6, 5.46)","(11.0, 19.5, 13.666666666666666)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:29.959889,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.6, 5.521739130434782)","(11.0, 21.0, 13.666666666666666)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:31.162724,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.7, 5.25)","(11.0, 21.0, 13.666666666666666)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:32.431197,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.7, 5.25)","(11.0, 21.0, 19.625)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:33.712893,"(5.0, 6.8, 5.533333333333333)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.7, 5.25)","(11.0, 21.0, 19.625)","(11.0, 14.0, 13.022222222222222)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 9.181818181818182)"
05-01-2023 12:30:35.024468,"(5.0, 6.8, 5.65)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.7, 5.25)","(11.0, 21.0, 14.108695652173914)","(11.0, 14.0, 13.2)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 9.8, 8.166666666666668)"
05-01-2023 12:30:36.292789,"(5.0, 6.4, 5.65)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.7, 5.25)","(11.0, 14.5, 14.108695652173914)","(11.0, 14.0, 13.2)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 9.4, 8.166666666666668)"
05-01-2023 12:30:37.585385,"(5.0, 6.4, 5.65)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.7, 5.25)","(11.0, 14.5, 14.108695652173914)","(11.0, 14.0, 13.2)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 9.4, 7.62)"
05-01-2023 12:30:38.810293,"(5.0, 6.4, 5.65)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.7, 5.653846153846154)","(11.0, 14.5, 20.043478260869566)","(11.0, 14.0, 13.2)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.5, 8.433333333333334)"
05-01-2023 12:30:40.092871,"(5.0, 6.4, 5.65)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.8, 5.7, 5.653846153846154)","(11.0, 21.0, 18.67391304347826)","(11.0, 14.0, 13.2)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 9.8, 8.566666666666666)"
05-01-2023 12:30:41.285620,"(5.0, 6.4, 5.65)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.7, 5.7, 5.653846153846154)","(11.0, 19.5, 18.67391304347826)","(11.0, 14.0, 13.2)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 10.0, 7.75)"
05-01-2023 12:30:42.512814,"(5.0, 6.8, 5.85)","(5.5, 13.0, 11.876923076923077)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.7, 5.7, 5.653846153846154)","(11.0, 19.5, 18.67391304347826)","(11.0, 14.0, 13.2)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 30.22222222222222)","(5.0, 9.8, 8.3)"
05-01-2023 12:30:43.713710,"(5.0, 7.0, 5.95)","(5.5, 13.0, 8.2)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.7, 5.7, 5.653846153846154)","(11.0, 19.5, 18.67391304347826)","(11.0, 14.0, 12.742857142857144)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 27.666666666666664)","(5.0, 9.6, 7.550000000000001)"
05-01-2023 12:30:44.886912,"(5.0, 7.0, 5.95)","(5.5, 12.5, 9.15)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.7, 5.7, 5.32)","(11.0, 19.0, 14.5)","(11.0, 14.0, 13.120000000000001)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 27.666666666666664)","(5.0, 9.4, 7.550000000000001)"
05-01-2023 12:30:46.077777,"(5.0, 7.2, 6.050000000000001)","(5.5, 12.5, 9.15)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.7, 5.8, 5.32)","(11.0, 18.5, 14.5)","(11.0, 14.0, 13.120000000000001)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 27.666666666666664)","(5.0, 9.4, 9.233333333333334)"
05-01-2023 12:30:47.189215,"(5.0, 7.0, 5.6000000000000005)","(5.5, 11.5, 8.65)","(13.0, 22.0, 19.42857142857143)","(9.0, 15.0, 12.76)","(3.7, 5.8, 5.728571428571429)","(11.0, 18.5, 13.0)","(11.0, 14.0, 13.120000000000001)","(31.0, 70.0, 60.285714285714285)","(19.0, 32.0, 27.666666666666664)","(5.0, 11.0, 8.1)"
