,Attahua Ace,The Trainman,Caymangone,Straytothepoolroom,Sporting Tristar,Marley Bromac,Tabra,Manhattan Lass,Rippin Good Feelin,Sahara Jewel
05-01-2023 12:25:54.941830,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 24.0, 18.5)","(10.0, 19.0, 17.08)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 110.0, 89.0)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:25:56.189693,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 23.0, 19.666666666666668)","(10.0, 19.0, 15.879999999999999)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 100.0, 89.0)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:25:57.453927,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 23.0, 17.5)","(10.0, 17.5, 15.879999999999999)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 100.0, 89.0)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:25:58.749200,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 22.0, 17.5)","(10.0, 17.5, 15.879999999999999)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 100.0, 81.14285714285714)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:00.012361,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 22.0, 15.571428571428571)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 95.0, 64.5)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:01.280095,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 22.0, 18.333333333333332)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 95.0, 80.66666666666667)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:02.553268,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 21.0, 18.333333333333332)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 90.0, 70.42857142857143)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:03.860675,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 85.0, 70.42857142857143)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:05.095897,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 85.0, 59.5)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:06.362944,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 85.0, 62.75)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:07.613553,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 80.0, 62.75)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:08.882896,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 80.0, 68.16666666666666)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:10.155416,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 75.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:11.441863,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:12.735635,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:13.993668,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:15.230700,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:16.445949,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:17.704723,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:19.048263,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:20.357434,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:21.630430,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:22.938596,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:24.192297,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:25.465231,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:26.706123,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:27.979394,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:29.235160,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:30.479227,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:31.636788,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:32.772930,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:33.957074,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:35.083607,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:36.225620,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:37.382893,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:38.542422,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:39.724743,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 16.5)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:40.985833,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 20.0, 17.666666666666668)","(10.0, 17.0, 13.96)","(3.9, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.08)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:42.216015,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.5, 17.333333333333332)","(10.0, 17.0, 13.96)","(4.0, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 24.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:43.521893,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.488888888888887)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:44.831537,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 23.0, 21.488888888888887)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.42857142857143)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:46.106926,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 23.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 48.0, 43.69230769230769)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:47.379283,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 4.266666666666667)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 46.0, 40.0)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:48.679398,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.43125)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 44.0, 40.0)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:49.895688,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.43125)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 44.0, 40.0)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:51.158672,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.43125)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 44.0, 40.0)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:52.396293,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.43125)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 42.0, 40.0)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:53.691962,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.43125)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 42.0, 36.57142857142857)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:54.963201,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.43125)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 40.0, 36.57142857142857)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:56.188416,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 40.0, 36.30769230769231)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:57.407220,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 38.0, 36.30769230769231)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:58.606637,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 38.0, 33.14285714285714)","(5.0, 10.0, 8.08)"
05-01-2023 12:26:59.777200,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 36.0, 33.14285714285714)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:01.001504,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 36.0, 30.11764705882353)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:02.319254,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 36.0, 32.61538461538461)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:03.505183,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:04.712839,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:05.952686,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:07.192012,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:08.458176,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:09.685607,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:10.872172,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:12.102403,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:13.296745,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:14.452477,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.94117647058823)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:15.613337,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.0)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:16.823157,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.0)","(5.0, 10.0, 8.08)"
05-01-2023 12:27:17.973742,"(5.0, 6.8, 6.466666666666667)","(5.0, 10.5, 6.675000000000001)","(12.0, 19.0, 16.0)","(10.0, 17.0, 13.96)","(4.0, 5.7, 5.495238095238095)","(10.0, 17.0, 14.942857142857143)","(11.0, 25.0, 21.880000000000003)","(31.0, 70.0, 59.714285714285715)","(19.0, 34.0, 32.0)","(5.0, 10.0, 8.08)"
