,Ollie One Shot,Black Gemstone,Bountyhunter,Just Call Me Harry,Magic Nitro,Exwhygeetee,Doolittle Dazzler,Youroffal,Agent Starling
15-12-2022 12:39:25.436264,"(1.35, 1.75, 1.7090243902439024)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.0, 15.4)","(19.0, 28.0, 26.5)","(61.0, 140.0, 103.33333333333333)","(13.0, 19.5, 18.166666666666668)","(8.5, 9.0, 8.83529411764706)","(71.0, 150.0, 135.0)","(9.0, 12.5, 11.928571428571429)"
15-12-2022 12:39:26.520156,"(1.35, 1.75, 1.71)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.0, 15.4)","(19.0, 28.0, 26.75)","(61.0, 140.0, 103.33333333333333)","(13.0, 19.5, 18.166666666666668)","(8.5, 9.0, 8.719999999999999)","(71.0, 150.0, 127.72727272727272)","(9.0, 12.5, 11.928571428571429)"
15-12-2022 12:39:27.625937,"(1.35, 1.75, 1.71)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.5, 15.545454545454545)","(19.0, 27.0, 26.0)","(61.0, 130.0, 105.45454545454545)","(13.0, 19.5, 18.75)","(8.5, 9.0, 8.719999999999999)","(71.0, 140.0, 127.72727272727272)","(9.0, 12.5, 11.571428571428571)"
15-12-2022 12:39:28.747083,"(1.35, 1.75, 1.711025641025641)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.5, 14.866666666666667)","(19.0, 27.0, 26.0)","(61.0, 120.0, 111.11111111111111)","(13.0, 20.0, 18.75)","(8.5, 9.0, 8.65)","(71.0, 140.0, 123.0)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:39:29.810665,"(1.35, 1.75, 1.7121052631578948)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.5, 14.0)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.5)","(8.5, 9.0, 8.65)","(71.0, 130.0, 123.0)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:39:30.938652,"(1.35, 1.75, 1.7121052631578948)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.5, 15.0)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.5)","(8.5, 9.0, 8.65)","(71.0, 130.0, 123.0)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:39:32.077043,"(1.35, 1.75, 1.7121052631578948)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.5, 15.0)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 18.391304347826086)","(8.5, 9.0, 8.65)","(71.0, 130.0, 123.0)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:39:33.257316,"(1.35, 1.75, 1.711142857142857)","(16.0, 26.0, 25.428571428571427)","(11.0, 16.5, 15.9)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.5)","(8.5, 9.0, 8.65)","(71.0, 130.0, 123.0)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:39:34.452828,"(1.35, 1.75, 1.711142857142857)","(16.0, 26.0, 25.428571428571427)","(11.0, 17.0, 14.857142857142858)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 18.142857142857142)","(8.5, 9.0, 8.584615384615384)","(71.0, 130.0, 123.0)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:39:35.684105,"(1.35, 1.75, 1.711142857142857)","(17.0, 26.0, 25.428571428571427)","(11.0, 17.0, 15.666666666666666)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 18.666666666666668)","(8.5, 10.0, 8.9)","(71.0, 130.0, 123.0)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:39:36.911850,"(1.35, 1.75, 1.711142857142857)","(17.0, 26.0, 25.428571428571427)","(11.0, 16.5, 15.666666666666666)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 18.666666666666668)","(8.5, 9.8, 8.84)","(71.0, 130.0, 123.0)","(9.0, 12.0, 11.333333333333334)"
15-12-2022 12:39:38.104628,"(1.35, 1.75, 1.7276)","(17.0, 26.0, 25.428571428571427)","(11.0, 16.5, 15.666666666666666)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 18.666666666666668)","(8.5, 9.8, 8.78888888888889)","(71.0, 130.0, 123.0)","(9.0, 12.0, 13.0)"
15-12-2022 12:39:39.266021,"(1.35, 1.64, 1.6314634146341462)","(17.0, 26.0, 24.666666666666668)","(11.0, 16.5, 15.142857142857142)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.1)","(8.5, 9.8, 9.066666666666666)","(71.0, 130.0, 123.0)","(9.0, 14.5, 12.857142857142858)"
15-12-2022 12:39:40.432530,"(1.35, 1.74, 1.7146341463414634)","(17.0, 26.0, 25.0)","(11.0, 16.0, 14.4)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.3)","(8.5, 9.6, 8.96)","(71.0, 130.0, 123.0)","(9.0, 14.0, 13.25)"
15-12-2022 12:39:41.619232,"(1.35, 1.75, 1.6773529411764707)","(17.0, 26.0, 25.25)","(11.0, 16.0, 14.5)","(19.0, 27.0, 25.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.3)","(8.5, 9.6, 9.0)","(71.0, 130.0, 123.0)","(9.0, 13.5, 11.892857142857142)"
15-12-2022 12:39:42.812557,"(1.35, 1.75, 1.7004347826086956)","(17.0, 26.0, 25.25)","(11.0, 15.5, 14.5)","(19.0, 27.0, 24.727272727272727)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.3)","(8.5, 9.4, 8.672727272727272)","(71.0, 130.0, 123.0)","(9.0, 13.5, 11.892857142857142)"
15-12-2022 12:39:43.988523,"(1.35, 1.68, 1.6440201005025126)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 14.5)","(19.0, 32.0, 26.666666666666668)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.5)","(8.5, 9.4, 8.676190476190476)","(71.0, 130.0, 123.63636363636363)","(9.0, 13.5, 12.5625)"
15-12-2022 12:39:45.142322,"(1.35, 1.72, 1.681290322580645)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.166666666666666)","(19.0, 32.0, 28.333333333333332)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.75)","(7.5, 9.4, 8.93658536585366)","(71.0, 130.0, 123.63636363636363)","(9.0, 13.5, 12.9)"
15-12-2022 12:39:46.364422,"(1.35, 1.75, 1.66)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.166666666666666)","(19.0, 30.0, 28.75)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.24)","(7.5, 9.4, 8.93658536585366)","(71.0, 130.0, 123.63636363636363)","(9.0, 13.5, 12.166666666666666)"
15-12-2022 12:39:47.550431,"(1.35, 1.75, 1.68)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.166666666666666)","(19.0, 30.0, 25.75)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 18.20689655172414)","(7.5, 9.4, 8.36551724137931)","(71.0, 130.0, 123.63636363636363)","(9.0, 13.5, 12.25)"
15-12-2022 12:39:48.762948,"(1.35, 1.75, 1.67875)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.166666666666666)","(19.0, 30.0, 25.75)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 18.24)","(7.5, 9.4, 9.057142857142857)","(71.0, 130.0, 123.63636363636363)","(9.0, 13.0, 12.25)"
15-12-2022 12:39:49.886512,"(1.35, 1.75, 1.674516129032258)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.166666666666666)","(19.0, 30.0, 25.75)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 19.0)","(7.5, 9.2, 8.76470588235294)","(71.0, 130.0, 123.63636363636363)","(9.0, 13.0, 12.571428571428571)"
15-12-2022 12:39:51.002927,"(1.35, 1.74, 1.7285714285714286)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.277777777777779)","(19.0, 30.0, 25.75)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.0)","(7.5, 9.0, 8.68)","(71.0, 130.0, 123.63636363636363)","(9.0, 13.0, 12.571428571428571)"
15-12-2022 12:39:52.119140,"(1.35, 1.75, 1.685)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.071428571428571)","(19.0, 30.0, 25.75)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 18.272727272727273)","(7.5, 9.0, 8.753846153846153)","(71.0, 130.0, 112.5)","(9.0, 13.0, 12.5)"
15-12-2022 12:39:53.303989,"(1.35, 1.75, 1.6843243243243242)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.071428571428571)","(19.0, 30.0, 28.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 19.0)","(7.5, 9.0, 8.753846153846153)","(71.0, 130.0, 120.0)","(9.0, 13.5, 12.571428571428571)"
15-12-2022 12:39:54.505088,"(1.35, 1.75, 1.685)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.071428571428571)","(19.0, 29.0, 28.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.0)","(7.5, 9.0, 8.753846153846153)","(71.0, 130.0, 120.0)","(9.0, 13.0, 12.571428571428571)"
15-12-2022 12:39:55.751788,"(1.35, 1.75, 1.6857142857142857)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 15.071428571428571)","(19.0, 29.0, 27.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.0)","(7.5, 9.0, 8.753846153846153)","(71.0, 130.0, 120.0)","(9.0, 13.0, 12.571428571428571)"
15-12-2022 12:39:56.990969,"(1.35, 1.75, 1.6857142857142857)","(17.0, 26.0, 25.714285714285715)","(11.0, 15.5, 14.75)","(19.0, 29.0, 27.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.0)","(7.5, 9.0, 8.753846153846153)","(71.0, 130.0, 120.0)","(9.0, 13.0, 12.571428571428571)"
15-12-2022 12:39:58.208892,"(1.35, 1.71, 1.6728571428571428)","(17.0, 26.0, 25.714285714285715)","(11.0, 15.5, 14.5625)","(19.0, 29.0, 27.0)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.0)","(7.5, 9.0, 8.77142857142857)","(71.0, 130.0, 124.61538461538461)","(9.0, 13.0, 12.571428571428571)"
15-12-2022 12:39:59.455547,"(1.35, 1.71, 1.6782051282051282)","(17.0, 26.0, 25.714285714285715)","(11.0, 15.5, 14.923076923076923)","(19.0, 29.0, 26.428571428571427)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 18.692307692307693)","(7.5, 9.0, 8.623529411764705)","(71.0, 130.0, 124.61538461538461)","(9.0, 13.0, 12.9)"
15-12-2022 12:40:00.657813,"(1.35, 1.75, 1.7428571428571429)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 14.923076923076923)","(19.0, 30.0, 25.135135135135137)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 18.692307692307693)","(7.5, 9.0, 8.623529411764705)","(71.0, 130.0, 124.61538461538461)","(9.0, 13.5, 11.833333333333334)"
15-12-2022 12:40:01.831240,"(1.35, 1.75, 1.7208333333333332)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 14.923076923076923)","(19.0, 30.0, 25.666666666666668)","(61.0, 120.0, 106.66666666666667)","(13.0, 21.0, 19.5)","(7.5, 9.0, 8.623529411764705)","(71.0, 130.0, 124.61538461538461)","(9.0, 13.5, 12.4375)"
15-12-2022 12:40:03.029236,"(1.35, 1.71, 1.6873913043478261)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 14.923076923076923)","(19.0, 29.0, 26.5)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 19.0)","(7.5, 9.0, 8.623529411764705)","(71.0, 130.0, 124.61538461538461)","(9.0, 13.0, 12.571428571428571)"
15-12-2022 12:40:04.243566,"(1.35, 1.76, 1.7128571428571429)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.5, 13.928571428571429)","(19.0, 29.0, 27.25)","(61.0, 120.0, 106.66666666666667)","(13.0, 20.0, 18.75)","(7.5, 9.0, 8.623529411764705)","(71.0, 130.0, 124.61538461538461)","(9.0, 13.0, 12.5)"
15-12-2022 12:40:05.422907,"(1.35, 1.76, 1.733)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.0, 14.142857142857142)","(19.0, 28.0, 27.25)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.75)","(7.5, 9.0, 8.799999999999999)","(71.0, 130.0, 112.5)","(9.0, 13.5, 12.5)"
15-12-2022 12:40:06.656669,"(1.35, 1.76, 1.7363157894736843)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.0, 14.142857142857142)","(19.0, 28.0, 27.25)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.75)","(7.5, 9.2, 9.0125)","(71.0, 130.0, 112.5)","(9.0, 13.5, 12.5)"
15-12-2022 12:40:07.896391,"(1.35, 1.76, 1.7363157894736843)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.0, 14.142857142857142)","(19.0, 28.0, 27.25)","(61.0, 120.0, 106.66666666666667)","(13.0, 19.5, 18.75)","(7.5, 9.2, 9.0125)","(71.0, 130.0, 112.5)","(9.0, 13.5, 12.5)"
15-12-2022 12:40:09.141650,"(1.4, 1.76, 1.7363157894736843)","(17.0, 26.0, 25.333333333333332)","(11.0, 15.0, 14.142857142857142)","(19.0, 28.0, 27.25)","(61.0, 120.0, 103.33333333333334)","(13.0, 19.5, 18.75)","(7.5, 9.2, 8.85)","(71.0, 130.0, 112.5)","(9.0, 13.5, 12.75)"
15-12-2022 12:40:10.436781,"(1.4, 1.76, 1.7363157894736843)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.875)","(19.0, 28.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 19.5, 18.75)","(7.5, 9.0, 8.85)","(71.0, 130.0, 112.5)","(9.0, 13.5, 12.75)"
15-12-2022 12:40:11.643222,"(1.4, 1.76, 1.6957142857142857)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 14.0)","(19.0, 28.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 19.5, 19.125)","(7.5, 9.0, 8.85)","(71.0, 130.0, 112.5)","(9.0, 13.5, 12.75)"
15-12-2022 12:40:12.817173,"(1.4, 1.76, 1.7)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 14.0)","(19.0, 28.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 19.5, 19.125)","(7.5, 9.0, 8.85)","(71.0, 130.0, 112.5)","(9.0, 13.5, 12.75)"
15-12-2022 12:40:14.000829,"(1.4, 1.76, 1.706)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 14.0)","(19.0, 28.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 19.5, 19.125)","(7.5, 9.0, 8.836363636363636)","(71.0, 130.0, 112.5)","(9.0, 13.5, 12.571428571428571)"
15-12-2022 12:40:15.134618,"(1.4, 1.76, 1.7149999999999999)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.8)","(19.0, 28.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 19.5, 19.125)","(7.5, 9.2, 8.836363636363636)","(71.0, 130.0, 112.5)","(9.0, 13.0, 12.571428571428571)"
15-12-2022 12:40:16.331105,"(1.4, 1.76, 1.7149999999999999)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.8)","(19.0, 28.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 20.0, 18.8)","(7.5, 9.2, 8.933333333333334)","(71.0, 130.0, 112.5)","(9.0, 13.0, 12.8125)"
15-12-2022 12:40:17.625278,"(1.4, 1.76, 1.7342857142857142)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.8)","(19.0, 28.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 20.0, 18.285714285714285)","(7.5, 9.2, 8.72)","(71.0, 130.0, 110.0)","(9.0, 14.5, 13.285714285714286)"
15-12-2022 12:40:18.817789,"(1.4, 1.76, 1.7066666666666666)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.8)","(19.0, 28.0, 27.666666666666668)","(61.0, 120.0, 107.14285714285714)","(13.0, 20.0, 18.285714285714285)","(7.5, 9.2, 8.72)","(71.0, 130.0, 110.0)","(9.0, 14.0, 12.333333333333334)"
15-12-2022 12:40:20.023685,"(1.4, 1.76, 1.7527272727272727)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.8)","(19.0, 29.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 20.0, 18.285714285714285)","(7.5, 9.2, 8.72)","(71.0, 130.0, 110.0)","(9.0, 14.0, 12.333333333333334)"
15-12-2022 12:40:21.154855,"(1.4, 1.76, 1.72)","(16.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.8)","(19.0, 28.0, 27.25)","(61.0, 120.0, 107.14285714285714)","(13.0, 20.0, 18.75)","(7.5, 9.2, 8.72)","(71.0, 130.0, 110.0)","(9.0, 14.0, 12.0)"
15-12-2022 12:40:22.395319,"(1.4, 1.73, 1.7244444444444444)","(15.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.8)","(19.0, 28.0, 27.666666666666668)","(61.0, 120.0, 107.14285714285714)","(12.0, 19.5, 18.75)","(7.5, 9.2, 8.72)","(71.0, 130.0, 110.0)","(9.0, 13.5, 11.75)"
15-12-2022 12:40:23.648242,"(1.4, 1.73, 1.7244444444444444)","(15.0, 26.0, 25.333333333333332)","(11.0, 15.0, 13.8)","(19.0, 29.0, 27.666666666666668)","(61.0, 120.0, 107.14285714285714)","(12.0, 19.5, 19.071428571428573)","(7.5, 9.2, 8.72)","(71.0, 130.0, 110.0)","(9.0, 13.5, 11.8)"
15-12-2022 12:40:24.818541,"(1.4, 1.73, 1.7270588235294118)","(15.0, 26.0, 24.571428571428573)","(11.0, 15.0, 14.928571428571429)","(19.0, 29.0, 27.5)","(61.0, 120.0, 93.33333333333333)","(12.0, 19.5, 18.46875)","(7.5, 9.2, 8.788235294117646)","(71.0, 130.0, 110.0)","(9.0, 13.0, 13.2)"
15-12-2022 12:40:26.110884,"(1.4, 1.73, 1.6816216216216215)","(15.0, 27.0, 24.857142857142858)","(11.0, 15.5, 14.166666666666666)","(19.0, 29.0, 26.34285714285714)","(61.0, 120.0, 93.33333333333333)","(12.0, 21.0, 18.535714285714285)","(7.5, 9.4, 8.95)","(71.0, 130.0, 110.0)","(9.0, 13.5, 14.833333333333334)"
15-12-2022 12:40:27.463868,"(1.4, 1.68, 1.6603296703296702)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.166666666666666)","(19.0, 30.0, 27.176470588235293)","(61.0, 120.0, 93.33333333333333)","(12.0, 21.0, 18.604166666666668)","(7.5, 9.4, 8.95)","(71.0, 130.0, 124.0)","(9.0, 16.0, 13.735294117647058)"
15-12-2022 12:40:28.743664,"(1.4, 1.64, 1.6300675675675675)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.40909090909091)","(19.0, 30.0, 27.257142857142856)","(61.0, 120.0, 112.72727272727272)","(14.0, 21.0, 18.61904761904762)","(7.5, 9.4, 8.95)","(71.0, 130.0, 124.54545454545455)","(9.0, 15.5, 14.409090909090908)"
15-12-2022 12:40:30.096204,"(1.4, 1.64, 1.6101404056162247)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.40909090909091)","(19.0, 30.0, 28.054054054054053)","(61.0, 120.0, 112.72727272727272)","(14.0, 21.0, 18.604166666666668)","(7.5, 9.4, 8.95)","(71.0, 130.0, 124.54545454545455)","(9.0, 15.5, 14.409090909090908)"
15-12-2022 12:40:31.315554,"(1.4, 1.66, 1.6314285714285715)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.40909090909091)","(19.0, 30.0, 28.054054054054053)","(61.0, 120.0, 100.0)","(14.0, 21.0, 18.604166666666668)","(7.5, 9.4, 8.95)","(71.0, 130.0, 120.0)","(9.0, 15.5, 14.576923076923077)"
15-12-2022 12:40:32.592628,"(1.4, 1.66, 1.6419354838709677)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.40909090909091)","(19.0, 30.0, 28.054054054054053)","(61.0, 110.0, 103.75)","(14.0, 21.0, 18.604166666666668)","(7.5, 9.4, 8.95)","(71.0, 130.0, 120.0)","(9.0, 15.5, 14.576923076923077)"
15-12-2022 12:40:33.843358,"(1.4, 1.66, 1.646)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.40909090909091)","(19.0, 30.0, 28.054054054054053)","(61.0, 110.0, 104.44444444444444)","(14.0, 21.0, 18.604166666666668)","(7.5, 9.4, 8.942857142857143)","(71.0, 130.0, 122.0)","(9.0, 15.5, 14.576923076923077)"
15-12-2022 12:40:35.088918,"(1.4, 1.66, 1.6515151515151514)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.40909090909091)","(19.0, 30.0, 28.054054054054053)","(61.0, 110.0, 104.44444444444444)","(14.0, 21.0, 18.604166666666668)","(7.5, 9.2, 8.942857142857143)","(71.0, 130.0, 132.5)","(9.0, 15.5, 14.576923076923077)"
15-12-2022 12:40:36.302950,"(1.4, 1.66, 1.6414814814814815)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.40909090909091)","(19.0, 30.0, 28.054054054054053)","(61.0, 110.0, 104.44444444444444)","(14.0, 21.0, 18.604166666666668)","(7.5, 9.2, 8.942857142857143)","(71.0, 170.0, 125.0)","(9.0, 15.5, 14.576923076923077)"
15-12-2022 12:40:37.480854,"(1.4, 1.73, 1.7265625)","(15.0, 27.0, 25.5)","(11.0, 15.5, 14.40909090909091)","(19.0, 30.0, 28.054054054054053)","(61.0, 110.0, 104.44444444444444)","(14.0, 21.0, 19.333333333333332)","(7.5, 9.2, 8.511111111111111)","(71.0, 170.0, 140.0)","(9.0, 15.5, 14.928571428571429)"
15-12-2022 12:40:38.715194,"(1.4, 1.74, 1.7108823529411765)","(15.0, 27.0, 24.857142857142858)","(11.0, 17.0, 14.083333333333334)","(19.0, 30.0, 28.054054054054053)","(61.0, 110.0, 104.44444444444444)","(14.0, 20.0, 19.0)","(7.5, 9.4, 8.9)","(71.0, 160.0, 126.66666666666666)","(9.0, 15.5, 14.794117647058824)"
15-12-2022 12:40:40.135481,"(1.4, 1.67, 1.6442857142857141)","(15.0, 27.0, 24.857142857142858)","(11.0, 16.5, 15.0)","(19.0, 30.0, 28.054054054054053)","(61.0, 110.0, 104.44444444444444)","(14.0, 20.0, 18.75)","(7.5, 9.2, 8.45)","(71.0, 160.0, 126.66666666666666)","(9.0, 15.5, 14.38888888888889)"
15-12-2022 12:40:41.397324,"(1.4, 1.67, 1.6414285714285712)","(15.0, 27.0, 24.857142857142858)","(11.0, 16.5, 15.0)","(20.0, 30.0, 28.054054054054053)","(61.0, 110.0, 104.44444444444444)","(14.0, 20.0, 18.75)","(7.5, 9.2, 8.533333333333333)","(71.0, 160.0, 126.66666666666666)","(9.0, 15.5, 13.9)"
15-12-2022 12:40:42.702692,"(1.4, 1.67, 1.6537837837837837)","(15.0, 27.0, 24.857142857142858)","(11.0, 16.5, 15.666666666666666)","(20.0, 30.0, 28.054054054054053)","(61.0, 110.0, 104.44444444444444)","(14.0, 20.0, 18.75)","(7.5, 9.2, 8.366666666666665)","(71.0, 160.0, 126.66666666666666)","(9.0, 15.5, 13.9)"
15-12-2022 12:40:44.059239,"(1.4, 1.68, 1.659032258064516)","(15.0, 27.0, 24.857142857142858)","(11.0, 16.5, 15.923076923076923)","(20.0, 30.0, 28.054054054054053)","(61.0, 110.0, 115.0)","(14.0, 20.0, 18.75)","(7.5, 9.2, 8.366666666666665)","(71.0, 160.0, 131.42857142857144)","(9.0, 15.5, 13.9)"
15-12-2022 12:40:45.425476,"(1.4, 1.68, 1.66)","(15.0, 27.0, 24.857142857142858)","(11.0, 16.5, 15.923076923076923)","(20.0, 30.0, 28.054054054054053)","(61.0, 130.0, 116.66666666666667)","(14.0, 19.5, 18.75)","(7.5, 9.2, 8.575)","(71.0, 160.0, 131.42857142857144)","(9.0, 15.5, 13.9)"
15-12-2022 12:40:46.833942,"(1.4, 1.68, 1.6637499999999998)","(15.0, 27.0, 24.857142857142858)","(11.0, 16.5, 15.375)","(20.0, 30.0, 28.054054054054053)","(61.0, 130.0, 115.0)","(14.0, 19.5, 18.75)","(7.5, 9.2, 8.575)","(71.0, 160.0, 131.42857142857144)","(9.0, 15.5, 13.9)"
15-12-2022 12:40:48.249057,"(1.4, 1.68, 1.6637499999999998)","(15.0, 27.0, 24.857142857142858)","(11.0, 18.0, 15.375)","(20.0, 30.0, 28.054054054054053)","(61.0, 140.0, 115.0)","(13.0, 19.5, 18.75)","(7.5, 9.2, 8.575)","(71.0, 160.0, 131.42857142857144)","(9.0, 15.5, 13.9)"
15-12-2022 12:40:49.686652,"(1.4, 1.68, 1.6637499999999998)","(15.0, 27.0, 24.857142857142858)","(11.0, 18.0, 15.789473684210526)","(20.0, 30.0, 28.054054054054053)","(61.0, 140.0, 117.5)","(13.0, 19.5, 18.75)","(7.5, 9.2, 8.8)","(71.0, 160.0, 131.42857142857144)","(9.0, 15.5, 14.25)"
15-12-2022 12:40:51.025786,"(1.4, 1.68, 1.6482242990654206)","(15.0, 27.0, 24.857142857142858)","(11.0, 18.0, 16.6)","(20.0, 30.0, 28.054054054054053)","(61.0, 140.0, 117.5)","(13.0, 19.5, 18.75)","(7.5, 9.0, 8.6)","(71.0, 160.0, 131.42857142857144)","(9.0, 15.0, 13.875)"
15-12-2022 12:40:52.878202,"(1.4, 1.68, 1.6381818181818182)","(15.0, 27.0, 24.857142857142858)","(11.0, 18.0, 14.733333333333333)","(20.0, 30.0, 28.054054054054053)","(61.0, 140.0, 117.5)","(13.0, 19.5, 18.5)","(7.5, 9.0, 8.6)","(71.0, 160.0, 131.42857142857144)","(9.0, 15.0, 15.264705882352942)"
15-12-2022 12:40:54.330665,"(1.4, 1.67, 1.6445454545454545)","(15.0, 27.0, 24.857142857142858)","(11.0, 18.0, 14.733333333333333)","(20.0, 30.0, 28.054054054054053)","(61.0, 140.0, 118.57142857142857)","(13.0, 19.0, 18.620689655172413)","(7.5, 9.0, 8.65)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 14.75)"
15-12-2022 12:40:55.875737,"(1.4, 1.67, 1.665)","(15.0, 27.0, 25.75)","(11.0, 17.5, 16.0)","(20.0, 30.0, 27.23076923076923)","(61.0, 140.0, 118.57142857142857)","(13.0, 21.0, 19.5)","(7.5, 8.8, 8.939130434782609)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 15.25)"
15-12-2022 12:40:57.224639,"(1.4, 1.68, 1.6320000000000001)","(15.0, 27.0, 25.75)","(11.0, 17.5, 16.0)","(20.0, 30.0, 24.923076923076923)","(61.0, 140.0, 96.66666666666667)","(13.0, 20.0, 19.09090909090909)","(7.5, 9.2, 8.866666666666665)","(71.0, 160.0, 131.42857142857144)","(9.0, 16.0, 15.25)"
