,Sheila Sazs,Nixon Bale,Audacious Flame,Mt View Bee,Elswyk Shadow,Tangerine Sands,Our Winnie,Celtic Gypsy
07-01-2023 10:28:21.794591,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:22.918125,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:24.112440,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:25.303347,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:26.486708,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:27.612245,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:28.785733,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:29.973296,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:31.048348,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:32.196608,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:33.345670,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:34.451363,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:35.691140,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:36.923939,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:38.121380,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:39.560062,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:40.928595,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:42.184867,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.26923076923077)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 43.36363636363636)"
07-01-2023 10:28:43.373229,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.4, 5.161538461538462)","(4.4, 9.0, 5.625)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 42.72222222222222)"
07-01-2023 10:28:44.584107,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 14.600000000000001)","(21.0, 65.0, 34.333333333333336)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 42.72222222222222)"
07-01-2023 10:28:45.684044,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:46.853281,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:47.996673,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.938461538461538)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:49.067385,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 7.657142857142857)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:50.232852,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:51.398392,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:52.502498,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:53.706307,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:54.905250,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:55.998408,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:57.151888,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:58.283506,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:28:59.351054,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:00.472090,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:01.546851,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:02.564621,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 4.753846153846154)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:03.713133,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 5.752941176470588)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.622222222222223)","(4.6, 8.2, 5.666666666666666)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:04.839563,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 5.752941176470588)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.2, 5.152941176470588)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:05.933768,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 5.752941176470588)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.2, 5.152941176470588)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:07.128741,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 5.752941176470588)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.2, 5.983333333333333)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:08.241948,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 9.0, 5.752941176470588)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.622222222222223)","(4.6, 8.2, 5.152941176470588)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:09.341066,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.2, 7.672727272727272)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:10.436114,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.125)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:11.544409,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.125)","(18.0, 46.0, 40.1)"
07-01-2023 10:29:12.692611,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.672727272727272)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:13.686048,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.125)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:14.768545,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:15.881492,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:16.855316,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:17.902699,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:18.974784,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:20.008873,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:21.072647,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.622222222222223)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:22.225211,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:23.293511,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:24.417855,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:25.628299,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:26.789674,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:27.938761,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:29.080830,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:30.260498,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.622222222222223)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:31.381240,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:32.502933,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:33.635774,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:34.807514,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:35.947787,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:37.052755,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 8.066666666666666)","(9.0, 17.5, 11.700000000000001)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:38.215136,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.700000000000001)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:39.346919,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.753333333333334)","(18.0, 46.0, 41.083333333333336)"
07-01-2023 10:29:40.490820,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.1)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:41.588075,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 7.228571428571429)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:42.727820,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 6.2)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:43.917927,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.36)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:45.087560,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.36)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:46.228079,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.36)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:47.414282,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.36)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:48.582319,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.36)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:49.673236,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.36)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:50.778897,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.36)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
07-01-2023 10:29:51.874193,"(4.2, 7.2, 5.736111111111111)","(4.2, 6.2, 5.161538461538462)","(4.4, 8.8, 7.7250000000000005)","(9.0, 17.5, 11.833333333333334)","(21.0, 65.0, 39.44444444444444)","(5.5, 9.4, 8.36)","(4.6, 8.0, 7.1)","(18.0, 46.0, 31.5)"
