,Turnpike Bob,Grab The Gold,Spikes Shirl,Striking Moon,Hashtag Winning,Rocket Blast,Ready And Rich
12-01-2023 10:00:05.550125,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.2, 4.858461538461539)","(16.0, 32.0, 23.200000000000003)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:06.466285,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.2, 4.858461538461539)","(16.0, 32.0, 23.200000000000003)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:07.376101,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.2, 4.858461538461539)","(16.0, 32.0, 23.200000000000003)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:08.427375,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.2, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:09.426352,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:10.405213,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:11.379055,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:12.453268,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:13.500130,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:14.573485,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:15.668543,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:16.630293,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:17.674385,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:18.667111,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:19.709835,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:20.773499,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:21.843108,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:22.848436,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:23.842216,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:24.896121,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:25.977150,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:26.931929,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:27.900507,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:28.940877,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:29.983954,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:30.966359,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:31.924741,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:32.940369,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:33.980482,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:35.062049,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:36.102496,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:37.129041,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:38.163983,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:39.244851,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:40.330531,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:41.332912,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:42.305173,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:43.254001,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:44.200902,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:45.130200,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:46.060631,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:47.054257,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:48.101451,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:49.154454,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:50.258537,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:51.216654,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:52.250000,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:53.292341,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.604615384615385)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:54.327199,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 4.9, 4.773846153846153)","(16.0, 32.0, 29.849999999999998)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:55.310254,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.1, 4.773846153846153)","(16.0, 32.0, 29.849999999999998)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:56.220808,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.1, 4.773846153846153)","(16.0, 32.0, 29.849999999999998)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:57.202620,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.1, 4.773846153846153)","(16.0, 32.0, 29.849999999999998)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:58.159847,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.1, 4.773846153846153)","(16.0, 32.0, 29.849999999999998)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:00:59.174723,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:00.136550,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:01.120197,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:02.181018,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:03.223778,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:04.250989,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:05.259336,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:06.305220,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:07.341617,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:08.333675,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:09.376586,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:10.374497,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:11.401573,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:12.396654,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:13.418109,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.085714285714285)"
12-01-2023 10:01:14.445195,"(3.5, 7.2, 5.314285714285714)","(7.0, 13.5, 9.9375)","(7.5, 12.0, 9.733333333333333)","(2.6, 5.0, 4.689230769230769)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:15.392985,"(3.5, 4.0, 3.6999999999999997)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 10.666666666666666)","(2.6, 4.9, 4.5)","(16.0, 32.0, 28.5)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:16.355790,"(3.5, 3.9, 3.69)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 10.666666666666666)","(2.6, 5.0, 4.371428571428572)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:17.377556,"(3.5, 3.9, 3.69)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 10.666666666666666)","(2.6, 5.0, 4.371428571428572)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:18.387875,"(3.5, 3.9, 3.69)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 10.666666666666666)","(2.6, 5.0, 4.371428571428572)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:19.394860,"(3.5, 3.9, 3.6214285714285714)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 10.666666666666666)","(2.6, 4.9, 4.5)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:20.352356,"(3.5, 3.9, 3.6214285714285714)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 10.666666666666666)","(2.6, 4.9, 4.5)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:21.395888,"(3.5, 3.9, 3.6214285714285714)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 10.666666666666666)","(2.6, 4.9, 4.5)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:22.410610,"(3.5, 5.6, 4.425)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:23.428827,"(3.5, 5.6, 4.425)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:24.379232,"(3.5, 5.6, 4.425)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:25.399115,"(3.5, 5.6, 4.425)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:26.412960,"(3.5, 5.6, 4.425)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:27.456494,"(3.5, 5.6, 3.76)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:28.411900,"(3.5, 5.6, 3.76)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:29.420579,"(3.5, 5.6, 3.76)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:30.417631,"(3.5, 5.6, 3.76)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.414285714285715)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:31.462285,"(3.5, 5.6, 3.76)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 5.1, 4.36875)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:32.427993,"(3.5, 5.6, 3.76)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 6.4, 4.36875)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:33.378949,"(3.5, 5.6, 3.76)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 8.50909090909091)","(2.6, 6.4, 4.36875)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:34.392665,"(3.5, 5.6, 3.76)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 7.581818181818182)","(2.6, 6.4, 4.36875)","(16.0, 32.0, 26.875)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:35.381146,"(3.5, 6.6, 3.5538461538461537)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 7.581818181818182)","(2.6, 6.2, 4.885714285714286)","(16.0, 32.0, 27.111111111111114)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:36.365401,"(3.5, 6.6, 3.5538461538461537)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 7.581818181818182)","(2.6, 6.2, 4.885714285714286)","(16.0, 32.0, 27.111111111111114)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:37.371705,"(3.5, 6.4, 5.022222222222222)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 7.581818181818182)","(2.6, 6.2, 4.885714285714286)","(16.0, 32.0, 27.111111111111114)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:38.304616,"(3.5, 6.4, 5.022222222222222)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 7.581818181818182)","(2.6, 6.2, 4.885714285714286)","(16.0, 32.0, 27.111111111111114)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:39.368391,"(3.5, 6.4, 5.022222222222222)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 7.581818181818182)","(2.6, 6.2, 4.885714285714286)","(16.0, 32.0, 22.880000000000003)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
12-01-2023 10:01:40.405934,"(3.5, 6.4, 5.022222222222222)","(7.0, 13.5, 11.3125)","(7.5, 12.0, 7.581818181818182)","(2.6, 6.2, 4.885714285714286)","(16.0, 32.0, 22.880000000000003)","(10.0, 17.0, 13.0)","(8.5, 18.0, 13.428571428571429)"
