,Jackies Irishdream,Obabe,Sara Mia,Life Of Saturdays,Sweet Laura,Mission Belle
15-12-2022 11:49:20.741002,"(3.2, 3.75, 3.5989795918367347)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.284375)","(9.0, 12.0, 11.75)","(6.0, 7.0, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:21.743468,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.75)","(6.0, 7.0, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:22.678998,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.75)","(6.0, 7.0, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:23.620544,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:24.551358,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:25.565172,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:26.525075,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:27.470057,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.8125)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:28.319790,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.8125)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:29.271248,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.8125)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:30.366240,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.328571428571428)","(9.0, 12.0, 11.8125)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:31.435762,"(3.2, 3.75, 3.622413793103448)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:32.375062,"(3.2, 3.75, 3.6457746478873236)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:33.357705,"(3.2, 3.75, 3.6457746478873236)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:34.284126,"(3.2, 3.75, 3.6457746478873236)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:35.225297,"(3.2, 3.75, 3.6457746478873236)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:36.292366,"(3.2, 3.75, 3.6457746478873236)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.683333333333334)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:37.259586,"(3.2, 3.75, 3.6457746478873236)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:38.165525,"(3.2, 3.75, 3.6457746478873236)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:39.154533,"(3.2, 3.75, 3.653030303030303)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:40.112318,"(3.2, 3.75, 3.653030303030303)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:41.106354,"(3.2, 3.75, 3.653030303030303)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:42.237490,"(3.2, 3.75, 3.653030303030303)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:43.164873,"(3.2, 3.75, 3.653030303030303)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:44.119816,"(3.2, 3.75, 3.653030303030303)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:45.049877,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:45.967105,"(3.2, 3.75, 3.6544776119402984)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:46.925567,"(3.2, 3.75, 3.6544776119402984)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.672)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:47.898622,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:48.900507,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:49.801671,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.0, 6.991304347826087)"
15-12-2022 11:49:50.744293,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.0, 6.990909090909091)"
15-12-2022 11:49:51.641783,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.316666666666666)"
15-12-2022 11:49:52.698472,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.173333333333334)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.316666666666666)"
15-12-2022 11:49:53.689112,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.316666666666666)"
15-12-2022 11:49:54.655024,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.316666666666666)"
15-12-2022 11:49:55.609689,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.316666666666666)"
15-12-2022 11:49:56.564538,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:49:57.517852,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:49:58.506111,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:49:59.507370,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.404)","(9.0, 12.0, 11.181818181818182)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:50:00.438285,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.404)","(9.0, 12.5, 11.181818181818182)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:50:01.330047,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.404)","(9.0, 12.5, 11.181818181818182)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:50:02.331867,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.5, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:50:03.307068,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:50:04.256351,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:50:05.228746,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.172727272727273)","(4.4, 5.5, 5.375862068965517)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.2, 7.173333333333334)"
15-12-2022 11:50:06.204018,"(3.2, 3.75, 3.6357142857142857)","(5.0, 7.2, 7.171428571428572)","(4.4, 5.5, 5.310526315789474)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.0, 6.9906976744186045)"
15-12-2022 11:50:07.148749,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.26)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:08.078989,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.318181818181818)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:08.995353,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.318181818181818)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:09.958441,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.318181818181818)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:10.960567,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.318181818181818)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:11.957145,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:12.907091,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:13.808769,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:14.777840,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:15.714114,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.666666666666667)","(6.0, 7.4, 7.327272727272727)"
15-12-2022 11:50:16.715903,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.2, 7.176470588235294)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.8, 6.16)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:17.666182,"(3.2, 3.75, 3.640909090909091)","(5.0, 7.6, 7.364705882352941)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.222222222222222)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:18.552060,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.222222222222222)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:19.455686,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.5, 5.362068965517241)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.222222222222222)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:20.412367,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.4, 5.182608695652174)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.222222222222222)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:21.421601,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.4, 5.182608695652174)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.222222222222222)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:22.416073,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.4, 5.182608695652174)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.222222222222222)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:23.377259,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.4, 5.182608695652174)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.214285714285714)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:24.286955,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.4, 5.182608695652174)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.214285714285714)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:25.198171,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.4, 5.182608695652174)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.214285714285714)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:26.070916,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.473684210526315)","(4.4, 5.4, 5.182608695652174)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.214285714285714)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:27.005229,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.376)","(4.4, 5.4, 5.158139534883721)","(9.0, 12.0, 11.75)","(6.0, 6.4, 6.116216216216216)","(6.0, 7.4, 7.176923076923077)"
15-12-2022 11:50:27.942927,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.376)","(4.4, 5.4, 5.158139534883721)","(9.0, 12.0, 11.75)","(6.0, 6.2, 6.0058823529411764)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:28.814396,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.376)","(4.4, 5.4, 5.158139534883721)","(9.0, 12.0, 11.75)","(6.0, 6.2, 5.9411764705882355)","(6.0, 7.2, 7.176923076923077)"
15-12-2022 11:50:29.705716,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.378947368421053)","(4.4, 5.4, 5.158139534883721)","(9.0, 12.0, 11.75)","(6.0, 6.2, 6.0625)","(6.0, 7.0, 6.993103448275862)"
15-12-2022 11:50:30.658001,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.378947368421053)","(4.4, 5.4, 5.158139534883721)","(9.0, 12.0, 11.75)","(6.0, 6.2, 6.003571428571429)","(6.0, 7.0, 6.993103448275862)"
15-12-2022 11:50:31.578659,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.378947368421053)","(4.4, 5.4, 5.13103448275862)","(9.0, 12.0, 11.666666666666666)","(6.0, 6.2, 5.726315789473684)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:32.478092,"(3.2, 3.75, 3.665)","(5.0, 7.4, 7.311111111111112)","(4.4, 5.4, 5.14)","(9.0, 12.0, 11.666666666666666)","(6.0, 5.8, 5.958620689655173)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:33.429230,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.355555555555556)","(4.4, 5.4, 5.13103448275862)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.958620689655173)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:34.308872,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.355555555555556)","(4.4, 5.4, 5.13103448275862)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.958620689655173)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:35.283216,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.355555555555556)","(4.4, 5.4, 5.384615384615385)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.958620689655173)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:36.276305,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.4, 7.355555555555556)","(4.4, 5.4, 5.384615384615385)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.812903225806451)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:37.191056,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.533333333333333)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.729411764705882)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:38.128265,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.533333333333333)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.729411764705882)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:39.002776,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.533333333333333)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.729411764705882)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:39.886689,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.533333333333333)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.729411764705882)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:40.854774,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.557142857142857)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.729411764705882)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:41.777655,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.557142857142857)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.5, 11.257142857142856)","(6.0, 6.2, 5.729411764705882)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:42.704274,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.2, 5.80655737704918)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:43.660134,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.5, 11.75)","(6.0, 6.2, 5.793846153846154)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:44.582537,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.0, 11.75)","(6.0, 6.2, 5.793846153846154)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:45.592577,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.0, 11.75)","(6.0, 6.2, 5.793846153846154)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:46.595176,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.0, 11.75)","(6.0, 6.2, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:47.542115,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.0, 11.75)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:48.431639,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:49.336397,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:50.283387,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:51.356600,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:52.356451,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:53.285481,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:54.179235,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:55.129267,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.276923076923077)","(9.0, 12.5, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:56.179884,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.385714285714286)","(9.0, 12.0, 11.75)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:57.089917,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.383333333333334)","(9.0, 12.0, 11.75)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
15-12-2022 11:50:58.014116,"(3.2, 3.75, 3.6620689655172414)","(5.0, 7.6, 7.564705882352941)","(4.4, 5.4, 5.383333333333334)","(9.0, 12.0, 11.355263157894736)","(6.0, 6.0, 5.92)","(6.0, 7.0, 6.966666666666667)"
