,Sudden Comfort,Pay Roll,Tranquil Ben,Stacked Deck,Clover Athena,Modulating
15-12-2022 12:10:59.929207,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.568421052631579)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:00.906073,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.568421052631579)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:01.865074,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:02.727430,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:03.611352,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:04.541941,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.0633333333333335)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:05.480504,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:06.451968,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.8875)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:07.364473,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.8875)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:08.269481,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 5.8875)","(19.0, 60.0, 45.138888888888886)"
15-12-2022 12:11:09.115555,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:11:09.973979,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:11:10.912626,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.0125)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:11:11.872791,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.0125)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:11:12.838237,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.0125)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:11:13.727290,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.0125)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:11:14.564233,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 6.0125)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:15.441263,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.0)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:16.402381,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 5.7625)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:17.372824,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 5.7625)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:18.348828,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 5.7625)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:19.270764,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.7625)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:20.132654,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.7625)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:21.050312,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 10.65)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 6.1)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:22.014565,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.515625)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:23.019411,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.515625)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:24.009628,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.515625)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:24.952262,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.515625)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:25.856363,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.0549999999999997)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:26.706669,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.0549999999999997)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:11:27.593785,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.2)","(19.0, 55.0, 48.75)"
15-12-2022 12:11:28.515467,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.2)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:29.406359,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.2)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:30.311468,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.2)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:31.185717,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.09)","(4.6, 7.2, 6.2)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:32.066248,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.09)","(4.6, 7.2, 5.95)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:32.992433,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.0)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:33.920524,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:34.903876,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:35.945938,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.09)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:36.868312,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.09)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:37.812080,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.0)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:38.697691,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.0)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:39.605962,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:40.468422,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:41.350832,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.09)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:42.210294,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.09)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:43.071573,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.09)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:43.963716,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:44.975141,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.0, 3.5625)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:45.907429,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:46.824705,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:47.793403,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.245)","(4.6, 7.2, 5.95)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:48.771944,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.245)","(4.6, 7.2, 6.0)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:49.697013,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 5.7)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:50.660447,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:51.560704,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:52.399512,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:53.328557,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.245)","(4.6, 7.2, 5.7625)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:54.208057,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:55.197745,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:56.121939,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:56.978698,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 10.65)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.1)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:57.859624,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.1)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.1, 3.245)","(4.6, 7.2, 5.95)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:11:58.750685,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.1)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.1, 3.245)","(4.6, 7.2, 6.342857142857143)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:11:59.590815,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:12:00.486554,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:12:01.430415,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:12:02.345488,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.1, 3.78125)","(4.6, 7.2, 6.378571428571429)","(19.0, 55.0, 45.138888888888886)"
15-12-2022 12:12:03.233855,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.1, 3.245)","(4.6, 7.2, 6.342857142857143)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:04.135726,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:04.980722,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:05.846839,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:06.810052,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:07.752711,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:08.665668,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:09.647203,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.3044444444444445)","(4.6, 7.2, 6.2)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:10.505376,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.142857142857142)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.2)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:11.444666,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.142857142857142)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.2)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:12.318540,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.142857142857142)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.2)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:13.182606,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.142857142857142)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.2)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:14.092193,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:14.980410,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:15.871003,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:16.796641,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 5.825)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:17.709091,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.142857142857142)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 5.825)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:18.610190,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.142857142857142)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.561111111111112)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:19.498533,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.142857142857142)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.2, 6.561111111111112)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:20.352818,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.72)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.2, 6.561111111111112)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:21.166956,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.72)","(7.5, 13.5, 12.685714285714287)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.4, 6.705555555555556)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:22.084371,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.72)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.4, 6.377272727272728)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:23.035262,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.72)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.4, 6.5)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:23.990540,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.92)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.4, 6.5)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:24.983282,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.92)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.4, 6.5)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:25.925670,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.92)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.4, 6.5)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:26.822778,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.92)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.4, 6.2)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:27.698592,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.92)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.4, 6.15)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:28.599487,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.92)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.0485714285714285)","(4.6, 7.4, 6.15)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:29.628877,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.1)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.4, 6.25)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:30.588613,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.6, 7.4, 6.25)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:31.521535,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.25)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:32.337694,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.25)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:33.202605,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.25)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:34.167212,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 6.25)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:35.169563,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.8)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.575)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:36.105709,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.114285714285714)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.575)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:37.000441,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.114285714285714)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.575)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:37.815242,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.114285714285714)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.575)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:38.699325,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.88)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 7.186842105263159)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:39.693569,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.88)","(7.5, 13.5, 12.4)","(3.0, 4.2, 3.0485714285714285)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:40.654309,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.171428571428571)","(7.5, 13.5, 10.75)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 41.476190476190474)"
15-12-2022 12:12:41.611934,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.171428571428571)","(7.5, 13.5, 10.75)","(3.0, 4.2, 3.513888888888889)","(4.8, 7.4, 6.3090909090909095)","(20.0, 55.0, 41.476190476190474)"
