,Sudden Comfort,Pay Roll,Tranquil Ben,Stacked Deck,Clover Athena,Modulating
15-12-2022 12:09:16.352040,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.554166666666667)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.134)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:17.337686,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.554166666666667)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.134)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:18.355985,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.554166666666667)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.134)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:19.461377,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.316666666666666)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.134)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:20.474813,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.134)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:21.445692,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.134)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:22.286732,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.134)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:23.279029,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:24.251774,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:25.238144,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:26.156143,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:27.137961,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:28.064780,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:29.078922,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:30.073807,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:31.131686,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:09:32.220476,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 47.39285714285714)"
15-12-2022 12:09:33.163344,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.42)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 47.34375)"
15-12-2022 12:09:34.089842,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 47.34375)"
15-12-2022 12:09:34.941782,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 47.34375)"
15-12-2022 12:09:35.852303,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 47.34375)"
15-12-2022 12:09:36.736739,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 4.12)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 47.34375)"
15-12-2022 12:09:37.662820,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 47.34375)"
15-12-2022 12:09:38.569517,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:39.429124,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:40.277597,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:41.159308,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:42.136606,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:43.086080,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:44.061029,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:44.975981,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:45.896690,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:46.801165,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:47.644591,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:48.584559,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:49.480609,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:50.389003,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:51.291532,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:52.195557,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:53.139965,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:54.037502,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:54.988430,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:55.926513,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:56.817372,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:57.712958,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 42.94736842105263)"
15-12-2022 12:09:58.579446,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 60.0, 43.90625)"
15-12-2022 12:09:59.473344,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:00.395345,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:01.310793,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:02.239071,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:03.093059,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:03.990423,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:04.933331,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:05.894623,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:06.914927,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.488888888888889)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:07.884875,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.62)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.6863636363636365)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:08.762533,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.9714285714285715)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 6.7)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:09.622941,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.6000000000000005)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:10.526484,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.6000000000000005)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:11.473243,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.6000000000000005)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:12.424421,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.909090909090909)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:13.371025,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.9714285714285715)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.909090909090909)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:14.306967,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.909090909090909)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:15.187232,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.733333333333333)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:16.018513,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.733333333333333)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:16.889243,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.733333333333333)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:17.801678,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 6.6378378378378375)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.733333333333333)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:22.816559,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.866666666666666)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:23.679101,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.66)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.0, 5.866666666666666)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:24.537326,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.1)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:25.474692,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:26.452276,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:27.472391,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.7625)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:28.504904,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.9714285714285715)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:29.459027,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.1)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:30.308120,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:31.163395,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.8875)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:32.136547,"(3.5, 6.2, 5.220000000000001)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.2)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:33.092831,"(3.5, 6.0, 4.59375)","(3.9, 6.8, 5.64)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.2)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:34.048872,"(3.5, 6.0, 4.59375)","(3.9, 6.8, 4.833333333333333)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.2)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:34.963085,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.9714285714285715)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:35.848872,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:36.768294,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:37.688713,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:38.617815,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.68)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:39.610590,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 14.0, 10.08421052631579)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:40.518204,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:41.442838,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.7875)","(3.0, 4.7, 3.5814285714285714)","(4.6, 7.2, 5.825)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:42.334451,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.7875)","(3.0, 4.4, 3.44)","(4.6, 7.2, 5.825)","(19.0, 55.0, 40.05263157894737)"
15-12-2022 12:10:43.216938,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.3475)","(4.6, 7.2, 5.825)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:10:44.110702,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.68)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.3475)","(4.6, 7.2, 5.7)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:10:45.087640,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:10:45.957070,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:10:46.851952,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.050000000000001)","(19.0, 55.0, 41.476190476190474)"
15-12-2022 12:10:47.780546,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.342857142857143)","(19.0, 55.0, 48.75)"
15-12-2022 12:10:48.698968,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.3475)","(4.6, 7.2, 6.342857142857143)","(19.0, 60.0, 48.75)"
15-12-2022 12:10:49.700257,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.76)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.050000000000001)","(19.0, 60.0, 48.75)"
15-12-2022 12:10:50.693499,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.825)","(19.0, 60.0, 48.75)"
15-12-2022 12:10:51.666180,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.085714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.825)","(19.0, 60.0, 48.75)"
15-12-2022 12:10:52.615962,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.825)","(19.0, 60.0, 48.75)"
15-12-2022 12:10:53.572100,"(3.5, 5.9, 4.395)","(3.9, 6.8, 5.84)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.825)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:10:54.478893,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.0633333333333335)","(4.6, 7.2, 5.825)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:10:55.392266,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.15)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:10:56.261206,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.15)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:10:57.103054,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 6.15)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:10:58.041690,"(3.5, 5.9, 4.395)","(3.9, 6.8, 6.0285714285714285)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.546875)","(4.6, 7.2, 5.8875)","(19.0, 60.0, 44.57142857142857)"
15-12-2022 12:10:58.972554,"(3.5, 5.9, 4.395)","(3.9, 6.8, 4.933333333333334)","(7.5, 13.5, 12.93)","(3.0, 4.2, 3.0633333333333335)","(4.6, 7.2, 5.95)","(19.0, 60.0, 44.57142857142857)"
