,Preston Lee,Remnants,Claretown Rocky,Invictus Ethan,Skibo Rebel
09-01-2023 13:57:56.976644,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.8)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:57:57.844660,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:57:58.713511,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:57:59.552413,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:00.359222,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:01.252210,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:02.283275,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:03.202049,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:04.022544,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:04.881239,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:05.781895,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:06.652789,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:07.467127,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:08.343265,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:09.249178,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:10.156489,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:11.071371,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:11.894519,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:12.705793,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:13.531004,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:14.434126,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:15.343983,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:16.215037,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:17.014387,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:17.883013,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:18.769284,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:19.662411,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:20.595867,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 11.233333333333333)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:21.482479,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:22.351156,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:23.252717,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:24.200737,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:25.067606,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:25.900636,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:26.777550,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:27.737126,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:28.675821,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:29.587398,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:30.394952,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 510.0, 361.6666666666667)"
09-01-2023 13:58:31.316739,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 500.0, 350.0)"
09-01-2023 13:58:32.220174,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:33.252226,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:34.153080,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:34.954429,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:35.816294,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:36.696526,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:37.569577,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:38.419274,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:39.338516,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:40.256715,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:41.186547,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:42.093453,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:42.914288,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:43.816145,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:44.714104,"(1.01, 1.32, 1.0921296296296297)","(7.5, 19.5, 14.485714285714284)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:45.676295,"(1.01, 1.32, 1.0921296296296297)","(7.5, 19.5, 14.485714285714284)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:46.522272,"(1.01, 1.32, 1.0921296296296297)","(7.5, 19.5, 14.485714285714284)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:47.425106,"(1.01, 1.32, 1.0921296296296297)","(7.5, 19.5, 14.485714285714284)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:48.366225,"(1.01, 1.32, 1.0921296296296297)","(7.5, 19.5, 14.485714285714284)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:49.297660,"(1.01, 1.32, 1.0921296296296297)","(7.5, 19.5, 14.485714285714284)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:50.161407,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 350.0)"
09-01-2023 13:58:51.065789,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:52.029193,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:52.969188,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:53.937281,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:54.770765,"(1.01, 1.32, 1.0921296296296297)","(7.5, 18.5, 14.933333333333334)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:55.623483,"(1.01, 1.32, 1.0921296296296297)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:56.573712,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:57.534545,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:58.469031,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:58:59.314983,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:00.192022,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:01.111397,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:02.060425,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:03.047703,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:03.952628,"(1.01, 1.3, 1.0919444444444446)","(7.5, 20.0, 11.866666666666667)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:04.788864,"(1.01, 1.19, 1.1066666666666667)","(7.5, 20.0, 13.723076923076924)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:05.707352,"(1.01, 1.19, 1.1066666666666667)","(7.5, 20.0, 13.723076923076924)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:06.646082,"(1.01, 1.29, 1.115)","(7.5, 20.0, 8.977777777777778)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:07.527010,"(1.01, 1.28, 1.0917592592592593)","(7.5, 20.0, 8.977777777777778)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:08.406956,"(1.01, 1.28, 1.0917592592592593)","(7.5, 20.0, 12.369230769230768)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:09.347499,"(1.01, 1.28, 1.0917592592592593)","(7.5, 20.0, 12.369230769230768)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 346.6666666666667)"
09-01-2023 13:59:10.311888,"(1.01, 1.28, 1.0917592592592593)","(7.5, 20.0, 12.369230769230768)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 490.0, 406.6666666666667)"
09-01-2023 13:59:11.263248,"(1.01, 1.28, 1.0917592592592593)","(7.5, 20.0, 11.127272727272727)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 406.6666666666667)"
09-01-2023 13:59:12.146808,"(1.01, 1.28, 1.0917592592592593)","(7.5, 20.0, 11.127272727272727)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 406.6666666666667)"
09-01-2023 13:59:13.018845,"(1.01, 1.27, 1.1125)","(7.5, 20.0, 11.127272727272727)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 411.0)"
09-01-2023 13:59:13.986583,"(1.01, 1.27, 1.1125)","(7.5, 20.0, 11.127272727272727)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 411.0)"
09-01-2023 13:59:15.014574,"(1.01, 1.27, 1.1125)","(7.5, 20.0, 11.127272727272727)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 411.0)"
09-01-2023 13:59:16.023078,"(1.01, 1.27, 1.1125)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 411.0)"
09-01-2023 13:59:16.901678,"(1.01, 1.27, 1.1125)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 411.0)"
09-01-2023 13:59:17.780913,"(1.01, 1.27, 1.1125)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 420.0)"
09-01-2023 13:59:18.728112,"(1.01, 1.27, 1.1125)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 420.0)"
09-01-2023 13:59:19.796297,"(1.01, 1.27, 1.1125)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 420.0)"
09-01-2023 13:59:20.766102,"(1.01, 1.26, 1.11125)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 450.0, 201.25)"
09-01-2023 13:59:21.784475,"(1.01, 1.26, 1.11125)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 201.25)"
09-01-2023 13:59:22.816050,"(1.01, 1.25, 1.0914814814814815)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 225.55555555555554)"
09-01-2023 13:59:23.826338,"(1.01, 1.25, 1.0914814814814815)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 225.55555555555554)"
09-01-2023 13:59:24.711738,"(1.01, 1.25, 1.0914814814814815)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 225.55555555555554)"
09-01-2023 13:59:25.736917,"(1.01, 1.25, 1.0914814814814815)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:26.848510,"(1.01, 1.25, 1.0914814814814815)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:27.939587,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:28.945012,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:29.849058,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:30.790444,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 44.6875)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:31.770110,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:32.666415,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:33.587150,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:34.616174,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:35.640430,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:36.631849,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:37.600394,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:38.489522,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:39.489402,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:40.503212,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:41.472155,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:42.321760,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:43.324601,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:44.335881,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:45.259377,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:46.213313,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:47.247785,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:48.290440,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:49.357735,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:50.324069,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:51.163747,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:52.128207,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
09-01-2023 13:59:53.135679,"(1.01, 1.24, 1.1087500000000001)","(7.5, 20.0, 12.0)","(18.0, 90.0, 38.57142857142857)","(19.0, 95.0, 46.875)","(61.0, 420.0, 293.2142857142857)"
