,Skipover,Win For Laila,Asgata,Miss Conveyor,Crimson Lille,Elegant Taste,Jo Amy,Mischief Melody,Santafe Express,Awesome Tap
12-01-2023 10:30:14.951179,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 7.0, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.5, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:16.218096,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:17.502555,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:18.831584,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:20.288415,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:21.687425,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 5.0600000000000005)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:22.991418,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 5.0600000000000005)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:24.349113,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 5.0600000000000005)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:25.732060,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:27.107233,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:28.458968,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.6)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:29.760572,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.99)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.6)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:31.091099,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.6, 4.87)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:32.432905,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.2, 4.87)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:33.806593,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 6.2, 4.878571428571428)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:35.134595,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 7.0, 4.957142857142857)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.441666666666667)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:36.478968,"(21.0, 34.0, 24.4)","(9.0, 14.0, 10.84375)","(14.0, 34.0, 28.375)","(5.0, 9.0, 7.384615384615385)","(19.0, 230.0, 194.0)","(4.0, 7.0, 4.957142857142857)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.341304347826087)","(10.0, 19.0, 13.214285714285715)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:37.799645,"(21.0, 32.0, 28.615384615384617)","(9.0, 14.0, 11.866666666666667)","(14.0, 34.0, 28.375)","(5.0, 9.0, 6.8500000000000005)","(19.0, 230.0, 194.0)","(4.0, 7.0, 4.109523809523809)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.25)"
12-01-2023 10:30:39.131710,"(21.0, 32.0, 28.615384615384617)","(9.0, 14.0, 10.444444444444445)","(14.0, 34.0, 25.200000000000003)","(5.0, 8.8, 8.3125)","(19.0, 230.0, 176.125)","(4.0, 4.3, 4.017647058823529)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:40.372744,"(21.0, 32.0, 28.615384615384617)","(9.0, 14.0, 10.555555555555555)","(14.0, 34.0, 25.200000000000003)","(5.0, 8.8, 8.3125)","(19.0, 230.0, 176.125)","(4.0, 4.3, 4.017647058823529)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:41.628730,"(21.0, 32.0, 28.615384615384617)","(9.0, 14.0, 10.555555555555555)","(14.0, 34.0, 25.200000000000003)","(5.0, 9.4, 8.516666666666666)","(19.0, 230.0, 176.125)","(4.0, 4.3, 3.956521739130435)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:42.998332,"(21.0, 32.0, 28.615384615384617)","(9.0, 14.0, 10.25)","(14.0, 34.0, 29.111111111111114)","(5.0, 9.2, 6.942857142857143)","(19.0, 230.0, 176.125)","(4.0, 4.1, 3.9626506024096386)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:44.305852,"(20.0, 32.0, 28.615384615384617)","(9.0, 14.0, 10.25)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.4, 7.1)","(19.0, 230.0, 176.125)","(4.0, 4.3, 3.9626506024096386)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:45.615002,"(20.0, 32.0, 28.615384615384617)","(9.0, 14.0, 10.777777777777777)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.0, 6.637499999999999)","(19.0, 230.0, 176.125)","(4.0, 4.3, 6.0875)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:46.977825,"(20.0, 30.0, 26.923076923076923)","(9.0, 14.0, 10.777777777777777)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 7.1)","(19.0, 230.0, 176.125)","(4.0, 6.8, 4.6850000000000005)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:48.307487,"(20.0, 30.0, 22.2)","(9.0, 14.0, 10.5)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.0, 5.981818181818182)","(19.0, 230.0, 176.125)","(4.0, 6.4, 5.6375)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:49.712354,"(20.0, 30.0, 22.2)","(9.0, 14.0, 10.5)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.4, 7.647058823529411)","(19.0, 230.0, 176.125)","(4.0, 6.2, 5.6375)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.8833333333333333)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:51.039693,"(20.0, 30.0, 22.2)","(9.0, 14.0, 10.5)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 6.1899999999999995)","(19.0, 230.0, 176.125)","(4.0, 6.2, 4.86875)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.566666666666667)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:52.399623,"(20.0, 30.0, 22.2)","(9.0, 14.0, 10.0)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 5.525)","(19.0, 230.0, 176.125)","(4.0, 6.4, 4.625)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.2, 3.75)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:53.782852,"(20.0, 30.0, 22.0)","(9.0, 14.0, 10.0)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 5.525)","(19.0, 230.0, 176.125)","(4.0, 6.2, 5.4875)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.0, 3.4642857142857144)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:55.161387,"(20.0, 30.0, 22.0)","(9.0, 14.0, 10.0)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 5.525)","(19.0, 230.0, 176.125)","(4.0, 6.0, 5.4875)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.0, 3.8166666666666664)","(10.0, 17.5, 13.214285714285715)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:56.580452,"(20.0, 30.0, 22.0)","(9.0, 14.0, 10.0)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 7.449999999999999)","(19.0, 230.0, 176.125)","(4.0, 6.0, 4.5125)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 17.5, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:57.950947,"(20.0, 30.0, 22.0)","(9.0, 14.0, 11.342105263157894)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 7.31875)","(19.0, 230.0, 176.125)","(4.0, 6.2, 4.5125)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:30:59.358364,"(20.0, 30.0, 22.0)","(9.0, 14.0, 11.342105263157894)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 7.31875)","(19.0, 230.0, 176.125)","(4.0, 6.2, 4.625)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:00.788416,"(20.0, 30.0, 22.0)","(9.0, 14.0, 11.342105263157894)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 5.2625)","(19.0, 230.0, 176.125)","(4.0, 6.2, 5.4875)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:02.078418,"(20.0, 30.0, 22.0)","(9.0, 14.0, 10.84375)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 5.2625)","(19.0, 230.0, 176.125)","(4.0, 6.0, 5.4875)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:03.416003,"(20.0, 30.0, 22.0)","(9.0, 14.0, 10.84375)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 5.2625)","(19.0, 230.0, 176.125)","(4.0, 6.0, 4.86875)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:04.768961,"(20.0, 30.0, 22.0)","(9.0, 14.0, 10.84375)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 5.2625)","(19.0, 230.0, 176.125)","(4.0, 6.4, 4.625)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:06.131252,"(20.0, 30.0, 22.0)","(9.0, 14.0, 10.84375)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 6.633333333333333)","(19.0, 230.0, 176.125)","(4.0, 6.2, 5.4875)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:07.481388,"(20.0, 30.0, 22.0)","(9.0, 14.0, 10.84375)","(15.0, 34.0, 29.111111111111114)","(5.0, 9.2, 6.633333333333333)","(19.0, 230.0, 176.125)","(4.0, 6.0, 5.325)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.8166666666666664)","(10.0, 19.0, 14.5)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:08.838888,"(20.0, 30.0, 20.0)","(9.0, 14.0, 8.125)","(15.0, 34.0, 24.0)","(5.0, 9.2, 5.152941176470589)","(19.0, 230.0, 187.7)","(4.0, 6.0, 4.333333333333333)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.1, 3.52)","(10.0, 19.0, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:10.314293,"(20.0, 22.0, 16.0)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.494736842105263)","(19.0, 230.0, 187.7)","(4.0, 6.2, 4.163636363636364)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 3.9666666666666663)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:11.690442,"(20.0, 22.0, 16.0)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.152941176470589)","(19.0, 230.0, 187.7)","(4.0, 6.6, 4.266666666666667)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.3, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:13.283559,"(20.0, 22.0, 16.0)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 4.989473684210527)","(19.0, 230.0, 187.7)","(4.0, 6.2, 3.6666666666666665)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:14.740114,"(20.0, 22.0, 16.0)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 4.588235294117647)","(19.0, 230.0, 187.7)","(4.0, 6.6, 4.85)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:16.350855,"(20.0, 22.0, 16.0)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 4.4941176470588236)","(19.0, 230.0, 187.7)","(4.0, 6.4, 4.625)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:17.853163,"(20.0, 22.0, 16.0)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 4.825)","(19.0, 230.0, 187.7)","(4.0, 6.2, 5.4125)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:19.261326,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.033333333333333)","(19.0, 230.0, 187.7)","(4.0, 6.2, 5.2250000000000005)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:20.610400,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.033333333333333)","(19.0, 230.0, 187.7)","(4.0, 5.9, 5.723333333333334)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:22.057088,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 8.125)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.033333333333333)","(19.0, 230.0, 187.7)","(4.0, 5.9, 5.45)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:23.628292,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 7.6875)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.033333333333333)","(19.0, 230.0, 187.7)","(4.0, 5.9, 5.45)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:25.153030,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 7.6875)","(15.0, 32.0, 24.0)","(5.0, 9.2, 6.6499999999999995)","(19.0, 230.0, 187.7)","(4.0, 5.9, 5.45)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:26.724706,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 7.6875)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.033333333333333)","(19.0, 230.0, 187.7)","(4.0, 5.9, 5.45)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:28.079177,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 7.6875)","(15.0, 32.0, 24.0)","(5.0, 9.2, 6.6499999999999995)","(19.0, 230.0, 187.7)","(4.0, 5.9, 5.45)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:29.615041,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 7.6875)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.033333333333333)","(19.0, 230.0, 187.7)","(4.0, 5.9, 4.6)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:31.124917,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 7.6875)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.033333333333333)","(19.0, 230.0, 187.7)","(4.0, 5.9, 4.6)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:32.636107,"(20.0, 18.5, 13.642857142857142)","(9.0, 14.0, 11.5)","(15.0, 32.0, 24.0)","(5.0, 9.2, 6.6499999999999995)","(19.0, 230.0, 187.7)","(4.0, 5.9, 4.6)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.277777777777779)","(10.0, 18.5, 13.642857142857142)","(31.0, 230.0, 178.5)"
12-01-2023 10:31:34.157948,"(20.0, 18.5, 13.928571428571429)","(9.0, 14.0, 11.5)","(15.0, 32.0, 24.0)","(5.0, 9.2, 5.033333333333333)","(19.0, 230.0, 177.25)","(4.0, 5.9, 4.1)","(7.0, 32.0, 23.200000000000003)","(3.3, 4.4, 4.25)","(10.0, 18.5, 13.928571428571429)","(31.0, 230.0, 178.5)"
