,Helping Hands,Framalda,Optimus Bruce,Infiltrate,Spooky Ethics,El Bravo,Angelic Tess,Sublime Cody
14-12-2022 14:08:31.711054,"(8.5, 23.0, 18.423076923076923)","(5.5, 9.4, 8.028571428571428)","(12.0, 25.0, 24.333333333333332)","(5.0, 7.8, 7.4)","(4.6, 8.2, 7.466666666666666)","(7.0, 11.0, 9.95)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.594444444444444)"
14-12-2022 14:08:32.872972,"(8.5, 23.0, 18.423076923076923)","(5.5, 9.4, 8.028571428571428)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.622222222222222)","(4.6, 8.2, 7.833333333333332)","(7.0, 11.0, 9.95)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.7346153846153847)"
14-12-2022 14:08:34.027099,"(8.5, 23.0, 20.875)","(5.5, 9.4, 8.422222222222222)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.622222222222222)","(4.6, 8.2, 7.833333333333332)","(7.0, 11.0, 9.95)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.7346153846153847)"
14-12-2022 14:08:35.175171,"(8.5, 23.0, 20.875)","(5.5, 9.4, 8.85)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.622222222222222)","(4.6, 8.2, 7.833333333333332)","(7.0, 11.0, 9.35)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.7346153846153847)"
14-12-2022 14:08:36.250763,"(8.5, 23.0, 21.666666666666664)","(5.5, 9.4, 8.371428571428572)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.594444444444444)"
14-12-2022 14:08:37.364400,"(8.5, 23.0, 21.666666666666664)","(5.5, 9.4, 8.35)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.594444444444444)"
14-12-2022 14:08:38.482452,"(8.5, 23.0, 21.666666666666664)","(5.5, 9.4, 8.35)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.6)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:39.595135,"(8.5, 23.0, 21.666666666666664)","(5.5, 9.4, 8.653333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.622222222222222)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:40.705755,"(8.5, 23.0, 20.2)","(5.5, 9.4, 8.653333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.622222222222222)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:41.825033,"(8.5, 23.0, 21.0)","(5.5, 9.4, 8.653333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 12.5, 11.4125)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:08:42.918831,"(8.5, 23.0, 20.6)","(5.5, 9.4, 8.35)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.6)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 12.5, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:43.945379,"(8.5, 24.0, 22.0)","(5.5, 9.4, 8.653333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.622222222222222)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:44.933316,"(8.5, 24.0, 19.333333333333332)","(5.5, 9.4, 8.653333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.622222222222222)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:45.942448,"(8.5, 24.0, 19.333333333333332)","(5.5, 9.4, 8.653333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.622222222222222)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:08:47.060683,"(8.5, 24.0, 19.333333333333332)","(5.5, 9.4, 8.28)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:08:48.106693,"(8.5, 24.0, 19.8)","(5.5, 9.4, 8.0)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:49.238365,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:50.382392,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:51.492969,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:08:52.584421,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.0)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:08:53.658627,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.0)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.833333333333332)","(7.0, 10.5, 9.95)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:08:54.732842,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.0)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.2, 7.999999999999999)","(7.0, 11.0, 9.95)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:55.843182,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.2, 6.988235294117647)","(7.0, 11.0, 9.95)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:56.920146,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 6.988235294117647)","(7.0, 11.0, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:57.974273,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 6.988235294117647)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:08:59.012899,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.0)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.4, 7.233333333333333)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:09:00.067721,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.0)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.4, 7.233333333333333)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:09:01.084624,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.0)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.4, 7.233333333333333)","(7.0, 10.5, 9.35)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:02.140737,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.155555555555556)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:03.165319,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.155555555555556)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:04.256219,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.233333333333334)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.4, 7.155555555555556)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:09:05.359319,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.0)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.5)","(4.6, 8.4, 7.155555555555556)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:09:06.489272,"(8.5, 24.0, 20.5)","(5.5, 9.4, 7.745454545454545)","(12.0, 25.0, 22.5)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:07.577165,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.280000000000001)","(12.0, 26.0, 23.166666666666668)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:08.639428,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.280000000000001)","(12.0, 26.0, 23.166666666666668)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:09.739073,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.280000000000001)","(12.0, 26.0, 23.166666666666668)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:10.836121,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.280000000000001)","(12.0, 26.0, 23.166666666666668)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.5710526315789473)"
14-12-2022 14:09:11.931565,"(8.5, 24.0, 20.5)","(5.5, 9.4, 7.720000000000001)","(12.0, 26.0, 23.166666666666668)","(5.0, 7.8, 7.5)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:13.053091,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.280000000000001)","(12.0, 26.0, 23.166666666666668)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:14.181997,"(8.5, 24.0, 20.5)","(5.5, 9.4, 7.86)","(12.0, 26.0, 23.166666666666668)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:15.272399,"(8.5, 24.0, 20.5)","(5.5, 9.4, 7.86)","(12.0, 26.0, 23.166666666666668)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.084615384615384)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:16.354546,"(8.5, 24.0, 20.5)","(5.5, 9.4, 7.86)","(12.0, 26.0, 20.9)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.755555555555555)","(7.5, 13.0, 12.433333333333334)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:17.391028,"(8.5, 24.0, 20.5)","(5.5, 9.4, 8.1)","(12.0, 26.0, 20.9)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.5600000000000005)","(7.0, 11.0, 9.2)","(7.5, 13.0, 12.85)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:18.428669,"(8.5, 24.0, 20.5)","(5.5, 9.2, 7.745454545454545)","(12.0, 26.0, 20.9)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.810526315789474)","(7.0, 11.0, 9.2)","(7.5, 13.5, 13.266666666666666)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:19.407121,"(8.5, 24.0, 20.5)","(5.5, 9.2, 7.745454545454545)","(12.0, 26.0, 20.9)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.810526315789474)","(7.0, 11.0, 9.2)","(7.5, 14.0, 13.266666666666666)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:20.407047,"(8.5, 24.0, 20.5)","(5.5, 9.2, 7.745454545454545)","(12.0, 26.0, 20.9)","(5.0, 7.8, 7.533333333333333)","(4.6, 8.4, 7.810526315789474)","(7.0, 11.0, 9.2)","(7.5, 14.0, 13.266666666666666)","(3.7, 3.95, 3.6760869565217393)"
14-12-2022 14:09:21.487294,"(8.5, 24.0, 18.75)","(5.5, 9.2, 7.6)","(12.0, 26.0, 19.38888888888889)","(5.0, 7.8, 6.9)","(4.6, 8.4, 7.6347826086956525)","(7.0, 11.0, 10.2)","(7.5, 14.0, 10.822222222222223)","(3.7, 3.95, 3.6673076923076926)"
14-12-2022 14:09:22.604846,"(8.5, 23.0, 20.0)","(5.5, 9.2, 7.929411764705883)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.91)","(7.0, 10.5, 9.245454545454546)","(8.0, 14.0, 12.0375)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:23.722810,"(8.5, 23.0, 19.0)","(5.5, 9.2, 7.929411764705883)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.91)","(7.0, 10.5, 9.245454545454546)","(8.0, 13.5, 10.683333333333334)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:24.799562,"(8.5, 23.0, 19.0)","(5.5, 9.2, 7.929411764705883)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 13.5, 10.683333333333334)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:25.917324,"(8.5, 23.0, 19.0)","(5.5, 9.2, 7.929411764705883)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 13.5, 10.992857142857142)","(3.6, 3.95, 3.568181818181818)"
14-12-2022 14:09:26.988374,"(8.5, 23.0, 19.0)","(5.5, 9.2, 7.788235294117647)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 13.5, 10.992857142857142)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:28.040594,"(8.5, 23.0, 19.0)","(5.5, 9.2, 8.15)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 13.5, 11.4125)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:29.187213,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.870588235294118)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.808333333333334)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:30.299710,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.870588235294118)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.808333333333334)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:31.453882,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.870588235294118)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.95, 3.568181818181818)"
14-12-2022 14:09:32.555184,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.610526315789474)","(13.0, 26.0, 19.38888888888889)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.95, 3.568181818181818)"
14-12-2022 14:09:33.622873,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.588235294117647)","(13.0, 26.0, 19.928571428571427)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:34.641206,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.588235294117647)","(13.0, 26.0, 19.928571428571427)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:35.632656,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.588235294117647)","(13.0, 26.0, 19.928571428571427)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.95, 3.6673076923076926)"
14-12-2022 14:09:36.641516,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.588235294117647)","(13.0, 26.0, 19.928571428571427)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.95, 3.568181818181818)"
14-12-2022 14:09:37.675673,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.610526315789474)","(13.0, 26.0, 19.928571428571427)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.95, 3.568181818181818)"
14-12-2022 14:09:38.773750,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.610526315789474)","(13.0, 26.0, 19.928571428571427)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.875)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.95, 3.75)"
14-12-2022 14:09:39.941822,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.833333333333333)","(13.0, 26.0, 19.928571428571427)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.0)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.9, 3.75)"
14-12-2022 14:09:41.213247,"(8.5, 23.0, 19.0)","(5.5, 9.0, 7.833333333333333)","(13.0, 26.0, 19.928571428571427)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.9, 3.75)"
14-12-2022 14:09:42.484798,"(8.5, 21.0, 19.666666666666668)","(5.5, 9.0, 7.833333333333333)","(13.0, 26.0, 23.166666666666668)","(5.0, 7.8, 6.815384615384615)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.9, 3.75)"
14-12-2022 14:09:43.712148,"(8.5, 23.0, 21.7)","(5.5, 9.0, 7.9)","(13.0, 28.0, 24.5)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.909090909090909)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.9, 3.6083333333333334)"
14-12-2022 14:09:44.963406,"(8.5, 20.0, 19.3)","(5.5, 9.0, 7.833333333333333)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.9, 3.7071428571428573)"
14-12-2022 14:09:46.133339,"(8.5, 22.0, 18.5)","(5.5, 9.0, 7.833333333333333)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.9, 3.7071428571428573)"
14-12-2022 14:09:47.207666,"(8.5, 22.0, 18.5)","(5.5, 9.0, 7.833333333333333)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.9, 3.7071428571428573)"
14-12-2022 14:09:48.329223,"(8.5, 22.0, 18.5)","(5.5, 9.0, 7.833333333333333)","(13.0, 28.0, 24.5)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.635714285714286)","(3.6, 3.9, 3.585)"
14-12-2022 14:09:49.456022,"(8.5, 22.0, 18.5)","(5.5, 9.0, 7.9)","(13.0, 28.0, 24.5)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.909090909090909)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.9, 3.9333333333333336)"
14-12-2022 14:09:50.521191,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 7.9)","(13.0, 28.0, 24.5)","(5.0, 7.8, 6.9)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.95, 3.902)"
14-12-2022 14:09:51.584251,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 7.833333333333333)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 4.0, 3.902)"
14-12-2022 14:09:52.654624,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 7.833333333333333)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.5600000000000005)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 4.0, 3.6833333333333336)"
14-12-2022 14:09:53.701373,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 7.833333333333333)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.4, 7.453333333333333)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.95, 3.6833333333333336)"
14-12-2022 14:09:54.701324,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 7.9)","(13.0, 28.0, 24.5)","(5.0, 7.8, 6.9)","(4.8, 8.2, 7.453333333333333)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.95, 3.7214285714285715)"
14-12-2022 14:09:55.782855,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 7.833333333333333)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.2, 7.239999999999999)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.95, 3.707692307692308)"
14-12-2022 14:09:56.801544,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 8.066666666666666)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.2, 7.239999999999999)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.95, 3.707692307692308)"
14-12-2022 14:09:57.890550,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 8.066666666666666)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.2, 7.239999999999999)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.9, 3.7541666666666664)"
14-12-2022 14:09:59.000077,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 8.066666666666666)","(13.0, 28.0, 24.5)","(5.0, 7.8, 7.0)","(4.8, 8.2, 7.239999999999999)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.9, 3.59375)"
14-12-2022 14:10:00.115019,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 7.6)","(13.0, 28.0, 24.5)","(5.0, 7.8, 6.9)","(4.8, 8.2, 7.239999999999999)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.9, 3.59375)"
14-12-2022 14:10:01.159863,"(8.5, 22.0, 19.642857142857142)","(5.5, 9.0, 7.6)","(13.0, 28.0, 24.5)","(5.0, 7.8, 6.9)","(4.8, 8.2, 7.239999999999999)","(7.0, 10.5, 9.245454545454546)","(8.0, 12.5, 10.452941176470588)","(3.6, 3.9, 3.725)"
