,Hard Stride,Mount Horeb,Orsetto,Boogielu,Ever Bella,Deece Scent Kiss
07-01-2023 12:31:45.171877,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:46.142149,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:47.106798,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:48.030572,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:48.950200,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:49.937723,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:50.870185,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:51.818307,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:52.847588,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:53.887792,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:54.824218,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:55.701090,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:56.730002,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:57.803726,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:58.777153,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:31:59.721872,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:00.626887,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:01.644080,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:02.671773,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:03.560305,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:04.412504,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:05.453997,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:06.451265,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:07.372845,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:08.329640,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:09.286573,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:10.226502,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:11.152236,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:12.137793,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:13.074184,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:14.050684,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:15.000167,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:15.867215,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:16.814440,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:17.832011,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:18.791605,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:19.692638,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:20.656426,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:21.646780,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:22.534834,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:23.442189,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:24.457603,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:25.421570,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:26.329284,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:27.271877,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:28.269193,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:29.256444,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:30.190419,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:31.094728,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:32.029002,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:33.060016,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:34.055072,"(19.0, 42.0, 35.57142857142857)","(19.0, 44.0, 33.5)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:34.918928,"(19.0, 42.0, 33.2)","(19.0, 44.0, 38.75)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:35.872227,"(19.0, 42.0, 33.2)","(19.0, 44.0, 38.75)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:36.891348,"(19.0, 42.0, 33.2)","(19.0, 44.0, 38.75)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:37.780509,"(19.0, 42.0, 33.2)","(19.0, 44.0, 38.75)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:38.699721,"(19.0, 42.0, 33.2)","(19.0, 44.0, 38.75)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:39.684050,"(19.0, 42.0, 33.2)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:40.687133,"(19.0, 42.0, 33.2)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:41.590570,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:42.534408,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:43.537432,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:44.536769,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:45.485553,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:46.381558,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:47.333805,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:48.349356,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:49.360484,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:50.246596,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:51.224717,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:52.248971,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:53.216404,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:54.094464,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:55.128840,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:56.087781,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:56.928836,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:57.938469,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:32:59.034171,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:00.031011,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.375)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:00.977707,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.5285714285714285)","(2.1, 2.6, 2.503846153846154)","(3.7, 5.0, 4.103846153846154)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:01.877283,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.0)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.35)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:02.860541,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.8, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:03.834406,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:04.801876,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:05.706534,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:06.746981,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:07.715440,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:08.554172,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:09.526803,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:10.578352,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:11.509424,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:12.446314,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:13.477537,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:14.470273,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:15.415282,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:16.300504,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:17.278441,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:18.265674,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 5.15)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:19.180818,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 4.875)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:20.185411,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 4.875)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:21.192143,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 4.875)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:22.244702,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 4.875)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:23.215442,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 4.875)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:24.082060,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.7, 4.875)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:25.108451,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.6, 5.05)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:26.197777,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.6, 5.05)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:27.200439,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.6, 5.05)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
07-01-2023 12:33:28.102210,"(19.0, 42.0, 36.5)","(19.0, 44.0, 40.66666666666667)","(4.2, 5.6, 5.05)","(2.1, 2.6, 2.503846153846154)","(3.7, 4.9, 4.67)","(6.5, 12.0, 10.145454545454545)"
