,Hard Stride,Mount Horeb,Orsetto,Boogielu,Ever Bella,Deece Scent Kiss
07-01-2023 12:35:54.196632,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:35:55.339395,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:35:56.394618,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:35:57.801884,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:35:59.117483,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:00.315613,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:01.384025,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:02.542315,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:03.693831,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:04.751768,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:05.901816,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:07.014192,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:08.044264,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:09.207396,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:10.465787,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:11.628034,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:12.977241,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:14.295027,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:15.414098,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:16.692760,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:17.902818,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:19.026567,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:20.271131,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.452941176470588)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:21.496911,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.5, 4.210246679316888)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:22.614398,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.210112359550562)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(6.5, 12.0, 10.016666666666666)"
07-01-2023 12:36:23.661150,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:24.770773,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:25.957756,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:27.084288,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:28.238581,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:29.379265,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:30.445875,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:31.558142,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:32.727760,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:33.883467,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:34.929717,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.016666666666666)"
07-01-2023 12:36:35.997701,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 9.200000000000001)"
07-01-2023 12:36:37.107486,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 9.200000000000001)"
07-01-2023 12:36:38.194284,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 9.200000000000001)"
07-01-2023 12:36:39.199566,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 9.200000000000001)"
07-01-2023 12:36:40.295162,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 9.200000000000001)"
07-01-2023 12:36:41.448512,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 9.9)"
07-01-2023 12:36:42.528386,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 9.9)"
07-01-2023 12:36:43.586306,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:44.721677,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:45.790778,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:46.757862,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:47.928674,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:49.058136,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:50.085643,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:51.138160,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:52.303937,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:53.451413,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:54.591610,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:55.805276,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206796116504854)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:57.072605,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:58.463250,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:36:59.788596,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:00.957047,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:02.127707,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:03.273818,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:04.345260,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:05.466331,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:06.671824,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:07.900543,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:09.041855,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:10.206170,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:11.423150,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.206066536203522)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:12.664597,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:13.763838,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:14.878017,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:16.027708,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:17.157065,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:18.231014,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:19.343237,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:20.406561,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:21.517861,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:22.623215,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:23.708325,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.4399999999999995)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:24.716799,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:25.723407,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:26.830908,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:27.931170,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:28.965049,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100829875518672)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:30.075394,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.100925925925925)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:31.152449,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:32.071613,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:33.097059,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.733333333333333)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:34.093670,"(19.0, 40.0, 35.0)","(19.0, 44.0, 41.75)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:35.113582,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 39.333333333333336)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:36.150221,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 39.333333333333336)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:37.130837,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 39.333333333333336)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:38.131030,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 39.333333333333336)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.766666666666667)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:39.197713,"(19.0, 30.0, 27.5)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.766666666666667)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:40.176664,"(19.0, 30.0, 27.5)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.766666666666667)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:41.071521,"(19.0, 30.0, 27.5)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.766666666666667)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:42.072682,"(19.0, 30.0, 27.5)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.766666666666667)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:43.150518,"(19.0, 30.0, 27.5)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:44.271256,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:45.332176,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:46.357199,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:47.433155,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:48.644085,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.942857142857142)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:49.814075,"(19.0, 32.0, 30.285714285714285)","(19.0, 44.0, 41.0)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.824999999999999)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:50.923012,"(19.0, 32.0, 30.285714285714285)","(19.0, 85.0, 71.75)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.824999999999999)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:51.904770,"(19.0, 32.0, 30.285714285714285)","(19.0, 85.0, 71.75)","(4.2, 4.3, 4.101069518716577)","(2.1, 2.6, 2.502173913043478)","(3.6, 5.1, 4.824999999999999)","(7.0, 12.0, 10.8)"
07-01-2023 12:37:52.905380,"(19.0, 32.0, 30.285714285714285)","(19.0, 85.0, 71.75)","(4.0, 4.3, 4.101069518716577)","(2.2, 2.6, 2.502173913043478)","(3.6, 5.1, 4.824999999999999)","(6.5, 12.0, 10.8)"
07-01-2023 12:37:53.886954,"(19.0, 32.0, 30.285714285714285)","(19.0, 85.0, 71.75)","(4.0, 4.3, 4.101069518716577)","(2.2, 2.6, 2.502173913043478)","(3.6, 5.1, 4.824999999999999)","(6.5, 12.0, 10.8)"
