,Parkburn,Roadhouse,Cochrane,Chalkley,Lily Allez,Sound Of Sleat,Sweet Fantasy,Kashkar,Wren Plucked
06-01-2023 17:08:49.881993,"(3.7, 4.3, 4.299122807017544)","(7.5, 9.0, 8.818181818181818)","(12.0, 16.0, 15.91044776119403)","(3.0, 3.3, 3.2958333333333334)","(14.0, 18.0, 17.75)","(20.0, 28.0, 27.40983606557377)","(6.0, 7.6, 7.39622641509434)","(17.0, 22.0, 21.448275862068964)","(61.0, 150.0, 128.0)"
06-01-2023 17:08:51.148854,"(3.7, 4.3, 4.298952879581152)","(7.5, 9.0, 8.818181818181818)","(12.0, 16.0, 15.922077922077921)","(3.0, 3.3, 3.2975675675675675)","(14.0, 18.0, 17.916666666666668)","(20.0, 28.0, 27.55)","(6.0, 7.6, 7.273333333333333)","(17.0, 22.0, 21.448275862068964)","(61.0, 160.0, 128.0)"
06-01-2023 17:08:52.518812,"(3.7, 4.3, 4.298952879581152)","(7.5, 9.0, 8.776923076923078)","(12.0, 16.0, 15.90909090909091)","(3.0, 3.3, 3.327272727272727)","(14.0, 18.0, 17.96969696969697)","(20.0, 28.0, 27.55)","(6.0, 7.4, 7.23943661971831)","(17.0, 22.0, 21.448275862068964)","(61.0, 160.0, 128.0)"
06-01-2023 17:08:53.853741,"(3.7, 4.3, 4.298952879581152)","(7.5, 8.8, 8.660526315789474)","(12.0, 16.0, 15.90909090909091)","(3.0, 3.35, 3.3244897959183675)","(14.0, 18.0, 17.96969696969697)","(20.0, 28.0, 27.55)","(6.0, 7.4, 7.1661016949152545)","(17.0, 22.0, 22.238095238095237)","(61.0, 160.0, 144.6153846153846)"
06-01-2023 17:08:55.168499,"(3.7, 4.3, 4.29873417721519)","(7.5, 8.8, 8.640579710144927)","(12.0, 16.0, 15.90909090909091)","(3.0, 3.35, 3.325531914893617)","(14.0, 18.0, 18.243243243243242)","(20.0, 28.0, 27.55)","(6.0, 7.2, 7.1661016949152545)","(17.0, 23.0, 22.019607843137255)","(61.0, 160.0, 144.6153846153846)"
06-01-2023 17:08:56.978107,"(3.7, 4.3, 4.298726114649681)","(7.5, 8.8, 8.692682926829269)","(12.0, 16.0, 15.90909090909091)","(3.0, 3.35, 3.329310344827586)","(14.0, 18.5, 18.203125)","(20.0, 28.0, 27.55)","(6.0, 7.2, 7.1661016949152545)","(18.0, 23.0, 22.106382978723403)","(61.0, 160.0, 144.6153846153846)"
06-01-2023 17:08:58.307456,"(3.7, 4.3, 4.298726114649681)","(7.5, 8.8, 8.692682926829269)","(12.0, 16.0, 15.923076923076923)","(3.0, 3.35, 3.3306306306306306)","(14.0, 18.5, 18.20967741935484)","(20.0, 28.0, 27.55)","(6.0, 7.2, 7.158415841584159)","(18.0, 23.0, 22.106382978723403)","(61.0, 160.0, 143.33333333333334)"
06-01-2023 17:08:59.649694,"(3.7, 4.3, 4.298726114649681)","(7.5, 8.8, 8.692682926829269)","(12.0, 16.0, 15.923076923076923)","(3.0, 3.35, 3.331465517241379)","(14.0, 18.5, 18.20967741935484)","(20.0, 28.0, 27.55)","(6.0, 7.2, 7.158415841584159)","(17.0, 23.0, 22.106382978723403)","(61.0, 160.0, 148.88888888888889)"
06-01-2023 17:09:00.980186,"(3.7, 4.3, 4.298726114649681)","(7.5, 8.8, 8.691625615763547)","(12.0, 16.0, 15.926470588235293)","(3.0, 3.35, 3.323780487804878)","(14.0, 18.5, 18.20967741935484)","(20.0, 28.0, 27.55)","(6.0, 7.2, 7.181818181818182)","(17.0, 23.0, 22.285714285714285)","(61.0, 160.0, 143.33333333333334)"
06-01-2023 17:09:02.320255,"(3.7, 4.3, 4.298726114649681)","(7.5, 8.8, 8.691625615763547)","(12.0, 16.0, 15.964285714285714)","(3.0, 3.35, 3.284375)","(14.0, 18.5, 18.17105263157895)","(20.0, 28.0, 27.441860465116278)","(6.0, 7.2, 7.183333333333334)","(17.0, 23.0, 22.217391304347824)","(61.0, 160.0, 143.33333333333334)"
06-01-2023 17:09:03.591247,"(3.7, 4.4, 4.315018315018316)","(7.5, 8.8, 8.754362416107384)","(12.0, 16.5, 15.73404255319149)","(3.0, 3.3, 3.2892461197339244)","(14.0, 18.5, 18.17105263157895)","(20.0, 28.0, 27.441860465116278)","(6.0, 7.2, 7.183333333333334)","(17.0, 23.0, 22.470588235294116)","(61.0, 160.0, 148.88888888888889)"
06-01-2023 17:09:04.891036,"(3.7, 4.4, 4.316296296296296)","(7.5, 8.8, 8.754362416107384)","(12.0, 16.5, 15.73404255319149)","(3.0, 3.3, 3.2892461197339244)","(14.0, 18.5, 18.17105263157895)","(20.0, 28.0, 27.441860465116278)","(6.0, 7.2, 7.182608695652174)","(17.0, 23.0, 22.181818181818183)","(61.0, 160.0, 147.33333333333331)"
06-01-2023 17:09:06.145273,"(3.7, 4.4, 4.328688524590164)","(7.5, 8.8, 8.820338983050847)","(12.0, 16.5, 15.73913043478261)","(3.0, 3.3, 3.289002267573696)","(14.0, 18.5, 18.17105263157895)","(20.0, 28.0, 27.441860465116278)","(6.0, 7.2, 7.158490566037736)","(17.0, 23.0, 22.181818181818183)","(61.0, 150.0, 147.5)"
06-01-2023 17:09:07.479889,"(3.7, 4.4, 4.326271186440678)","(7.5, 9.0, 8.820338983050847)","(12.0, 16.5, 15.73913043478261)","(3.0, 3.3, 3.2949652777777776)","(14.0, 18.5, 18.17105263157895)","(20.0, 28.0, 27.814814814814817)","(6.0, 7.2, 7.158490566037736)","(17.0, 23.0, 22.181818181818183)","(61.0, 150.0, 147.33333333333331)"
06-01-2023 17:09:08.793945,"(3.7, 4.4, 4.353571428571429)","(7.5, 9.0, 8.78125)","(12.0, 16.5, 15.73913043478261)","(2.9, 3.3, 3.295049504950495)","(14.0, 18.5, 18.17105263157895)","(20.0, 28.0, 27.662921348314608)","(6.0, 7.2, 7.158490566037736)","(17.0, 23.0, 22.181818181818183)","(61.0, 150.0, 147.33333333333331)"
06-01-2023 17:09:11.195881,"(3.7, 4.3, 4.2716666666666665)","(7.5, 8.8, 8.716883116883118)","(12.0, 16.5, 15.696428571428571)","(2.9, 3.3, 3.3146666666666667)","(14.0, 18.5, 18.17105263157895)","(20.0, 28.0, 27.651162790697676)","(6.0, 7.2, 7.143589743589744)","(17.0, 23.0, 22.181818181818183)","(61.0, 150.0, 147.33333333333331)"
06-01-2023 17:09:12.721786,"(3.7, 4.3, 4.271686746987951)","(7.5, 8.8, 8.655555555555555)","(12.0, 16.5, 15.58)","(3.0, 3.35, 3.314569536423841)","(14.0, 18.5, 17.833333333333332)","(20.0, 28.0, 27.68235294117647)","(6.0, 7.2, 7.174011299435028)","(17.0, 23.0, 21.96875)","(61.0, 150.0, 129.2)"
06-01-2023 17:09:14.569416,"(3.7, 4.3, 4.282191780821917)","(7.5, 8.8, 8.66060606060606)","(12.0, 16.5, 15.58)","(3.0, 3.35, 3.28429648241206)","(14.0, 18.5, 18.261904761904763)","(20.0, 28.0, 27.4)","(6.0, 7.4, 7.174011299435028)","(17.0, 22.0, 21.976190476190474)","(61.0, 150.0, 127.14285714285714)"
06-01-2023 17:09:16.052995,"(3.7, 4.3, 4.282191780821917)","(7.5, 8.8, 8.66060606060606)","(12.0, 16.5, 15.58)","(3.0, 3.3, 3.284732824427481)","(14.0, 18.5, 18.071428571428573)","(20.0, 28.0, 28.70731707317073)","(6.0, 7.4, 7.133333333333334)","(17.0, 22.0, 21.976190476190474)","(61.0, 150.0, 132.0689655172414)"
06-01-2023 17:09:17.523904,"(3.7, 4.3, 4.266233766233766)","(7.5, 8.8, 8.623076923076923)","(12.0, 16.5, 15.704081632653061)","(3.0, 3.3, 3.284732824427481)","(14.0, 18.5, 18.071428571428573)","(20.0, 29.0, 28.0)","(6.0, 7.4, 7.189873417721519)","(17.0, 22.0, 21.872340425531913)","(61.0, 150.0, 132.0689655172414)"
06-01-2023 17:09:18.964288,"(3.7, 4.3, 4.248333333333333)","(7.5, 8.8, 8.623076923076923)","(12.0, 16.5, 15.704081632653061)","(3.0, 3.3, 3.2926108374384233)","(14.0, 18.5, 18.071428571428573)","(20.0, 29.0, 28.0)","(6.0, 7.4, 7.165048543689321)","(17.0, 22.0, 21.872340425531913)","(61.0, 150.0, 132.0689655172414)"
06-01-2023 17:09:20.296035,"(3.7, 4.3, 4.248333333333333)","(7.5, 8.8, 8.734285714285715)","(12.0, 16.5, 15.756410256410255)","(3.0, 3.3, 3.2948186528497407)","(14.0, 18.5, 18.261904761904763)","(20.0, 29.0, 28.0)","(6.0, 7.2, 7.160747663551402)","(17.0, 22.0, 21.872340425531913)","(61.0, 150.0, 132.0689655172414)"
06-01-2023 17:09:21.625115,"(3.7, 4.3, 4.235384615384615)","(7.5, 8.8, 8.768571428571429)","(12.0, 16.5, 16.12962962962963)","(3.0, 3.3, 3.2937499999999997)","(14.0, 18.5, 18.352941176470587)","(20.0, 29.0, 28.428571428571427)","(6.0, 7.2, 7.170731707317073)","(17.0, 22.0, 21.9)","(61.0, 150.0, 138.33333333333334)"
06-01-2023 17:09:22.982979,"(3.7, 4.3, 4.2176470588235295)","(7.5, 8.8, 8.768571428571429)","(12.0, 16.5, 16.066666666666666)","(3.0, 3.3, 3.2935555555555553)","(14.0, 18.5, 18.375)","(20.0, 29.0, 28.428571428571427)","(6.0, 7.2, 7.1063829787234045)","(17.0, 22.0, 21.9)","(61.0, 150.0, 138.33333333333334)"
06-01-2023 17:09:24.409288,"(3.8, 4.3, 4.183561643835617)","(7.0, 8.8, 8.803773584905661)","(12.0, 16.5, 16.13888888888889)","(2.9, 3.3, 3.2983018867924527)","(14.0, 18.5, 18.38888888888889)","(20.0, 29.0, 28.333333333333332)","(6.0, 7.2, 7.121428571428572)","(17.0, 22.0, 21.9)","(61.0, 150.0, 138.33333333333334)"
06-01-2023 17:09:25.834336,"(3.8, 4.2, 4.193421052631579)","(7.0, 9.0, 8.743478260869566)","(12.0, 16.5, 16.229166666666668)","(2.9, 3.3, 3.317378048780488)","(14.0, 18.5, 18.4)","(20.0, 29.0, 28.666666666666668)","(6.0, 7.2, 7.103125)","(17.0, 22.0, 21.92452830188679)","(61.0, 150.0, 136.95652173913044)"
06-01-2023 17:09:27.291917,"(3.8, 4.2, 4.193421052631579)","(7.0, 8.8, 8.771604938271606)","(12.0, 16.5, 16.15)","(2.9, 3.35, 3.289655172413793)","(14.0, 18.5, 18.097345132743364)","(20.0, 29.0, 28.875)","(6.0, 7.2, 7.140350877192983)","(17.0, 22.0, 21.946428571428573)","(61.0, 150.0, 139.5)"
06-01-2023 17:09:28.700742,"(3.8, 4.3, 4.2368421052631575)","(7.0, 8.8, 8.74320987654321)","(12.0, 16.5, 16.407894736842106)","(2.9, 3.3, 3.289655172413793)","(14.0, 19.0, 18.352941176470587)","(20.0, 29.0, 28.875)","(6.0, 7.2, 7.144262295081967)","(17.0, 22.0, 22.625)","(61.0, 150.0, 140.5263157894737)"
06-01-2023 17:09:30.092329,"(3.7, 4.3, 4.291428571428571)","(7.0, 8.8, 8.74320987654321)","(13.0, 16.5, 16.40277777777778)","(2.9, 3.3, 3.2985294117647057)","(15.0, 18.5, 18.352941176470587)","(20.0, 29.0, 28.875)","(6.0, 7.2, 7.141935483870968)","(17.0, 23.0, 22.7)","(61.0, 150.0, 139.5)"
06-01-2023 17:09:31.515779,"(3.7, 4.2, 4.19625)","(7.0, 8.8, 8.74320987654321)","(13.0, 16.5, 16.40277777777778)","(2.9, 3.3, 3.2762295081967214)","(15.0, 18.5, 18.38888888888889)","(20.0, 29.0, 27.4)","(6.0, 7.2, 7.124137931034483)","(17.0, 23.0, 22.7)","(61.0, 150.0, 133.0)"
06-01-2023 17:09:32.969607,"(3.7, 4.2, 4.18953488372093)","(7.0, 8.8, 8.695454545454545)","(13.0, 16.5, 16.397058823529413)","(2.9, 3.3, 3.2762295081967214)","(15.0, 18.5, 18.347826086956523)","(20.0, 29.0, 27.4)","(6.0, 7.2, 7.121428571428572)","(17.0, 23.0, 22.470588235294116)","(61.0, 140.0, 133.0)"
06-01-2023 17:09:35.206160,"(3.7, 4.2, 4.185443037974684)","(7.0, 8.8, 8.68421052631579)","(12.0, 16.5, 16.4375)","(2.9, 3.3, 3.2737704918032784)","(15.0, 18.5, 18.347826086956523)","(20.0, 29.0, 27.75)","(6.0, 7.2, 7.1454545454545455)","(17.0, 23.0, 22.470588235294116)","(71.0, 140.0, 133.0)"
06-01-2023 17:09:37.138147,"(3.7, 4.2, 4.178008298755187)","(7.0, 8.8, 8.785)","(12.0, 16.5, 16.475609756097562)","(2.9, 3.35, 3.3048507462686567)","(15.0, 18.0, 17.99)","(20.0, 26.0, 25.787037037037038)","(6.0, 7.2, 7.121311475409836)","(17.0, 23.0, 22.59090909090909)","(71.0, 140.0, 133.33333333333334)"
06-01-2023 17:09:38.641565,"(3.7, 4.2, 4.178008298755187)","(7.0, 8.8, 8.785)","(12.0, 16.5, 16.771929824561404)","(2.9, 3.35, 3.3012096774193544)","(15.0, 18.0, 18.39090909090909)","(20.0, 26.0, 25.80188679245283)","(6.0, 7.2, 7.2084210526315795)","(17.0, 23.0, 22.64)","(71.0, 140.0, 127.0)"
06-01-2023 17:09:40.064220,"(3.7, 4.2, 4.177450980392157)","(7.0, 8.8, 8.789830508474576)","(13.0, 17.0, 16.742424242424242)","(2.9, 3.35, 3.298660714285714)","(15.0, 18.5, 18.39090909090909)","(20.0, 26.0, 25.80188679245283)","(6.0, 7.4, 7.2084210526315795)","(17.0, 23.0, 22.64)","(71.0, 130.0, 127.0)"
06-01-2023 17:09:41.468695,"(3.7, 4.2, 4.174585635359116)","(7.0, 8.8, 8.793877551020408)","(13.0, 17.0, 16.73015873015873)","(2.9, 3.3, 3.2985849056603773)","(15.0, 18.5, 18.39090909090909)","(20.0, 26.0, 25.80188679245283)","(6.0, 7.4, 7.2084210526315795)","(17.0, 23.0, 22.64)","(71.0, 130.0, 127.0)"
06-01-2023 17:09:42.874829,"(3.7, 4.2, 4.174011299435028)","(7.0, 8.8, 8.769642857142857)","(13.0, 17.0, 16.73015873015873)","(2.9, 3.3, 3.2603580562659844)","(15.0, 18.5, 18.645833333333332)","(20.0, 26.0, 25.80188679245283)","(6.0, 7.4, 7.213445378151261)","(17.0, 23.0, 22.526315789473685)","(71.0, 130.0, 126.66666666666667)"
06-01-2023 17:09:44.257320,"(3.7, 4.2, 4.171195652173913)","(7.0, 8.8, 8.76421052631579)","(13.0, 17.0, 16.766666666666666)","(2.9, 3.3, 3.2583333333333333)","(15.0, 19.0, 18.645833333333332)","(20.0, 26.0, 25.80188679245283)","(6.0, 7.4, 7.175)","(17.0, 23.0, 22.76923076923077)","(71.0, 130.0, 126.66666666666667)"
06-01-2023 17:09:45.722741,"(3.7, 4.2, 4.182018927444795)","(7.0, 8.8, 8.702857142857143)","(13.0, 17.0, 16.779661016949152)","(2.9, 3.3, 3.2538690476190477)","(15.0, 19.0, 18.66509433962264)","(19.0, 26.0, 25.80188679245283)","(6.0, 7.4, 7.198019801980198)","(17.0, 23.0, 22.76923076923077)","(71.0, 130.0, 126.66666666666667)"
06-01-2023 17:09:47.348077,"(3.7, 4.3, 4.176300578034682)","(7.0, 8.8, 8.787096774193548)","(13.0, 17.0, 16.779661016949152)","(2.9, 3.3, 3.2482758620689656)","(15.0, 19.0, 18.57777777777778)","(19.0, 26.0, 25.732758620689655)","(6.0, 7.2, 7.217777777777778)","(17.0, 23.0, 22.76923076923077)","(71.0, 130.0, 127.0)"
06-01-2023 17:09:48.893322,"(3.7, 4.2, 4.176300578034682)","(7.0, 8.8, 8.787096774193548)","(13.0, 17.0, 17.491803278688526)","(2.9, 3.25, 3.2461340206185567)","(15.0, 19.0, 18.205128205128204)","(20.0, 26.0, 25.954198473282442)","(6.0, 7.4, 7.269387755102041)","(17.0, 23.0, 22.8)","(71.0, 130.0, 126.25)"
06-01-2023 17:09:50.402093,"(3.7, 4.2, 4.182038834951457)","(7.0, 9.0, 8.907692307692308)","(13.0, 17.5, 17.48728813559322)","(2.9, 3.25, 3.223931623931624)","(15.0, 19.0, 18.321428571428573)","(20.0, 26.0, 26.671641791044777)","(6.0, 7.4, 7.118787878787879)","(17.0, 23.0, 22.925)","(71.0, 130.0, 125.88235294117646)"
06-01-2023 17:09:52.222945,"(3.7, 4.2, 4.198148148148149)","(7.0, 9.0, 8.886111111111111)","(13.0, 17.5, 17.487603305785125)","(2.9, 3.25, 3.2257333333333333)","(15.0, 19.0, 18.352272727272727)","(20.0, 27.0, 26.642857142857142)","(6.0, 7.2, 7.173109243697479)","(17.0, 23.0, 22.9375)","(71.0, 130.0, 126.95652173913044)"
06-01-2023 17:09:54.198580,"(3.7, 4.2, 4.137)","(7.0, 9.0, 8.89620253164557)","(13.0, 17.5, 17.485714285714288)","(2.9, 3.25, 3.2138157894736845)","(15.0, 19.0, 18.352272727272727)","(19.0, 27.0, 26.642857142857142)","(6.0, 7.2, 7.173109243697479)","(17.0, 23.0, 22.842105263157894)","(71.0, 130.0, 126.5)"
06-01-2023 17:09:57.074420,"(3.7, 4.2, 4.128268551236749)","(7.0, 9.0, 8.921875)","(13.0, 17.5, 17.81679389312977)","(2.9, 3.25, 3.2132882882882883)","(15.0, 19.0, 18.422680412371133)","(19.0, 27.0, 26.65753424657534)","(6.0, 7.4, 7.2302325581395355)","(17.0, 23.0, 22.925925925925927)","(71.0, 130.0, 127.6470588235294)"
06-01-2023 17:09:58.712711,"(3.7, 4.2, 4.092647058823529)","(7.0, 9.0, 8.955357142857142)","(13.0, 18.0, 17.495934959349594)","(2.9, 3.25, 3.21978021978022)","(15.0, 19.0, 18.490909090909092)","(19.0, 27.0, 26.67948717948718)","(6.0, 7.4, 7.36)","(17.0, 23.0, 22.925)","(71.0, 130.0, 128.4)"
06-01-2023 17:10:00.243681,"(3.7, 4.1, 4.087068965517241)","(7.0, 9.0, 8.954545454545455)","(13.0, 17.5, 17.723684210526315)","(2.9, 3.25, 3.219433198380567)","(15.0, 18.5, 18.524271844660195)","(19.0, 27.0, 26.64406779661017)","(6.0, 7.4, 7.377914110429448)","(17.0, 23.0, 22.455696202531644)","(71.0, 130.0, 128.4)"
06-01-2023 17:10:01.731889,"(3.7, 4.1, 4.087068965517241)","(7.0, 9.0, 8.953061224489796)","(13.0, 18.0, 17.72972972972973)","(2.9, 3.25, 3.223409090909091)","(15.0, 19.0, 18.519607843137255)","(20.0, 27.0, 26.60330578512397)","(6.0, 7.4, 7.34375)","(17.0, 23.0, 22.455696202531644)","(71.0, 130.0, 128.4)"
06-01-2023 17:10:03.208693,"(3.7, 4.1, 4.087341772151898)","(7.0, 9.0, 8.951515151515151)","(13.0, 18.0, 17.67142857142857)","(2.9, 3.25, 3.222532188841202)","(15.0, 19.0, 18.552083333333332)","(20.0, 27.0, 26.46153846153846)","(6.0, 7.4, 7.386666666666667)","(17.0, 23.0, 22.283333333333335)","(71.0, 130.0, 126.5625)"
06-01-2023 17:10:04.683878,"(3.7, 4.1, 3.959375)","(7.0, 9.0, 8.96179775280899)","(13.0, 18.0, 17.71794871794872)","(2.9, 3.25, 3.239612676056338)","(15.0, 19.0, 18.557894736842105)","(19.0, 27.0, 26.472868217054263)","(6.0, 7.4, 7.464615384615385)","(17.0, 23.0, 22.28813559322034)","(71.0, 130.0, 127.1875)"
06-01-2023 17:10:06.164391,"(3.7, 4.0, 3.9631250000000002)","(7.0, 9.0, 8.955844155844156)","(13.0, 18.0, 17.704918032786885)","(2.9, 3.25, 3.246505376344086)","(15.0, 19.0, 18.602272727272727)","(19.0, 27.0, 26.285714285714285)","(6.0, 7.6, 7.491489361702127)","(17.0, 23.0, 22.22222222222222)","(71.0, 130.0, 127.27272727272728)"
06-01-2023 17:10:07.637853,"(3.7, 4.0, 3.9993421052631577)","(7.0, 9.0, 8.934883720930232)","(13.0, 18.0, 17.681159420289855)","(2.9, 3.25, 3.2308231173380038)","(15.0, 19.0, 18.59)","(19.0, 27.0, 26.347826086956523)","(6.0, 7.6, 7.556363636363637)","(17.0, 23.0, 21.65277777777778)","(71.0, 130.0, 127.57575757575758)"
06-01-2023 17:10:09.095366,"(3.7, 4.1, 4.087394957983193)","(7.0, 9.0, 8.906666666666666)","(13.0, 18.0, 17.74390243902439)","(2.9, 3.3, 3.2487864077669903)","(15.0, 19.0, 18.61320754716981)","(19.0, 27.0, 26.4)","(6.0, 7.6, 7.563076923076923)","(17.0, 22.0, 21.675324675324674)","(71.0, 130.0, 127.94871794871794)"
06-01-2023 17:10:10.541662,"(3.7, 4.1, 4.087394957983193)","(7.0, 9.0, 8.946153846153846)","(13.0, 18.0, 17.884057971014492)","(2.9, 3.25, 3.2218750000000003)","(15.0, 19.0, 18.60952380952381)","(19.0, 27.0, 26.606060606060606)","(6.0, 7.6, 7.537078651685393)","(17.0, 22.0, 21.88135593220339)","(71.0, 130.0, 127.20930232558139)"
06-01-2023 17:10:11.951557,"(3.7, 4.1, 3.9705128205128206)","(7.0, 9.0, 8.955555555555556)","(13.0, 18.0, 17.674418604651162)","(2.9, 3.3, 3.226923076923077)","(15.0, 19.0, 18.60952380952381)","(20.0, 27.0, 26.606060606060606)","(6.0, 7.6, 7.541860465116279)","(17.0, 22.0, 21.96153846153846)","(71.0, 130.0, 127.20930232558139)"
06-01-2023 17:10:13.396347,"(3.7, 4.1, 4.053191489361702)","(7.0, 9.0, 8.938461538461539)","(13.0, 18.0, 17.857142857142858)","(2.9, 3.25, 3.2043103448275865)","(15.0, 19.0, 18.652542372881356)","(20.0, 27.0, 26.711111111111112)","(6.0, 7.6, 7.556410256410256)","(17.0, 22.0, 21.96153846153846)","(71.0, 130.0, 127.20930232558139)"
06-01-2023 17:10:14.868337,"(3.7, 4.1, 4.053191489361702)","(7.0, 9.0, 8.924137931034483)","(13.0, 18.0, 17.727272727272727)","(2.9, 3.25, 3.1881782945736434)","(15.0, 19.0, 18.737179487179485)","(20.0, 27.0, 26.862068965517242)","(6.0, 7.6, 7.565333333333333)","(17.0, 22.0, 22.5)","(71.0, 130.0, 136.66666666666666)"
06-01-2023 17:10:16.361565,"(3.7, 4.1, 4.02625)","(7.0, 9.0, 8.946153846153846)","(13.0, 18.0, 17.7)","(2.9, 3.2, 3.1853801169590645)","(15.0, 19.0, 18.737179487179485)","(20.0, 27.0, 26.862068965517242)","(6.0, 7.6, 7.5675)","(17.0, 23.0, 22.375)","(71.0, 160.0, 138.4)"
06-01-2023 17:10:17.964489,"(3.7, 4.1, 4.0078125)","(7.0, 9.0, 9.090445859872611)","(13.0, 18.0, 17.203389830508474)","(2.9, 3.2, 3.169189189189189)","(15.0, 19.0, 18.75)","(20.0, 28.0, 27.37037037037037)","(6.0, 7.6, 7.588732394366197)","(17.0, 23.0, 22.571428571428573)","(71.0, 130.0, 129.28571428571428)"
06-01-2023 17:10:19.573720,"(3.7, 4.1, 4.026666666666666)","(7.0, 9.2, 9.087581699346405)","(13.0, 18.5, 17.203389830508474)","(2.9, 3.2, 3.164)","(15.0, 19.0, 18.734177215189874)","(20.0, 28.0, 27.548387096774192)","(6.0, 7.6, 7.588732394366197)","(17.0, 24.0, 23.44)","(71.0, 130.0, 128.125)"
06-01-2023 17:10:21.020332,"(3.7, 4.1, 4.0402714932126695)","(7.0, 9.2, 9.082758620689654)","(13.0, 18.5, 17.1)","(2.9, 3.2, 3.1511627906976742)","(15.0, 19.0, 18.75)","(19.0, 28.0, 27.548387096774192)","(6.0, 7.6, 7.588732394366197)","(17.0, 24.0, 23.384615384615383)","(71.0, 130.0, 128.125)"
06-01-2023 17:10:22.477003,"(3.7, 4.1, 4.0402714932126695)","(7.0, 9.2, 9.082758620689654)","(13.0, 18.0, 17.1)","(2.9, 3.2, 3.1511627906976742)","(15.0, 19.0, 18.765822784810126)","(19.0, 28.0, 27.666666666666668)","(6.0, 7.6, 7.59047619047619)","(17.0, 24.0, 23.692307692307693)","(71.0, 130.0, 128.1818181818182)"
06-01-2023 17:10:23.950316,"(3.6, 4.1, 3.9708823529411768)","(7.0, 9.2, 9.077777777777778)","(13.0, 18.0, 17.266666666666666)","(2.8, 3.2, 3.1818548387096777)","(15.0, 19.0, 18.77777777777778)","(20.0, 28.0, 27.71875)","(6.0, 7.6, 7.574545454545454)","(18.0, 24.0, 23.0)","(71.0, 130.0, 128.1818181818182)"
06-01-2023 17:10:25.389954,"(3.6, 4.0, 3.9708823529411768)","(7.0, 9.2, 9.148837209302325)","(13.0, 18.0, 17.266666666666666)","(2.8, 3.2, 3.1675531914893615)","(15.0, 19.0, 18.75974025974026)","(20.0, 28.0, 27.71875)","(6.0, 7.6, 7.552380952380952)","(18.0, 24.0, 23.0)","(71.0, 130.0, 128.0)"
06-01-2023 17:10:26.776302,"(3.6, 4.0, 3.963135593220339)","(7.0, 9.2, 8.891329479768787)","(13.0, 18.0, 17.678571428571427)","(2.8, 3.2, 3.1603286384976523)","(15.0, 19.0, 18.77027027027027)","(20.0, 28.0, 27.766666666666666)","(6.0, 7.6, 7.570175438596491)","(18.0, 24.0, 23.555555555555557)","(71.0, 130.0, 128.27586206896552)"
06-01-2023 17:10:28.119204,"(3.6, 4.0, 3.970408163265306)","(7.0, 9.0, 8.891329479768787)","(13.0, 18.0, 17.642857142857142)","(2.8, 3.2, 3.163913043478261)","(15.0, 19.0, 18.767123287671232)","(20.0, 28.0, 27.75)","(6.0, 7.6, 7.571428571428571)","(18.0, 24.0, 23.625)","(71.0, 130.0, 128.27586206896552)"
06-01-2023 17:10:29.418815,"(3.6, 4.0, 3.971276595744681)","(7.0, 9.0, 8.883615819209039)","(13.0, 18.0, 17.642857142857142)","(2.8, 3.2, 3.163913043478261)","(15.0, 19.0, 18.767123287671232)","(20.0, 28.0, 27.75)","(6.0, 7.6, 7.571428571428571)","(18.0, 24.0, 23.625)","(71.0, 130.0, 128.27586206896552)"
06-01-2023 17:10:30.757191,"(3.6, 4.0, 3.971276595744681)","(7.0, 9.0, 8.883615819209039)","(13.0, 18.0, 17.642857142857142)","(2.9, 3.2, 3.163913043478261)","(15.0, 19.0, 18.767123287671232)","(20.0, 28.0, 27.75)","(6.0, 7.6, 7.571428571428571)","(18.0, 24.0, 24.307692307692307)","(71.0, 130.0, 128.92857142857142)"
06-01-2023 17:10:32.126955,"(3.6, 4.0, 3.9730978260869567)","(7.0, 9.0, 8.906474820143885)","(13.0, 18.0, 17.214285714285715)","(2.9, 3.2, 3.1375766871165642)","(15.0, 19.0, 18.879310344827587)","(20.0, 28.0, 28.923076923076923)","(6.0, 7.6, 7.664285714285714)","(18.0, 25.0, 24.428571428571427)","(71.0, 130.0, 129.25925925925927)"
06-01-2023 17:10:33.491804,"(3.6, 4.1, 4.0625)","(7.0, 9.0, 8.908450704225352)","(13.0, 18.5, 17.28125)","(2.9, 3.15, 3.138449848024316)","(15.0, 19.0, 18.931372549019606)","(20.0, 29.0, 28.724137931034484)","(6.0, 7.8, 7.723478260869565)","(18.0, 25.0, 24.466666666666665)","(71.0, 130.0, 129.25925925925927)"
06-01-2023 17:10:34.973347,"(3.6, 4.1, 4.061797752808989)","(7.0, 9.0, 8.906474820143885)","(13.0, 18.5, 17.35)","(2.9, 3.15, 3.120180722891566)","(15.0, 19.0, 18.879310344827587)","(20.0, 29.0, 28.724137931034484)","(6.0, 7.8, 7.711111111111111)","(18.0, 25.0, 24.11111111111111)","(71.0, 130.0, 129.25925925925927)"
06-01-2023 17:10:36.499258,"(3.6, 4.1, 4.06518771331058)","(7.5, 9.0, 8.914285714285715)","(13.0, 18.0, 17.071428571428573)","(2.9, 3.15, 3.1239473684210526)","(15.0, 19.0, 18.931372549019606)","(20.0, 29.0, 28.771428571428572)","(6.0, 7.8, 7.569230769230769)","(18.0, 25.0, 24.4)","(81.0, 130.0, 129.25925925925927)"
