,My Compass,King Of All,Lektra Nick,Irenes A Star,Prussian Spirit,Bushmans Prayer,Major China,Why Not Gigi
04-01-2023 16:32:02.712762,"(3.6, 5.5, 4.5)","(4.8, 5.9, 5.53888888888889)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.2, 4.9)","(21.0, 60.0, 41.666666666666664)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.666666666666666)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:03.889564,"(3.6, 5.5, 4.25)","(4.8, 5.9, 5.53888888888889)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.2, 4.716666666666667)","(21.0, 60.0, 41.666666666666664)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.0)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:04.990744,"(3.6, 5.5, 4.25)","(4.8, 5.9, 5.033333333333333)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.3, 5.016666666666667)","(21.0, 60.0, 41.666666666666664)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.0)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:06.068394,"(3.6, 5.5, 4.8)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.9714285714285715)","(21.0, 60.0, 41.666666666666664)","(7.0, 9.0, 8.133333333333333)","(5.5, 7.6, 6.0)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:07.130368,"(3.6, 5.5, 5.1)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.2, 4.9714285714285715)","(21.0, 60.0, 41.666666666666664)","(7.0, 9.2, 8.166666666666666)","(5.5, 7.6, 6.0)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:08.238550,"(3.6, 5.6, 4.9)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.9714285714285715)","(21.0, 60.0, 41.666666666666664)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.0)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:09.318562,"(3.6, 5.6, 4.9)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.9714285714285715)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.7555555555555555)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:10.410245,"(3.6, 5.6, 4.9)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.9714285714285715)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.16)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:11.565887,"(3.6, 5.6, 4.9)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.666666666666667)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.16)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:12.702911,"(3.6, 5.6, 4.9)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.9)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.16)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:13.918575,"(3.6, 5.6, 5.383333333333333)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.2, 4.8)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.6, 6.16)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:15.142383,"(3.6, 5.6, 5.0)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.2, 4.8)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.1)","(5.5, 7.6, 6.16)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:16.326164,"(3.6, 5.6, 5.0)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.2, 4.8)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.1)","(5.5, 7.6, 6.844444444444444)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:17.513526,"(3.6, 5.6, 5.0)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.2, 4.8)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.1)","(5.5, 7.6, 6.32)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:18.623426,"(3.6, 5.6, 5.0)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.2, 4.8)","(21.0, 60.0, 37.85714285714286)","(7.0, 9.0, 8.1)","(5.5, 7.6, 6.32)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:19.732876,"(3.6, 5.6, 5.0)","(4.8, 5.8, 5.5)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.2, 4.833333333333333)","(21.0, 60.0, 35.0)","(7.0, 9.0, 8.1)","(5.5, 7.6, 6.32)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:20.875849,"(3.6, 5.6, 5.416666666666666)","(4.8, 5.8, 5.5)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.0, 4.55)","(21.0, 60.0, 35.0)","(7.0, 9.0, 8.133333333333333)","(5.5, 7.6, 6.266666666666667)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:21.956668,"(3.6, 5.6, 5.1)","(4.8, 5.8, 5.5)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.0, 4.184615384615384)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.6, 6.088888888888889)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:22.964698,"(3.6, 5.6, 5.1)","(4.8, 5.8, 5.5)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.184615384615384)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.6, 6.088888888888889)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:24.053137,"(3.6, 5.6, 5.1)","(4.8, 5.8, 5.5)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.184615384615384)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.6, 7.2)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:25.167317,"(3.6, 5.6, 5.1)","(4.8, 5.8, 5.5)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.135483870967741)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:26.331379,"(3.6, 5.6, 5.1)","(4.8, 5.9, 5.435714285714286)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.2, 4.6)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.2)","(5.5, 7.4, 6.9)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:27.519019,"(3.6, 5.6, 5.449999999999999)","(4.8, 5.9, 5.435714285714286)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.566666666666666)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:28.656975,"(3.6, 5.6, 5.199999999999999)","(4.8, 5.9, 5.435714285714286)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.566666666666666)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:29.837478,"(3.6, 5.6, 5.199999999999999)","(4.8, 5.9, 5.435714285714286)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.566666666666666)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(10.0, 48.0, 38.0)"
04-01-2023 16:32:30.899580,"(3.6, 5.6, 5.199999999999999)","(4.8, 5.9, 5.435714285714286)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.372727272727272)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 7.083333333333334)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:32.096906,"(3.6, 5.6, 5.199999999999999)","(4.8, 5.9, 5.435714285714286)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.372727272727272)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.5)","(10.0, 46.0, 40.8)"
04-01-2023 16:32:33.172394,"(3.6, 5.6, 5.199999999999999)","(4.8, 5.9, 5.435714285714286)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.8)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.5)","(10.0, 44.0, 40.8)"
04-01-2023 16:32:34.185060,"(3.6, 5.6, 5.483333333333333)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.0, 4.429032258064516)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.5)","(10.0, 44.0, 36.0)"
04-01-2023 16:32:35.210966,"(3.6, 5.6, 5.3)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.522222222222222)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.5)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:36.276197,"(3.6, 5.6, 5.3)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.522222222222222)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.5)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:37.468576,"(3.6, 5.6, 5.3)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.522222222222222)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 7.116666666666667)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:38.581920,"(3.6, 5.6, 5.3)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.522222222222222)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.6)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:39.750226,"(3.6, 5.6, 5.3)","(4.8, 5.8, 5.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.522222222222222)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.6)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:40.901755,"(3.6, 5.6, 5.3)","(4.8, 5.8, 5.725)","(10.0, 14.5, 12.653846153846153)","(4.0, 5.1, 4.522222222222222)","(21.0, 60.0, 35.0)","(7.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.6)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:42.038652,"(3.6, 5.6, 5.516666666666667)","(4.8, 5.8, 5.55)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.596774193548387)","(21.0, 60.0, 35.0)","(7.0, 9.0, 8.375)","(5.5, 7.4, 6.6)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:43.174538,"(3.6, 5.7, 5.45)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.093548387096774)","(21.0, 60.0, 45.0)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.4, 6.6)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:44.225415,"(3.6, 5.7, 5.45)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 3.992592592592593)","(21.0, 60.0, 46.0)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.4, 6.6)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:45.283139,"(3.6, 5.7, 5.45)","(4.8, 5.8, 5.4)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 3.992592592592593)","(21.0, 60.0, 43.75)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.4, 6.7)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:46.363427,"(3.6, 5.7, 5.45)","(4.8, 6.6, 5.8)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 3.992592592592593)","(21.0, 60.0, 43.75)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.4, 6.7)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:47.503143,"(3.6, 5.7, 5.45)","(4.8, 6.6, 6.2)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.1033333333333335)","(21.0, 60.0, 43.75)","(7.0, 9.0, 8.166666666666666)","(5.5, 7.4, 6.7)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:48.663815,"(3.6, 5.7, 5.453846153846154)","(4.8, 6.6, 5.4624999999999995)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.17741935483871)","(21.0, 60.0, 43.75)","(7.0, 9.0, 8.75)","(5.5, 7.4, 6.7)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:49.737086,"(3.6, 5.7, 5.453846153846154)","(4.8, 6.4, 5.4375)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.137037037037037)","(21.0, 60.0, 43.75)","(7.0, 10.0, 8.75)","(5.5, 7.4, 6.7)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:50.872239,"(3.6, 5.7, 5.453846153846154)","(4.8, 6.2, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.137037037037037)","(21.0, 60.0, 43.75)","(7.0, 10.0, 8.75)","(5.5, 7.4, 6.7)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:52.016569,"(3.6, 5.7, 5.453846153846154)","(4.8, 6.2, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.137037037037037)","(21.0, 60.0, 43.75)","(7.0, 10.0, 8.75)","(5.5, 7.4, 6.2)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:53.172160,"(3.6, 5.7, 5.453846153846154)","(4.8, 6.2, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.137037037037037)","(21.0, 60.0, 43.75)","(7.0, 10.0, 8.75)","(5.5, 7.4, 6.4526315789473685)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:54.369831,"(3.6, 5.7, 5.453846153846154)","(4.8, 6.2, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.261290322580645)","(21.0, 60.0, 43.75)","(7.0, 10.0, 8.75)","(5.5, 7.4, 6.466666666666667)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:55.487913,"(3.6, 5.6, 4.838095238095238)","(4.8, 6.2, 5.85)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.137037037037037)","(21.0, 60.0, 43.75)","(7.0, 10.0, 9.666666666666666)","(5.5, 7.4, 6.466666666666667)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:56.549422,"(3.6, 5.5, 4.8)","(4.8, 6.2, 5.85)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.329629629629629)","(21.0, 60.0, 43.75)","(7.0, 10.5, 9.0625)","(5.5, 7.4, 6.466666666666667)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:57.657672,"(3.6, 5.4, 5.300000000000001)","(4.8, 6.2, 5.85)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.329629629629629)","(21.0, 60.0, 43.75)","(7.0, 10.5, 9.36)","(5.5, 7.4, 6.466666666666667)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:58.692983,"(3.6, 5.5, 4.95)","(4.8, 6.6, 5.866666666666666)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.329629629629629)","(21.0, 60.0, 43.75)","(7.0, 10.0, 9.36)","(5.5, 7.4, 6.466666666666667)","(10.0, 48.0, 36.0)"
04-01-2023 16:32:59.757785,"(3.6, 5.5, 4.95)","(4.8, 6.6, 5.866666666666666)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.329629629629629)","(21.0, 60.0, 43.75)","(7.0, 10.0, 8.933333333333334)","(5.5, 7.4, 6.428571428571429)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:00.923633,"(3.6, 5.5, 4.95)","(4.8, 6.6, 5.866666666666666)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.342105263157895)","(21.0, 60.0, 43.75)","(7.0, 10.0, 9.28)","(5.5, 7.2, 6.0)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:02.021927,"(3.6, 5.5, 5.333333333333333)","(4.8, 6.6, 5.866666666666666)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.342105263157895)","(21.0, 60.0, 43.75)","(7.0, 10.0, 8.8)","(5.5, 7.0, 6.0)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:03.229169,"(3.6, 5.5, 5.05)","(4.8, 6.6, 6.225)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.531578947368421)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.0, 6.0)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:04.305986,"(3.6, 5.5, 5.05)","(4.8, 6.6, 6.225)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.531578947368421)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.0, 6.0)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:05.327041,"(3.6, 5.5, 5.05)","(4.8, 6.6, 6.225)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.531578947368421)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.0, 6.0)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:06.545440,"(3.6, 5.5, 5.05)","(4.8, 6.6, 6.385714285714285)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.531578947368421)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.0, 6.6)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:07.729036,"(3.6, 5.5, 5.05)","(4.8, 6.6, 5.85)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.531578947368421)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.0, 5.807142857142857)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:08.839070,"(3.6, 5.5, 5.05)","(4.8, 6.6, 5.9)","(10.0, 15.0, 12.4)","(4.0, 5.1, 4.531578947368421)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.74)","(5.5, 7.2, 5.807142857142857)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:09.915363,"(3.6, 5.5, 5.0636363636363635)","(4.8, 6.6, 6.383333333333333)","(10.0, 15.0, 12.4)","(4.0, 5.1, 4.531578947368421)","(21.0, 60.0, 40.0)","(7.0, 10.0, 8.8)","(5.5, 7.2, 5.807142857142857)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:10.889765,"(3.6, 5.5, 4.8999999999999995)","(4.8, 6.6, 6.0)","(10.0, 15.0, 14.678571428571429)","(4.0, 5.1, 4.531578947368421)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.2, 5.807142857142857)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:11.884498,"(3.6, 5.5, 5.15)","(4.8, 6.6, 6.0)","(10.0, 15.0, 14.735294117647058)","(4.0, 5.1, 4.160869565217391)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.2, 5.807142857142857)","(10.0, 48.0, 44.0)"
04-01-2023 16:33:12.936986,"(3.6, 5.5, 5.15)","(4.8, 6.6, 6.0)","(10.0, 15.0, 14.735294117647058)","(4.0, 5.1, 4.010526315789474)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.2, 5.807142857142857)","(10.0, 48.0, 41.333333333333336)"
04-01-2023 16:33:14.023945,"(3.6, 5.5, 5.15)","(4.8, 6.6, 6.0)","(10.0, 15.0, 14.735294117647058)","(4.0, 5.1, 4.010526315789474)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.2, 6.188888888888889)","(10.0, 48.0, 41.333333333333336)"
04-01-2023 16:33:15.048544,"(3.6, 5.5, 5.15)","(4.8, 6.6, 6.0)","(10.0, 15.0, 14.735294117647058)","(4.0, 5.1, 4.010526315789474)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.2, 5.992857142857143)","(10.0, 48.0, 41.333333333333336)"
04-01-2023 16:33:16.126605,"(3.6, 5.5, 5.25)","(4.8, 6.6, 6.0)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.010526315789474)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.2, 5.992857142857143)","(10.0, 48.0, 41.333333333333336)"
04-01-2023 16:33:17.252715,"(3.6, 5.5, 5.25)","(4.8, 6.6, 5.55)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.475)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.2, 5.992857142857143)","(10.0, 48.0, 41.333333333333336)"
04-01-2023 16:33:18.338905,"(3.6, 5.5, 5.25)","(4.8, 6.6, 5.65)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.0, 4.257894736842105)","(21.0, 60.0, 40.0)","(7.0, 9.8, 8.8)","(5.5, 7.2, 5.992857142857143)","(10.0, 48.0, 41.333333333333336)"
04-01-2023 16:33:19.379783,"(3.6, 5.5, 5.25)","(4.8, 6.6, 5.65)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.257894736842105)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.2, 5.992857142857143)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:20.350483,"(3.6, 5.5, 5.25)","(4.8, 6.6, 5.65)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.257894736842105)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.2, 6.333333333333333)","(10.0, 48.0, 40.0)"
04-01-2023 16:33:21.370474,"(3.6, 5.5, 5.25)","(4.8, 6.6, 5.65)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.257894736842105)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.2, 6.283333333333333)","(10.0, 46.0, 39.42857142857143)"
04-01-2023 16:33:22.384769,"(3.6, 5.5, 5.433333333333334)","(4.8, 6.6, 5.65)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.257894736842105)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.74)","(5.5, 7.2, 6.283333333333333)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:23.489542,"(3.6, 5.6, 5.225)","(4.8, 6.6, 5.65)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.257894736842105)","(21.0, 60.0, 42.857142857142854)","(7.0, 10.0, 8.8)","(5.5, 7.2, 6.283333333333333)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:24.594060,"(3.6, 5.6, 5.225)","(4.8, 6.6, 6.3)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.414285714285715)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.2, 6.283333333333333)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:25.662268,"(3.6, 5.6, 5.225)","(4.8, 6.6, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.426315789473684)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.2, 6.283333333333333)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:26.742444,"(3.6, 5.6, 5.225)","(4.8, 6.6, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.426315789473684)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.2, 6.283333333333333)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:27.793023,"(3.6, 5.6, 5.225)","(4.8, 6.6, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.426315789473684)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.2, 6.8428571428571425)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:28.896687,"(3.6, 5.6, 4.19375)","(4.8, 6.6, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.426315789473684)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.0, 6.8428571428571425)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:29.922200,"(3.6, 5.4, 4.85)","(4.8, 6.6, 5.75)","(10.0, 15.0, 14.416666666666668)","(4.0, 5.1, 4.426315789473684)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.0, 6.8428571428571425)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:30.933350,"(3.6, 5.4, 4.85)","(4.8, 6.6, 5.75)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.426315789473684)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.0, 6.816666666666666)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:31.918822,"(3.6, 5.3, 4.8)","(4.8, 6.6, 6.333333333333333)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.426315789473684)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.8)","(5.5, 7.0, 6.5)","(10.0, 48.0, 39.42857142857143)"
04-01-2023 16:33:32.967910,"(3.6, 5.3, 4.8)","(4.8, 6.6, 5.85)","(10.0, 15.0, 14.333333333333332)","(4.0, 5.1, 4.566666666666666)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.5)","(5.5, 7.0, 6.5)","(10.0, 48.0, 36.6)"
04-01-2023 16:33:34.019552,"(3.6, 5.3, 4.8)","(4.8, 6.6, 5.85)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.594736842105263)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.8, 8.899999999999999)","(5.5, 7.0, 6.5)","(10.0, 48.0, 34.5)"
04-01-2023 16:33:35.065688,"(3.6, 5.4, 4.666666666666667)","(4.8, 6.6, 5.85)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.594736842105263)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.6, 8.899999999999999)","(5.5, 7.0, 6.644444444444445)","(10.0, 48.0, 34.5)"
04-01-2023 16:33:36.092787,"(3.6, 5.4, 4.666666666666667)","(4.8, 6.6, 5.85)","(10.0, 15.0, 14.636363636363637)","(4.0, 5.1, 4.594736842105263)","(21.0, 60.0, 42.857142857142854)","(7.0, 9.6, 8.899999999999999)","(5.5, 7.0, 6.644444444444445)","(10.0, 48.0, 40.285714285714285)"
