,My Compass,King Of All,Lektra Nick,Irenes A Star,Prussian Spirit,Bushmans Prayer,Major China,Why Not Gigi
04-01-2023 16:10:53.321881,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:10:54.400135,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:10:55.534916,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:10:56.710556,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:10:57.819314,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:10:59.028156,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:00.195248,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:01.348951,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:02.419328,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:03.544155,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:04.766994,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:06.013985,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.371428571428572)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:07.262318,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.35)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:08.402507,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:09.566957,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:10.731262,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:11.980723,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:13.146574,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:14.371159,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:15.534891,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:16.662253,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:17.913669,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:19.115168,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:20.310066,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:21.644890,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:22.911219,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:24.073888,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:25.279043,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:26.525241,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:27.761117,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:28.924098,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:30.223358,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:31.454241,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:32.607882,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:34.206101,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:35.473584,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.0)"
04-01-2023 16:11:36.807276,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 48.0, 29.636363636363637)"
04-01-2023 16:11:38.379703,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 46.0, 31.6)"
04-01-2023 16:11:39.905066,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 46.0, 31.6)"
04-01-2023 16:11:41.262084,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 46.0, 31.6)"
04-01-2023 16:11:42.641835,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 46.0, 31.6)"
04-01-2023 16:11:44.041848,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 46.0, 31.6)"
04-01-2023 16:11:45.301017,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.502702702702702)","(10.0, 46.0, 31.6)"
04-01-2023 16:11:46.456756,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.305882352941176)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.494444444444445)","(10.0, 46.0, 42.57142857142857)"
04-01-2023 16:11:47.680371,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 7.142857142857142)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 8.494444444444445)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:48.904955,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:50.121850,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:51.368540,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:52.692849,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:53.825988,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:55.029710,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:56.277374,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:57.609098,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:11:59.412286,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:00.826935,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:02.186359,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:03.558884,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 40.85714285714286)"
04-01-2023 16:12:05.069741,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:06.602614,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:07.976613,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:09.304759,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:10.621886,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:11.892957,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:13.226369,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:14.652125,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:15.811191,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:17.061665,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:18.316460,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:19.734419,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:21.303843,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:22.663724,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:24.175790,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 11.5, 9.314285714285715)","(5.0, 9.8, 6.514285714285714)","(10.0, 46.0, 40.85714285714286)"
04-01-2023 16:12:26.021158,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:27.920858,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:29.230175,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:30.503322,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:31.805106,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:33.165415,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:35.104817,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:36.683523,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
04-01-2023 16:12:38.154786,"(3.7, 5.6, 3.9478260869565216)","(4.8, 8.2, 5.5)","(10.0, 17.5, 14.466666666666667)","(3.9, 5.8, 4.953260869565217)","(21.0, 60.0, 32.8125)","(7.0, 12.0, 8.0)","(5.0, 9.8, 6.514285714285714)","(10.0, 48.0, 42.57142857142857)"
