,Goldngalaxy,Mata Ole Le Afa,Sheza Adda,Times Tickin,Last Mini Minor,Brooklyn Mai Tai
07-12-2022 13:33:59.184366,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:00.117077,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:01.148647,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:02.186876,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:03.118821,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:04.045902,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:05.049014,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:06.059464,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:07.038766,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:07.991204,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:09.010899,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:09.945493,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:10.858856,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:11.893775,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:12.817692,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:13.714242,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:14.713186,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:15.722625,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:16.676896,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.31)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:17.656642,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:18.698812,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:19.720885,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:20.643218,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:21.540641,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:22.487597,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:23.372902,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:24.356061,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:25.263768,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:26.182405,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:27.129234,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:28.049706,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:29.055826,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.733333333333333)"
07-12-2022 13:34:30.019342,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.971428571428572)"
07-12-2022 13:34:31.154822,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.971428571428572)"
07-12-2022 13:34:32.271182,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.971428571428572)"
07-12-2022 13:34:33.265757,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.971428571428572)"
07-12-2022 13:34:34.135837,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.971428571428572)"
07-12-2022 13:34:35.075961,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.971428571428572)"
07-12-2022 13:34:36.131709,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.971428571428572)"
07-12-2022 13:34:37.094786,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.971428571428572)"
07-12-2022 13:34:38.086556,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.3)"
07-12-2022 13:34:39.117141,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.3)"
07-12-2022 13:34:40.146866,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.3)"
07-12-2022 13:34:41.087050,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.57142857142857)","(8.0, 12.0, 10.3)"
07-12-2022 13:34:42.017959,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.3)"
07-12-2022 13:34:42.974602,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.64)"
07-12-2022 13:34:43.970348,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.64)"
07-12-2022 13:34:44.965002,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.64)"
07-12-2022 13:34:45.989455,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.64)"
07-12-2022 13:34:47.037498,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.64)"
07-12-2022 13:34:48.040442,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.64)"
07-12-2022 13:34:49.001373,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.64)"
07-12-2022 13:34:49.891186,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 38.5)","(8.0, 12.0, 10.64)"
07-12-2022 13:34:50.833733,"(2.1, 2.88, 2.51)","(1.7, 2.5, 2.4472727272727273)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 40.0, 55.0)","(8.0, 12.0, 13.025)"
07-12-2022 13:34:51.809690,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4171428571428573)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 90.0, 55.0)","(8.0, 14.5, 11.84)"
07-12-2022 13:34:52.808479,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4171428571428573)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 85.0, 63.0)","(8.0, 14.0, 12.266666666666667)"
07-12-2022 13:34:53.908392,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4171428571428573)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 85.0, 71.25)","(8.0, 14.0, 12.266666666666667)"
07-12-2022 13:34:54.901006,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4050000000000002)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 85.0, 63.0)","(8.0, 14.0, 10.88888888888889)"
07-12-2022 13:34:55.787045,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4050000000000002)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 85.0, 63.0)","(8.0, 13.5, 10.88888888888889)"
07-12-2022 13:34:56.812545,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4050000000000002)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 80.0, 72.85714285714286)","(8.0, 13.5, 11.6)"
07-12-2022 13:34:57.843663,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4050000000000002)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 80.0, 63.75)","(8.0, 13.0, 11.6)"
07-12-2022 13:34:58.720363,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4050000000000002)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.0)"
07-12-2022 13:34:59.843161,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4050000000000002)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.4)"
07-12-2022 13:35:00.791628,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4050000000000002)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.666666666666666)"
07-12-2022 13:35:01.763987,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4050000000000002)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.666666666666666)"
07-12-2022 13:35:02.648411,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.666666666666666)"
07-12-2022 13:35:03.534773,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.666666666666666)"
07-12-2022 13:35:04.434920,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:05.423207,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:06.436591,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:07.614149,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:08.620336,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:09.576213,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:10.486330,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:11.417273,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.376)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:12.395252,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.4833333333333334)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 75.0, 63.75)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:13.339003,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 70.0, 64.28571428571428)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:14.327226,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 70.0, 64.28571428571428)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:15.325013,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:16.188740,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:17.112088,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:18.021563,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:18.949221,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 119.16666666666666)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:19.996276,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:20.957891,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:21.835225,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:22.698152,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:23.600974,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:24.511064,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:25.399277,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:26.396850,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:27.333256,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 205.0)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:28.360927,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:29.231153,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:30.264773,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:31.276491,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:32.232588,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.372)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:33.195227,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.34)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:34.130061,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.34)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:35.099062,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.34)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:35.977942,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:36.874172,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:37.834825,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 11.733333333333333)"
07-12-2022 13:35:38.774866,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 10.6)"
07-12-2022 13:35:39.722170,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 10.6)"
07-12-2022 13:35:40.612592,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 10.6)"
07-12-2022 13:35:41.575172,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 10.6)"
07-12-2022 13:35:42.472629,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 10.6)"
07-12-2022 13:35:43.359632,"(2.1, 2.88, 2.685)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 10.6)"
07-12-2022 13:35:44.285658,"(2.1, 2.36, 2.2114285714285713)","(1.7, 2.5, 2.466)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 10.6)"
07-12-2022 13:35:45.242957,"(2.1, 2.88, 2.8166666666666664)","(1.7, 2.5, 2.458)","(26.0, 46.0, 37.0)","(81.0, 340.0, 245.76923076923077)","(26.0, 65.0, 43.0)","(8.0, 13.0, 10.6)"
