,Goldngalaxy,Mata Ole Le Afa,Sheza Adda,Times Tickin,Last Mini Minor,Brooklyn Mai Tai
07-12-2022 13:39:08.623762,"(2.1, 2.7, 2.433333333333333)","(1.7, 2.3, 2.2319999999999998)","(26.0, 42.0, 34.8)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:09.784481,"(2.1, 2.7, 2.433333333333333)","(1.7, 2.3, 2.2319999999999998)","(26.0, 42.0, 33.0)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:10.938595,"(2.1, 2.7, 2.4066666666666667)","(1.7, 2.3, 2.2319999999999998)","(26.0, 42.0, 36.333333333333336)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:12.150941,"(2.1, 2.7, 2.4066666666666667)","(1.7, 2.3, 2.2319999999999998)","(26.0, 42.0, 36.333333333333336)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:13.205421,"(2.1, 2.7, 2.6580000000000004)","(1.7, 2.3, 2.2319999999999998)","(26.0, 42.0, 39.38461538461539)","(81.0, 170.0, 145.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:14.285761,"(2.1, 2.7, 2.6384615384615384)","(1.7, 2.3, 2.2319999999999998)","(26.0, 42.0, 38.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:15.424883,"(2.1, 2.7, 2.655555555555556)","(1.7, 2.3, 2.2319999999999998)","(26.0, 42.0, 38.6)","(81.0, 170.0, 158.33333333333331)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:16.519175,"(2.1, 2.7, 2.5914285714285716)","(1.7, 2.3, 2.2319999999999998)","(26.0, 42.0, 38.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:17.657706,"(2.1, 2.7, 2.46)","(1.7, 2.28, 2.1999999999999997)","(26.0, 42.0, 37.14285714285714)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:18.869633,"(2.1, 2.7, 2.46)","(1.7, 2.26, 2.1999999999999997)","(26.0, 42.0, 37.14285714285714)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:20.128497,"(2.1, 2.7, 2.46)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 35.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:21.212195,"(2.1, 2.7, 2.6575)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 35.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:22.625642,"(2.1, 2.7, 2.641818181818182)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 38.0)","(81.0, 170.0, 155.71428571428572)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:23.903672,"(2.1, 2.7, 2.641818181818182)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 35.6)","(81.0, 170.0, 154.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.571428571428571)"
07-12-2022 13:39:25.042806,"(2.1, 2.7, 2.66)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 34.8)","(81.0, 170.0, 154.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 11.5)"
07-12-2022 13:39:26.267719,"(2.1, 2.7, 2.641818181818182)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 34.8)","(81.0, 170.0, 154.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 11.5)"
07-12-2022 13:39:27.454045,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 34.8)","(81.0, 170.0, 154.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.65)"
07-12-2022 13:39:28.696516,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 34.8)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 11.68)"
07-12-2022 13:39:29.812464,"(2.1, 2.7, 2.6142857142857143)","(1.7, 2.26, 2.2406666666666664)","(26.0, 42.0, 36.0)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.84)"
07-12-2022 13:39:30.965851,"(2.1, 2.7, 2.513333333333333)","(1.7, 2.26, 2.1824999999999997)","(26.0, 42.0, 36.333333333333336)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.84)"
07-12-2022 13:39:32.195601,"(2.1, 2.7, 2.513333333333333)","(1.7, 2.26, 2.1824999999999997)","(26.0, 42.0, 37.5)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 12.84)"
07-12-2022 13:39:33.226140,"(2.1, 2.7, 2.513333333333333)","(1.7, 2.26, 2.1824999999999997)","(26.0, 42.0, 37.5)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 11.68)"
07-12-2022 13:39:34.286691,"(2.1, 2.7, 2.55)","(1.7, 2.26, 2.2399999999999998)","(26.0, 42.0, 33.5)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 9.94)"
07-12-2022 13:39:35.396398,"(2.1, 2.7, 2.55)","(1.7, 2.26, 2.2399999999999998)","(26.0, 42.0, 37.14285714285714)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 14.0, 11.08)"
07-12-2022 13:39:36.423520,"(2.1, 2.7, 2.55)","(1.7, 2.26, 2.1666666666666665)","(26.0, 42.0, 37.14285714285714)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 13.0, 10.78)"
07-12-2022 13:39:37.698859,"(2.1, 2.7, 2.526666666666667)","(1.7, 2.26, 2.17)","(26.0, 42.0, 35.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:38.927149,"(2.1, 2.7, 2.526666666666667)","(1.7, 2.26, 2.17)","(26.0, 42.0, 35.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:40.083137,"(2.1, 2.7, 2.526666666666667)","(1.7, 2.26, 2.17)","(26.0, 42.0, 35.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:41.348870,"(2.1, 2.7, 2.526666666666667)","(1.7, 2.26, 2.17)","(26.0, 42.0, 35.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:42.680343,"(2.1, 2.7, 2.55)","(1.7, 2.26, 2.17)","(26.0, 42.0, 37.5)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:43.930336,"(2.1, 2.7, 2.55)","(1.7, 2.26, 2.17)","(26.0, 42.0, 33.5)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:45.276775,"(2.1, 2.7, 2.526666666666667)","(1.7, 2.26, 2.17)","(26.0, 42.0, 37.14285714285714)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:46.704589,"(2.1, 2.7, 2.526666666666667)","(1.7, 2.26, 2.17)","(26.0, 42.0, 39.38461538461539)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:48.044075,"(2.1, 2.7, 2.6422222222222222)","(1.7, 2.26, 2.17)","(26.0, 42.0, 39.38461538461539)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:49.500815,"(2.1, 2.7, 2.5533333333333332)","(1.7, 2.3, 2.214285714285714)","(26.0, 42.0, 38.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:50.831362,"(2.1, 2.7, 2.626666666666667)","(1.7, 2.3, 2.214285714285714)","(26.0, 42.0, 35.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:52.266289,"(2.1, 2.7, 2.6371428571428575)","(1.7, 2.3, 2.145)","(26.0, 42.0, 35.6)","(81.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:53.526410,"(2.1, 2.7, 2.58)","(1.7, 2.3, 2.145)","(26.0, 42.0, 35.6)","(81.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:55.074086,"(2.1, 2.7, 2.58)","(1.7, 2.3, 2.145)","(26.0, 42.0, 34.8)","(81.0, 170.0, 152.85714285714286)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:56.362875,"(2.1, 2.7, 2.58)","(1.7, 2.3, 2.145)","(26.0, 42.0, 34.8)","(81.0, 170.0, 152.85714285714286)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:57.581026,"(2.1, 2.7, 2.54)","(1.7, 2.3, 2.145)","(26.0, 42.0, 34.8)","(81.0, 170.0, 152.85714285714286)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:58.769704,"(2.1, 2.7, 2.6371428571428575)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.5)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:39:59.913937,"(2.1, 2.7, 2.566666666666667)","(1.7, 2.3, 2.145)","(26.0, 42.0, 34.8)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:01.000779,"(2.1, 2.7, 2.648)","(1.7, 2.3, 2.145)","(26.0, 42.0, 34.8)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:02.305667,"(2.1, 2.7, 2.678)","(1.7, 2.3, 2.145)","(26.0, 42.0, 34.8)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:03.578891,"(2.1, 2.7, 2.6)","(1.7, 2.3, 2.145)","(26.0, 42.0, 38.4)","(81.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:04.750603,"(2.1, 2.7, 2.6485714285714286)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.333333333333336)","(81.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:05.953842,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.333333333333336)","(81.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:07.257519,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.333333333333336)","(81.0, 170.0, 160.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:08.471321,"(2.1, 2.7, 2.679047619047619)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.333333333333336)","(81.0, 170.0, 160.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:09.608518,"(2.1, 2.7, 2.655555555555556)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.333333333333336)","(81.0, 170.0, 148.57142857142856)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:10.878653,"(2.1, 2.7, 2.655555555555556)","(1.7, 2.3, 2.145)","(26.0, 42.0, 30.0)","(81.0, 170.0, 148.57142857142856)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:12.173006,"(2.1, 2.7, 2.655555555555556)","(1.7, 2.3, 2.145)","(26.0, 42.0, 30.0)","(81.0, 170.0, 148.57142857142856)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:13.420492,"(2.1, 2.7, 2.6)","(1.7, 2.3, 2.145)","(26.0, 42.0, 30.0)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:14.550825,"(2.1, 2.7, 2.62)","(1.7, 2.3, 2.145)","(26.0, 42.0, 35.6)","(81.0, 170.0, 161.76470588235293)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:15.692652,"(2.1, 2.7, 2.655555555555556)","(1.7, 2.3, 2.145)","(26.0, 42.0, 35.6)","(81.0, 170.0, 161.76470588235293)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:16.772087,"(2.1, 2.7, 2.655555555555556)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.0)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 11.544444444444444)"
07-12-2022 13:40:17.997781,"(2.1, 2.7, 2.628)","(1.7, 2.3, 2.145)","(26.0, 42.0, 35.2)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 9.766666666666667)"
07-12-2022 13:40:19.168452,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.106)","(26.0, 42.0, 38.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 9.766666666666667)"
07-12-2022 13:40:20.349783,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 38.6)","(81.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 9.766666666666667)"
07-12-2022 13:40:21.530613,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 35.6)","(81.0, 170.0, 155.71428571428572)","(26.0, 55.0, 39.666666666666664)","(8.0, 12.5, 9.766666666666667)"
07-12-2022 13:40:22.740324,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 38.0)","(91.0, 170.0, 155.71428571428572)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 9.766666666666667)"
07-12-2022 13:40:23.861258,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 38.0)","(91.0, 170.0, 161.66666666666669)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 9.766666666666667)"
07-12-2022 13:40:24.991186,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 35.6)","(91.0, 170.0, 155.71428571428572)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 9.766666666666667)"
07-12-2022 13:40:26.211529,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 35.6)","(91.0, 170.0, 155.71428571428572)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 9.766666666666667)"
07-12-2022 13:40:27.398459,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 30.666666666666668)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 9.766666666666667)"
07-12-2022 13:40:28.617364,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 30.666666666666668)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 9.766666666666667)"
07-12-2022 13:40:29.790662,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 36.333333333333336)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:31.014790,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 36.333333333333336)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:32.203818,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 36.333333333333336)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:33.347510,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 36.333333333333336)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:34.657806,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 30.666666666666668)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:35.993359,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 36.333333333333336)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:37.324095,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 38.6)","(91.0, 170.0, 152.85714285714286)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:38.569969,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 39.733333333333334)","(91.0, 170.0, 162.94117647058823)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:39.843062,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 39.16666666666667)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:41.112459,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 38.22222222222222)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:42.444632,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 38.22222222222222)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:43.595144,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 38.22222222222222)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:44.795817,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 35.6)","(91.0, 170.0, 148.57142857142856)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 10.94)"
07-12-2022 13:40:46.604615,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 35.6)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 10.94)"
07-12-2022 13:40:47.898301,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 35.6)","(91.0, 170.0, 158.33333333333331)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 10.94)"
07-12-2022 13:40:49.024385,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.28, 2.106)","(26.0, 42.0, 35.6)","(91.0, 170.0, 150.0)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 10.94)"
07-12-2022 13:40:50.181565,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 35.2)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 10.94)"
07-12-2022 13:40:51.423919,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.333333333333336)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 10.94)"
07-12-2022 13:40:52.557063,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 40.72)","(91.0, 170.0, 152.85714285714286)","(26.0, 55.0, 39.666666666666664)","(8.5, 12.5, 10.94)"
07-12-2022 13:40:53.769250,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 40.72)","(91.0, 170.0, 152.85714285714286)","(26.0, 55.0, 42.5)","(8.5, 12.5, 10.94)"
07-12-2022 13:40:55.096921,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 150.0)","(26.0, 55.0, 42.5)","(8.5, 12.5, 11.754545454545454)"
07-12-2022 13:40:56.526310,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 42.5)","(8.5, 12.5, 11.633333333333333)"
07-12-2022 13:40:57.811156,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 42.5)","(8.5, 12.5, 11.9)"
07-12-2022 13:40:59.045706,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 146.66666666666666)","(26.0, 55.0, 42.5)","(8.5, 12.5, 11.9)"
07-12-2022 13:41:00.254357,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.4)","(91.0, 170.0, 152.85714285714286)","(26.0, 55.0, 42.5)","(8.5, 12.5, 11.525)"
07-12-2022 13:41:01.446879,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 38.5)","(91.0, 170.0, 150.0)","(26.0, 55.0, 42.5)","(8.5, 12.5, 11.442857142857143)"
07-12-2022 13:41:02.695432,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 38.5)","(91.0, 170.0, 150.0)","(26.0, 55.0, 46.6)","(8.5, 12.5, 11.442857142857143)"
07-12-2022 13:41:03.939380,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 150.0)","(31.0, 55.0, 46.6)","(9.0, 12.5, 11.475)"
07-12-2022 13:41:05.254048,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 150.0)","(31.0, 55.0, 42.5)","(9.0, 12.5, 10.55)"
07-12-2022 13:41:06.508374,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 123.33333333333333)","(31.0, 55.0, 42.5)","(9.0, 12.5, 10.55)"
07-12-2022 13:41:07.862120,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.4)","(91.0, 170.0, 148.57142857142856)","(31.0, 55.0, 46.6)","(9.0, 12.5, 10.55)"
07-12-2022 13:41:09.118036,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.4)","(91.0, 170.0, 150.0)","(31.0, 55.0, 46.6)","(9.0, 12.5, 11.385714285714286)"
07-12-2022 13:41:10.268839,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.4)","(91.0, 170.0, 150.0)","(31.0, 55.0, 46.6)","(9.0, 12.5, 10.65)"
07-12-2022 13:41:11.373413,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 150.0)","(31.0, 55.0, 48.75)","(9.0, 12.5, 11.677777777777777)"
07-12-2022 13:41:12.540686,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 146.66666666666666)","(31.0, 55.0, 48.75)","(9.0, 12.5, 11.677777777777777)"
07-12-2022 13:41:13.711321,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 146.66666666666666)","(31.0, 55.0, 48.75)","(9.0, 12.5, 10.65)"
07-12-2022 13:41:14.946792,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.4)","(91.0, 170.0, 152.85714285714286)","(31.0, 55.0, 48.75)","(9.0, 12.5, 10.65)"
07-12-2022 13:41:16.176797,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.4)","(91.0, 170.0, 152.85714285714286)","(31.0, 55.0, 46.6)","(9.0, 12.5, 11.5)"
07-12-2022 13:41:17.499390,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.4)","(91.0, 170.0, 146.66666666666666)","(31.0, 55.0, 46.6)","(9.0, 12.5, 11.5)"
07-12-2022 13:41:18.738856,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 146.66666666666666)","(31.0, 55.0, 46.6)","(9.0, 12.5, 11.5)"
07-12-2022 13:41:19.944883,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 37.0)","(91.0, 170.0, 146.66666666666666)","(31.0, 55.0, 46.6)","(9.0, 12.5, 10.65)"
07-12-2022 13:41:21.295654,"(2.1, 2.7, 2.5933333333333333)","(1.7, 2.3, 2.145)","(26.0, 42.0, 36.4)","(91.0, 170.0, 150.0)","(31.0, 55.0, 48.75)","(9.0, 12.5, 11.5)"
