,Dark Harmony,Eddy Street,Elroy,Johnny Utah,Kureder,Kalends,Daring Diego,Heroic Miss,Mission Of Love,Chaysen The King,Chicka,Mishani Supreme
11-01-2023 15:49:28.628691,"(3.2, 3.35, 3.334375)","(31.0, 40.0, 39.111111111111114)","(81.0, 140.0, 114.5)","(17.0, 18.5, 18.166666666666668)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.466666666666667)","(7.0, 8.6, 8.48)","(20.0, 44.0, 42.0)","(3.3, 3.75, 3.74)","(41.0, 95.0, 89.0)","(101.0, 180.0, 165.0)","(51.0, 70.0, 60.77777777777778)"
11-01-2023 15:49:30.252247,"(3.2, 3.35, 3.336666666666667)","(31.0, 40.0, 37.75)","(81.0, 140.0, 114.5)","(17.0, 18.5, 18.166666666666668)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.466666666666667)","(7.0, 8.6, 8.471428571428572)","(20.0, 44.0, 42.0)","(3.3, 3.75, 3.74)","(41.0, 95.0, 90.83333333333334)","(101.0, 170.0, 165.0)","(51.0, 65.0, 60.77777777777778)"
11-01-2023 15:49:31.860962,"(3.2, 3.35, 3.3069306930693068)","(31.0, 40.0, 38.73684210526316)","(81.0, 140.0, 114.5)","(17.0, 18.5, 18.3)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.555555555555555)","(7.0, 8.6, 8.487499999999999)","(20.0, 44.0, 42.0)","(3.3, 3.75, 3.730985915492958)","(41.0, 95.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 55.5)"
11-01-2023 15:49:33.403764,"(3.2, 3.35, 3.3069306930693068)","(31.0, 40.0, 38.73684210526316)","(81.0, 140.0, 114.5)","(17.0, 18.5, 18.3)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.733333333333333)","(7.0, 8.6, 8.487499999999999)","(20.0, 44.0, 42.0)","(3.3, 3.75, 3.730985915492958)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 55.5)"
11-01-2023 15:49:34.917138,"(3.2, 3.35, 3.3069306930693068)","(31.0, 40.0, 38.73684210526316)","(81.0, 140.0, 114.5)","(17.0, 18.5, 18.3)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.733333333333333)","(7.0, 8.6, 8.487499999999999)","(20.0, 44.0, 42.0)","(3.3, 3.75, 3.7295454545454545)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 55.5)"
11-01-2023 15:49:36.453308,"(3.2, 3.35, 3.3069306930693068)","(31.0, 40.0, 37.333333333333336)","(81.0, 140.0, 114.5)","(17.0, 18.5, 17.035714285714285)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 8.1)","(7.0, 8.6, 8.487499999999999)","(20.0, 44.0, 42.0)","(3.3, 3.75, 3.7582089552238807)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 58.0)"
11-01-2023 15:49:37.917075,"(3.2, 3.35, 3.3069306930693068)","(31.0, 40.0, 37.333333333333336)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.205882352941178)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.2, 7.733333333333333)","(7.0, 8.6, 8.487499999999999)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7582089552238807)","(41.0, 100.0, 90.83333333333334)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:39.415744,"(3.2, 3.4, 3.3506060606060606)","(31.0, 40.0, 36.94117647058823)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.205882352941178)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.733333333333333)","(7.0, 8.6, 8.487499999999999)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7582089552238807)","(41.0, 95.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:40.987991,"(3.2, 3.4, 3.3506060606060606)","(31.0, 40.0, 37.333333333333336)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.035714285714285)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.733333333333333)","(7.0, 8.6, 8.487499999999999)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7716666666666665)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:42.550161,"(3.2, 3.4, 3.3259090909090907)","(31.0, 40.0, 37.333333333333336)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.035714285714285)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.733333333333333)","(7.0, 8.6, 8.299999999999999)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7716666666666665)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:44.059734,"(3.2, 3.4, 3.3259090909090907)","(31.0, 40.0, 37.333333333333336)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.035714285714285)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.84)","(7.0, 8.6, 8.299999999999999)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7614285714285716)","(41.0, 100.0, 89.0)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:45.603207,"(3.2, 3.4, 3.3262443438914024)","(31.0, 40.0, 37.793103448275865)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.035714285714285)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.84)","(7.0, 8.6, 8.299999999999999)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7614285714285716)","(41.0, 95.0, 91.42857142857143)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:47.157062,"(3.2, 3.35, 3.34453125)","(31.0, 40.0, 37.81818181818182)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.205882352941178)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.84)","(7.0, 8.6, 8.28)","(20.0, 44.0, 42.0)","(3.3, 3.8, 3.7676470588235293)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:48.633511,"(3.2, 3.35, 3.34453125)","(31.0, 40.0, 37.81818181818182)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.205882352941178)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.84)","(7.0, 8.6, 8.28)","(20.0, 44.0, 41.2)","(3.3, 3.8, 3.775)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:50.132089,"(3.2, 3.35, 3.3208333333333333)","(31.0, 40.0, 37.81818181818182)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.205882352941178)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.84)","(7.0, 8.6, 8.28)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.775)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 165.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:51.635070,"(3.2, 3.35, 3.3208333333333333)","(31.0, 40.0, 36.30769230769231)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.035714285714285)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.84)","(7.0, 8.6, 8.28)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.775)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 150.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:53.148409,"(3.2, 3.35, 3.31)","(31.0, 40.0, 36.57142857142857)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.035714285714285)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.644444444444445)","(7.0, 8.6, 8.28)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.775)","(41.0, 100.0, 91.42857142857143)","(101.0, 170.0, 150.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:54.641708,"(3.2, 3.35, 3.31)","(31.0, 40.0, 34.666666666666664)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.035714285714285)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.0, 7.762499999999999)","(7.0, 8.6, 8.28)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.775)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 150.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:56.158108,"(3.2, 3.35, 3.31)","(31.0, 40.0, 34.666666666666664)","(81.0, 140.0, 114.5)","(17.0, 18.0, 17.6)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.2, 7.616666666666666)","(7.0, 8.6, 8.28)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.775)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 150.0)","(51.0, 65.0, 52.333333333333336)"
11-01-2023 15:49:57.718527,"(3.2, 3.3, 3.2917525773195875)","(31.0, 40.0, 37.81818181818182)","(81.0, 140.0, 122.10526315789474)","(17.0, 18.0, 17.875)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.2, 7.881818181818181)","(7.0, 8.6, 8.26315789473684)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.779310344827586)","(41.0, 100.0, 88.33333333333333)","(101.0, 170.0, 132.17391304347825)","(51.0, 65.0, 61.666666666666664)"
11-01-2023 15:49:59.256596,"(3.2, 3.35, 3.2372881355932206)","(31.0, 40.0, 34.857142857142854)","(81.0, 140.0, 122.10526315789474)","(17.0, 18.0, 18.346153846153847)","(26.0, 42.0, 40.333333333333336)","(5.0, 8.2, 7.92)","(7.0, 8.6, 8.395744680851065)","(20.0, 42.0, 41.2)","(3.3, 3.8, 3.6105799373040752)","(41.0, 100.0, 88.33333333333333)","(101.0, 180.0, 132.17391304347825)","(51.0, 65.0, 61.31578947368421)"
11-01-2023 15:50:00.768806,"(3.1, 3.25, 3.2698412698412698)","(31.0, 40.0, 34.857142857142854)","(81.0, 140.0, 122.10526315789474)","(16.0, 18.5, 18.166666666666668)","(26.0, 42.0, 41.88235294117647)","(5.5, 8.2, 7.822222222222222)","(7.0, 8.4, 8.426666666666666)","(21.0, 42.0, 41.2)","(3.4, 3.65, 3.611641541038526)","(41.0, 100.0, 90.0)","(101.0, 180.0, 151.30434782608697)","(41.0, 85.0, 67.27272727272727)"
11-01-2023 15:50:02.233588,"(3.1, 3.3, 3.2779069767441857)","(31.0, 40.0, 34.857142857142854)","(81.0, 140.0, 122.10526315789474)","(16.0, 18.5, 17.9)","(26.0, 42.0, 41.88235294117647)","(5.5, 8.0, 7.742857142857143)","(7.0, 8.6, 8.45945945945946)","(21.0, 42.0, 41.2)","(3.4, 3.65, 3.602366255144033)","(41.0, 100.0, 90.0)","(101.0, 180.0, 151.30434782608697)","(41.0, 85.0, 66.73913043478261)"
11-01-2023 15:50:03.749865,"(3.1, 3.3, 3.25)","(31.0, 40.0, 34.857142857142854)","(81.0, 140.0, 122.10526315789474)","(16.0, 18.5, 18.166666666666668)","(26.0, 42.0, 41.88235294117647)","(5.5, 8.0, 7.742857142857143)","(7.0, 8.6, 8.45945945945946)","(21.0, 42.0, 39.333333333333336)","(3.4, 3.65, 3.602366255144033)","(41.0, 95.0, 90.0)","(101.0, 180.0, 151.30434782608697)","(41.0, 85.0, 66.73913043478261)"
11-01-2023 15:50:05.579470,"(3.1, 3.25, 3.2233333333333336)","(31.0, 40.0, 34.857142857142854)","(81.0, 140.0, 126.4)","(16.0, 18.5, 18.166666666666668)","(26.0, 42.0, 41.88235294117647)","(5.5, 8.0, 7.6952380952380945)","(7.0, 8.6, 8.45945945945946)","(21.0, 40.0, 43.111111111111114)","(3.4, 3.65, 3.602366255144033)","(41.0, 100.0, 90.0)","(101.0, 180.0, 151.30434782608697)","(41.0, 85.0, 66.73913043478261)"
11-01-2023 15:50:07.259954,"(3.1, 3.25, 3.268333333333333)","(31.0, 40.0, 38.10526315789474)","(81.0, 140.0, 126.92307692307692)","(16.0, 18.5, 18.08823529411765)","(26.0, 42.0, 41.90909090909091)","(5.5, 8.0, 7.806666666666667)","(7.0, 8.6, 8.511111111111111)","(21.0, 44.0, 42.18181818181818)","(3.4, 3.65, 3.6035140562248995)","(41.0, 100.0, 90.0)","(101.0, 180.0, 152.5)","(41.0, 85.0, 72.03703703703704)"
11-01-2023 15:50:09.114801,"(3.1, 3.3, 3.2642857142857142)","(31.0, 40.0, 38.10526315789474)","(81.0, 140.0, 126.92307692307692)","(16.0, 18.5, 18.08823529411765)","(26.0, 42.0, 41.90909090909091)","(5.5, 8.0, 7.806666666666667)","(7.0, 8.6, 8.415384615384616)","(21.0, 44.0, 42.18181818181818)","(3.4, 3.65, 3.5862275449101797)","(41.0, 95.0, 90.0)","(101.0, 180.0, 152.5)","(41.0, 80.0, 78.0)"
11-01-2023 15:50:10.964468,"(3.1, 3.3, 3.2642857142857142)","(31.0, 40.0, 37.42857142857143)","(81.0, 140.0, 126.4)","(16.0, 18.5, 18.333333333333332)","(26.0, 42.0, 41.88235294117647)","(5.5, 8.0, 7.811764705882353)","(7.0, 8.6, 8.414285714285715)","(21.0, 44.0, 42.18181818181818)","(3.4, 3.6, 3.461876832844575)","(41.0, 95.0, 90.0)","(101.0, 180.0, 152.5)","(41.0, 80.0, 77.33333333333333)"
11-01-2023 15:50:12.436360,"(3.1, 3.3, 3.321186440677966)","(31.0, 40.0, 37.6)","(81.0, 140.0, 126.4)","(16.0, 18.5, 18.488636363636363)","(26.0, 42.0, 41.03225806451613)","(5.5, 8.0, 7.811764705882353)","(7.0, 8.6, 8.48)","(21.0, 44.0, 42.333333333333336)","(3.4, 3.5, 3.460267857142857)","(41.0, 100.0, 90.0)","(101.0, 180.0, 152.5)","(41.0, 80.0, 77.33333333333333)"
11-01-2023 15:50:13.966185,"(3.1, 3.35, 3.321186440677966)","(31.0, 40.0, 37.6)","(81.0, 140.0, 130.55555555555554)","(16.0, 18.5, 17.166666666666668)","(26.0, 44.0, 41.01587301587301)","(5.5, 8.0, 7.82)","(7.0, 8.6, 8.514285714285714)","(21.0, 44.0, 42.333333333333336)","(3.4, 3.5, 3.4589861751152076)","(41.0, 100.0, 90.0)","(101.0, 180.0, 154.6153846153846)","(41.0, 80.0, 76.47058823529412)"
11-01-2023 15:50:15.586402,"(3.1, 3.4, 3.373076923076923)","(31.0, 40.0, 37.6)","(81.0, 140.0, 130.55555555555554)","(16.0, 17.5, 18.0)","(26.0, 44.0, 41.01587301587301)","(5.5, 8.0, 7.82)","(7.0, 8.6, 8.535714285714285)","(21.0, 44.0, 42.333333333333336)","(3.4, 3.5, 3.42636815920398)","(41.0, 100.0, 90.0)","(101.0, 180.0, 154.6153846153846)","(41.0, 80.0, 74.375)"
11-01-2023 15:50:17.141368,"(3.1, 3.4, 3.373076923076923)","(31.0, 40.0, 37.6)","(81.0, 140.0, 130.55555555555554)","(16.0, 18.5, 18.166666666666668)","(26.0, 44.0, 41.23529411764706)","(5.5, 8.0, 7.811764705882353)","(7.0, 8.6, 8.514285714285714)","(21.0, 44.0, 42.333333333333336)","(3.4, 3.5, 3.4153061224489796)","(41.0, 100.0, 90.0)","(101.0, 180.0, 154.6153846153846)","(41.0, 80.0, 76.47058823529412)"
11-01-2023 15:50:18.636427,"(3.1, 3.45, 3.417708333333333)","(31.0, 40.0, 37.6)","(81.0, 140.0, 130.55555555555554)","(16.0, 18.5, 18.25)","(26.0, 44.0, 41.23529411764706)","(5.5, 8.0, 7.811764705882353)","(7.0, 8.6, 8.514285714285714)","(21.0, 44.0, 42.333333333333336)","(3.4, 3.45, 3.4027777777777777)","(41.0, 100.0, 90.0)","(101.0, 180.0, 154.6153846153846)","(41.0, 80.0, 76.47058823529412)"
11-01-2023 15:50:20.145101,"(3.1, 3.45, 3.41125)","(31.0, 40.0, 37.6)","(81.0, 140.0, 130.55555555555554)","(15.0, 18.5, 18.322033898305087)","(31.0, 44.0, 41.23529411764706)","(5.5, 8.0, 7.806451612903226)","(7.0, 8.6, 8.514285714285714)","(21.0, 44.0, 42.333333333333336)","(3.4, 3.45, 3.4098290598290597)","(41.0, 100.0, 90.0)","(101.0, 180.0, 154.6153846153846)","(41.0, 80.0, 76.47058823529412)"
11-01-2023 15:50:21.681044,"(3.1, 3.45, 3.41125)","(31.0, 40.0, 37.6)","(81.0, 140.0, 130.55555555555554)","(15.0, 18.5, 17.926470588235293)","(31.0, 44.0, 41.23529411764706)","(5.5, 8.0, 7.438372093023256)","(7.0, 8.6, 8.514285714285714)","(21.0, 44.0, 42.333333333333336)","(3.4, 3.45, 3.410222222222222)","(41.0, 95.0, 90.0)","(101.0, 180.0, 160.8695652173913)","(41.0, 80.0, 76.47058823529412)"
11-01-2023 15:50:23.233364,"(3.1, 3.45, 3.41125)","(31.0, 40.0, 37.6)","(81.0, 140.0, 132.6086956521739)","(15.0, 18.5, 17.633333333333333)","(31.0, 44.0, 41.23529411764706)","(6.0, 7.6, 7.7299999999999995)","(7.0, 8.6, 8.525)","(21.0, 44.0, 42.333333333333336)","(3.3, 3.45, 3.4140816326530614)","(51.0, 95.0, 90.0)","(101.0, 180.0, 160.8695652173913)","(41.0, 80.0, 78.39285714285714)"
11-01-2023 15:50:24.658396,"(3.1, 3.45, 3.421818181818182)","(31.0, 40.0, 37.6)","(81.0, 140.0, 132.6086956521739)","(15.0, 18.5, 17.633333333333333)","(31.0, 44.0, 41.23529411764706)","(6.0, 7.8, 7.770370370370371)","(7.0, 8.6, 8.525)","(21.0, 44.0, 42.333333333333336)","(3.3, 3.45, 3.4070731707317075)","(51.0, 95.0, 85.71428571428572)","(101.0, 180.0, 158.70967741935485)","(41.0, 80.0, 78.63636363636364)"
11-01-2023 15:50:26.070193,"(3.1, 3.45, 3.421818181818182)","(31.0, 40.0, 37.6)","(81.0, 140.0, 135.0)","(15.0, 18.5, 17.633333333333333)","(31.0, 44.0, 41.23529411764706)","(6.0, 7.8, 7.770370370370371)","(7.0, 8.6, 8.525)","(21.0, 44.0, 42.333333333333336)","(3.3, 3.45, 3.413875598086124)","(51.0, 100.0, 85.71428571428572)","(101.0, 180.0, 164.28571428571428)","(41.0, 80.0, 78.63636363636364)"
11-01-2023 15:50:27.478776,"(3.1, 3.45, 3.41125)","(31.0, 40.0, 37.6)","(81.0, 140.0, 132.5)","(15.0, 18.5, 17.633333333333333)","(31.0, 44.0, 41.23529411764706)","(6.0, 7.8, 7.770370370370371)","(7.0, 8.6, 8.525)","(21.0, 44.0, 42.333333333333336)","(3.3, 3.45, 3.4091891891891892)","(51.0, 100.0, 85.71428571428572)","(101.0, 180.0, 164.28571428571428)","(41.0, 80.0, 78.63636363636364)"
11-01-2023 15:50:28.914964,"(3.1, 3.45, 3.4057142857142857)","(31.0, 40.0, 37.6)","(81.0, 140.0, 122.85714285714286)","(15.0, 18.5, 17.6875)","(31.0, 44.0, 41.23529411764706)","(6.0, 7.8, 7.770370370370371)","(7.0, 8.6, 8.57037037037037)","(26.0, 44.0, 42.333333333333336)","(3.3, 3.45, 3.3761627906976743)","(51.0, 100.0, 85.71428571428572)","(101.0, 180.0, 170.43478260869566)","(41.0, 80.0, 78.95348837209302)"
11-01-2023 15:50:30.392215,"(3.1, 3.45, 3.43641975308642)","(31.0, 40.0, 37.6)","(81.0, 140.0, 122.85714285714286)","(15.0, 18.5, 17.88095238095238)","(31.0, 44.0, 41.23529411764706)","(6.0, 7.8, 7.781818181818181)","(7.0, 8.6, 8.4625)","(26.0, 44.0, 42.333333333333336)","(3.3, 3.4, 3.3768361581920905)","(51.0, 100.0, 85.71428571428572)","(101.0, 180.0, 171.2)","(41.0, 85.0, 72.8125)"
11-01-2023 15:50:31.870870,"(3.1, 3.5, 3.4389830508474577)","(31.0, 40.0, 37.6)","(81.0, 140.0, 122.85714285714286)","(15.0, 18.5, 17.88095238095238)","(31.0, 44.0, 41.23529411764706)","(6.0, 7.8, 7.862745098039215)","(7.0, 8.6, 8.447826086956521)","(26.0, 44.0, 42.333333333333336)","(3.3, 3.4, 3.355729166666667)","(51.0, 100.0, 85.71428571428572)","(101.0, 180.0, 170.83333333333334)","(41.0, 85.0, 78.95348837209302)"
11-01-2023 15:50:33.293203,"(3.1, 3.45, 3.3760775862068964)","(31.0, 40.0, 37.6)","(81.0, 140.0, 122.5)","(15.0, 18.5, 18.208333333333332)","(31.0, 44.0, 41.23529411764706)","(6.0, 8.0, 7.945945945945946)","(7.0, 8.6, 8.447826086956521)","(26.0, 44.0, 42.333333333333336)","(3.3, 3.4, 3.369362745098039)","(51.0, 100.0, 85.71428571428572)","(101.0, 180.0, 175.0)","(41.0, 85.0, 78.95348837209302)"
11-01-2023 15:50:34.644529,"(3.1, 3.4, 3.3800359712230215)","(31.0, 40.0, 37.6)","(81.0, 140.0, 122.5)","(15.0, 18.5, 18.13157894736842)","(31.0, 44.0, 41.23529411764706)","(6.0, 8.0, 7.9375)","(7.0, 8.6, 8.43728813559322)","(26.0, 44.0, 42.333333333333336)","(3.3, 3.4, 3.369362745098039)","(51.0, 100.0, 90.0)","(101.0, 180.0, 218.0)","(41.0, 85.0, 72.8125)"
11-01-2023 15:50:36.007036,"(3.1, 3.4, 3.3800359712230215)","(31.0, 40.0, 37.6)","(81.0, 140.0, 122.85714285714286)","(15.0, 18.5, 17.916666666666668)","(31.0, 44.0, 41.23529411764706)","(6.0, 8.0, 7.9375)","(7.0, 8.6, 8.43728813559322)","(26.0, 44.0, 41.2)","(3.3, 3.4, 3.369362745098039)","(51.0, 95.0, 90.0)","(101.0, 230.0, 221.42857142857144)","(41.0, 85.0, 72.8125)"
11-01-2023 15:50:37.490853,"(3.1, 3.4, 3.3784883720930234)","(31.0, 40.0, 37.6)","(81.0, 140.0, 122.85714285714286)","(15.0, 18.5, 17.916666666666668)","(31.0, 44.0, 41.23529411764706)","(6.0, 8.0, 7.9375)","(7.0, 8.6, 8.447826086956521)","(26.0, 42.0, 41.2)","(3.3, 3.4, 3.369362745098039)","(51.0, 95.0, 90.0)","(101.0, 230.0, 221.42857142857144)","(41.0, 85.0, 72.8125)"
11-01-2023 15:50:38.926132,"(3.1, 3.4, 3.3784883720930234)","(31.0, 40.0, 38.94736842105263)","(81.0, 140.0, 123.33333333333333)","(15.0, 18.5, 18.607142857142858)","(31.0, 44.0, 39.9375)","(6.0, 8.0, 8.017777777777777)","(7.0, 8.6, 8.311764705882354)","(26.0, 42.0, 41.5)","(3.3, 3.4, 3.4641630901287557)","(51.0, 95.0, 87.5)","(101.0, 230.0, 221.42857142857144)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:40.297222,"(3.1, 3.35, 3.3308823529411766)","(31.0, 40.0, 38.94736842105263)","(81.0, 140.0, 123.33333333333333)","(15.0, 19.0, 18.576923076923077)","(31.0, 40.0, 39.9375)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.352)","(26.0, 42.0, 41.5)","(3.3, 3.5, 3.4640086206896554)","(51.0, 100.0, 87.5)","(101.0, 230.0, 205.0)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:41.596926,"(3.1, 3.3, 3.288793103448276)","(31.0, 40.0, 38.94736842105263)","(81.0, 140.0, 123.33333333333333)","(15.0, 19.0, 18.576923076923077)","(31.0, 40.0, 39.9375)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.352)","(26.0, 42.0, 41.5)","(3.3, 3.5, 3.4658536585365853)","(51.0, 100.0, 85.0)","(101.0, 230.0, 205.0)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:42.984415,"(3.1, 3.3, 3.2916666666666665)","(31.0, 40.0, 38.94736842105263)","(81.0, 140.0, 123.33333333333333)","(15.0, 19.0, 18.576923076923077)","(31.0, 40.0, 39.9375)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.273076923076923)","(26.0, 42.0, 41.5)","(3.3, 3.5, 3.467663043478261)","(51.0, 100.0, 85.0)","(101.0, 230.0, 213.33333333333334)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:44.398851,"(3.1, 3.3, 3.2916666666666665)","(31.0, 40.0, 39.0)","(81.0, 140.0, 123.33333333333333)","(15.0, 19.0, 18.576923076923077)","(31.0, 40.0, 39.9375)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.273076923076923)","(26.0, 42.0, 41.5)","(3.3, 3.5, 3.469796954314721)","(51.0, 100.0, 85.0)","(101.0, 230.0, 217.5)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:45.910632,"(3.1, 3.3, 3.283505154639175)","(31.0, 40.0, 39.0)","(81.0, 140.0, 123.33333333333333)","(15.0, 19.0, 18.555555555555557)","(31.0, 40.0, 39.9375)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.273076923076923)","(26.0, 42.0, 41.5)","(3.3, 3.5, 3.4711956521739133)","(51.0, 100.0, 85.0)","(101.0, 230.0, 210.0)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:47.355130,"(3.1, 3.3, 3.286086956521739)","(31.0, 40.0, 39.0)","(81.0, 140.0, 123.33333333333333)","(15.0, 19.0, 18.333333333333332)","(31.0, 40.0, 39.9375)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.273076923076923)","(26.0, 42.0, 41.5)","(3.3, 3.5, 3.5118556701030927)","(51.0, 100.0, 85.0)","(101.0, 230.0, 215.0)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:48.835261,"(3.0, 3.3, 3.286086956521739)","(31.0, 40.0, 39.0)","(81.0, 140.0, 123.33333333333333)","(15.0, 18.5, 18.375)","(31.0, 40.0, 39.9375)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.273076923076923)","(26.0, 42.0, 41.5)","(3.3, 3.55, 3.505952380952381)","(51.0, 100.0, 85.0)","(101.0, 230.0, 215.0)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:50.200897,"(3.0, 3.3, 3.2817073170731708)","(31.0, 40.0, 39.0)","(81.0, 140.0, 123.33333333333333)","(15.0, 18.5, 18.375)","(31.0, 40.0, 39.9375)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.273076923076923)","(26.0, 42.0, 41.5)","(3.3, 3.55, 3.505952380952381)","(51.0, 100.0, 85.0)","(101.0, 230.0, 215.0)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:51.583110,"(3.0, 3.3, 3.2817073170731708)","(31.0, 40.0, 39.0)","(81.0, 140.0, 123.33333333333333)","(15.0, 18.5, 18.214285714285715)","(31.0, 40.0, 39.93333333333333)","(6.0, 8.2, 8.027777777777779)","(7.0, 8.4, 8.273076923076923)","(26.0, 42.0, 41.5)","(3.3, 3.55, 3.5074626865671643)","(51.0, 100.0, 85.0)","(101.0, 230.0, 215.0)","(41.0, 85.0, 81.1)"
11-01-2023 15:50:52.979203,"(3.0, 3.3, 3.2817073170731708)","(31.0, 40.0, 39.0)","(81.0, 140.0, 123.33333333333333)","(15.0, 18.5, 17.916666666666668)","(31.0, 40.0, 39.93333333333333)","(6.0, 8.2, 8.1)","(7.0, 8.4, 8.273076923076923)","(26.0, 42.0, 40.666666666666664)","(3.3, 3.55, 3.520618556701031)","(51.0, 100.0, 85.0)","(101.0, 230.0, 215.0)","(41.0, 85.0, 81.1)"
