,Hillbilly Lass,Gazers Lane,Jasper Bale,Atomic Flea,Salience,Aston Delight,Reiko Clooney,Mr Fitty
09-01-2023 13:47:30.597726,"(3.2, 6.0, 4.8545454545454545)","(5.0, 8.4, 7.300000000000001)","(6.5, 12.0, 10.62857142857143)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 5.35)","(6.0, 9.8, 8.2)","(6.5, 10.5, 8.385714285714286)"
09-01-2023 13:47:31.875440,"(3.2, 6.0, 4.8545454545454545)","(5.0, 8.4, 7.2)","(6.5, 12.0, 10.62857142857143)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 5.35)","(6.0, 9.8, 8.2)","(6.5, 10.5, 8.385714285714286)"
09-01-2023 13:47:33.073418,"(3.2, 6.0, 4.8545454545454545)","(5.0, 8.4, 7.2)","(6.5, 12.0, 10.62857142857143)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 5.35)","(6.0, 9.8, 8.2)","(6.5, 10.5, 8.85)"
09-01-2023 13:47:34.286286,"(3.2, 6.0, 4.8545454545454545)","(5.0, 8.4, 7.333333333333334)","(6.5, 12.0, 10.62857142857143)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 4.9)","(6.0, 9.8, 7.666666666666667)","(6.5, 10.5, 8.85)"
09-01-2023 13:47:35.503877,"(3.2, 6.0, 4.8545454545454545)","(5.0, 8.4, 7.82)","(6.5, 12.0, 10.62857142857143)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 5.183333333333334)","(6.0, 9.8, 7.666666666666667)","(6.5, 10.5, 8.85)"
09-01-2023 13:47:36.721307,"(3.2, 6.0, 4.8545454545454545)","(5.0, 8.4, 7.28)","(6.5, 12.0, 10.62857142857143)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 5.08)","(6.0, 9.8, 8.2)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:37.954426,"(3.2, 6.0, 4.8545454545454545)","(5.0, 8.4, 7.333333333333334)","(6.5, 12.0, 10.62857142857143)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 5.08)","(6.0, 9.8, 8.2)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:39.187515,"(3.2, 6.0, 4.8545454545454545)","(5.0, 8.4, 7.333333333333334)","(6.5, 12.0, 10.62857142857143)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 5.08)","(6.0, 9.8, 8.2)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:40.489295,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.8)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 4.666666666666666)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:41.834330,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.8)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 4.666666666666666)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:43.156343,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.266666666666666)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.8, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:44.541782,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.266666666666666)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:46.007932,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 9.066666666666666)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.5, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:47.214064,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 9.066666666666666)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:48.357545,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:49.566108,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:50.846962,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:52.034307,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:53.206082,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:54.371838,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:55.583632,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.328571428571428)","(6.0, 9.8, 8.377777777777778)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:56.914858,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 60.599999999999994)","(12.0, 26.0, 16.0)","(4.4, 5.7, 5.166666666666667)","(6.0, 9.8, 7.766666666666667)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:58.139051,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 10.742857142857144)","(31.0, 85.0, 45.0)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.74)","(6.0, 9.4, 7.766666666666667)","(6.5, 10.5, 9.4)"
09-01-2023 13:47:59.319975,"(3.2, 6.0, 4.5125)","(5.0, 8.4, 7.485714285714286)","(6.5, 12.0, 9.066666666666666)","(31.0, 85.0, 45.0)","(12.0, 26.0, 16.0)","(4.4, 5.7, 4.9)","(6.0, 9.4, 7.766666666666667)","(6.5, 10.5, 9.4)"
09-01-2023 13:48:00.560811,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.169230769230769)","(6.5, 12.0, 9.2)","(31.0, 85.0, 45.0)","(12.0, 26.0, 16.4)","(4.4, 5.7, 4.9)","(6.0, 9.4, 7.766666666666667)","(6.5, 10.5, 8.02)"
09-01-2023 13:48:01.755071,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.4)","(6.5, 12.0, 9.2)","(31.0, 85.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 4.9)","(6.0, 9.4, 7.125)","(6.5, 10.5, 9.4)"
09-01-2023 13:48:02.843619,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 4.9)","(6.0, 9.4, 7.125)","(6.5, 10.5, 8.622222222222224)"
09-01-2023 13:48:03.936518,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 4.9)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:05.120369,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 4.9)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:06.283925,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 4.9)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:07.428391,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 4.9)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:08.590488,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:09.644624,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:10.692361,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:11.687700,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:12.737154,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 7.431578947368421)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:13.804063,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.266666666666667)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:15.134561,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.266666666666667)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:16.287309,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.266666666666667)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 16.4)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.125)","(6.5, 8.8, 8.622222222222224)"
09-01-2023 13:48:17.526506,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.266666666666667)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 26.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.4, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:18.709855,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.266666666666667)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:19.799656,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.266666666666667)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:20.953656,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.514285714285714)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:22.119590,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.628571428571428)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:23.238662,"(3.2, 6.0, 4.677777777777778)","(5.0, 8.0, 6.628571428571428)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:24.329990,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.92)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:25.440075,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.071428571428571)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:26.534424,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.071428571428571)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:27.618418,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:28.672237,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:29.752686,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:30.816135,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:31.967207,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:33.037796,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:34.367004,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:35.498169,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:36.523020,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:37.654384,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:38.812607,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.2)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:40.050406,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 7.9468749999999995)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:41.233461,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.5, 8.4)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:42.399749,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 8.4)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.142857142857142)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:43.531130,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 8.4)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 6.92)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:44.813091,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 8.571428571428571)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 6.92)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:46.188043,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 8.571428571428571)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.2, 7.114285714285714)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:47.543600,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 8.571428571428571)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.0, 7.114285714285714)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:48.829405,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.507692307692308)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.0, 7.114285714285714)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:50.227575,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.8, 6.1866666666666665)","(6.5, 12.0, 9.163636363636364)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 17.666666666666668)","(4.4, 5.7, 5.1)","(6.0, 9.0, 7.114285714285714)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:51.481911,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.4, 6.8)","(6.5, 12.0, 9.163636363636364)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.7, 5.1)","(6.0, 9.0, 7.114285714285714)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:52.732310,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.7, 5.1)","(6.0, 9.0, 7.114285714285714)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:53.934504,"(3.2, 6.0, 4.677777777777778)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.7, 5.366666666666667)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:55.122735,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.7, 5.366666666666667)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:56.420070,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.7, 4.428571428571429)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:57.641427,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.5, 4.428571428571429)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:48:58.879719,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.5, 4.428571428571429)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:00.107021,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.5, 4.428571428571429)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:01.280928,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.5, 4.428571428571429)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:02.481060,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.5, 4.428571428571429)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:03.691807,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.5, 5.057142857142858)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:04.843015,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.4, 4.383333333333334)","(6.0, 9.0, 7.533333333333333)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:06.048417,"(3.2, 6.0, 5.341176470588236)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 19.5)","(4.4, 5.3, 4.383333333333334)","(6.0, 9.0, 7.466666666666667)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:07.174429,"(3.2, 6.0, 4.6)","(5.0, 7.4, 6.68)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 18.0)","(4.4, 5.3, 4.3625)","(6.0, 8.8, 7.466666666666667)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:08.419967,"(3.2, 6.0, 5.406060606060606)","(5.0, 7.4, 6.8)","(6.5, 12.0, 8.057142857142857)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 18.0)","(4.4, 5.3, 4.3625)","(6.0, 8.8, 8.239999999999998)","(6.5, 8.8, 8.48)"
09-01-2023 13:49:09.650250,"(3.2, 6.0, 4.786666666666667)","(5.0, 7.4, 6.8)","(6.5, 12.0, 7.86)","(31.0, 75.0, 41.66666666666667)","(12.0, 25.0, 18.0)","(4.4, 5.3, 4.3625)","(6.0, 9.2, 8.48)","(6.5, 8.8, 8.48)"
