,Dont Tell Benji,Mac Cruz,Spellman,Aston Senator,Hey Tootle,Aston Zabbar,Kumani Sapphire
09-01-2023 15:02:51.464329,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 17.21818181818182)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:02:52.460275,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 17.21818181818182)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:02:53.585321,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:02:54.653066,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:02:55.740472,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:02:56.864840,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:02:57.913384,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:02:58.907929,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:02:59.884300,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:00.842285,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:01.823930,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:02.895189,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.85)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:03.969685,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.983333333333334)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:05.045762,"(8.0, 15.0, 13.559999999999999)","(12.0, 29.0, 17.0)","(6.0, 18.0, 14.975)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:06.078979,"(8.0, 15.0, 13.25)","(12.0, 29.0, 17.0)","(6.0, 18.0, 17.016666666666666)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:07.101819,"(8.0, 15.0, 13.25)","(12.0, 29.0, 17.0)","(6.0, 18.0, 17.016666666666666)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:08.153516,"(8.0, 15.0, 13.2)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.066666666666666)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:09.216371,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.066666666666666)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:10.313943,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.71111111111111)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:11.544128,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.71111111111111)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:12.675056,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.71111111111111)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:13.750028,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.71111111111111)","(5.5, 8.8, 7.563636363636364)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:14.899277,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.71111111111111)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:15.973380,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 15.2)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:17.068108,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 15.2)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:17.976917,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 15.2)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:18.945796,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.77777777777778)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:20.056682,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.77777777777778)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:21.189289,"(8.0, 15.5, 11.333333333333334)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.77777777777778)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:22.347733,"(8.0, 16.0, 10.133333333333333)","(12.0, 29.0, 17.0)","(6.0, 18.5, 16.583333333333336)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:23.519547,"(8.0, 16.0, 10.133333333333333)","(12.0, 29.0, 17.0)","(6.0, 18.5, 16.583333333333336)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:24.585194,"(8.0, 16.0, 10.133333333333333)","(12.0, 29.0, 17.0)","(6.0, 18.5, 16.583333333333336)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:25.637842,"(8.0, 16.0, 10.133333333333333)","(12.0, 29.0, 17.0)","(6.0, 18.5, 16.583333333333336)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:26.693052,"(8.0, 16.0, 10.133333333333333)","(12.0, 29.0, 17.0)","(6.0, 18.5, 16.583333333333336)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:27.788139,"(8.0, 16.0, 10.133333333333333)","(12.0, 29.0, 17.0)","(6.0, 18.5, 16.583333333333336)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:28.787333,"(8.0, 16.0, 10.133333333333333)","(12.0, 29.0, 17.0)","(6.0, 18.5, 17.2875)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:29.788370,"(8.0, 15.5, 13.877777777777778)","(12.0, 29.0, 17.0)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:30.819756,"(8.0, 15.5, 13.877777777777778)","(12.0, 29.0, 18.0)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:31.808327,"(8.0, 15.5, 13.877777777777778)","(12.0, 29.0, 18.0)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:32.841891,"(8.0, 15.5, 13.877777777777778)","(12.0, 29.0, 18.0)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.794)","(2.8, 3.85, 3.203333333333333)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:33.862934,"(8.0, 15.5, 13.877777777777778)","(12.0, 29.0, 18.0)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.6, 3.778)","(2.8, 3.85, 3.4654545454545453)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:34.906427,"(8.0, 15.5, 10.233333333333333)","(12.0, 30.0, 20.27777777777778)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.5, 3.778)","(2.8, 3.8, 3.2005263157894737)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:36.013243,"(8.0, 15.5, 10.233333333333333)","(12.0, 30.0, 20.27777777777778)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.5, 3.778)","(2.8, 3.75, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:37.254796,"(8.0, 15.5, 12.933333333333334)","(12.0, 30.0, 20.27777777777778)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:38.304807,"(8.0, 15.5, 12.933333333333334)","(12.0, 30.0, 20.27777777777778)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.42)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:39.361045,"(8.0, 15.5, 10.233333333333333)","(12.0, 30.0, 20.27777777777778)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:40.353844,"(8.0, 15.5, 10.233333333333333)","(12.0, 30.0, 20.27777777777778)","(6.0, 18.0, 16.685714285714287)","(5.5, 8.8, 7.230769230769232)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:41.368383,"(8.0, 15.5, 12.42)","(12.0, 30.0, 20.27777777777778)","(6.0, 18.0, 16.875)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:42.373389,"(8.0, 15.5, 12.42)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.875)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:43.351044,"(8.0, 15.5, 12.42)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:44.477109,"(8.0, 15.5, 12.42)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:45.521187,"(8.0, 15.5, 12.42)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:46.634821,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:47.803744,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:48.887540,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:49.982916,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:51.007870,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:52.327268,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:53.540378,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:54.626833,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:55.770673,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:56.934392,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:58.051643,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:03:59.147419,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:00.313765,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:01.457831,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:02.552600,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:03.664312,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:04.734821,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.240000000000002)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:05.722160,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.771428571428572)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:06.760360,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.771428571428572)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:07.764159,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.771428571428572)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:08.852006,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.771428571428572)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:09.869360,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.771428571428572)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:10.924938,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.32)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:11.964963,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.32)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:13.077746,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 16.32)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:14.172646,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:15.228862,"(8.0, 15.5, 12.58)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:16.224305,"(8.0, 15.5, 12.58)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:17.195539,"(8.0, 15.5, 12.58)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:18.180862,"(8.0, 15.5, 14.216666666666667)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:19.245863,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:20.383629,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:21.518816,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:22.709535,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:23.823290,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:24.920514,"(8.0, 15.5, 13.0)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.0, 13.8)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:25.996695,"(8.0, 15.5, 12.58)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.5, 11.825)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:26.961509,"(8.0, 15.5, 12.58)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.5, 11.825)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:27.937324,"(8.0, 15.5, 12.58)","(12.0, 30.0, 18.333333333333332)","(6.0, 18.5, 11.825)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:29.021776,"(8.0, 15.5, 12.58)","(12.0, 30.0, 18.333333333333332)","(6.0, 19.5, 17.52)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:30.188738,"(8.0, 15.5, 10.233333333333333)","(12.0, 30.0, 18.333333333333332)","(6.0, 19.5, 17.883333333333333)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:31.354420,"(8.0, 14.0, 11.866666666666667)","(12.0, 30.0, 18.333333333333332)","(6.0, 19.5, 17.883333333333333)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:32.541065,"(8.0, 14.0, 11.866666666666667)","(12.0, 30.0, 18.333333333333332)","(6.0, 19.5, 17.883333333333333)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
09-01-2023 15:04:33.678956,"(8.0, 14.0, 11.866666666666667)","(12.0, 30.0, 18.333333333333332)","(6.0, 19.5, 17.883333333333333)","(5.5, 8.8, 7.525)","(3.3, 5.5, 3.778)","(2.8, 3.7, 3.14)","(10.0, 18.5, 15.666666666666668)"
