,Book Launch,Dio,Foxys Star,Gottaluvjimmy,Kashiwa,Swiftly Ned,Ceejay,Prophets Choice,Alassak,Lotus Land,Springlodge,Miss Epernay
07-01-2023 13:34:01.020361,"(10.0, 12.5, 12.043478260869565)","(3.9, 4.3, 4.298387096774193)","(21.0, 34.0, 29.90909090909091)","(4.8, 5.3, 5.153763440860215)","(26.0, 38.0, 41.25)","(9.0, 11.5, 11.777777777777779)","(11.0, 14.5, 14.6796875)","(5.5, 6.6, 6.538666666666667)","(16.0, 21.0, 20.05263157894737)","(18.0, 25.0, 24.416666666666668)","(41.0, 70.0, 65.71428571428571)","(51.0, 80.0, 74.375)"
07-01-2023 13:34:02.639305,"(10.0, 12.5, 11.9)","(3.9, 4.0, 3.9733695652173915)","(21.0, 32.0, 31.0)","(4.8, 5.3, 5.243333333333333)","(26.0, 42.0, 39.5)","(10.0, 12.0, 11.813559322033898)","(11.0, 15.0, 14.664383561643836)","(5.5, 6.6, 6.553086419753086)","(16.0, 21.0, 20.71212121212121)","(18.0, 25.0, 24.166666666666668)","(41.0, 70.0, 67.5)","(51.0, 80.0, 71.25)"
07-01-2023 13:34:04.203815,"(10.0, 12.5, 12.25609756097561)","(3.9, 4.1, 4.007216494845361)","(21.0, 32.0, 30.8)","(4.8, 5.3, 5.2326530612244895)","(26.0, 42.0, 39.857142857142854)","(10.0, 12.0, 11.851063829787234)","(11.0, 15.0, 14.644927536231885)","(5.5, 6.6, 6.546478873239437)","(16.0, 22.0, 20.484848484848484)","(18.0, 25.0, 24.5)","(41.0, 70.0, 67.5)","(51.0, 75.0, 85.0)"
07-01-2023 13:34:05.734135,"(10.0, 12.5, 12.057377049180328)","(3.9, 4.1, 4.066233766233766)","(21.0, 34.0, 30.8)","(4.6, 5.3, 5.2153846153846155)","(26.0, 42.0, 39.77777777777778)","(10.0, 12.0, 11.972972972972974)","(11.0, 15.0, 14.61111111111111)","(5.5, 6.6, 6.490909090909091)","(16.0, 22.0, 20.8)","(18.0, 25.0, 24.88888888888889)","(41.0, 70.0, 65.71428571428571)","(51.0, 90.0, 87.14285714285714)"
07-01-2023 13:34:07.361412,"(10.0, 12.5, 12.057377049180328)","(3.9, 4.1, 4.057303370786516)","(21.0, 34.0, 30.444444444444443)","(4.6, 5.3, 5.206896551724138)","(26.0, 42.0, 39.77777777777778)","(10.0, 12.0, 12.107142857142858)","(11.0, 15.0, 14.918604651162791)","(5.5, 6.6, 6.55)","(16.0, 21.0, 20.866666666666667)","(18.0, 25.0, 24.63157894736842)","(41.0, 70.0, 65.71428571428571)","(51.0, 90.0, 78.0)"
07-01-2023 13:34:08.949152,"(10.0, 12.5, 11.821428571428571)","(3.9, 4.1, 3.96304347826087)","(21.0, 34.0, 30.444444444444443)","(4.6, 5.3, 5.204142011834319)","(26.0, 42.0, 40.46153846153846)","(10.0, 12.5, 12.127118644067796)","(11.0, 15.0, 14.918604651162791)","(5.5, 6.6, 6.55)","(16.0, 21.0, 21.473684210526315)","(18.0, 26.0, 24.7)","(41.0, 70.0, 65.71428571428571)","(51.0, 90.0, 80.0)"
07-01-2023 13:34:10.551620,"(10.0, 12.5, 11.805084745762711)","(3.9, 4.1, 3.9854545454545454)","(21.0, 34.0, 30.444444444444443)","(4.6, 5.3, 5.169090909090909)","(26.0, 42.0, 39.0)","(10.0, 12.5, 12.120967741935484)","(11.0, 15.0, 15.12)","(5.5, 6.6, 6.361971830985916)","(16.0, 22.0, 21.45)","(18.0, 26.0, 24.7)","(41.0, 70.0, 63.125)","(51.0, 85.0, 77.0)"
07-01-2023 13:34:12.083544,"(10.0, 12.5, 11.805084745762711)","(3.8, 4.1, 3.9778145695364238)","(21.0, 34.0, 30.444444444444443)","(4.6, 5.2, 5.169090909090909)","(26.0, 42.0, 39.0)","(10.0, 12.5, 12.137096774193548)","(11.0, 15.5, 15.225352112676056)","(5.5, 6.4, 6.3166101694915255)","(16.0, 22.0, 21.829787234042552)","(18.0, 26.0, 25.1)","(41.0, 65.0, 62.69230769230769)","(51.0, 85.0, 76.92307692307692)"
07-01-2023 13:34:13.626905,"(10.0, 12.5, 12.017857142857142)","(3.8, 4.1, 3.9461538461538463)","(21.0, 34.0, 30.444444444444443)","(4.6, 5.2, 5.07713004484305)","(26.0, 42.0, 39.0)","(10.0, 12.5, 12.20754716981132)","(11.0, 15.5, 15.276315789473685)","(5.5, 6.6, 6.416867469879518)","(16.0, 22.0, 22.830188679245282)","(18.0, 26.0, 25.764705882352942)","(41.0, 65.0, 70.71428571428572)","(51.0, 85.0, 75.0)"
07-01-2023 13:34:15.249515,"(10.0, 12.5, 12.017857142857142)","(3.8, 4.0, 3.928888888888889)","(21.0, 34.0, 30.8)","(4.6, 5.2, 5.137704918032787)","(26.0, 42.0, 39.333333333333336)","(10.0, 12.5, 12.14655172413793)","(11.0, 15.5, 14.545454545454545)","(5.5, 6.6, 6.41685393258427)","(17.0, 23.0, 22.34375)","(18.0, 26.0, 25.85185185185185)","(41.0, 85.0, 70.71428571428572)","(51.0, 80.0, 75.0)"
07-01-2023 13:34:16.795905,"(10.0, 12.5, 11.857142857142858)","(3.8, 4.1, 3.8942073170731706)","(21.0, 34.0, 30.8)","(4.6, 5.2, 5.128502415458937)","(26.0, 42.0, 39.333333333333336)","(10.0, 12.5, 12.14655172413793)","(11.0, 15.5, 14.73728813559322)","(5.5, 6.6, 6.362500000000001)","(17.0, 23.0, 21.785714285714285)","(18.0, 26.0, 25.846153846153847)","(41.0, 85.0, 70.71428571428572)","(51.0, 80.0, 78.125)"
07-01-2023 13:34:18.284174,"(10.0, 12.5, 11.904761904761905)","(3.8, 4.1, 3.8942073170731706)","(21.0, 34.0, 30.8)","(4.6, 5.2, 5.128502415458937)","(26.0, 42.0, 39.333333333333336)","(10.0, 12.5, 12.14655172413793)","(11.0, 15.5, 14.73728813559322)","(5.5, 6.4, 6.362500000000001)","(17.0, 22.0, 21.785714285714285)","(18.0, 26.0, 25.846153846153847)","(41.0, 85.0, 70.71428571428572)","(51.0, 80.0, 78.125)"
07-01-2023 13:34:19.891984,"(10.0, 12.5, 12.080645161290322)","(3.8, 4.1, 3.9513636363636366)","(21.0, 34.0, 32.4)","(4.6, 5.2, 5.13781512605042)","(26.0, 42.0, 40.54545454545455)","(10.0, 12.5, 12.194029850746269)","(11.0, 15.5, 14.883561643835616)","(5.5, 6.6, 6.3696)","(17.0, 23.0, 21.64864864864865)","(18.0, 26.0, 25.92)","(41.0, 85.0, 71.66666666666667)","(51.0, 85.0, 86.0)"
07-01-2023 13:34:21.381959,"(10.0, 12.5, 12.083333333333334)","(3.8, 4.0, 3.988888888888889)","(21.0, 34.0, 31.333333333333332)","(4.6, 5.2, 5.14)","(26.0, 42.0, 41.5)","(10.0, 13.0, 12.59)","(11.0, 15.5, 15.10576923076923)","(5.5, 6.4, 6.232142857142858)","(17.0, 23.0, 21.863636363636363)","(18.0, 26.0, 25.416666666666668)","(41.0, 85.0, 71.92307692307692)","(51.0, 90.0, 85.45454545454545)"
07-01-2023 13:34:22.897749,"(10.0, 12.5, 12.1)","(3.8, 4.0, 3.9655737704918033)","(21.0, 34.0, 31.11111111111111)","(4.6, 5.2, 5.14)","(26.0, 42.0, 41.5)","(10.0, 13.0, 12.470588235294118)","(11.0, 15.5, 15.171052631578947)","(5.5, 6.4, 6.243333333333333)","(17.0, 23.0, 21.424242424242426)","(19.0, 26.0, 25.416666666666668)","(41.0, 80.0, 74.0)","(51.0, 90.0, 86.66666666666667)"
07-01-2023 13:34:24.398818,"(10.0, 12.5, 12.32258064516129)","(3.7, 3.95, 3.8701086956521737)","(21.0, 34.0, 32.142857142857146)","(4.6, 5.2, 5.111139240506329)","(26.0, 42.0, 41.5)","(10.0, 13.0, 12.513761467889909)","(11.0, 15.5, 15.068965517241379)","(5.5, 6.4, 6.243333333333333)","(17.0, 23.0, 21.424242424242426)","(19.0, 26.0, 25.416666666666668)","(41.0, 80.0, 71.66666666666667)","(51.0, 90.0, 86.66666666666667)"
07-01-2023 13:34:25.896386,"(10.0, 13.0, 12.32258064516129)","(3.7, 3.9, 3.8841013824884794)","(21.0, 34.0, 31.142857142857142)","(4.6, 5.2, 5.035579514824798)","(26.0, 42.0, 41.5)","(10.0, 13.0, 12.533333333333333)","(11.0, 15.5, 15.076271186440678)","(5.5, 6.4, 6.243333333333333)","(17.0, 23.0, 22.047619047619047)","(19.0, 26.0, 25.416666666666668)","(41.0, 75.0, 71.66666666666667)","(51.0, 90.0, 84.44444444444444)"
07-01-2023 13:34:27.470752,"(10.0, 13.0, 12.434782608695652)","(3.7, 3.9, 3.8941558441558444)","(21.0, 34.0, 31.142857142857142)","(4.6, 5.2, 5.114606741573033)","(26.0, 42.0, 41.23076923076923)","(10.0, 13.0, 12.537735849056604)","(12.0, 15.5, 15.109375)","(5.5, 6.4, 6.251968503937008)","(17.0, 23.0, 21.88)","(19.0, 26.0, 25.37313432835821)","(41.0, 75.0, 69.0)","(51.0, 90.0, 84.44444444444444)"
07-01-2023 13:34:29.178705,"(10.0, 13.0, 12.347826086956522)","(3.7, 3.95, 3.8985714285714286)","(21.0, 34.0, 33.21052631578947)","(4.6, 5.2, 5.110324483775811)","(26.0, 44.0, 41.75)","(10.0, 13.0, 12.61111111111111)","(12.0, 15.5, 15.109375)","(5.5, 6.4, 6.557957957957957)","(17.0, 23.0, 21.166666666666668)","(19.0, 26.0, 26.636363636363637)","(41.0, 75.0, 66.25)","(51.0, 85.0, 81.66666666666667)"
07-01-2023 13:34:30.873375,"(10.0, 12.5, 12.23076923076923)","(3.7, 3.9, 3.889766081871345)","(21.0, 34.0, 32.857142857142854)","(4.6, 5.2, 5.110385756676558)","(26.0, 44.0, 42.0)","(10.0, 13.0, 12.61111111111111)","(11.0, 15.5, 15.158536585365853)","(5.5, 6.6, 6.557232704402516)","(17.0, 22.0, 20.506493506493506)","(19.0, 27.0, 26.714285714285715)","(41.0, 70.0, 66.25)","(51.0, 85.0, 80.83333333333333)"
07-01-2023 13:34:32.788651,"(10.0, 12.5, 12.143835616438356)","(3.7, 3.9, 3.895945945945946)","(21.0, 34.0, 32.95652173913044)","(4.6, 5.2, 5.1045454545454545)","(26.0, 44.0, 41.64705882352941)","(10.0, 13.0, 12.591836734693878)","(12.0, 15.5, 15.179487179487179)","(5.5, 6.6, 6.556549520766773)","(17.0, 21.0, 20.530864197530864)","(19.0, 27.0, 26.6875)","(41.0, 70.0, 66.66666666666667)","(51.0, 85.0, 80.83333333333333)"
07-01-2023 13:34:34.735505,"(10.0, 12.5, 12.242574257425742)","(3.7, 3.9, 3.893684210526316)","(21.0, 34.0, 32.95652173913044)","(4.6, 5.2, 5.102325581395348)","(26.0, 44.0, 42.0)","(10.0, 13.0, 12.672131147540984)","(12.0, 15.5, 15.096774193548388)","(5.5, 6.6, 6.573571428571428)","(17.0, 21.0, 20.5)","(19.0, 28.0, 26.916666666666668)","(41.0, 65.0, 64.16666666666667)","(51.0, 85.0, 82.36842105263158)"
07-01-2023 13:34:36.295921,"(10.0, 12.5, 12.027027027027026)","(3.6, 3.9, 3.894)","(21.0, 34.0, 32.73684210526316)","(4.6, 5.2, 5.105466237942122)","(26.0, 44.0, 42.588235294117645)","(10.0, 13.0, 12.789473684210526)","(12.0, 15.5, 15.043859649122806)","(5.5, 6.6, 6.666037735849057)","(16.0, 21.0, 20.4625)","(19.0, 28.0, 26.761904761904763)","(41.0, 70.0, 67.0)","(51.0, 85.0, 79.375)"
07-01-2023 13:34:37.910722,"(10.0, 12.5, 11.96987951807229)","(3.6, 3.9, 3.861818181818182)","(21.0, 34.0, 32.73684210526316)","(4.6, 5.2, 5.106463878326996)","(26.0, 44.0, 42.588235294117645)","(10.0, 13.0, 12.789473684210526)","(12.0, 15.5, 14.736363636363636)","(5.5, 6.8, 6.672897196261682)","(16.0, 21.0, 20.4625)","(19.0, 28.0, 26.761904761904763)","(41.0, 70.0, 67.0)","(51.0, 85.0, 78.07692307692308)"
07-01-2023 13:34:39.499012,"(10.0, 12.5, 11.963414634146341)","(3.6, 3.9, 3.860526315789474)","(21.0, 34.0, 32.7)","(4.6, 5.2, 5.103529411764706)","(26.0, 44.0, 42.588235294117645)","(10.0, 13.0, 12.785714285714286)","(12.0, 15.5, 14.736363636363636)","(5.5, 6.8, 6.720930232558139)","(16.0, 21.0, 20.4625)","(19.0, 28.0, 26.761904761904763)","(41.0, 70.0, 67.0)","(51.0, 85.0, 77.6923076923077)"
07-01-2023 13:34:41.077661,"(10.0, 12.5, 12.121212121212121)","(3.6, 3.9, 3.8182795698924727)","(21.0, 34.0, 32.869565217391305)","(4.6, 5.2, 5.139230769230769)","(26.0, 44.0, 42.10526315789474)","(10.0, 13.0, 12.810344827586206)","(12.0, 15.5, 14.934782608695652)","(5.5, 6.8, 6.762264150943396)","(16.0, 21.0, 20.488095238095237)","(19.0, 28.0, 27.161290322580644)","(41.0, 70.0, 67.5)","(51.0, 80.0, 77.27272727272727)"
07-01-2023 13:34:42.615388,"(10.0, 12.5, 12.150943396226415)","(3.6, 3.9, 3.835185185185185)","(26.0, 34.0, 32.869565217391305)","(4.6, 5.2, 5.139230769230769)","(31.0, 44.0, 42.2)","(10.0, 13.0, 12.796296296296296)","(12.0, 15.5, 14.958333333333334)","(5.5, 6.8, 6.795454545454545)","(17.0, 21.0, 19.401960784313726)","(19.0, 28.0, 27.161290322580644)","(41.0, 70.0, 66.25)","(51.0, 80.0, 77.77777777777777)"
07-01-2023 13:34:44.153711,"(10.0, 12.5, 12.258064516129032)","(3.6, 3.85, 3.8261467889908256)","(26.0, 34.0, 32.869565217391305)","(4.6, 5.2, 5.14169741697417)","(31.0, 44.0, 42.2)","(10.0, 13.0, 12.796296296296296)","(12.0, 15.5, 15.106060606060606)","(5.5, 6.8, 6.795454545454545)","(17.0, 19.5, 18.91176470588235)","(19.0, 28.0, 27.161290322580644)","(41.0, 70.0, 69.16666666666667)","(51.0, 80.0, 78.84615384615384)"
07-01-2023 13:34:45.694837,"(10.0, 12.5, 12.444444444444445)","(3.6, 3.85, 3.7958333333333334)","(26.0, 34.0, 32.470588235294116)","(4.6, 5.2, 5.140601503759398)","(31.0, 44.0, 42.2)","(10.0, 13.0, 12.796296296296296)","(12.0, 15.5, 15.106060606060606)","(5.5, 6.8, 6.795714285714285)","(17.0, 19.5, 18.894736842105264)","(19.0, 28.0, 26.942857142857143)","(41.0, 70.0, 73.57142857142857)","(51.0, 85.0, 78.84615384615384)"
07-01-2023 13:34:47.208774,"(10.0, 12.5, 12.475609756097562)","(3.6, 3.85, 3.801209677419355)","(26.0, 34.0, 32.7)","(4.6, 5.2, 5.134710743801652)","(31.0, 44.0, 42.8)","(10.0, 13.0, 12.814606741573034)","(12.0, 15.5, 15.181159420289855)","(5.5, 6.8, 6.796153846153846)","(17.0, 19.5, 18.634146341463413)","(19.0, 27.0, 26.939393939393938)","(41.0, 80.0, 73.4375)","(51.0, 85.0, 79.28571428571429)"
07-01-2023 13:34:48.765661,"(10.0, 12.5, 12.453125)","(3.6, 3.85, 3.790625)","(26.0, 34.0, 33.05263157894737)","(4.6, 5.2, 5.14169741697417)","(31.0, 44.0, 42.8)","(10.0, 13.0, 12.813084112149532)","(12.0, 15.5, 15.181159420289855)","(5.5, 6.8, 6.84)","(17.0, 19.0, 19.5)","(19.0, 27.0, 25.96969696969697)","(41.0, 80.0, 71.25)","(51.0, 85.0, 80.26315789473684)"
07-01-2023 13:34:50.247445,"(10.0, 12.5, 12.453125)","(3.6, 3.8, 3.790625)","(26.0, 34.0, 33.05263157894737)","(4.6, 5.2, 5.14169741697417)","(31.0, 44.0, 42.8)","(10.0, 13.0, 12.813084112149532)","(12.0, 15.5, 15.181159420289855)","(5.5, 7.0, 6.84)","(17.0, 20.0, 19.5)","(19.0, 26.0, 25.96969696969697)","(41.0, 80.0, 71.25)","(51.0, 85.0, 80.26315789473684)"
07-01-2023 13:34:51.884057,"(10.0, 12.5, 12.453125)","(3.6, 3.8, 3.790625)","(26.0, 34.0, 33.05263157894737)","(4.6, 5.2, 5.14169741697417)","(31.0, 44.0, 42.8)","(10.0, 13.0, 12.76171875)","(12.0, 15.5, 15.202702702702704)","(5.5, 7.0, 6.88235294117647)","(17.0, 20.0, 19.71276595744681)","(20.0, 26.0, 25.928571428571427)","(51.0, 80.0, 68.84615384615384)","(61.0, 85.0, 81.66666666666667)"
07-01-2023 13:34:53.376876,"(10.0, 13.0, 12.694444444444445)","(3.6, 3.8, 3.790833333333333)","(26.0, 34.0, 32.714285714285715)","(4.6, 5.2, 5.134979423868312)","(31.0, 44.0, 43.0)","(10.0, 13.0, 12.78099173553719)","(12.0, 15.5, 15.284313725490197)","(5.5, 7.0, 6.879828326180258)","(17.0, 20.0, 19.4)","(20.0, 26.0, 25.736842105263158)","(51.0, 75.0, 68.84615384615384)","(61.0, 85.0, 81.66666666666667)"
07-01-2023 13:34:54.799245,"(10.0, 13.0, 12.694444444444445)","(3.6, 3.8, 3.787121212121212)","(26.0, 34.0, 32.714285714285715)","(4.6, 5.2, 5.186538461538461)","(31.0, 44.0, 43.0)","(10.0, 13.0, 12.796296296296296)","(12.0, 15.5, 15.26595744680851)","(5.5, 7.0, 6.879828326180258)","(17.0, 20.0, 19.186915887850468)","(19.0, 26.0, 25.736842105263158)","(51.0, 75.0, 68.33333333333333)","(61.0, 85.0, 79.44444444444444)"
07-01-2023 13:34:56.253786,"(10.0, 13.0, 12.694444444444445)","(3.6, 3.8, 3.678271028037383)","(26.0, 34.0, 33.46666666666667)","(4.6, 5.3, 5.234285714285714)","(31.0, 44.0, 43.294117647058826)","(10.0, 13.0, 12.838235294117647)","(12.0, 15.5, 15.316666666666666)","(5.5, 7.0, 6.906666666666666)","(17.0, 21.0, 19.32758620689655)","(19.0, 26.0, 25.72222222222222)","(51.0, 75.0, 69.28571428571429)","(61.0, 80.0, 82.33333333333333)"
07-01-2023 13:34:57.668200,"(10.0, 12.5, 12.333333333333334)","(3.6, 3.75, 3.678271028037383)","(26.0, 34.0, 33.46666666666667)","(4.6, 5.3, 5.234285714285714)","(31.0, 44.0, 43.294117647058826)","(10.0, 13.0, 12.838235294117647)","(12.0, 15.5, 15.316666666666666)","(5.5, 7.0, 6.906666666666666)","(17.0, 21.0, 19.32758620689655)","(20.0, 26.0, 25.684210526315788)","(51.0, 75.0, 69.28571428571429)","(61.0, 85.0, 82.33333333333333)"
07-01-2023 13:34:59.073305,"(10.0, 12.5, 12.403508771929825)","(3.6, 3.75, 3.678438228438228)","(26.0, 34.0, 33.46666666666667)","(4.6, 5.3, 5.281632653061225)","(31.0, 44.0, 43.294117647058826)","(11.0, 13.0, 12.85204081632653)","(12.0, 15.5, 15.316666666666666)","(5.5, 7.0, 6.9169230769230765)","(17.0, 21.0, 19.607843137254903)","(20.0, 26.0, 25.684210526315788)","(51.0, 75.0, 69.28571428571429)","(61.0, 85.0, 82.33333333333333)"
07-01-2023 13:35:00.532530,"(10.0, 12.5, 12.375)","(3.5, 3.75, 3.679425837320574)","(26.0, 34.0, 31.473684210526315)","(4.6, 5.3, 5.281052631578947)","(31.0, 44.0, 42.285714285714285)","(11.0, 13.0, 12.850515463917526)","(12.0, 15.5, 15.313559322033898)","(5.5, 7.0, 6.942857142857143)","(17.0, 21.0, 19.80952380952381)","(20.0, 26.0, 25.6)","(51.0, 75.0, 69.28571428571429)","(61.0, 85.0, 82.33333333333333)"
07-01-2023 13:35:01.951123,"(10.0, 12.5, 12.336206896551724)","(3.5, 3.75, 3.6814634146341465)","(26.0, 34.0, 31.0)","(4.6, 5.3, 5.281188118811881)","(31.0, 44.0, 42.285714285714285)","(11.0, 13.0, 12.826923076923077)","(12.0, 15.5, 15.293650793650794)","(5.5, 7.0, 6.979439252336449)","(17.0, 21.0, 19.77777777777778)","(20.0, 26.0, 25.916666666666668)","(51.0, 75.0, 69.28571428571429)","(61.0, 85.0, 82.33333333333333)"
07-01-2023 13:35:03.390601,"(10.0, 12.5, 12.140625)","(3.5, 3.7, 3.532262996941896)","(26.0, 34.0, 31.6)","(4.6, 5.3, 5.31639344262295)","(31.0, 44.0, 42.285714285714285)","(11.0, 13.0, 13.10344827586207)","(12.0, 15.5, 15.28688524590164)","(5.5, 7.0, 7.0311111111111115)","(17.0, 20.0, 19.75)","(20.0, 26.0, 25.647058823529413)","(51.0, 75.0, 69.28571428571429)","(61.0, 85.0, 82.33333333333333)"
07-01-2023 13:35:04.908505,"(10.0, 12.5, 12.173076923076923)","(3.5, 3.55, 3.5459694989106754)","(26.0, 34.0, 32.857142857142854)","(4.6, 5.4, 5.357407407407408)","(31.0, 44.0, 43.4)","(11.0, 13.5, 13.430722891566266)","(12.0, 15.5, 15.808333333333334)","(5.5, 7.2, 7.056842105263158)","(17.0, 20.0, 19.791666666666668)","(20.0, 26.0, 26.263157894736842)","(51.0, 75.0, 70.55555555555556)","(61.0, 85.0, 82.14285714285714)"
07-01-2023 13:35:06.420425,"(10.0, 12.5, 12.339622641509434)","(3.5, 3.55, 3.5448467966573816)","(26.0, 34.0, 32.5)","(4.6, 5.4, 5.338947368421053)","(31.0, 44.0, 44.08695652173913)","(11.0, 13.5, 13.4)","(12.0, 16.0, 15.785046728971963)","(5.5, 7.2, 7.057831325301205)","(17.0, 20.0, 19.814814814814813)","(20.0, 27.0, 26.363636363636363)","(51.0, 75.0, 70.55555555555556)","(61.0, 85.0, 82.5)"
07-01-2023 13:35:07.910642,"(10.0, 12.5, 12.427631578947368)","(3.5, 3.55, 3.5457845433255266)","(21.0, 34.0, 32.22222222222222)","(4.6, 5.4, 5.360144927536232)","(31.0, 46.0, 44.3448275862069)","(11.0, 13.5, 12.852272727272727)","(12.0, 16.0, 15.630952380952381)","(5.5, 7.2, 7.192682926829269)","(17.0, 20.0, 19.904761904761905)","(20.0, 27.0, 25.22222222222222)","(51.0, 75.0, 70.55555555555556)","(61.0, 85.0, 82.5)"
07-01-2023 13:35:09.327760,"(10.0, 12.5, 12.427631578947368)","(3.5, 3.55, 3.549331550802139)","(21.0, 34.0, 31.115384615384617)","(4.6, 5.4, 5.394674556213018)","(31.0, 46.0, 45.333333333333336)","(11.0, 13.5, 12.831325301204819)","(12.0, 16.0, 15.808641975308642)","(5.5, 7.2, 6.856097560975609)","(17.0, 20.0, 20.225806451612904)","(20.0, 26.0, 25.293333333333333)","(51.0, 75.0, 76.0)","(61.0, 85.0, 86.25)"
07-01-2023 13:35:10.755500,"(10.0, 13.0, 12.544642857142858)","(3.5, 3.55, 3.5493455497382196)","(21.0, 34.0, 30.94736842105263)","(4.6, 5.4, 5.430582524271845)","(31.0, 46.0, 44.827586206896555)","(11.0, 13.0, 12.608695652173912)","(13.0, 16.0, 15.835106382978724)","(5.5, 7.0, 6.843349753694581)","(17.0, 21.0, 20.25531914893617)","(20.0, 26.0, 25.227848101265824)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:12.142584,"(10.0, 13.0, 12.626582278481013)","(3.5, 3.55, 3.5411434977578473)","(21.0, 34.0, 30.972972972972972)","(4.6, 5.5, 5.418947368421053)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.0, 13.13586956521739)","(13.0, 16.0, 15.835106382978724)","(5.5, 7.0, 6.8405)","(17.0, 21.0, 20.38053097345133)","(20.0, 26.0, 25.28125)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:13.482909,"(10.0, 13.0, 12.606666666666667)","(3.4, 3.55, 3.5410633484162894)","(21.0, 34.0, 30.972972972972972)","(4.6, 5.5, 5.41875)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.5, 12.847826086956522)","(13.0, 16.0, 15.976923076923077)","(5.5, 7.0, 6.846285714285714)","(17.0, 21.0, 20.091954022988507)","(20.0, 26.0, 25.28125)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:14.904057,"(10.0, 13.0, 12.606666666666667)","(3.4, 3.55, 3.5410633484162894)","(21.0, 34.0, 30.972972972972972)","(4.6, 5.5, 5.41875)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.0, 12.847826086956522)","(13.0, 16.0, 15.976923076923077)","(5.5, 7.0, 6.846285714285714)","(17.0, 21.0, 20.091954022988507)","(20.0, 26.0, 25.28125)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:16.309308,"(10.0, 13.0, 12.606666666666667)","(3.4, 3.55, 3.5410633484162894)","(21.0, 34.0, 30.972972972972972)","(4.6, 5.5, 5.41875)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.0, 12.847826086956522)","(13.0, 16.0, 15.976923076923077)","(5.5, 7.0, 6.846285714285714)","(17.0, 21.0, 20.091954022988507)","(20.0, 26.0, 25.28125)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:17.711967,"(10.0, 13.0, 12.606666666666667)","(3.4, 3.55, 3.5410633484162894)","(21.0, 34.0, 30.972972972972972)","(4.6, 5.5, 5.41875)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.0, 12.847826086956522)","(13.0, 16.0, 15.976923076923077)","(5.5, 7.0, 6.846285714285714)","(17.0, 21.0, 20.091954022988507)","(20.0, 26.0, 25.28125)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:19.047781,"(10.0, 13.0, 12.606666666666667)","(3.4, 3.55, 3.5410633484162894)","(21.0, 34.0, 30.972972972972972)","(4.6, 5.5, 5.41875)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.0, 12.847826086956522)","(13.0, 16.0, 15.976923076923077)","(5.5, 7.0, 6.846285714285714)","(17.0, 21.0, 20.091954022988507)","(20.0, 26.0, 25.28125)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:20.508066,"(10.0, 13.0, 12.606666666666667)","(3.4, 3.55, 3.5410633484162894)","(21.0, 34.0, 30.972972972972972)","(4.6, 5.5, 5.41875)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.0, 12.847826086956522)","(13.0, 16.0, 15.976923076923077)","(5.5, 7.0, 6.846285714285714)","(17.0, 21.0, 20.091954022988507)","(20.0, 26.0, 25.28125)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:22.063463,"(10.0, 13.0, 12.606666666666667)","(3.4, 3.55, 3.5410633484162894)","(21.0, 34.0, 30.972972972972972)","(4.6, 5.5, 5.41875)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.0, 12.847826086956522)","(13.0, 16.0, 15.976923076923077)","(5.5, 7.0, 6.846285714285714)","(17.0, 21.0, 20.091954022988507)","(20.0, 26.0, 25.28125)","(51.0, 80.0, 73.46153846153847)","(61.0, 90.0, 85.38461538461539)"
07-01-2023 13:35:23.647699,"(10.0, 13.0, 12.606666666666667)","(3.4, 3.55, 3.5410633484162894)","(21.0, 34.0, 35.87951807228916)","(4.6, 5.5, 5.413636363636364)","(31.0, 46.0, 45.44444444444444)","(11.0, 13.0, 13.102409638554217)","(13.0, 16.0, 16.590425531914892)","(5.5, 7.0, 6.757209302325581)","(17.0, 21.0, 20.30701754385965)","(20.0, 26.0, 24.231884057971016)","(51.0, 80.0, 76.75)","(61.0, 90.0, 89.28571428571429)"
