,Book Launch,Dio,Foxys Star,Gottaluvjimmy,Kashiwa,Swiftly Ned,Ceejay,Prophets Choice,Alassak,Lotus Land,Springlodge,Miss Epernay
07-01-2023 13:29:48.783765,"(8.0, 11.5, 10.642857142857142)","(4.6, 5.5, 5.483050847457627)","(18.0, 29.0, 26.714285714285715)","(4.8, 5.8, 5.784)","(21.0, 40.0, 32.666666666666664)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.5, 9.741666666666667)","(6.0, 7.0, 6.818181818181818)","(18.0, 21.0, 19.571428571428573)","(15.0, 23.0, 22.57142857142857)","(31.0, 65.0, 60.25)","(41.0, 80.0, 69.28571428571429)"
07-01-2023 13:29:50.197188,"(8.0, 11.5, 10.36)","(4.6, 5.4, 5.397457627118644)","(18.0, 28.0, 26.285714285714285)","(4.8, 5.8, 5.784)","(21.0, 40.0, 32.666666666666664)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.5, 9.362499999999999)","(6.0, 7.0, 6.818181818181818)","(18.0, 21.0, 19.571428571428573)","(15.0, 23.0, 22.57142857142857)","(31.0, 65.0, 60.25)","(41.0, 80.0, 69.28571428571429)"
07-01-2023 13:29:51.608113,"(8.0, 11.5, 10.184615384615384)","(4.6, 5.4, 5.397457627118644)","(18.0, 28.0, 26.285714285714285)","(4.8, 5.8, 5.6)","(21.0, 40.0, 35.285714285714285)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.5, 9.362499999999999)","(6.0, 7.0, 6.818181818181818)","(18.0, 21.0, 19.8)","(15.0, 23.0, 22.57142857142857)","(31.0, 65.0, 57.33333333333333)","(41.0, 80.0, 71.0)"
07-01-2023 13:29:53.076563,"(8.0, 11.0, 10.4)","(4.6, 5.4, 5.397457627118644)","(18.0, 28.0, 26.285714285714285)","(4.8, 5.8, 5.55)","(21.0, 40.0, 34.0)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 9.644444444444444)","(6.0, 7.0, 6.76)","(18.0, 21.0, 19.8)","(15.0, 23.0, 22.57142857142857)","(31.0, 80.0, 64.54545454545455)","(41.0, 80.0, 71.0)"
07-01-2023 13:29:54.372020,"(8.0, 11.0, 10.4)","(4.6, 5.4, 5.3925)","(18.0, 28.0, 26.285714285714285)","(4.8, 5.8, 5.74)","(21.0, 40.0, 34.0)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 9.959999999999999)","(6.0, 7.0, 6.825)","(18.0, 21.0, 20.4375)","(15.0, 23.0, 22.57142857142857)","(31.0, 80.0, 58.75)","(41.0, 80.0, 71.0)"
07-01-2023 13:29:55.862260,"(8.0, 11.0, 10.4)","(4.6, 5.5, 5.49016393442623)","(18.0, 28.0, 26.285714285714285)","(4.8, 5.8, 5.74)","(21.0, 40.0, 34.0)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 9.879999999999999)","(6.0, 7.2, 6.825)","(18.0, 21.0, 20.4375)","(15.0, 23.0, 22.57142857142857)","(31.0, 80.0, 68.28571428571428)","(41.0, 80.0, 121.66666666666666)"
07-01-2023 13:29:57.209419,"(8.0, 11.0, 10.4)","(4.6, 5.5, 5.49016393442623)","(18.0, 28.0, 26.285714285714285)","(4.8, 5.8, 5.74)","(21.0, 40.0, 34.0)","(8.5, 11.0, 10.0625)","(8.0, 11.0, 9.879999999999999)","(6.0, 7.2, 6.866666666666666)","(18.0, 21.0, 20.4375)","(15.0, 23.0, 22.7)","(31.0, 85.0, 77.2)","(41.0, 150.0, 117.0)"
07-01-2023 13:29:58.711780,"(8.0, 11.0, 10.4)","(4.6, 5.5, 5.489830508474577)","(18.0, 28.0, 26.285714285714285)","(4.8, 5.8, 5.74)","(21.0, 40.0, 34.0)","(8.5, 11.0, 10.0625)","(8.0, 11.0, 9.879999999999999)","(6.0, 7.0, 6.866666666666666)","(18.0, 21.0, 20.475)","(15.0, 23.0, 22.25)","(31.0, 85.0, 77.2)","(41.0, 130.0, 109.0)"
07-01-2023 13:30:00.401793,"(8.0, 11.0, 10.623076923076923)","(4.6, 5.5, 5.489830508474577)","(18.0, 28.0, 26.285714285714285)","(4.8, 5.8, 5.74)","(21.0, 40.0, 34.0)","(8.5, 11.0, 10.0625)","(8.0, 11.0, 9.879999999999999)","(6.0, 7.0, 6.866666666666666)","(18.0, 21.0, 19.2)","(15.0, 23.0, 22.25)","(31.0, 85.0, 77.2)","(41.0, 120.0, 109.0)"
07-01-2023 13:30:01.926071,"(8.0, 11.5, 10.623076923076923)","(4.6, 5.5, 5.56)","(19.0, 28.0, 26.285714285714285)","(4.6, 5.8, 5.633333333333333)","(21.0, 40.0, 35.2)","(8.5, 11.0, 10.0625)","(8.0, 11.0, 10.05)","(6.0, 7.0, 6.866666666666666)","(17.0, 21.0, 19.5)","(16.0, 23.0, 22.25)","(31.0, 85.0, 77.2)","(41.0, 120.0, 109.0)"
07-01-2023 13:30:03.418405,"(8.0, 11.5, 10.623076923076923)","(4.6, 5.6, 5.56)","(19.0, 28.0, 26.285714285714285)","(4.6, 5.8, 5.633333333333333)","(21.0, 40.0, 35.2)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 10.066666666666666)","(6.0, 7.0, 6.88)","(17.0, 21.0, 19.5)","(16.0, 23.0, 22.25)","(31.0, 85.0, 77.2)","(41.0, 120.0, 109.0)"
07-01-2023 13:30:04.903891,"(8.0, 11.5, 10.623076923076923)","(4.6, 5.6, 5.58728813559322)","(19.0, 28.0, 27.2)","(4.6, 5.8, 5.633333333333333)","(21.0, 40.0, 39.0)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 9.95)","(6.0, 7.0, 6.88)","(17.0, 21.0, 19.5)","(16.0, 23.0, 20.0)","(31.0, 85.0, 80.0)","(41.0, 120.0, 101.66666666666666)"
07-01-2023 13:30:06.444953,"(8.0, 11.5, 10.623076923076923)","(4.6, 5.6, 5.3307692307692305)","(19.0, 28.0, 27.2)","(4.6, 5.8, 5.633333333333333)","(21.0, 40.0, 39.0)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 10.185714285714285)","(6.0, 7.0, 6.8)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.0)","(31.0, 85.0, 80.625)","(41.0, 120.0, 101.66666666666666)"
07-01-2023 13:30:08.048614,"(8.0, 11.5, 10.43125)","(4.6, 5.6, 5.276470588235294)","(19.0, 28.0, 27.2)","(4.6, 5.8, 5.68)","(21.0, 40.0, 39.0)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 10.133333333333333)","(6.0, 7.2, 6.771428571428571)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.0)","(31.0, 85.0, 80.625)","(41.0, 120.0, 101.66666666666666)"
07-01-2023 13:30:09.559555,"(8.0, 11.5, 10.43125)","(4.6, 5.6, 5.556349206349206)","(19.0, 28.0, 27.2)","(4.6, 5.8, 5.5)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.5, 10.133333333333333)","(6.0, 7.2, 6.9)","(17.0, 21.0, 19.8)","(16.0, 22.0, 19.9)","(31.0, 85.0, 80.625)","(41.0, 120.0, 109.0)"
07-01-2023 13:30:11.049693,"(8.0, 11.5, 10.43125)","(4.6, 5.6, 5.556349206349206)","(19.0, 28.0, 27.2)","(4.6, 5.8, 5.566666666666666)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.5, 9.6)","(6.0, 7.2, 6.9)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.214285714285715)","(31.0, 85.0, 80.625)","(41.0, 120.0, 109.0)"
07-01-2023 13:30:12.577272,"(8.0, 11.5, 10.43125)","(4.6, 5.6, 5.3962962962962955)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.5285714285714285)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 9.6)","(6.0, 7.2, 7.125)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.214285714285715)","(31.0, 85.0, 81.11111111111111)","(41.0, 120.0, 101.66666666666666)"
07-01-2023 13:30:14.164470,"(8.0, 11.5, 10.43125)","(4.6, 5.1, 5.264)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.590909090909091)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.0625)","(8.0, 10.5, 9.6)","(6.0, 7.2, 7.125)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.75)","(31.0, 90.0, 76.0)","(41.0, 120.0, 101.66666666666666)"
07-01-2023 13:30:15.648848,"(8.0, 11.5, 10.43125)","(4.6, 5.6, 5.358823529411765)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.5285714285714285)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.5, 9.6)","(6.0, 7.2, 7.125)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.40909090909091)","(31.0, 90.0, 81.11111111111111)","(41.0, 120.0, 101.66666666666666)"
07-01-2023 13:30:17.223579,"(8.0, 11.5, 10.10909090909091)","(4.6, 5.5, 5.2)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.58)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.5, 9.7)","(6.0, 7.2, 6.8)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.055555555555557)","(31.0, 90.0, 81.11111111111111)","(41.0, 120.0, 109.0)"
07-01-2023 13:30:18.594526,"(8.0, 11.5, 10.48)","(4.6, 5.4, 5.114285714285715)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.7)","(6.0, 7.0, 6.8)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.055555555555557)","(31.0, 90.0, 76.0)","(41.0, 120.0, 113.125)"
07-01-2023 13:30:19.965860,"(8.0, 11.5, 10.48)","(4.6, 5.4, 5.114285714285715)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.7)","(6.0, 7.0, 6.8)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.25)","(31.0, 90.0, 76.0)","(41.0, 120.0, 113.125)"
07-01-2023 13:30:21.424031,"(8.0, 11.5, 10.48)","(4.6, 5.4, 5.114285714285715)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.7)","(6.0, 7.0, 6.8)","(17.0, 21.0, 19.8)","(16.0, 22.0, 20.25)","(31.0, 90.0, 66.66666666666667)","(41.0, 120.0, 107.5)"
07-01-2023 13:30:22.895549,"(8.0, 11.5, 10.48)","(4.6, 5.4, 5.114285714285715)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.976)","(17.0, 21.0, 19.5)","(16.0, 22.0, 20.25)","(31.0, 90.0, 66.66666666666667)","(41.0, 120.0, 109.0)"
07-01-2023 13:30:24.463744,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.28)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.968421052631579)","(17.0, 21.0, 19.0)","(16.0, 22.0, 20.25)","(31.0, 90.0, 78.33333333333333)","(41.0, 120.0, 113.125)"
07-01-2023 13:30:25.836878,"(8.0, 11.5, 10.6)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.968421052631579)","(17.0, 21.0, 19.8)","(16.0, 22.0, 21.204545454545453)","(31.0, 90.0, 78.33333333333333)","(41.0, 120.0, 113.125)"
07-01-2023 13:30:27.292451,"(8.0, 11.5, 10.6)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.968421052631579)","(17.0, 21.0, 19.8)","(16.0, 22.0, 21.204545454545453)","(31.0, 90.0, 78.33333333333333)","(41.0, 120.0, 113.125)"
07-01-2023 13:30:28.725936,"(8.0, 11.5, 10.6)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.968421052631579)","(17.0, 21.0, 19.2)","(16.0, 22.0, 20.5)","(31.0, 90.0, 78.33333333333333)","(41.0, 120.0, 113.125)"
07-01-2023 13:30:30.250592,"(8.0, 11.5, 10.6)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.968421052631579)","(17.0, 21.0, 19.2)","(16.0, 22.0, 20.333333333333332)","(31.0, 90.0, 78.33333333333333)","(41.0, 120.0, 113.125)"
07-01-2023 13:30:31.677294,"(8.0, 11.5, 10.6)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.968421052631579)","(17.0, 21.0, 19.2)","(16.0, 22.0, 20.333333333333332)","(31.0, 90.0, 78.33333333333333)","(41.0, 120.0, 110.83333333333333)"
07-01-2023 13:30:33.085428,"(8.0, 11.5, 10.6)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.968421052631579)","(17.0, 21.0, 19.615384615384617)","(16.0, 22.0, 20.333333333333332)","(31.0, 90.0, 78.33333333333333)","(41.0, 120.0, 97.14285714285714)"
07-01-2023 13:30:34.458787,"(8.0, 11.5, 10.6)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.972727272727273)","(17.0, 21.0, 19.0)","(16.0, 22.0, 20.4375)","(31.0, 90.0, 78.33333333333333)","(41.0, 110.0, 97.14285714285714)"
07-01-2023 13:30:35.837764,"(8.0, 11.5, 10.6)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.2)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.92)","(17.0, 21.0, 19.0)","(16.0, 22.0, 20.4375)","(31.0, 90.0, 78.33333333333333)","(41.0, 110.0, 94.16666666666666)"
07-01-2023 13:30:37.272001,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.285714285714286)","(19.0, 28.0, 27.565217391304348)","(4.6, 5.7, 5.62)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.92)","(17.0, 21.0, 19.0)","(16.0, 22.0, 20.4375)","(31.0, 90.0, 66.66666666666667)","(41.0, 100.0, 94.16666666666666)"
07-01-2023 13:30:38.730642,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.285714285714286)","(19.0, 32.0, 29.0)","(4.6, 5.7, 5.633333333333334)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.92)","(17.0, 21.0, 19.0)","(16.0, 22.0, 20.4375)","(31.0, 90.0, 78.33333333333333)","(41.0, 100.0, 90.0)"
07-01-2023 13:30:40.255752,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.285714285714286)","(19.0, 30.0, 28.25)","(4.6, 5.7, 5.633333333333334)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.92)","(17.0, 21.0, 19.0)","(16.0, 22.0, 20.625)","(31.0, 90.0, 75.0)","(41.0, 110.0, 97.14285714285714)"
07-01-2023 13:30:41.645306,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.285714285714286)","(19.0, 29.0, 28.25)","(4.6, 5.7, 5.5588235294117645)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.571428571428571)","(6.0, 7.0, 6.96)","(17.0, 21.0, 19.2)","(16.0, 21.0, 20.625)","(31.0, 90.0, 75.0)","(41.0, 110.0, 97.14285714285714)"
07-01-2023 13:30:43.058807,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.285714285714286)","(19.0, 29.0, 28.25)","(4.6, 5.7, 5.5588235294117645)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.80952380952381)","(6.0, 7.0, 6.977777777777778)","(17.0, 20.0, 19.2)","(16.0, 21.0, 20.625)","(31.0, 90.0, 81.42857142857143)","(41.0, 110.0, 90.0)"
07-01-2023 13:30:44.490238,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.285714285714286)","(19.0, 29.0, 28.25)","(4.6, 5.7, 5.5588235294117645)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.777777777777777)","(6.0, 7.0, 6.977777777777778)","(17.0, 20.0, 19.2)","(16.0, 21.0, 20.625)","(31.0, 90.0, 81.42857142857143)","(41.0, 110.0, 90.0)"
07-01-2023 13:30:45.888837,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.285714285714286)","(19.0, 29.0, 28.25)","(4.6, 5.7, 5.5588235294117645)","(21.0, 40.0, 38.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.692307692307692)","(6.0, 7.0, 6.977777777777778)","(17.0, 20.0, 18.9)","(16.0, 21.0, 20.625)","(31.0, 90.0, 81.42857142857143)","(41.0, 110.0, 90.0)"
07-01-2023 13:30:47.351573,"(8.0, 11.5, 10.323076923076924)","(4.6, 5.4, 5.333333333333334)","(19.0, 29.0, 28.25)","(4.6, 5.7, 5.5095238095238095)","(21.0, 40.0, 36.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.692307692307692)","(6.0, 7.0, 6.984615384615385)","(17.0, 19.5, 18.642857142857142)","(16.0, 21.0, 20.727272727272727)","(31.0, 90.0, 81.42857142857143)","(41.0, 110.0, 97.14285714285714)"
07-01-2023 13:30:48.764434,"(8.0, 11.5, 10.555555555555555)","(4.6, 5.4, 5.333333333333334)","(19.0, 29.0, 27.4)","(4.6, 5.7, 5.5095238095238095)","(21.0, 38.0, 35.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.76470588235294)","(6.0, 7.0, 6.984615384615385)","(17.0, 19.5, 18.642857142857142)","(16.0, 21.0, 20.5)","(31.0, 90.0, 81.42857142857143)","(41.0, 110.0, 87.5)"
07-01-2023 13:30:50.216182,"(8.0, 11.5, 10.555555555555555)","(4.6, 5.4, 5.333333333333334)","(19.0, 29.0, 27.4)","(4.6, 5.7, 5.593333333333334)","(21.0, 38.0, 35.0)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.76470588235294)","(6.0, 7.0, 6.984615384615385)","(17.0, 19.5, 18.642857142857142)","(16.0, 21.0, 20.03846153846154)","(31.0, 90.0, 81.42857142857143)","(41.0, 110.0, 87.5)"
07-01-2023 13:30:51.762317,"(8.0, 11.5, 10.555555555555555)","(4.6, 5.4, 5.333333333333334)","(19.0, 29.0, 27.4)","(4.6, 5.7, 5.676923076923077)","(21.0, 36.0, 35.111111111111114)","(8.5, 11.0, 10.076923076923077)","(8.0, 10.0, 9.666666666666666)","(6.0, 7.0, 6.933333333333334)","(17.0, 19.5, 18.642857142857142)","(16.0, 21.0, 20.03846153846154)","(31.0, 90.0, 81.42857142857143)","(41.0, 110.0, 97.14285714285714)"
07-01-2023 13:30:54.660563,"(8.0, 11.5, 10.75)","(4.6, 5.4, 5.22)","(19.0, 29.0, 27.0)","(4.6, 5.7, 5.681818181818182)","(21.0, 36.0, 34.0)","(8.5, 11.0, 10.333333333333334)","(8.0, 10.0, 9.777777777777777)","(6.0, 7.0, 7.2)","(17.0, 19.5, 18.9)","(16.0, 21.0, 19.571428571428573)","(31.0, 90.0, 81.42857142857143)","(41.0, 110.0, 97.14285714285714)"
07-01-2023 13:30:56.689412,"(8.0, 11.5, 10.75)","(4.6, 5.3, 5.128571428571429)","(19.0, 29.0, 26.4)","(4.6, 5.7, 5.681818181818182)","(21.0, 36.0, 35.0)","(8.5, 11.0, 10.333333333333334)","(8.0, 10.0, 9.8)","(6.0, 8.0, 7.04)","(17.0, 21.0, 19.125)","(16.0, 21.0, 20.1)","(31.0, 90.0, 73.33333333333333)","(41.0, 110.0, 83.33333333333333)"
07-01-2023 13:30:58.201842,"(8.0, 11.5, 11.25)","(4.6, 5.3, 4.979411764705882)","(19.0, 32.0, 27.333333333333332)","(4.6, 5.7, 5.681818181818182)","(21.0, 36.0, 35.0)","(8.5, 11.0, 10.333333333333334)","(8.0, 10.0, 9.8)","(6.0, 8.0, 7.072727272727272)","(17.0, 21.0, 19.25)","(16.0, 21.0, 20.1)","(31.0, 90.0, 73.33333333333333)","(41.0, 110.0, 83.33333333333333)"
07-01-2023 13:30:59.675440,"(8.0, 11.5, 11.25)","(4.6, 5.2, 5.187368421052632)","(19.0, 30.0, 27.0)","(4.6, 5.7, 5.681818181818182)","(21.0, 36.0, 35.0)","(8.5, 11.0, 10.333333333333334)","(8.0, 10.0, 9.8)","(6.0, 7.8, 7.279999999999999)","(17.0, 20.0, 19.25)","(16.0, 21.0, 20.1)","(31.0, 90.0, 69.16666666666667)","(41.0, 110.0, 83.33333333333333)"
07-01-2023 13:31:01.205233,"(8.0, 11.5, 11.25)","(4.6, 5.2, 5.187368421052632)","(19.0, 29.0, 27.0)","(4.6, 5.7, 5.681818181818182)","(21.0, 36.0, 35.0)","(8.5, 11.0, 10.333333333333334)","(8.0, 10.0, 9.8)","(6.0, 7.6, 7.066666666666666)","(17.0, 20.0, 19.25)","(16.0, 21.0, 20.1)","(31.0, 90.0, 73.75)","(41.0, 110.0, 83.33333333333333)"
07-01-2023 13:31:02.686025,"(8.0, 11.5, 11.25)","(4.6, 5.2, 5.187368421052632)","(19.0, 29.0, 27.0)","(4.6, 5.7, 5.654545454545454)","(21.0, 36.0, 35.0)","(8.5, 11.0, 10.272727272727273)","(8.0, 10.0, 9.9375)","(6.0, 7.6, 7.04)","(17.0, 20.0, 19.25)","(16.0, 21.0, 20.1)","(31.0, 85.0, 73.75)","(41.0, 110.0, 83.33333333333333)"
07-01-2023 13:31:04.128571,"(8.0, 11.5, 11.125)","(4.6, 5.2, 5.187368421052632)","(19.0, 29.0, 27.0)","(4.6, 5.7, 5.675)","(21.0, 36.0, 35.0)","(8.5, 11.0, 10.272727272727273)","(8.0, 10.0, 9.9375)","(6.0, 7.6, 6.9714285714285715)","(17.0, 20.0, 19.75)","(16.0, 21.0, 22.5)","(31.0, 85.0, 70.0)","(41.0, 110.0, 83.33333333333333)"
07-01-2023 13:31:05.607994,"(8.0, 11.5, 11.125)","(4.6, 5.2, 5.187368421052632)","(19.0, 29.0, 28.833333333333332)","(4.6, 5.7, 5.297435897435897)","(21.0, 36.0, 35.8)","(8.5, 11.0, 10.272727272727273)","(8.0, 10.0, 9.9375)","(6.0, 7.6, 6.821428571428571)","(17.0, 21.0, 18.595238095238095)","(16.0, 24.0, 24.166666666666668)","(31.0, 85.0, 57.22222222222222)","(41.0, 110.0, 73.57142857142857)"
07-01-2023 13:31:07.157896,"(8.0, 11.5, 10.5625)","(4.6, 5.2, 5.187368421052632)","(19.0, 29.0, 28.833333333333332)","(4.6, 5.4, 5.275)","(21.0, 36.0, 35.82608695652174)","(8.5, 11.0, 10.31578947368421)","(8.0, 10.0, 9.9375)","(6.0, 7.4, 6.821428571428571)","(17.0, 19.5, 19.0)","(16.0, 25.0, 22.09090909090909)","(31.0, 75.0, 61.25)","(41.0, 95.0, 76.66666666666667)"
07-01-2023 13:31:08.706150,"(8.0, 11.5, 10.5625)","(4.6, 5.2, 5.140000000000001)","(19.0, 29.0, 28.833333333333332)","(4.6, 5.4, 5.257142857142857)","(21.0, 36.0, 35.82608695652174)","(8.5, 11.0, 10.31578947368421)","(8.0, 10.0, 9.9375)","(6.0, 7.4, 6.820454545454545)","(17.0, 19.5, 19.0)","(16.0, 25.0, 22.6)","(31.0, 75.0, 61.25)","(41.0, 90.0, 76.66666666666667)"
07-01-2023 13:31:10.170004,"(8.0, 11.5, 10.5625)","(4.6, 5.2, 5.140000000000001)","(19.0, 29.0, 28.555555555555557)","(4.6, 5.4, 5.408695652173913)","(21.0, 36.0, 34.18181818181818)","(8.5, 11.0, 10.31578947368421)","(8.0, 10.0, 9.9375)","(6.0, 7.4, 7.04)","(17.0, 19.5, 19.0)","(16.0, 25.0, 22.6)","(31.0, 75.0, 61.25)","(41.0, 90.0, 76.66666666666667)"
07-01-2023 13:31:11.897250,"(8.0, 11.5, 10.409090909090908)","(4.6, 5.2, 5.073684210526316)","(19.0, 29.0, 28.555555555555557)","(4.6, 5.6, 5.408695652173913)","(21.0, 36.0, 34.18181818181818)","(8.5, 11.0, 10.31578947368421)","(8.0, 10.0, 9.9375)","(6.0, 7.2, 6.954545454545454)","(17.0, 19.5, 19.0)","(16.0, 25.0, 22.6)","(31.0, 75.0, 61.25)","(41.0, 90.0, 76.66666666666667)"
07-01-2023 13:31:13.419872,"(8.0, 11.5, 10.409090909090908)","(4.6, 5.2, 5.008)","(19.0, 29.0, 28.555555555555557)","(4.6, 5.6, 5.408695652173913)","(21.0, 36.0, 34.18181818181818)","(8.5, 11.0, 10.428571428571429)","(8.0, 10.0, 9.8)","(5.5, 7.2, 6.91578947368421)","(17.0, 19.5, 19.0)","(16.0, 25.0, 22.571428571428573)","(31.0, 75.0, 61.25)","(41.0, 90.0, 76.66666666666667)"
07-01-2023 13:31:14.900574,"(8.0, 11.5, 10.25)","(4.6, 5.2, 5.2)","(19.0, 29.0, 28.555555555555557)","(4.6, 5.6, 5.3950000000000005)","(21.0, 36.0, 34.18181818181818)","(8.5, 11.0, 10.578947368421053)","(8.0, 10.0, 9.8)","(5.5, 7.2, 6.683333333333333)","(17.0, 19.5, 19.0)","(16.0, 24.0, 22.444444444444443)","(31.0, 75.0, 61.25)","(41.0, 90.0, 76.66666666666667)"
07-01-2023 13:31:16.331161,"(8.0, 11.0, 10.25)","(4.6, 5.3, 5.2)","(19.0, 29.0, 28.555555555555557)","(4.6, 5.5, 5.266666666666667)","(21.0, 36.0, 34.18181818181818)","(8.5, 11.0, 10.5)","(8.0, 10.0, 9.93939393939394)","(5.5, 7.4, 6.678431372549019)","(17.0, 19.5, 19.0)","(16.0, 24.0, 22.444444444444443)","(31.0, 75.0, 61.25)","(41.0, 90.0, 76.66666666666667)"
