,Donovans Warrior,Red October,Top Honors,Pink Higgins,Nerky Rose,Call Me Firey,Quiet As Midnight
08-12-2022 12:36:16.660853,"(21.0, 70.0, 60.0)","(3.8, 4.9, 4.6)","(3.3, 4.2, 4.1000000000000005)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 18.071428571428573)","(4.8, 5.9, 5.78)"
08-12-2022 12:36:17.960784,"(21.0, 70.0, 60.0)","(3.8, 4.9, 4.6)","(3.3, 4.2, 4.1000000000000005)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(4.8, 5.9, 5.7)"
08-12-2022 12:36:19.375828,"(21.0, 70.0, 55.0)","(3.8, 4.9, 4.525)","(3.3, 4.2, 4.1000000000000005)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(4.8, 5.8, 5.7)"
08-12-2022 12:36:20.652698,"(21.0, 70.0, 55.0)","(3.8, 4.9, 4.525)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(4.8, 5.8, 5.7)"
08-12-2022 12:36:22.046830,"(21.0, 70.0, 55.0)","(3.8, 4.9, 4.525)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.072727272727272)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(4.8, 5.8, 5.7)"
08-12-2022 12:36:23.430745,"(21.0, 70.0, 55.0)","(3.8, 4.9, 4.566666666666667)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(4.8, 5.8, 5.6)"
08-12-2022 12:36:24.863907,"(21.0, 70.0, 55.0)","(3.8, 4.9, 4.566666666666667)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(4.8, 6.2, 5.86)"
08-12-2022 12:36:26.177154,"(21.0, 70.0, 55.0)","(3.8, 4.9, 4.566666666666667)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(4.8, 6.0, 5.86)"
08-12-2022 12:36:27.496820,"(21.0, 70.0, 55.0)","(3.8, 4.9, 4.65)","(3.3, 4.2, 4.033333333333333)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.95)","(13.0, 20.0, 17.75)","(4.8, 6.0, 5.78)"
08-12-2022 12:36:28.767696,"(21.0, 70.0, 55.0)","(3.8, 4.8, 4.65)","(3.3, 4.2, 4.128571428571429)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.620000000000001)","(13.0, 20.0, 17.75)","(4.8, 5.9, 5.46)"
08-12-2022 12:36:30.110793,"(21.0, 70.0, 55.0)","(3.8, 4.8, 4.575)","(3.3, 4.2, 4.128571428571429)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.620000000000001)","(13.0, 20.0, 17.75)","(4.8, 5.9, 5.46)"
08-12-2022 12:36:31.425252,"(21.0, 70.0, 55.0)","(3.8, 4.8, 4.571428571428571)","(3.3, 4.2, 4.128571428571429)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.620000000000001)","(13.0, 20.0, 17.75)","(4.8, 5.9, 5.633333333333333)"
08-12-2022 12:36:32.809837,"(21.0, 65.0, 47.6)","(3.8, 4.8, 4.571428571428571)","(3.3, 4.2, 4.11)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.620000000000001)","(13.0, 20.0, 17.0)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:34.167831,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.8, 4.65)","(3.3, 4.2, 3.8)","(4.8, 6.4, 6.133333333333334)","(8.5, 10.5, 9.620000000000001)","(13.0, 20.0, 16.625)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:35.579219,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.8, 4.575)","(3.3, 4.1, 3.7982758620689654)","(4.8, 6.4, 6.28)","(8.5, 10.5, 9.620000000000001)","(13.0, 20.0, 19.333333333333332)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:37.007767,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.8, 4.575)","(3.3, 4.1, 3.925)","(4.8, 6.4, 6.28)","(8.5, 10.5, 9.620000000000001)","(13.0, 21.0, 19.333333333333332)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:38.574350,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.8, 4.676923076923077)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.28)","(8.5, 10.5, 9.620000000000001)","(13.0, 21.0, 19.333333333333332)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:39.961391,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.8, 4.676923076923077)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.28)","(8.5, 10.5, 9.620000000000001)","(13.0, 21.0, 19.333333333333332)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:41.397027,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.8, 4.68125)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 10.5, 9.925)","(13.0, 21.0, 17.333333333333332)","(4.8, 5.8, 5.6)"
08-12-2022 12:36:42.975079,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.9, 4.65)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.09090909090909)","(4.8, 6.0, 5.475)"
08-12-2022 12:36:44.496020,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.8, 4.7214285714285715)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 18.09090909090909)","(4.8, 6.0, 5.46)"
08-12-2022 12:36:45.882735,"(21.0, 80.0, 56.85714285714286)","(3.8, 4.9, 4.628571428571429)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.5, 10.7125)","(13.0, 20.0, 20.25)","(4.8, 5.9, 5.663636363636363)"
08-12-2022 12:36:47.301279,"(21.0, 80.0, 53.0)","(3.8, 5.2, 4.7)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.5, 10.7125)","(13.0, 21.0, 20.25)","(4.8, 5.8, 5.633333333333333)"
08-12-2022 12:36:48.630827,"(21.0, 80.0, 44.66666666666667)","(3.8, 5.2, 4.8)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.5, 10.7125)","(13.0, 21.0, 18.375)","(4.6, 5.8, 5.633333333333333)"
08-12-2022 12:36:50.111932,"(21.0, 80.0, 44.66666666666667)","(4.0, 5.1, 4.538461538461538)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.5, 11.566666666666666)","(13.0, 21.0, 17.11111111111111)","(4.6, 5.8, 5.633333333333333)"
08-12-2022 12:36:51.605192,"(21.0, 80.0, 44.66666666666667)","(4.0, 5.0, 4.65)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 12.0, 11.566666666666666)","(13.0, 21.0, 16.727272727272727)","(4.6, 5.8, 5.466666666666667)"
08-12-2022 12:36:53.042455,"(21.0, 80.0, 44.66666666666667)","(4.0, 5.1, 4.7)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 12.0, 10.9)","(13.0, 20.0, 17.75)","(4.6, 5.8, 5.466666666666667)"
08-12-2022 12:36:54.438160,"(21.0, 75.0, 51.0)","(4.0, 5.1, 4.7)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.5, 10.4)","(13.0, 19.5, 17.75)","(4.6, 5.8, 5.466666666666667)"
08-12-2022 12:36:55.794950,"(21.0, 75.0, 51.0)","(4.0, 5.1, 4.859999999999999)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.0, 10.4)","(13.0, 19.5, 17.4)","(4.6, 5.8, 5.466666666666667)"
08-12-2022 12:36:57.075140,"(21.0, 75.0, 51.0)","(4.0, 5.6, 5.199999999999999)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.0, 10.4)","(13.0, 19.5, 17.4)","(4.6, 5.8, 5.46)"
08-12-2022 12:36:58.425113,"(21.0, 75.0, 51.0)","(4.0, 5.5, 5.3999999999999995)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.0, 10.4)","(13.0, 19.5, 17.4)","(4.6, 5.7, 5.46)"
08-12-2022 12:36:59.875156,"(21.0, 75.0, 51.0)","(4.0, 5.8, 4.648)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.0, 10.4)","(13.0, 19.5, 17.4)","(4.6, 5.7, 5.46)"
08-12-2022 12:37:01.240042,"(21.0, 75.0, 43.0)","(4.0, 5.2, 4.63030303030303)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.273684210526316)","(8.5, 11.0, 10.2)","(13.0, 19.5, 16.875)","(4.6, 5.7, 5.46)"
08-12-2022 12:37:02.771454,"(21.0, 75.0, 43.0)","(4.0, 5.1, 4.63030303030303)","(3.3, 4.0, 3.875)","(4.8, 6.4, 6.28)","(8.0, 11.0, 10.4)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.7, 5.46)"
08-12-2022 12:37:04.417596,"(21.0, 70.0, 48.5)","(4.0, 5.1, 4.725)","(3.3, 4.0, 3.923076923076923)","(4.8, 6.4, 6.273684210526316)","(8.0, 11.0, 10.563636363636364)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.7, 5.46)"
08-12-2022 12:37:05.818722,"(21.0, 70.0, 48.5)","(4.0, 5.1, 4.725)","(3.3, 4.0, 3.923076923076923)","(4.8, 6.4, 6.273684210526316)","(8.0, 11.0, 10.16)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.7, 5.46)"
08-12-2022 12:37:07.131307,"(21.0, 70.0, 48.5)","(4.0, 5.1, 4.92)","(3.3, 4.0, 3.923076923076923)","(4.8, 6.4, 6.273684210526316)","(8.0, 11.0, 9.592857142857143)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.7, 5.533333333333333)"
08-12-2022 12:37:08.565156,"(21.0, 70.0, 48.5)","(4.0, 5.4, 4.648)","(3.3, 4.0, 3.788135593220339)","(4.8, 6.4, 6.273684210526316)","(8.0, 10.0, 9.785714285714286)","(13.0, 19.5, 18.333333333333332)","(4.6, 6.0, 5.533333333333333)"
08-12-2022 12:37:09.918478,"(21.0, 70.0, 48.5)","(4.0, 5.2, 4.7064516129032254)","(3.3, 4.0, 3.7875)","(4.8, 6.4, 6.273684210526316)","(8.0, 10.0, 9.785714285714286)","(13.0, 19.5, 18.333333333333332)","(4.6, 6.0, 5.346153846153846)"
08-12-2022 12:37:11.328653,"(21.0, 70.0, 48.5)","(4.0, 5.3, 4.823076923076923)","(3.3, 4.0, 3.788135593220339)","(4.8, 6.4, 6.273684210526316)","(8.0, 10.0, 9.785714285714286)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.9, 5.55)"
08-12-2022 12:37:12.770987,"(21.0, 70.0, 48.5)","(4.0, 5.1, 4.823076923076923)","(3.3, 4.0, 3.788135593220339)","(4.8, 6.4, 6.273684210526316)","(8.0, 10.0, 9.785714285714286)","(13.0, 19.5, 18.333333333333332)","(4.6, 5.8, 5.385714285714285)"
08-12-2022 12:37:14.092203,"(21.0, 70.0, 48.5)","(4.0, 5.0, 4.818181818181818)","(3.3, 4.0, 3.7272727272727275)","(4.8, 6.4, 6.824)","(8.0, 10.0, 11.566666666666666)","(13.0, 19.5, 18.666666666666668)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:37:15.210440,"(21.0, 70.0, 48.5)","(4.0, 5.0, 4.466666666666667)","(3.3, 4.0, 3.7272727272727275)","(4.8, 7.4, 6.625806451612903)","(8.0, 12.0, 9.971428571428572)","(13.0, 20.0, 18.666666666666668)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:37:16.326424,"(21.0, 70.0, 65.0)","(4.0, 4.9, 4.42)","(3.3, 4.0, 3.727777777777778)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.971428571428572)","(13.0, 20.0, 18.666666666666668)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:37:17.528881,"(21.0, 65.0, 60.833333333333336)","(4.0, 4.9, 4.429411764705883)","(3.3, 4.0, 3.727777777777778)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.971428571428572)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.314285714285714)"
08-12-2022 12:37:18.890472,"(21.0, 65.0, 53.5)","(4.0, 4.9, 4.444444444444445)","(3.3, 4.0, 3.727777777777778)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 10.03076923076923)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:20.296600,"(21.0, 65.0, 48.0)","(4.0, 4.8, 4.666666666666666)","(3.3, 4.0, 3.727777777777778)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:21.614894,"(21.0, 60.0, 48.0)","(4.0, 4.8, 4.666666666666666)","(3.3, 4.0, 3.9083333333333337)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:22.879920,"(21.0, 60.0, 48.0)","(4.0, 4.8, 4.666666666666666)","(3.3, 3.95, 3.8041666666666667)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:24.123816,"(21.0, 60.0, 51.0)","(4.0, 4.8, 4.666666666666666)","(3.3, 3.95, 3.8041666666666667)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:25.348764,"(21.0, 60.0, 51.0)","(4.0, 4.8, 4.666666666666666)","(3.3, 3.95, 3.8041666666666667)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:26.519013,"(21.0, 60.0, 51.0)","(4.0, 4.8, 4.666666666666666)","(3.3, 3.95, 3.8041666666666667)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:27.832592,"(21.0, 60.0, 48.0)","(4.0, 4.8, 4.666666666666666)","(3.3, 3.95, 3.8041666666666667)","(4.8, 6.6, 6.208695652173913)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:29.097921,"(21.0, 60.0, 48.0)","(4.0, 4.8, 4.666666666666666)","(3.3, 3.95, 3.8041666666666667)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:30.447077,"(21.0, 60.0, 48.0)","(4.0, 4.8, 4.676923076923076)","(3.3, 3.95, 3.8041666666666667)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.25)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:31.997608,"(21.0, 60.0, 54.285714285714285)","(4.0, 4.7, 4.6571428571428575)","(3.3, 3.95, 3.7666666666666666)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:33.366983,"(21.0, 65.0, 57.85714285714286)","(4.0, 4.7, 4.6571428571428575)","(3.3, 3.9, 3.7666666666666666)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:34.691535,"(21.0, 65.0, 57.85714285714286)","(4.0, 4.7, 4.6571428571428575)","(3.3, 3.95, 3.67)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.892307692307693)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:35.997284,"(21.0, 55.0, 52.5)","(4.0, 4.7, 4.6571428571428575)","(3.3, 3.9, 3.635294117647059)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.933333333333334)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:37.340542,"(21.0, 55.0, 52.5)","(4.0, 4.7, 4.6571428571428575)","(3.3, 3.85, 3.7875)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.933333333333334)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:38.794647,"(21.0, 55.0, 52.5)","(4.0, 4.7, 4.6571428571428575)","(3.3, 3.85, 3.6375)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.933333333333334)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:40.177453,"(21.0, 55.0, 52.5)","(4.0, 4.7, 4.6571428571428575)","(3.3, 3.85, 3.6375)","(4.8, 6.6, 6.234782608695652)","(8.0, 11.0, 9.933333333333334)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:41.512075,"(21.0, 55.0, 52.5)","(4.0, 4.7, 4.55)","(3.3, 3.85, 3.703448275862069)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.933333333333334)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:42.928069,"(21.0, 55.0, 52.0)","(4.0, 4.7, 4.55)","(3.3, 3.85, 3.703448275862069)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.933333333333334)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:44.276524,"(21.0, 55.0, 52.0)","(4.0, 4.7, 4.55)","(3.3, 3.85, 3.703448275862069)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.933333333333334)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:45.587495,"(21.0, 55.0, 52.0)","(4.0, 4.9, 4.523529411764706)","(3.3, 3.85, 3.703448275862069)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.933333333333334)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.433333333333334)"
08-12-2022 12:37:47.020447,"(21.0, 55.0, 52.0)","(4.0, 4.8, 4.56)","(3.3, 3.85, 3.613157894736842)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.8)","(13.0, 20.0, 18.833333333333332)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:48.394631,"(21.0, 55.0, 48.5)","(4.0, 4.8, 4.56)","(3.3, 3.85, 3.613888888888889)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.8)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:49.829191,"(21.0, 55.0, 48.5)","(4.0, 4.8, 4.56)","(3.3, 3.85, 3.628260869565217)","(4.8, 6.6, 6.218181818181818)","(8.0, 11.0, 9.8)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:51.091202,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.85, 3.628260869565217)","(5.0, 6.6, 6.218181818181818)","(8.5, 11.0, 9.8)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:52.433179,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.85, 3.628260869565217)","(5.0, 6.6, 6.8)","(8.5, 11.0, 10.266666666666667)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:53.743581,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.85, 3.592857142857143)","(5.0, 7.4, 6.8)","(8.5, 12.0, 9.725)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:55.212763,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.6, 3.592857142857143)","(5.0, 7.0, 6.8)","(8.5, 12.0, 9.725)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:56.665263,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.6, 3.592857142857143)","(5.0, 7.0, 6.8)","(8.5, 12.0, 11.11578947368421)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:57.966970,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.6, 3.592857142857143)","(5.0, 7.0, 6.96)","(8.5, 12.0, 9.725)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:37:59.249898,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.6, 3.592857142857143)","(5.0, 7.2, 6.96)","(8.5, 12.0, 10.133333333333333)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:38:00.507371,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.6, 3.592857142857143)","(5.0, 7.2, 6.96)","(8.5, 12.0, 10.133333333333333)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.35)"
08-12-2022 12:38:01.826977,"(21.0, 55.0, 48.5)","(4.2, 4.8, 4.56)","(3.3, 3.6, 3.592857142857143)","(5.0, 7.2, 7.0)","(8.5, 12.0, 10.133333333333333)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:03.363109,"(21.0, 55.0, 40.5)","(4.2, 4.8, 4.68)","(3.3, 3.6, 3.59375)","(5.0, 7.2, 7.04)","(8.5, 12.0, 10.32)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:04.862476,"(21.0, 55.0, 45.33333333333333)","(4.2, 4.8, 4.68)","(3.3, 3.6, 3.6576923076923076)","(5.0, 7.2, 7.04)","(8.5, 12.0, 10.32)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:06.214572,"(21.0, 55.0, 45.33333333333333)","(4.2, 4.8, 4.68)","(3.3, 3.75, 3.6576923076923076)","(5.0, 7.2, 6.618181818181818)","(8.5, 12.0, 10.32)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:07.672856,"(21.0, 55.0, 45.33333333333333)","(4.2, 4.8, 4.68)","(3.3, 3.75, 3.6576923076923076)","(5.0, 7.0, 6.618181818181818)","(8.5, 12.0, 10.32)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:09.105091,"(21.0, 55.0, 45.33333333333333)","(4.2, 4.8, 4.68)","(3.3, 3.75, 3.65)","(5.0, 7.0, 6.618181818181818)","(8.5, 12.0, 10.32)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:10.451893,"(21.0, 55.0, 45.33333333333333)","(4.2, 4.8, 4.68)","(3.3, 3.75, 3.65)","(5.0, 7.0, 6.618181818181818)","(8.5, 12.0, 10.32)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:11.708161,"(21.0, 55.0, 45.66666666666667)","(4.2, 4.8, 4.68)","(3.3, 3.8, 3.7444444444444445)","(5.0, 7.0, 6.618181818181818)","(8.5, 12.0, 10.32)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:12.843883,"(21.0, 55.0, 45.66666666666667)","(4.2, 4.8, 4.68)","(3.3, 3.8, 3.7444444444444445)","(5.0, 7.0, 6.618181818181818)","(8.5, 12.0, 10.32)","(13.0, 20.0, 17.9)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:14.151293,"(21.0, 55.0, 45.66666666666667)","(4.2, 4.8, 4.68)","(3.3, 3.8, 3.78125)","(5.0, 7.0, 6.618181818181818)","(8.5, 12.0, 9.9)","(13.0, 20.0, 18.5)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:15.544518,"(21.0, 55.0, 45.66666666666667)","(4.2, 4.8, 4.638461538461538)","(3.3, 3.8, 3.78125)","(5.0, 7.0, 6.856410256410256)","(8.5, 12.0, 9.9)","(13.0, 20.0, 18.5)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:16.885752,"(21.0, 55.0, 45.66666666666667)","(4.2, 4.8, 4.638461538461538)","(3.3, 3.8, 3.78125)","(5.0, 7.0, 7.709090909090909)","(8.5, 12.0, 9.916666666666666)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:18.208622,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.638461538461538)","(3.2, 3.8, 3.78125)","(5.0, 7.8, 7.709090909090909)","(8.5, 11.5, 9.916666666666666)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:19.738814,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.638461538461538)","(3.2, 3.8, 3.78125)","(5.0, 7.8, 7.222222222222222)","(8.5, 11.5, 9.916666666666666)","(13.0, 20.0, 18.0)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:21.127872,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.638461538461538)","(3.2, 3.8, 3.78125)","(5.0, 8.0, 7.6)","(8.5, 11.5, 10.233333333333333)","(13.0, 20.0, 16.875)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:22.582760,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.638461538461538)","(3.2, 3.8, 3.686)","(5.0, 8.0, 8.25)","(8.5, 11.5, 10.4)","(13.0, 19.5, 17.75)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:23.966030,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.65)","(3.2, 3.75, 3.7666666666666666)","(5.0, 8.4, 8.066666666666666)","(8.5, 12.0, 10.4)","(13.0, 19.5, 17.75)","(4.6, 5.6, 5.418181818181818)"
08-12-2022 12:38:25.437568,"(21.0, 55.0, 48.0)","(4.0, 4.8, 4.65)","(3.2, 3.8, 3.7666666666666666)","(5.0, 8.4, 8.066666666666666)","(8.5, 12.0, 9.799999999999999)","(13.0, 19.5, 17.75)","(4.6, 5.6, 5.418181818181818)"
