,Its Smudgy,Sir Benjamin,Spring Harbour,Harry,Finniss Flash,Dutch Impact
12-01-2023 18:23:20.878269,"(3.2, 3.8, 3.71875)","(7.0, 8.8, 8.760000000000002)","(10.0, 15.5, 14.785714285714286)","(1.85, 2.26, 2.227659574468085)","(26.0, 36.0, 33.27272727272727)","(8.5, 14.5, 14.076923076923077)"
12-01-2023 18:23:22.115448,"(3.2, 3.8, 3.763888888888889)","(7.0, 8.8, 8.666666666666668)","(10.0, 15.0, 14.75)","(1.85, 2.26, 2.2315789473684213)","(26.0, 36.0, 37.94444444444444)","(8.5, 14.5, 14.076923076923077)"
12-01-2023 18:23:23.388697,"(3.2, 3.8, 3.763888888888889)","(7.0, 8.8, 8.573913043478262)","(10.0, 15.0, 14.653846153846153)","(1.85, 2.24, 2.2272727272727275)","(26.0, 38.0, 37.0)","(8.5, 14.5, 14.076923076923077)"
12-01-2023 18:23:24.714600,"(3.2, 3.8, 3.763888888888889)","(7.0, 8.8, 8.573913043478262)","(10.0, 15.0, 14.807692307692308)","(1.85, 2.24, 2.222727272727273)","(26.0, 40.0, 37.76)","(8.5, 14.5, 14.076923076923077)"
12-01-2023 18:23:25.832709,"(3.2, 3.8, 3.7045454545454546)","(7.0, 8.8, 8.573913043478262)","(10.0, 15.5, 14.82)","(1.85, 2.24, 2.2153846153846155)","(26.0, 40.0, 34.4)","(8.5, 14.5, 13.928571428571429)"
12-01-2023 18:23:26.856062,"(3.2, 3.8, 3.7272727272727275)","(7.0, 9.4, 9.169230769230769)","(10.0, 15.5, 14.82)","(1.85, 2.22, 2.2153846153846155)","(26.0, 40.0, 35.310344827586206)","(8.5, 14.5, 13.928571428571429)"
12-01-2023 18:23:27.989791,"(3.2, 3.75, 3.741935483870968)","(7.0, 9.2, 9.155555555555555)","(10.0, 15.5, 14.7)","(1.85, 2.22, 2.2074074074074077)","(26.0, 40.0, 35.27272727272727)","(8.5, 14.5, 13.833333333333334)"
12-01-2023 18:23:29.138137,"(3.2, 3.8, 3.7666666666666666)","(7.0, 9.4, 9.353846153846154)","(10.0, 15.0, 14.625)","(1.85, 2.22, 2.22)","(26.0, 38.0, 36.23529411764706)","(8.5, 14.5, 13.296875)"
12-01-2023 18:23:30.378383,"(3.2, 3.8, 3.7729166666666667)","(7.0, 9.2, 9.1)","(10.0, 15.0, 14.944444444444445)","(1.85, 2.24, 2.234198473282443)","(26.0, 38.0, 33.5)","(8.5, 13.5, 13.25)"
12-01-2023 18:23:31.580769,"(3.2, 3.85, 3.7810344827586206)","(7.0, 9.2, 9.157142857142857)","(10.0, 15.0, 14.681818181818182)","(1.85, 2.24, 2.235873015873016)","(26.0, 38.0, 33.6)","(8.5, 13.5, 12.88888888888889)"
12-01-2023 18:23:32.705128,"(3.2, 3.85, 3.7810344827586206)","(7.0, 9.0, 8.985294117647058)","(10.0, 15.5, 14.863636363636363)","(1.85, 2.24, 2.235873015873016)","(26.0, 38.0, 34.666666666666664)","(8.5, 13.0, 12.791666666666666)"
12-01-2023 18:23:33.821768,"(3.2, 3.85, 3.7810344827586206)","(7.0, 9.0, 8.985294117647058)","(10.0, 15.0, 14.7)","(1.85, 2.24, 2.246060606060606)","(26.0, 38.0, 35.69230769230769)","(8.5, 13.0, 12.8)"
12-01-2023 18:23:34.985704,"(3.2, 3.85, 3.77)","(7.0, 8.8, 8.729411764705883)","(10.0, 15.0, 14.722222222222221)","(1.85, 2.26, 2.2626666666666666)","(26.0, 38.0, 35.69230769230769)","(8.5, 13.0, 12.8)"
12-01-2023 18:23:36.116407,"(3.2, 3.8, 3.756666666666667)","(7.0, 8.8, 8.628571428571428)","(10.0, 15.0, 14.7)","(1.85, 2.28, 2.251208791208791)","(26.0, 38.0, 35.69230769230769)","(8.5, 13.0, 13.5)"
12-01-2023 18:23:37.276758,"(3.2, 3.75, 3.725)","(7.0, 9.0, 8.96)","(10.0, 15.0, 14.7)","(1.85, 2.26, 2.2382142857142857)","(26.0, 38.0, 35.69230769230769)","(8.5, 14.0, 13.448275862068966)"
12-01-2023 18:23:38.443402,"(3.2, 3.75, 3.6976190476190474)","(7.0, 9.2, 8.96)","(10.0, 15.0, 14.642857142857142)","(1.85, 2.24, 2.2382142857142857)","(26.0, 38.0, 36.0)","(8.5, 14.0, 13.515151515151516)"
12-01-2023 18:23:39.571700,"(3.2, 3.75, 3.7214285714285715)","(7.0, 9.2, 9.10909090909091)","(10.0, 15.0, 14.7)","(1.85, 2.24, 2.225769230769231)","(26.0, 40.0, 36.0)","(8.5, 14.0, 13.515151515151516)"
12-01-2023 18:23:40.751240,"(3.2, 3.8, 3.7424242424242427)","(7.0, 9.0, 8.891666666666667)","(10.0, 15.0, 14.7)","(1.85, 2.24, 2.2110638297872343)","(26.0, 44.0, 34.90909090909091)","(8.5, 14.0, 13.823529411764707)"
12-01-2023 18:23:41.845185,"(3.2, 3.8, 3.7344827586206897)","(7.0, 9.0, 8.878260869565217)","(10.0, 15.0, 14.964285714285714)","(1.85, 2.22, 2.2163157894736845)","(26.0, 44.0, 34.90909090909091)","(10.0, 14.0, 13.761904761904763)"
12-01-2023 18:23:42.846051,"(3.2, 3.75, 3.7111111111111112)","(7.0, 9.2, 9.135483870967741)","(10.0, 15.0, 14.964285714285714)","(1.85, 2.24, 2.2)","(26.0, 44.0, 34.90909090909091)","(10.0, 14.0, 13.588235294117647)"
12-01-2023 18:23:44.002979,"(3.2, 3.75, 3.723076923076923)","(7.0, 9.8, 9.600000000000001)","(10.0, 15.5, 14.73015873015873)","(1.85, 2.2, 2.203030303030303)","(26.0, 44.0, 38.42857142857143)","(10.0, 14.0, 13.65)"
12-01-2023 18:23:45.170482,"(3.2, 3.75, 3.7194444444444446)","(7.0, 9.8, 9.634782608695652)","(10.0, 15.0, 14.71875)","(1.85, 2.22, 2.2)","(26.0, 42.0, 36.0)","(10.0, 14.0, 13.766666666666667)"
12-01-2023 18:23:46.293087,"(3.2, 3.75, 3.7194444444444446)","(7.0, 9.8, 9.605882352941176)","(10.0, 15.0, 14.571428571428571)","(1.85, 2.22, 2.198888888888889)","(26.0, 42.0, 36.705882352941174)","(10.0, 14.5, 13.916666666666666)"
12-01-2023 18:23:47.433942,"(3.2, 3.8, 3.7595744680851064)","(7.0, 9.8, 9.605882352941176)","(10.0, 15.0, 14.52)","(1.85, 2.22, 2.1966666666666668)","(26.0, 42.0, 36.705882352941174)","(10.0, 14.0, 13.916666666666666)"
12-01-2023 18:23:48.521737,"(3.2, 3.8, 3.764)","(7.0, 9.8, 9.624489795918366)","(10.0, 15.0, 14.535714285714286)","(1.85, 2.2, 2.1975824175824177)","(26.0, 42.0, 38.15384615384615)","(10.0, 14.0, 14.0)"
12-01-2023 18:23:49.637075,"(3.2, 3.8, 3.768181818181818)","(7.0, 9.2, 9.184782608695652)","(10.0, 14.5, 14.451612903225806)","(1.85, 2.22, 2.1993406593406597)","(26.0, 42.0, 36.0)","(10.0, 14.5, 13.9)"
12-01-2023 18:23:50.768629,"(3.2, 3.8, 3.7921052631578944)","(7.0, 9.2, 9.139130434782608)","(10.0, 14.5, 14.652173913043478)","(1.85, 2.22, 2.184615384615385)","(26.0, 42.0, 34.8)","(10.0, 14.0, 12.65625)"
12-01-2023 18:23:51.821206,"(3.3, 3.9, 3.86)","(7.0, 9.0, 8.892307692307693)","(11.0, 15.0, 14.666666666666666)","(1.9, 2.2, 2.182857142857143)","(26.0, 42.0, 36.0)","(10.0, 13.0, 12.704819277108435)"
12-01-2023 18:23:52.984209,"(3.3, 3.9, 3.8431818181818183)","(7.0, 9.4, 9.314285714285715)","(11.0, 15.0, 14.74074074074074)","(1.9, 2.2, 2.176716417910448)","(26.0, 42.0, 34.8)","(10.0, 13.0, 12.69375)"
12-01-2023 18:23:54.156964,"(3.3, 3.9, 3.8609375)","(7.0, 9.4, 9.333333333333334)","(11.0, 15.0, 14.916666666666666)","(1.9, 2.18, 2.176716417910448)","(26.0, 42.0, 39.0)","(10.0, 13.0, 12.69375)"
12-01-2023 18:23:55.237288,"(3.3, 3.9, 3.8649999999999998)","(7.0, 9.4, 9.342857142857143)","(11.0, 15.0, 14.882352941176471)","(1.9, 2.18, 2.177684210526316)","(26.0, 42.0, 40.90909090909091)","(10.0, 13.0, 12.71830985915493)"
12-01-2023 18:23:56.240472,"(3.3, 3.9, 3.846153846153846)","(7.0, 9.4, 9.342857142857143)","(11.0, 15.0, 14.882352941176471)","(1.9, 2.18, 2.1773195876288662)","(26.0, 42.0, 39.857142857142854)","(10.0, 13.0, 12.71830985915493)"
12-01-2023 18:23:57.340095,"(3.3, 3.9, 3.846153846153846)","(7.0, 9.4, 9.342857142857143)","(11.0, 15.0, 14.875)","(1.9, 2.18, 2.2243298969072165)","(26.0, 42.0, 39.857142857142854)","(10.0, 13.0, 12.78125)"
12-01-2023 18:23:58.370823,"(3.3, 3.8, 3.7576923076923077)","(7.0, 9.4, 9.266666666666666)","(11.0, 15.0, 15.045454545454545)","(1.9, 2.24, 2.1976470588235295)","(26.0, 42.0, 38.76923076923077)","(10.0, 13.0, 12.806818181818182)"
12-01-2023 18:23:59.461509,"(3.3, 3.8, 3.7545454545454544)","(7.0, 9.4, 9.355555555555556)","(11.0, 15.5, 14.91025641025641)","(1.9, 2.22, 2.197971014492754)","(26.0, 40.0, 38.25)","(10.0, 13.0, 13.157894736842104)"
12-01-2023 18:24:00.637508,"(3.3, 3.8, 3.7857142857142856)","(7.0, 9.4, 9.177777777777777)","(11.0, 15.5, 14.794117647058824)","(1.9, 2.22, 2.1996825396825397)","(26.0, 40.0, 39.0)","(10.0, 13.5, 13.283783783783784)"
12-01-2023 18:24:01.786657,"(3.3, 3.8, 3.78125)","(7.0, 9.2, 9.246153846153845)","(11.0, 15.0, 14.95)","(1.9, 2.22, 2.1952212389380534)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.203703703703704)"
12-01-2023 18:24:02.935994,"(3.3, 3.75, 3.7431034482758623)","(7.0, 9.4, 9.285714285714285)","(11.0, 15.0, 15.104938271604938)","(1.9, 2.22, 2.205294117647059)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.1)"
12-01-2023 18:24:04.079479,"(3.3, 3.7, 3.6576388888888887)","(7.0, 9.4, 9.375)","(11.0, 15.5, 14.838709677419354)","(1.9, 2.22, 2.2294117647058824)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.17741935483871)"
12-01-2023 18:24:05.065635,"(3.3, 3.65, 3.647448979591837)","(7.0, 9.4, 9.386666666666667)","(11.0, 15.0, 14.838709677419354)","(1.9, 2.24, 2.2294117647058824)","(26.0, 40.0, 39.0)","(10.0, 13.5, 13.144444444444444)"
12-01-2023 18:24:06.171624,"(3.3, 3.7, 3.6521978021978025)","(7.0, 9.6, 9.372972972972972)","(11.0, 15.5, 14.919354838709678)","(1.9, 2.24, 2.2078947368421056)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.049019607843137)"
12-01-2023 18:24:07.293092,"(3.3, 3.8, 3.7533333333333334)","(7.0, 9.4, 9.180851063829786)","(11.0, 15.0, 14.86111111111111)","(1.9, 2.22, 2.210212765957447)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.321428571428571)"
12-01-2023 18:24:08.350215,"(3.3, 3.8, 3.78695652173913)","(7.0, 9.2, 9.180851063829786)","(11.0, 15.0, 14.814814814814815)","(1.9, 2.22, 2.2070000000000003)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.4125)"
12-01-2023 18:24:09.452995,"(3.3, 3.8, 3.762264150943396)","(7.0, 9.6, 9.424999999999999)","(11.0, 15.0, 14.72972972972973)","(1.9, 2.22, 2.202790697674419)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.4125)"
12-01-2023 18:24:10.727327,"(3.3, 3.8, 3.761904761904762)","(7.0, 9.4, 9.346153846153847)","(11.0, 15.0, 14.72972972972973)","(1.9, 2.22, 2.1979816513761468)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.418604651162791)"
12-01-2023 18:24:12.001551,"(3.3, 3.8, 3.770731707317073)","(7.0, 9.4, 9.39)","(11.0, 15.0, 14.935483870967742)","(1.9, 2.22, 2.1562666666666668)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.46078431372549)"
12-01-2023 18:24:13.110285,"(3.3, 3.8, 3.7795454545454543)","(7.0, 9.4, 9.393939393939394)","(11.0, 15.0, 15.089285714285714)","(1.9, 2.16, 2.1314136125654453)","(26.0, 40.0, 39.6)","(10.0, 13.5, 13.972972972972974)"
12-01-2023 18:24:14.291551,"(3.3, 3.85, 3.8203703703703704)","(7.0, 9.6, 9.575)","(11.0, 15.5, 14.851851851851851)","(1.9, 2.14, 2.1315897435897435)","(26.0, 40.0, 39.666666666666664)","(10.0, 14.0, 13.960526315789474)"
12-01-2023 18:24:15.470954,"(3.3, 3.85, 3.8328125)","(7.0, 9.6, 9.57391304347826)","(11.0, 15.0, 14.8)","(1.9, 2.14, 2.133225806451613)","(26.0, 40.0, 39.77777777777778)","(10.0, 14.0, 13.960526315789474)"
12-01-2023 18:24:16.649037,"(3.3, 3.85, 3.83625)","(7.0, 9.6, 9.753846153846155)","(11.0, 15.0, 14.62)","(1.9, 2.14, 2.104457142857143)","(26.0, 40.0, 39.77777777777778)","(10.0, 14.0, 13.926829268292684)"
12-01-2023 18:24:17.977554,"(3.3, 3.85, 3.841025641025641)","(7.0, 9.8, 10.12659574468085)","(11.0, 15.0, 14.772727272727273)","(1.9, 2.12, 2.090340909090909)","(26.0, 40.0, 40.88)","(10.0, 14.0, 13.94186046511628)"
12-01-2023 18:24:19.368823,"(3.3, 3.9, 3.8833333333333333)","(7.0, 10.5, 10.0078125)","(11.0, 15.0, 15.15625)","(1.9, 2.1, 2.076794871794872)","(26.0, 50.0, 44.8)","(10.0, 14.0, 13.963414634146341)"
12-01-2023 18:24:20.887377,"(3.3, 3.9, 3.8785714285714286)","(7.0, 10.5, 10.0078125)","(11.0, 15.5, 15.271428571428572)","(1.9, 2.08, 2.076402877697842)","(26.0, 46.0, 45.25)","(10.0, 14.0, 13.966666666666667)"
12-01-2023 18:24:22.011719,"(3.3, 3.9, 3.8817460317460317)","(7.0, 10.5, 10.0375)","(11.0, 15.5, 15.220930232558139)","(1.9, 2.08, 2.0761702127659576)","(26.0, 46.0, 42.36363636363637)","(10.0, 14.0, 14.146153846153846)"
12-01-2023 18:24:23.179949,"(3.3, 3.9, 3.884027777777778)","(7.0, 10.5, 10.097826086956522)","(11.0, 15.5, 15.220930232558139)","(1.9, 2.08, 2.0761702127659576)","(26.0, 46.0, 42.5)","(10.0, 14.5, 14.117647058823529)"
12-01-2023 18:24:24.469332,"(3.3, 3.9, 3.8743243243243244)","(7.0, 10.5, 10.019480519480519)","(11.0, 15.5, 15.14516129032258)","(1.9, 2.08, 2.08020618556701)","(26.0, 46.0, 41.42857142857143)","(10.0, 14.5, 14.133802816901408)"
12-01-2023 18:24:25.838133,"(3.3, 3.9, 3.8612244897959185)","(7.0, 10.5, 10.021739130434783)","(11.0, 15.5, 15.2)","(1.9, 2.1, 2.082790697674419)","(26.0, 46.0, 41.42857142857143)","(10.0, 14.5, 14.073770491803279)"
12-01-2023 18:24:27.089506,"(3.3, 3.9, 3.8603773584905663)","(7.0, 10.5, 10.01388888888889)","(11.0, 15.5, 15.120689655172415)","(1.9, 2.1, 2.084788732394366)","(26.0, 46.0, 41.42857142857143)","(10.0, 14.5, 14.10344827586207)"
12-01-2023 18:24:28.522759,"(3.3, 3.9, 3.8848484848484848)","(7.0, 10.5, 10.237113402061855)","(11.0, 15.5, 15.189655172413794)","(1.9, 2.1, 2.096888888888889)","(26.0, 46.0, 41.75)","(10.0, 14.5, 14.146153846153846)"
12-01-2023 18:24:29.689784,"(3.3, 3.85, 3.834375)","(7.0, 10.5, 10.418032786885245)","(11.0, 15.5, 15.058823529411764)","(1.9, 2.1, 2.1130645161290325)","(26.0, 42.0, 39.0)","(10.0, 14.5, 14.10344827586207)"
12-01-2023 18:24:30.821653,"(3.3, 3.85, 3.8080645161290323)","(7.0, 10.5, 10.392307692307693)","(11.0, 15.5, 15.054054054054054)","(1.9, 2.12, 2.11651376146789)","(26.0, 40.0, 37.6)","(10.0, 14.5, 14.10344827586207)"
12-01-2023 18:24:31.975923,"(3.3, 3.8, 3.794915254237288)","(7.0, 10.5, 10.392307692307693)","(11.0, 15.5, 15.095238095238095)","(1.9, 2.12, 2.1025)","(26.0, 38.0, 37.333333333333336)","(10.0, 14.5, 14.10344827586207)"
12-01-2023 18:24:33.138002,"(3.3, 3.85, 3.8038461538461537)","(7.0, 10.5, 10.405405405405405)","(11.0, 15.5, 15.142857142857142)","(1.9, 2.12, 2.0846486486486486)","(26.0, 38.0, 38.15384615384615)","(10.0, 14.5, 14.146153846153846)"
12-01-2023 18:24:34.290006,"(3.3, 3.9, 3.8446808510638295)","(7.0, 10.5, 10.143243243243242)","(11.0, 15.5, 15.22972972972973)","(1.9, 2.1, 2.0846486486486486)","(26.0, 40.0, 38.434782608695656)","(10.0, 14.5, 14.146153846153846)"
12-01-2023 18:24:35.508412,"(3.3, 3.9, 3.851219512195122)","(7.0, 10.5, 10.352941176470589)","(11.0, 15.5, 15.23611111111111)","(1.9, 2.08, 2.0774045801526717)","(26.0, 40.0, 38.074074074074076)","(10.0, 14.5, 14.146153846153846)"
12-01-2023 18:24:36.706532,"(3.3, 3.9, 3.851219512195122)","(7.0, 10.5, 10.422535211267606)","(11.0, 15.5, 15.23611111111111)","(1.9, 2.08, 2.075510204081633)","(26.0, 40.0, 38.074074074074076)","(10.0, 14.5, 14.146153846153846)"
12-01-2023 18:24:37.904478,"(3.3, 3.9, 3.8523809523809525)","(7.0, 10.5, 10.254237288135593)","(11.0, 15.5, 15.37704918032787)","(1.9, 2.08, 2.0806349206349206)","(26.0, 40.0, 37.166666666666664)","(10.0, 14.5, 14.146153846153846)"
12-01-2023 18:24:39.018575,"(3.3, 3.85, 3.8116666666666665)","(7.0, 11.0, 10.508474576271187)","(11.0, 15.5, 15.8125)","(1.9, 2.1, 2.090210970464135)","(26.0, 38.0, 37.23076923076923)","(10.0, 14.5, 14.146153846153846)"
12-01-2023 18:24:40.012285,"(3.3, 3.75, 3.743150684931507)","(7.0, 11.0, 10.507936507936508)","(11.0, 16.0, 15.8125)","(1.9, 2.1, 2.0869026548672567)","(26.0, 38.0, 37.0)","(10.0, 14.5, 14.13888888888889)"
12-01-2023 18:24:41.171600,"(3.3, 3.8, 3.76375)","(7.0, 10.5, 10.446153846153846)","(11.0, 16.0, 15.790322580645162)","(1.9, 2.1, 2.086078431372549)","(26.0, 38.0, 37.333333333333336)","(10.0, 14.5, 14.13888888888889)"
12-01-2023 18:24:42.346295,"(3.3, 3.8, 3.7646341463414634)","(7.0, 10.5, 10.402777777777779)","(11.0, 16.0, 15.790322580645162)","(1.9, 2.1, 2.094666666666667)","(26.0, 38.0, 37.77777777777778)","(10.0, 14.5, 14.13888888888889)"
12-01-2023 18:24:43.496400,"(3.3, 3.8, 3.7646341463414634)","(7.0, 10.5, 10.402777777777779)","(11.0, 16.0, 15.879310344827585)","(1.9, 2.1, 2.092347826086957)","(26.0, 38.0, 37.28)","(10.0, 14.5, 14.13888888888889)"
12-01-2023 18:24:44.687144,"(3.3, 3.8, 3.775581395348837)","(7.0, 10.5, 10.431818181818182)","(11.0, 16.0, 15.933962264150944)","(1.9, 2.1, 2.105581395348837)","(26.0, 40.0, 37.28)","(10.0, 14.5, 14.13888888888889)"
12-01-2023 18:24:45.876597,"(3.3, 3.8, 3.768478260869565)","(7.0, 10.5, 10.161931818181818)","(11.0, 16.0, 15.981818181818182)","(1.9, 2.12, 2.098740157480315)","(26.0, 40.0, 37.28)","(10.0, 14.5, 14.13888888888889)"
12-01-2023 18:24:46.988360,"(3.3, 3.8, 3.769148936170213)","(7.5, 10.5, 10.15)","(12.0, 16.0, 16.341269841269842)","(1.9, 2.1, 2.099349593495935)","(26.0, 40.0, 36.92307692307692)","(10.0, 14.5, 14.097402597402597)"
12-01-2023 18:24:48.084710,"(3.3, 3.8, 3.770408163265306)","(7.5, 10.5, 10.145833333333334)","(12.0, 16.5, 16.27027027027027)","(1.9, 2.1, 2.110588235294118)","(26.0, 38.0, 36.666666666666664)","(10.0, 14.5, 14.13013698630137)"
12-01-2023 18:24:49.237297,"(3.3, 3.8, 3.7534246575342465)","(7.5, 10.5, 10.134730538922156)","(12.0, 16.5, 16.21794871794872)","(1.8, 2.12, 2.1193939393939396)","(31.0, 38.0, 36.666666666666664)","(10.0, 14.5, 14.13013698630137)"
12-01-2023 18:24:50.389894,"(3.3, 3.75, 3.727397260273973)","(7.5, 10.5, 10.135542168674698)","(12.0, 16.5, 16.06)","(1.8, 2.12, 2.118901098901099)","(31.0, 38.0, 37.333333333333336)","(10.0, 14.5, 14.13013698630137)"
12-01-2023 18:24:51.585348,"(3.3, 3.75, 3.731764705882353)","(7.5, 10.5, 10.153061224489797)","(12.0, 16.5, 16.270114942528735)","(1.8, 2.12, 2.1194285714285717)","(31.0, 38.0, 37.23076923076923)","(10.0, 14.5, 14.125)"
12-01-2023 18:24:52.782089,"(3.3, 3.75, 3.7205882352941178)","(7.5, 10.5, 10.153061224489797)","(12.0, 16.5, 16.180851063829788)","(1.8, 2.12, 2.1085714285714285)","(31.0, 38.0, 37.09090909090909)","(10.0, 14.5, 14.45625)"
12-01-2023 18:24:53.891355,"(3.3, 3.8, 3.7525)","(7.5, 10.5, 10.163212435233161)","(12.0, 16.5, 15.951612903225806)","(1.8, 2.12, 2.167854077253219)","(31.0, 38.0, 36.16)","(10.0, 14.5, 14.39010989010989)"
12-01-2023 18:24:55.067177,"(3.3, 3.7, 3.6716577540106954)","(7.5, 10.5, 10.200892857142858)","(12.0, 16.0, 15.38888888888889)","(1.8, 2.18, 2.149130434782609)","(31.0, 38.0, 37.53846153846154)","(10.0, 14.5, 14.45774647887324)"
12-01-2023 18:24:56.207225,"(3.3, 3.7, 3.659090909090909)","(7.5, 11.0, 10.83816425120773)","(12.0, 15.5, 15.26530612244898)","(1.8, 2.16, 2.1552136752136755)","(31.0, 38.0, 37.4)","(10.0, 14.5, 14.405405405405405)"
12-01-2023 18:24:57.241541,"(3.3, 3.65, 3.6422043010752687)","(7.5, 11.0, 10.86150234741784)","(12.0, 15.5, 15.272277227722773)","(1.8, 2.16, 2.158536585365854)","(31.0, 38.0, 37.368421052631575)","(10.0, 14.5, 14.41095890410959)"
12-01-2023 18:24:58.394970,"(3.3, 3.7, 3.6723502304147466)","(7.5, 10.5, 9.84375)","(12.0, 15.5, 15.282178217821782)","(1.8, 2.16, 2.1547826086956525)","(31.0, 38.0, 36.72727272727273)","(10.0, 14.5, 14.405797101449275)"
12-01-2023 18:24:59.544922,"(3.3, 3.65, 3.6485207100591714)","(7.5, 10.5, 10.030701754385966)","(12.0, 15.5, 15.282178217821782)","(1.8, 2.16, 2.158181818181818)","(31.0, 38.0, 36.285714285714285)","(10.0, 14.5, 14.435714285714285)"
12-01-2023 18:25:00.680749,"(3.3, 3.7, 3.6843137254901963)","(7.5, 10.5, 10.208791208791208)","(12.0, 15.5, 15.217948717948719)","(1.8, 2.18, 2.16096256684492)","(31.0, 38.0, 36.285714285714285)","(10.0, 14.5, 14.43918918918919)"
12-01-2023 18:25:01.829849,"(3.3, 3.65, 3.646551724137931)","(7.5, 10.5, 10.208791208791208)","(12.0, 15.5, 15.485714285714286)","(1.8, 2.18, 2.164230769230769)","(31.0, 38.0, 36.0)","(11.0, 14.5, 14.414473684210526)"
12-01-2023 18:25:02.939077,"(3.3, 3.65, 3.6204545454545456)","(7.5, 10.5, 10.202247191011235)","(12.0, 16.0, 15.444444444444445)","(1.8, 2.18, 2.164)","(31.0, 38.0, 36.0)","(11.0, 14.5, 14.414473684210526)"
12-01-2023 18:25:04.053257,"(3.3, 3.65, 3.6157894736842104)","(7.5, 10.5, 10.205714285714286)","(12.0, 16.0, 15.444444444444445)","(1.8, 2.18, 2.164)","(31.0, 38.0, 36.0)","(11.0, 14.5, 14.414473684210526)"
12-01-2023 18:25:05.084831,"(3.3, 3.65, 3.5919354838709676)","(7.5, 10.5, 10.20959595959596)","(12.0, 16.0, 15.486486486486486)","(1.8, 2.18, 2.1761538461538463)","(31.0, 38.0, 34.63157894736842)","(11.0, 14.0, 13.935185185185185)"
12-01-2023 18:25:06.153980,"(3.3, 3.65, 3.6313333333333335)","(7.5, 10.5, 10.202439024390245)","(12.0, 16.0, 15.522727272727273)","(1.8, 2.18, 2.1793650793650796)","(31.0, 36.0, 35.333333333333336)","(11.0, 13.5, 13.776699029126213)"
12-01-2023 18:25:07.289011,"(3.3, 3.65, 3.6385245901639345)","(7.5, 10.5, 10.190355329949238)","(12.0, 16.0, 15.404761904761905)","(1.8, 2.18, 2.175433070866142)","(31.0, 38.0, 35.333333333333336)","(11.0, 14.0, 13.776699029126213)"
12-01-2023 18:25:08.476955,"(3.3, 3.65, 3.6385245901639345)","(7.5, 10.5, 10.190355329949238)","(12.0, 16.0, 15.385964912280702)","(1.8, 2.18, 2.1794285714285717)","(31.0, 38.0, 35.51724137931034)","(11.0, 14.0, 13.776699029126213)"
12-01-2023 18:25:09.587558,"(3.3, 3.7, 3.6647058823529415)","(7.5, 10.5, 10.177248677248677)","(12.0, 16.0, 15.416666666666666)","(1.8, 2.18, 2.1795833333333334)","(31.0, 38.0, 35.77777777777778)","(11.0, 14.0, 13.705882352941176)"
12-01-2023 18:25:10.739001,"(3.3, 3.7, 3.66969696969697)","(7.5, 10.5, 10.172043010752688)","(12.0, 16.0, 15.403225806451612)","(1.8, 2.18, 2.1814084507042253)","(31.0, 36.0, 35.391304347826086)","(11.0, 14.0, 13.583333333333334)"
12-01-2023 18:25:11.891054,"(3.3, 3.75, 3.7154450261780103)","(7.5, 10.5, 10.17027027027027)","(12.0, 15.5, 15.316666666666666)","(1.8, 2.2, 2.174642857142857)","(31.0, 38.0, 35.391304347826086)","(11.0, 14.0, 13.566666666666666)"
12-01-2023 18:25:13.031489,"(3.3, 3.75, 3.7092592592592593)","(7.5, 10.5, 10.166666666666666)","(12.0, 15.5, 15.316666666666666)","(1.8, 2.18, 2.14425)","(31.0, 38.0, 38.8421052631579)","(11.0, 14.0, 13.566666666666666)"
12-01-2023 18:25:14.101193,"(3.3, 3.8, 3.7834625322997413)","(7.5, 10.5, 10.175)","(12.0, 15.0, 14.8)","(1.8, 2.16, 2.125829596412556)","(31.0, 40.0, 36.57142857142857)","(11.0, 14.0, 13.920454545454545)"
12-01-2023 18:25:15.189678,"(3.3, 3.85, 3.841139240506329)","(7.5, 10.5, 10.22549019607843)","(12.0, 15.0, 14.758620689655173)","(1.8, 2.14, 2.1177981651376148)","(31.0, 40.0, 36.57142857142857)","(11.0, 14.0, 13.920454545454545)"
12-01-2023 18:25:16.324802,"(3.3, 3.9, 3.865322580645161)","(7.5, 10.5, 10.224852071005918)","(12.0, 15.0, 14.727272727272727)","(1.8, 2.12, 2.110701754385965)","(31.0, 40.0, 35.38461538461539)","(11.0, 14.0, 14.482954545454545)"
12-01-2023 18:25:17.472116,"(3.3, 3.9, 3.8650684931506847)","(7.5, 10.5, 10.23030303030303)","(12.0, 15.0, 14.756756756756756)","(1.8, 2.12, 2.1021428571428573)","(31.0, 40.0, 37.63636363636363)","(11.0, 14.5, 14.31081081081081)"
12-01-2023 18:25:18.620025,"(3.3, 3.9, 3.8684210526315788)","(7.5, 10.5, 10.23030303030303)","(12.0, 15.0, 14.811111111111112)","(1.8, 2.12, 2.0979591836734697)","(31.0, 40.0, 37.63636363636363)","(11.0, 14.5, 14.360294117647058)"
