,Its Smudgy,Sir Benjamin,Spring Harbour,Harry,Finniss Flash,Dutch Impact
12-01-2023 18:21:29.711608,"(3.4, 4.0, 3.874193548387097)","(8.5, 10.5, 10.395833333333334)","(9.0, 12.0, 11.926829268292684)","(1.85, 2.2, 2.195555555555556)","(26.0, 34.0, 32.0)","(6.0, 16.5, 15.59090909090909)"
12-01-2023 18:21:30.748725,"(3.4, 4.0, 3.8777777777777778)","(8.5, 10.5, 10.339285714285714)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.2, 2.1900000000000004)","(26.0, 34.0, 32.0)","(6.0, 16.5, 15.59090909090909)"
12-01-2023 18:21:31.914472,"(3.4, 4.0, 3.8702702702702703)","(8.5, 10.5, 10.38)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.2, 2.19972972972973)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 15.59090909090909)"
12-01-2023 18:21:33.065538,"(3.4, 4.0, 3.8666666666666667)","(8.5, 10.5, 10.38)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.2, 2.19972972972973)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.023809523809526)"
12-01-2023 18:21:34.102971,"(3.4, 4.0, 3.815384615384615)","(8.5, 10.5, 10.38)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.2, 2.19972027972028)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.023809523809526)"
12-01-2023 18:21:35.206573,"(3.4, 4.0, 3.815384615384615)","(8.5, 10.5, 10.395833333333334)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.2, 2.204)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.023809523809526)"
12-01-2023 18:21:36.370947,"(3.4, 4.0, 3.815384615384615)","(8.5, 10.5, 10.395833333333334)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.22, 2.2375510204081634)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 15.61111111111111)"
12-01-2023 18:21:37.461926,"(3.4, 3.95, 3.821428571428571)","(8.5, 10.5, 10.395833333333334)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.22)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 15.61111111111111)"
12-01-2023 18:21:38.482091,"(3.4, 3.95, 3.814516129032258)","(8.5, 10.5, 10.365384615384615)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.212)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 15.61111111111111)"
12-01-2023 18:21:39.523578,"(3.4, 3.9, 3.8333333333333335)","(8.5, 10.5, 10.365384615384615)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.226666666666667)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:40.585794,"(3.4, 3.9, 3.7444444444444445)","(8.5, 10.5, 10.390625)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.219047619047619)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:41.598522,"(3.4, 3.8, 3.78)","(8.5, 10.5, 10.416666666666666)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.22, 2.219047619047619)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:42.619545,"(3.4, 3.8, 3.78)","(8.5, 11.0, 10.725)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.22, 2.230769230769231)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:43.646607,"(3.4, 3.75, 3.7333333333333334)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.2314285714285718)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:44.745527,"(3.4, 3.75, 3.7397727272727272)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.21)","(26.0, 34.0, 32.54545454545455)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:45.773259,"(3.4, 3.75, 3.6804347826086956)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.2150000000000003)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:46.811595,"(3.4, 3.75, 3.6678571428571427)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.22, 2.210909090909091)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:47.881319,"(3.4, 3.75, 3.663157894736842)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.210909090909091)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:48.928156,"(3.4, 3.75, 3.663157894736842)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.210909090909091)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:49.929811,"(3.4, 3.75, 3.663157894736842)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.0, 11.791666666666666)","(1.85, 2.24, 2.210909090909091)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:50.865794,"(3.4, 3.75, 3.663157894736842)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.5, 12.178571428571429)","(1.85, 2.22, 2.219718309859155)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:51.958514,"(3.4, 3.75, 3.7073275862068966)","(8.5, 11.0, 10.676470588235293)","(9.0, 12.5, 12.277777777777779)","(1.85, 2.22, 2.21943661971831)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:52.998791,"(3.4, 3.75, 3.7073275862068966)","(8.5, 11.0, 10.685714285714285)","(9.0, 12.5, 12.277777777777779)","(1.85, 2.22, 2.21943661971831)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:53.957737,"(3.4, 3.75, 3.673076923076923)","(8.5, 11.0, 10.685714285714285)","(9.0, 12.5, 12.384615384615385)","(1.85, 2.22, 2.21943661971831)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:54.977061,"(3.4, 3.75, 3.673076923076923)","(8.5, 11.0, 10.666666666666666)","(9.0, 13.0, 12.526315789473685)","(1.85, 2.22, 2.2191608391608395)","(26.0, 34.0, 32.666666666666664)","(6.0, 16.5, 16.375)"
12-01-2023 18:21:56.064086,"(3.4, 3.75, 3.673076923076923)","(8.5, 11.0, 10.666666666666666)","(9.0, 13.0, 12.517241379310345)","(1.85, 2.22, 2.199724137931035)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.5, 16.375)"
12-01-2023 18:21:57.093748,"(3.3, 3.8, 3.7454545454545456)","(8.5, 10.5, 10.476190476190476)","(9.0, 13.0, 12.745454545454546)","(1.85, 2.2, 2.199724137931035)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.5, 15.596153846153847)"
12-01-2023 18:21:58.055515,"(3.3, 3.8, 3.6846153846153844)","(8.5, 10.5, 10.482142857142858)","(9.0, 13.5, 13.045454545454545)","(1.85, 2.2, 2.199754601226994)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.596153846153847)"
12-01-2023 18:21:59.127178,"(3.3, 3.75, 3.703846153846154)","(8.5, 10.5, 10.482142857142858)","(9.0, 13.0, 13.083333333333334)","(1.85, 2.22, 2.2140425531914896)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.596153846153847)"
12-01-2023 18:22:00.161965,"(3.3, 3.75, 3.7199999999999998)","(8.5, 11.0, 10.526315789473685)","(9.0, 13.5, 13.083333333333334)","(1.85, 2.22, 2.1568115942028987)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.596153846153847)"
12-01-2023 18:22:01.190347,"(3.3, 3.75, 3.703846153846154)","(8.5, 11.0, 10.560975609756097)","(9.0, 13.5, 13.083333333333334)","(1.85, 2.18, 2.1520833333333336)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.826923076923077)"
12-01-2023 18:22:02.173758,"(3.3, 3.8, 3.7285714285714286)","(8.5, 11.0, 10.6)","(9.0, 13.5, 13.117647058823529)","(1.85, 2.16, 2.1539682539682543)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.826923076923077)"
12-01-2023 18:22:03.234023,"(3.3, 3.8, 3.7473684210526317)","(8.5, 11.0, 10.6)","(9.0, 13.5, 13.109756097560975)","(1.85, 2.16, 2.1593406593406597)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.826923076923077)"
12-01-2023 18:22:04.282690,"(3.3, 3.8, 3.756521739130435)","(8.5, 10.5, 10.318181818181818)","(9.0, 13.5, 13.109756097560975)","(1.85, 2.18, 2.1608)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.826923076923077)"
12-01-2023 18:22:05.269683,"(3.3, 3.8, 3.75625)","(8.5, 10.5, 10.266666666666667)","(9.0, 13.5, 13.109756097560975)","(1.85, 2.18, 2.1595744680851063)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.826923076923077)"
12-01-2023 18:22:06.234046,"(3.3, 3.8, 3.75625)","(8.5, 10.5, 10.179166666666667)","(9.0, 13.5, 13.1)","(1.85, 2.18, 2.1604444444444444)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.82)"
12-01-2023 18:22:07.277463,"(3.3, 3.8, 3.75625)","(8.5, 10.5, 10.179166666666667)","(9.0, 13.5, 13.1)","(1.85, 2.18, 2.158775510204082)","(26.0, 34.0, 32.666666666666664)","(6.5, 16.0, 15.82)"
12-01-2023 18:22:08.303899,"(3.3, 3.8, 3.75625)","(8.5, 10.5, 10.13793103448276)","(9.0, 13.5, 13.119047619047619)","(1.85, 2.16, 2.1575238095238096)","(26.0, 34.0, 33.55555555555556)","(6.5, 16.0, 15.82)"
12-01-2023 18:22:09.326901,"(3.2, 3.85, 3.775714285714286)","(8.5, 10.0, 9.833333333333334)","(9.0, 13.5, 13.119047619047619)","(1.85, 2.18, 2.1575238095238096)","(26.0, 34.0, 33.55555555555556)","(8.0, 16.0, 15.82)"
12-01-2023 18:22:10.403750,"(3.2, 3.85, 3.778125)","(8.5, 10.0, 9.666666666666666)","(9.0, 13.5, 13.119047619047619)","(1.85, 2.18, 2.1575238095238096)","(26.0, 34.0, 33.55555555555556)","(8.0, 16.0, 15.82)"
12-01-2023 18:22:11.462110,"(3.2, 3.9, 3.8099999999999996)","(8.5, 10.0, 9.8)","(9.0, 13.5, 13.119047619047619)","(1.85, 2.18, 2.1575238095238096)","(26.0, 34.0, 33.55555555555556)","(8.0, 16.0, 15.82)"
12-01-2023 18:22:12.451087,"(3.2, 3.9, 3.818181818181818)","(8.5, 9.8, 9.763636363636364)","(9.0, 13.5, 13.119047619047619)","(1.85, 2.18, 2.1575238095238096)","(26.0, 34.0, 33.55555555555556)","(8.0, 16.0, 15.82)"
12-01-2023 18:22:13.396654,"(3.2, 3.9, 3.848)","(8.5, 9.8, 9.742857142857144)","(9.0, 13.5, 13.119047619047619)","(1.85, 2.18, 2.1575238095238096)","(26.0, 34.0, 33.55555555555556)","(8.0, 16.0, 15.82)"
12-01-2023 18:22:14.414366,"(3.2, 3.9, 3.8518518518518516)","(8.5, 9.8, 9.742857142857144)","(9.0, 13.5, 13.119047619047619)","(1.85, 2.18, 2.172857142857143)","(26.0, 34.0, 33.55555555555556)","(8.0, 16.0, 15.82)"
12-01-2023 18:22:15.466394,"(3.2, 3.9, 3.8466666666666667)","(8.5, 9.6, 9.5)","(9.0, 13.5, 13.053191489361701)","(1.85, 2.18, 2.17125)","(26.0, 34.0, 33.714285714285715)","(8.0, 16.0, 15.85)"
12-01-2023 18:22:16.500517,"(3.2, 3.9, 3.8368421052631576)","(8.5, 9.6, 9.533333333333333)","(9.0, 13.5, 13.033333333333333)","(1.85, 2.18, 2.17125)","(26.0, 34.0, 32.888888888888886)","(8.0, 16.0, 15.85)"
12-01-2023 18:22:17.512705,"(3.2, 3.9, 3.8382352941176467)","(8.5, 9.8, 9.474074074074075)","(9.0, 13.5, 13.033333333333333)","(1.85, 2.18, 2.1744827586206896)","(26.0, 36.0, 32.888888888888886)","(8.0, 16.0, 15.85)"
12-01-2023 18:22:18.619875,"(3.2, 3.9, 3.8419354838709676)","(8.5, 9.8, 9.5375)","(9.0, 13.5, 13.033333333333333)","(1.85, 2.18, 2.172258064516129)","(26.0, 36.0, 32.785714285714285)","(8.0, 16.0, 15.85)"
12-01-2023 18:22:19.755901,"(3.2, 3.9, 3.853333333333333)","(8.5, 9.8, 9.309090909090909)","(9.0, 13.5, 13.033333333333333)","(1.85, 2.18, 2.162727272727273)","(26.0, 36.0, 32.785714285714285)","(8.0, 16.0, 15.85)"
12-01-2023 18:22:20.774011,"(3.2, 3.9, 3.8642857142857143)","(8.5, 9.8, 9.384615384615385)","(9.0, 13.5, 13.033333333333333)","(1.85, 2.18, 2.162727272727273)","(26.0, 36.0, 32.785714285714285)","(8.0, 16.0, 15.833333333333334)"
12-01-2023 18:22:21.751323,"(3.2, 3.9, 3.8583333333333334)","(8.5, 9.8, 9.47)","(9.0, 13.5, 13.053191489361701)","(1.85, 2.18, 2.161739130434783)","(26.0, 36.0, 32.785714285714285)","(8.0, 16.0, 16.357142857142858)"
12-01-2023 18:22:22.774557,"(3.2, 3.9, 3.8552631578947367)","(8.5, 9.6, 9.333333333333332)","(9.0, 13.5, 13.023809523809524)","(1.85, 2.18, 2.174074074074074)","(26.0, 36.0, 32.785714285714285)","(8.0, 16.5, 16.858974358974358)"
12-01-2023 18:22:23.893283,"(3.2, 3.9, 3.8552631578947367)","(8.5, 9.6, 9.35)","(9.0, 13.5, 13.065217391304348)","(1.85, 2.18, 2.190526315789474)","(26.0, 36.0, 32.785714285714285)","(8.0, 17.5, 17.071428571428573)"
12-01-2023 18:22:24.905039,"(3.2, 3.75, 3.7375)","(8.5, 9.6, 9.377777777777778)","(9.0, 13.5, 13.065217391304348)","(1.85, 2.2, 2.1844444444444444)","(26.0, 36.0, 32.785714285714285)","(8.0, 17.5, 16.375)"
12-01-2023 18:22:25.939610,"(3.2, 3.8, 3.7214285714285715)","(8.5, 9.6, 9.408)","(9.0, 13.5, 13.065217391304348)","(1.85, 2.22, 2.1914285714285717)","(26.0, 36.0, 32.888888888888886)","(8.0, 17.5, 16.375)"
12-01-2023 18:22:27.020463,"(3.2, 3.8, 3.75)","(8.5, 9.6, 9.408)","(9.0, 13.5, 13.065217391304348)","(1.85, 2.22, 2.1914285714285717)","(26.0, 36.0, 32.888888888888886)","(8.0, 17.5, 16.6)"
12-01-2023 18:22:28.075697,"(3.2, 3.8, 3.7448275862068967)","(8.5, 9.4, 9.200000000000001)","(9.0, 13.5, 13.065217391304348)","(1.85, 2.22, 2.2141176470588237)","(26.0, 36.0, 32.888888888888886)","(8.0, 17.5, 17.333333333333332)"
12-01-2023 18:22:29.254335,"(3.2, 3.75, 3.723333333333333)","(8.5, 9.2, 8.96)","(9.0, 13.5, 13.065217391304348)","(1.85, 2.22, 2.2289655172413796)","(26.0, 36.0, 32.888888888888886)","(8.0, 18.0, 17.333333333333332)"
12-01-2023 18:22:30.460533,"(3.2, 3.75, 3.703846153846154)","(8.5, 9.2, 8.902857142857142)","(9.0, 13.5, 13.261904761904763)","(1.85, 2.24, 2.230545454545455)","(26.0, 36.0, 32.888888888888886)","(8.0, 18.0, 17.375)"
12-01-2023 18:22:31.536995,"(3.2, 3.75, 3.703846153846154)","(8.5, 9.2, 8.902857142857142)","(9.0, 13.5, 13.24074074074074)","(1.85, 2.24, 2.230545454545455)","(26.0, 36.0, 32.888888888888886)","(8.0, 18.5, 17.375)"
12-01-2023 18:22:32.557114,"(3.2, 3.75, 3.7029411764705884)","(8.5, 9.2, 8.933333333333334)","(9.0, 13.5, 13.24074074074074)","(1.85, 2.24, 2.230545454545455)","(26.0, 36.0, 32.785714285714285)","(8.0, 18.5, 18.263157894736842)"
12-01-2023 18:22:33.578247,"(3.2, 3.75, 3.7029411764705884)","(8.5, 9.0, 8.88)","(9.0, 13.5, 13.23076923076923)","(1.85, 2.24, 2.225)","(26.0, 36.0, 32.785714285714285)","(8.0, 18.5, 18.295454545454547)"
12-01-2023 18:22:34.695949,"(3.2, 3.75, 3.7029411764705884)","(8.5, 9.0, 8.863636363636363)","(9.0, 13.5, 13.221518987341772)","(1.85, 2.24, 2.236)","(26.0, 36.0, 32.785714285714285)","(8.0, 18.5, 18.071428571428573)"
12-01-2023 18:22:35.847290,"(3.2, 3.7, 3.6821428571428574)","(8.5, 9.2, 9.285714285714286)","(9.0, 13.5, 13.198630136986301)","(1.85, 2.24, 2.2350000000000003)","(26.0, 36.0, 32.785714285714285)","(8.0, 18.5, 18.071428571428573)"
12-01-2023 18:22:36.927948,"(3.2, 3.75, 3.6875)","(8.0, 9.4, 9.285714285714286)","(9.0, 13.5, 13.198630136986301)","(1.85, 2.24, 2.234392523364486)","(26.0, 36.0, 32.785714285714285)","(8.0, 18.5, 18.25)"
12-01-2023 18:22:38.000635,"(3.2, 3.7, 3.6875)","(8.0, 9.4, 9.327272727272728)","(9.0, 13.5, 13.043478260869565)","(1.85, 2.24, 2.2360784313725492)","(26.0, 36.0, 32.785714285714285)","(8.0, 18.5, 18.323529411764707)"
12-01-2023 18:22:39.053240,"(3.2, 3.7, 3.6835051546391755)","(8.0, 9.4, 9.3)","(9.0, 13.5, 13.045454545454545)","(1.85, 2.24, 2.218585858585859)","(26.0, 36.0, 32.785714285714285)","(8.0, 18.5, 18.363636363636363)"
12-01-2023 18:22:40.197536,"(3.2, 3.7, 3.684)","(8.0, 9.6, 9.17142857142857)","(9.0, 13.5, 13.045454545454545)","(1.85, 2.22, 2.215945945945946)","(26.0, 36.0, 32.785714285714285)","(8.5, 18.5, 18.363636363636363)"
12-01-2023 18:22:41.238135,"(3.2, 3.75, 3.6785714285714284)","(8.0, 9.6, 9.34)","(9.0, 13.5, 13.045454545454545)","(1.85, 2.22, 2.2)","(26.0, 36.0, 32.785714285714285)","(8.5, 18.5, 18.363636363636363)"
12-01-2023 18:22:42.308472,"(3.2, 3.7, 3.6714285714285713)","(8.0, 9.6, 9.370588235294118)","(9.0, 14.0, 13.63888888888889)","(1.85, 2.2, 2.1855555555555557)","(26.0, 36.0, 32.785714285714285)","(8.5, 18.5, 18.166666666666668)"
12-01-2023 18:22:43.351973,"(3.2, 3.7, 3.6630434782608696)","(8.0, 9.6, 9.381818181818181)","(9.0, 14.0, 13.661290322580646)","(1.85, 2.2, 2.2016666666666667)","(26.0, 36.0, 32.785714285714285)","(8.5, 19.0, 16.714285714285715)"
12-01-2023 18:22:44.485022,"(3.2, 3.7, 3.68)","(8.0, 9.6, 9.399999999999999)","(9.0, 14.0, 13.708333333333334)","(1.85, 2.22, 2.2016666666666667)","(26.0, 36.0, 32.785714285714285)","(8.5, 17.0, 16.571428571428573)"
12-01-2023 18:22:45.507480,"(3.2, 3.75, 3.709375)","(8.0, 9.6, 9.399999999999999)","(9.0, 14.0, 13.416666666666666)","(1.85, 2.22, 2.2090909090909094)","(26.0, 36.0, 32.785714285714285)","(8.5, 17.0, 16.083333333333332)"
12-01-2023 18:22:46.490084,"(3.2, 3.75, 3.7075)","(8.0, 9.6, 9.45)","(9.0, 14.0, 13.384615384615385)","(1.85, 2.22, 2.196842105263158)","(26.0, 36.0, 32.785714285714285)","(8.5, 17.0, 16.142857142857142)"
12-01-2023 18:22:47.505700,"(3.2, 3.75, 3.7214285714285715)","(8.0, 9.6, 9.399999999999999)","(9.0, 14.0, 13.348837209302326)","(1.85, 2.22, 2.192)","(26.0, 36.0, 32.785714285714285)","(8.5, 17.0, 16.142857142857142)"
12-01-2023 18:22:48.529485,"(3.2, 3.75, 3.71)","(8.0, 9.6, 9.321428571428571)","(9.0, 13.5, 13.194444444444445)","(1.85, 2.24, 2.1963636363636367)","(26.0, 36.0, 32.785714285714285)","(8.5, 17.0, 16.142857142857142)"
12-01-2023 18:22:49.511325,"(3.2, 3.75, 3.71)","(8.0, 9.6, 9.348387096774193)","(9.0, 13.5, 13.26086956521739)","(1.85, 2.24, 2.1963636363636367)","(26.0, 36.0, 33.27272727272727)","(8.5, 17.0, 16.142857142857142)"
12-01-2023 18:22:50.774638,"(3.2, 3.75, 3.72)","(8.0, 9.6, 9.348387096774193)","(9.0, 13.5, 13.296296296296296)","(1.85, 2.24, 2.21620253164557)","(26.0, 36.0, 33.27272727272727)","(8.5, 17.0, 16.142857142857142)"
12-01-2023 18:22:51.920980,"(3.2, 3.75, 3.72)","(8.0, 9.6, 9.348387096774193)","(9.0, 13.5, 13.363636363636363)","(1.85, 2.22, 2.204761904761905)","(26.0, 36.0, 33.27272727272727)","(8.5, 17.0, 16.142857142857142)"
12-01-2023 18:22:53.099504,"(3.2, 3.8, 3.747826086956522)","(8.0, 9.6, 9.385714285714286)","(9.0, 13.5, 13.45)","(1.85, 2.22, 2.1973333333333334)","(26.0, 36.0, 33.27272727272727)","(8.5, 17.0, 16.25)"
12-01-2023 18:22:54.138140,"(3.2, 3.8, 3.747826086956522)","(8.0, 9.6, 9.347826086956522)","(9.0, 13.5, 13.326086956521738)","(1.85, 2.22, 2.1944444444444446)","(26.0, 36.0, 33.27272727272727)","(8.5, 17.0, 16.25)"
12-01-2023 18:22:55.255819,"(3.2, 3.8, 3.740740740740741)","(8.0, 9.4, 9.23448275862069)","(9.0, 14.0, 13.326086956521738)","(1.85, 2.22, 2.1992592592592595)","(26.0, 36.0, 33.27272727272727)","(8.5, 17.0, 16.25)"
12-01-2023 18:22:56.364880,"(3.2, 3.8, 3.747826086956522)","(8.0, 9.4, 9.25)","(10.0, 14.0, 13.326086956521738)","(1.85, 2.22, 2.1992592592592595)","(26.0, 36.0, 33.27272727272727)","(8.5, 17.0, 16.25)"
12-01-2023 18:22:57.530051,"(3.2, 3.8, 3.747826086956522)","(8.0, 9.4, 9.23529411764706)","(10.0, 14.0, 13.38)","(1.85, 2.22, 2.1933333333333334)","(26.0, 36.0, 33.27272727272727)","(8.5, 17.0, 16.25)"
12-01-2023 18:22:58.585842,"(3.2, 3.8, 3.7454545454545456)","(8.0, 9.4, 9.166666666666666)","(10.0, 14.0, 13.38)","(1.85, 2.22, 2.1992592592592595)","(26.0, 36.0, 33.27272727272727)","(9.0, 17.0, 16.25)"
12-01-2023 18:22:59.618345,"(3.2, 3.8, 3.7454545454545456)","(7.0, 9.4, 9.244444444444445)","(10.0, 14.0, 13.38)","(1.8, 2.22, 2.2148387096774194)","(26.0, 36.0, 33.27272727272727)","(9.0, 17.0, 16.5)"
12-01-2023 18:23:00.657282,"(3.2, 3.8, 3.7454545454545456)","(7.0, 9.4, 9.244444444444445)","(10.0, 14.0, 13.311111111111112)","(1.8, 2.22, 2.2111111111111112)","(26.0, 36.0, 33.0)","(9.0, 17.0, 16.5)"
12-01-2023 18:23:01.643104,"(3.2, 3.8, 3.736842105263158)","(7.0, 9.4, 9.167741935483871)","(10.0, 14.0, 13.311111111111112)","(1.8, 2.22, 2.2111111111111112)","(26.0, 36.0, 33.0)","(9.0, 17.0, 16.5)"
12-01-2023 18:23:02.661315,"(3.2, 3.75, 3.713157894736842)","(7.0, 9.4, 9.181818181818182)","(10.0, 14.0, 13.311111111111112)","(1.8, 2.22, 2.2078947368421056)","(26.0, 36.0, 33.27272727272727)","(9.0, 17.0, 16.5)"
12-01-2023 18:23:03.783591,"(3.2, 3.75, 3.720833333333333)","(7.0, 9.4, 9.163636363636362)","(10.0, 14.0, 13.575757575757576)","(1.8, 2.22, 2.2233333333333336)","(26.0, 36.0, 33.27272727272727)","(9.0, 17.0, 14.0561797752809)"
12-01-2023 18:23:04.901819,"(3.2, 3.8, 3.7379310344827585)","(7.0, 9.2, 9.152941176470588)","(10.0, 14.0, 13.078947368421053)","(1.8, 2.24, 2.2311111111111113)","(26.0, 36.0, 33.27272727272727)","(9.0, 15.0, 14.15)"
12-01-2023 18:23:05.953089,"(3.2, 3.8, 3.7413793103448274)","(7.0, 9.0, 8.946666666666667)","(10.0, 14.5, 14.1)","(1.8, 2.24, 2.225263157894737)","(26.0, 36.0, 33.27272727272727)","(9.0, 14.5, 14.1)"
12-01-2023 18:23:06.984211,"(3.2, 3.8, 3.7413793103448274)","(7.0, 9.0, 8.946666666666667)","(10.0, 14.5, 14.090909090909092)","(1.8, 2.24, 2.226666666666667)","(26.0, 36.0, 33.27272727272727)","(9.0, 14.5, 14.0)"
12-01-2023 18:23:08.071588,"(3.2, 3.8, 3.746153846153846)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 14.291666666666666)","(1.8, 2.24, 2.2352380952380955)","(26.0, 36.0, 33.27272727272727)","(9.0, 14.5, 13.983870967741936)"
12-01-2023 18:23:09.266736,"(3.2, 3.8, 3.76)","(7.0, 9.0, 8.833333333333334)","(10.0, 14.5, 14.357142857142858)","(1.8, 2.24, 2.226666666666667)","(26.0, 36.0, 33.27272727272727)","(9.0, 14.5, 14.055555555555555)"
12-01-2023 18:23:10.665735,"(3.2, 3.8, 3.76)","(7.0, 9.2, 8.933333333333334)","(10.0, 14.5, 14.357142857142858)","(1.8, 2.24, 2.2258823529411766)","(26.0, 36.0, 33.27272727272727)","(9.0, 14.5, 14.055555555555555)"
12-01-2023 18:23:11.794959,"(3.2, 3.8, 3.75625)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 14.416666666666666)","(1.8, 2.24, 2.227169811320755)","(26.0, 36.0, 33.27272727272727)","(9.0, 14.5, 14.055555555555555)"
12-01-2023 18:23:12.936885,"(3.2, 3.8, 3.7533333333333334)","(7.0, 9.0, 8.866666666666667)","(10.0, 14.5, 14.807692307692308)","(1.8, 2.24, 2.2350000000000003)","(26.0, 36.0, 33.27272727272727)","(9.0, 14.5, 14.055555555555555)"
12-01-2023 18:23:14.383119,"(3.2, 3.8, 3.7416666666666667)","(7.0, 9.2, 8.938461538461539)","(10.0, 15.0, 14.795918367346939)","(1.8, 2.24, 2.224)","(26.0, 36.0, 33.27272727272727)","(9.0, 14.5, 14.055555555555555)"
12-01-2023 18:23:15.586457,"(3.2, 3.8, 3.7416666666666667)","(7.0, 9.0, 8.893333333333333)","(10.0, 15.0, 14.826923076923077)","(1.85, 2.24, 2.221714285714286)","(26.0, 36.0, 33.27272727272727)","(8.5, 14.5, 14.055555555555555)"
12-01-2023 18:23:16.944558,"(3.2, 3.8, 3.7526315789473683)","(7.0, 9.0, 8.83157894736842)","(10.0, 15.0, 15.166666666666666)","(1.85, 2.24, 2.22)","(26.0, 36.0, 33.27272727272727)","(8.5, 14.5, 14.055555555555555)"
12-01-2023 18:23:18.193165,"(3.2, 3.8, 3.7526315789473683)","(7.0, 9.0, 8.77142857142857)","(10.0, 15.5, 14.909090909090908)","(1.85, 2.24, 2.2253333333333334)","(26.0, 36.0, 33.27272727272727)","(8.5, 14.5, 13.966666666666667)"
12-01-2023 18:23:19.633595,"(3.2, 3.8, 3.7157894736842105)","(7.0, 9.0, 8.775)","(10.0, 15.5, 14.847826086956522)","(1.85, 2.24, 2.229655172413793)","(26.0, 36.0, 33.27272727272727)","(8.5, 14.5, 14.076923076923077)"
