,Nando Sid,At Sea,Gotham Ethics,Feel The Magic,Queen Missile,Remembering,Outlaw Rambo
14-12-2022 13:13:38.342979,"(6.5, 19.0, 14.63529411764706)","(1.85, 2.28, 2.0073684210526315)","(21.0, 90.0, 48.75)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 51.76470588235294)","(5.0, 8.4, 7.05)"
14-12-2022 13:13:39.667507,"(6.5, 19.0, 14.63529411764706)","(1.85, 2.28, 2.0073684210526315)","(21.0, 90.0, 48.75)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 51.76470588235294)","(5.0, 8.4, 7.4125)"
14-12-2022 13:13:40.928164,"(6.5, 19.0, 14.63529411764706)","(1.85, 2.28, 2.0073684210526315)","(21.0, 90.0, 48.75)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 51.76470588235294)","(5.0, 8.2, 7.4125)"
14-12-2022 13:13:42.252893,"(6.5, 19.0, 15.133333333333333)","(1.85, 2.28, 2.0155555555555558)","(21.0, 90.0, 62.5)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 51.76470588235294)","(5.0, 8.2, 7.4125)"
14-12-2022 13:13:43.456814,"(6.5, 18.5, 15.133333333333333)","(1.85, 2.1, 2.0155555555555558)","(21.0, 90.0, 62.5)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 51.76470588235294)","(5.0, 8.2, 7.054545454545455)"
14-12-2022 13:13:44.860188,"(6.5, 18.5, 10.25)","(1.85, 2.1, 2.052)","(21.0, 90.0, 62.5)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 51.76470588235294)","(5.0, 8.2, 7.054545454545455)"
14-12-2022 13:13:45.863311,"(7.0, 18.5, 10.25)","(1.8, 2.1, 2.052)","(21.0, 90.0, 62.5)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 51.76470588235294)","(5.0, 8.2, 7.428571428571428)"
14-12-2022 13:13:46.857737,"(7.0, 18.5, 10.25)","(1.8, 2.1, 2.052)","(21.0, 90.0, 62.5)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 51.76470588235294)","(5.0, 8.2, 7.428571428571428)"
14-12-2022 13:13:47.896086,"(7.0, 18.5, 10.25)","(1.8, 2.1, 2.052)","(21.0, 90.0, 62.5)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.428571428571428)"
14-12-2022 13:13:48.991720,"(7.0, 18.5, 10.25)","(1.8, 2.1, 2.052)","(26.0, 90.0, 62.5)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.428571428571428)"
14-12-2022 13:13:50.108891,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.052)","(26.0, 90.0, 50.0)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.171428571428571)"
14-12-2022 13:13:51.188612,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.052)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.171428571428571)"
14-12-2022 13:13:52.487669,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.052)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.171428571428571)"
14-12-2022 13:13:53.689694,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.052)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 6.953846153846154)"
14-12-2022 13:13:54.693819,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.052)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 6.953846153846154)"
14-12-2022 13:13:55.908721,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.052)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 6.953846153846154)"
14-12-2022 13:13:57.049546,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.052)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:13:58.179792,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:13:59.296948,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.366666666666666)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:14:00.651932,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:01.791301,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:02.947360,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:04.085405,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:05.275741,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:06.539711,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.6, 6.6, 6.225)","(21.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:07.776994,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.35)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:14:08.957446,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:14:10.048019,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:14:11.113462,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:12.139266,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:14:13.398340,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:14:14.611276,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.488888888888888)"
14-12-2022 13:14:15.869838,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:17.171280,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:18.399223,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:19.509495,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:20.688276,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:21.781414,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 54.61538461538461)","(5.0, 8.2, 7.3)"
14-12-2022 13:14:22.940088,"(7.0, 18.5, 9.770000000000001)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 47.0)","(5.0, 8.2, 7.6)"
14-12-2022 13:14:24.069527,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 8.4, 7.766666666666667)"
14-12-2022 13:14:25.194379,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.4, 7.766666666666667)"
14-12-2022 13:14:26.309087,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.4, 7.644444444444444)"
14-12-2022 13:14:27.329049,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 90.0, 63.33333333333333)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.644444444444444)"
14-12-2022 13:14:28.301786,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 110.0, 79.45454545454545)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.644444444444444)"
14-12-2022 13:14:29.326181,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.1, 2.02)","(26.0, 110.0, 79.45454545454545)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.8999999999999995)"
14-12-2022 13:14:30.525552,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.08, 1.976)","(26.0, 110.0, 79.45454545454545)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.8999999999999995)"
14-12-2022 13:14:31.773165,"(7.0, 18.5, 10.416666666666668)","(1.8, 2.08, 1.982222222222222)","(26.0, 110.0, 79.45454545454545)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.644444444444444)"
14-12-2022 13:14:32.919345,"(7.0, 18.0, 10.333333333333334)","(1.8, 2.08, 2.01125)","(26.0, 110.0, 79.45454545454545)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.644444444444444)"
14-12-2022 13:14:34.053531,"(7.0, 18.0, 10.333333333333334)","(1.8, 2.08, 2.0326315789473686)","(26.0, 110.0, 65.19999999999999)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.8999999999999995)"
14-12-2022 13:14:35.122222,"(7.0, 18.0, 10.333333333333334)","(1.8, 2.08, 2.0326315789473686)","(26.0, 110.0, 65.19999999999999)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.8999999999999995)"
14-12-2022 13:14:36.189785,"(7.0, 18.0, 10.333333333333334)","(1.8, 2.08, 2.0357894736842104)","(26.0, 110.0, 65.19999999999999)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.8999999999999995)"
14-12-2022 13:14:37.300858,"(7.0, 18.0, 10.333333333333334)","(1.8, 2.08, 2.0357894736842104)","(26.0, 110.0, 65.19999999999999)","(3.7, 6.6, 6.366666666666666)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.644444444444444)"
14-12-2022 13:14:38.500596,"(7.0, 18.0, 10.333333333333334)","(1.8, 2.08, 2.0357894736842104)","(26.0, 110.0, 65.19999999999999)","(3.7, 6.6, 6.225)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.644444444444444)"
14-12-2022 13:14:39.651470,"(7.0, 18.0, 10.333333333333334)","(1.8, 2.08, 2.0357894736842104)","(26.0, 110.0, 65.19999999999999)","(3.7, 6.6, 6.557575757575757)","(26.0, 95.0, 68.46153846153845)","(21.0, 80.0, 41.17647058823529)","(5.0, 9.2, 7.766666666666667)"
14-12-2022 13:14:40.822955,"(7.0, 18.0, 10.333333333333334)","(1.8, 2.08, 2.0366666666666666)","(26.0, 110.0, 91.77777777777777)","(3.7, 6.6, 6.090909090909091)","(26.0, 95.0, 82.25)","(21.0, 80.0, 66.0)","(5.0, 9.4, 8.766666666666666)"
14-12-2022 13:14:42.069408,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 100.0, 79.71428571428571)","(3.7, 6.6, 6.090909090909091)","(26.0, 90.0, 79.83333333333333)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.4125)"
14-12-2022 13:14:43.178215,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 100.0, 79.71428571428571)","(3.7, 6.6, 5.8)","(26.0, 90.0, 79.83333333333333)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.0)"
14-12-2022 13:14:44.248669,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 100.0, 79.71428571428571)","(3.7, 6.6, 5.8)","(26.0, 90.0, 79.83333333333333)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.66)"
14-12-2022 13:14:45.446643,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 100.0, 79.71428571428571)","(3.7, 6.6, 6.230769230769231)","(26.0, 90.0, 75.0)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.66)"
14-12-2022 13:14:46.673764,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 100.0, 79.71428571428571)","(3.7, 6.6, 6.230769230769231)","(26.0, 90.0, 76.0)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.66)"
14-12-2022 13:14:47.844572,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 100.0, 65.66666666666666)","(3.7, 6.6, 6.0)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 9.2, 6.8428571428571425)"
14-12-2022 13:14:49.050664,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 95.0, 80.33333333333333)","(3.7, 6.6, 6.0)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 9.2, 6.8428571428571425)"
14-12-2022 13:14:50.302708,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 90.0, 81.71428571428572)","(3.7, 6.6, 6.368421052631579)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.275)"
14-12-2022 13:14:51.371432,"(7.0, 17.5, 13.15)","(1.8, 2.08, 2.028)","(26.0, 90.0, 81.71428571428572)","(3.7, 6.6, 6.368421052631579)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.275)"
14-12-2022 13:14:52.451401,"(7.0, 17.5, 13.15)","(1.8, 1.95, 1.9021739130434783)","(26.0, 90.0, 81.71428571428572)","(3.7, 6.6, 6.368421052631579)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.275)"
14-12-2022 13:14:53.472927,"(7.0, 17.5, 13.15)","(1.8, 1.95, 1.9166666666666667)","(26.0, 90.0, 82.0)","(3.7, 6.6, 6.285714285714286)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 9.2, 7.25)"
14-12-2022 13:14:54.590022,"(7.0, 17.5, 13.15)","(1.8, 1.95, 1.9166666666666667)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.285714285714286)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 9.0, 7.25)"
14-12-2022 13:14:55.782061,"(7.0, 17.5, 13.15)","(1.8, 1.95, 1.9166666666666667)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.292307692307692)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.8, 7.822222222222223)"
14-12-2022 13:14:56.926055,"(7.0, 17.5, 13.15)","(1.8, 1.95, 1.9166666666666667)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.292307692307692)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.8, 7.822222222222223)"
14-12-2022 13:14:58.216453,"(7.0, 17.5, 13.15)","(1.8, 1.95, 1.9166666666666667)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.1)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.8, 7.1)"
14-12-2022 13:14:59.402046,"(7.0, 17.5, 13.15)","(1.8, 1.95, 1.9166666666666667)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.6, 7.511111111111111)"
14-12-2022 13:15:00.643890,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.8994117647058824)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.323076923076923)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.511111111111111)"
14-12-2022 13:15:01.839276,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.8994117647058824)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.323076923076923)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.511111111111111)"
14-12-2022 13:15:02.988143,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.8994117647058824)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.15)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.300000000000001)"
14-12-2022 13:15:04.168156,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.8927272727272728)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.15)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.300000000000001)"
14-12-2022 13:15:05.241061,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.8927272727272728)","(26.0, 90.0, 79.2)","(3.7, 6.6, 6.3)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.6)"
14-12-2022 13:15:06.379310,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.8927272727272728)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.333333333333333)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:07.489275,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.8927272727272728)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2444444444444445)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:08.604330,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9121052631578948)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.666666666666667)"
14-12-2022 13:15:09.686787,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9132432432432431)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.142857142857143)"
14-12-2022 13:15:10.912132,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9141860465116278)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.511111111111111)"
14-12-2022 13:15:12.110304,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9141860465116278)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.511111111111111)"
14-12-2022 13:15:13.244059,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9141860465116278)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.511111111111111)"
14-12-2022 13:15:14.564248,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9186666666666665)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.300000000000001)"
14-12-2022 13:15:15.870170,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9182758620689655)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:17.026814,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9182758620689655)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:18.175619,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9182758620689655)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 82.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:19.366624,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9182758620689655)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 83.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.666666666666667)"
14-12-2022 13:15:20.620286,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9177272727272727)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 83.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:21.865333,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9177272727272727)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 83.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:23.069899,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9177272727272727)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 83.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:24.280081,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9177272727272727)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 83.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.666666666666667)"
14-12-2022 13:15:25.606474,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9177272727272727)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 83.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.666666666666667)"
14-12-2022 13:15:26.818381,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9177272727272727)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 83.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
14-12-2022 13:15:28.206747,"(7.0, 17.5, 13.15)","(1.8, 1.92, 1.9177272727272727)","(26.0, 95.0, 57.45454545454545)","(3.7, 6.6, 6.2)","(26.0, 90.0, 83.0)","(21.0, 75.0, 66.0)","(5.0, 8.4, 7.885714285714286)"
