,Tarantula,Henryk Bale,Barefoot Di,Lucius Malfoy,Blazing Infrared,Harlem Shuffle,Big Jim Buzz,Winlock All Over
10-01-2023 19:39:18.124187,"(6.5, 19.0, 17.5)","(14.0, 24.0, 22.9)","(9.0, 14.0, 11.666666666666666)","(8.5, 10.5, 9.362499999999999)","(10.0, 13.5, 13.104166666666666)","(10.0, 29.0, 23.0)","(10.0, 26.0, 18.666666666666668)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:19.335476,"(6.5, 19.0, 17.153846153846153)","(14.0, 25.0, 22.9)","(9.0, 14.0, 11.666666666666666)","(8.5, 10.5, 9.362499999999999)","(10.0, 13.5, 13.104166666666666)","(10.0, 29.0, 23.0)","(11.0, 26.0, 18.666666666666668)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:20.490515,"(6.5, 19.0, 17.153846153846153)","(14.0, 25.0, 22.9)","(9.0, 14.0, 11.666666666666666)","(8.5, 10.5, 9.310344827586206)","(10.0, 13.5, 13.068181818181818)","(10.0, 29.0, 23.0)","(11.0, 26.0, 18.666666666666668)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:21.618612,"(6.5, 18.5, 17.0)","(14.0, 25.0, 22.55)","(9.0, 14.0, 11.741935483870968)","(8.5, 10.5, 9.857142857142858)","(10.0, 13.5, 10.333333333333334)","(10.0, 29.0, 17.866666666666667)","(11.0, 26.0, 22.0)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:22.731856,"(6.5, 18.5, 16.5)","(14.0, 24.0, 23.57142857142857)","(9.0, 14.0, 11.741935483870968)","(8.5, 10.0, 9.48)","(10.0, 13.5, 10.6)","(10.0, 30.0, 17.866666666666667)","(11.0, 26.0, 23.684210526315788)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:23.784087,"(6.5, 18.5, 16.75)","(14.0, 24.0, 23.57142857142857)","(9.0, 14.0, 11.741935483870968)","(8.5, 9.8, 9.342857142857143)","(10.0, 13.0, 11.75)","(10.0, 30.0, 17.866666666666667)","(11.0, 26.0, 24.705882352941178)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:24.882756,"(6.5, 18.5, 17.1875)","(14.0, 24.0, 22.58823529411765)","(9.0, 14.0, 11.741935483870968)","(8.5, 9.8, 9.342857142857143)","(10.0, 13.0, 12.23076923076923)","(10.0, 30.0, 17.866666666666667)","(11.0, 26.0, 24.705882352941178)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:26.055190,"(6.5, 18.5, 16.75)","(14.0, 24.0, 22.58823529411765)","(9.0, 14.0, 11.741935483870968)","(8.5, 9.8, 9.342857142857143)","(10.0, 13.0, 11.857142857142858)","(10.0, 30.0, 17.866666666666667)","(11.0, 26.0, 24.705882352941178)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:27.259888,"(6.5, 18.5, 17.5)","(14.0, 24.0, 22.58823529411765)","(9.0, 14.0, 11.741935483870968)","(8.5, 9.8, 9.342857142857143)","(10.0, 13.0, 11.857142857142858)","(10.0, 30.0, 17.866666666666667)","(11.0, 26.0, 24.705882352941178)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:28.541902,"(6.5, 18.5, 17.5)","(14.0, 24.0, 21.8)","(9.0, 14.0, 11.741935483870968)","(8.5, 9.8, 9.342857142857143)","(10.0, 13.0, 12.333333333333334)","(10.0, 30.0, 17.866666666666667)","(11.0, 26.0, 21.333333333333336)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:29.752393,"(6.5, 18.5, 17.5)","(14.0, 24.0, 21.8)","(9.0, 14.0, 11.741935483870968)","(8.5, 9.8, 9.342857142857143)","(10.0, 12.5, 12.333333333333334)","(10.0, 30.0, 17.866666666666667)","(11.0, 26.0, 22.5)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:30.914802,"(6.5, 18.5, 17.5)","(14.0, 23.0, 22.0)","(9.0, 14.0, 12.75)","(8.5, 9.8, 9.342857142857143)","(10.0, 12.5, 12.333333333333334)","(10.0, 30.0, 17.866666666666667)","(11.0, 26.0, 22.5)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:32.090427,"(6.5, 18.5, 17.5)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 12.5)","(8.5, 9.8, 9.342857142857143)","(10.0, 12.5, 12.333333333333334)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 24.833333333333336)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:33.226837,"(6.5, 18.0, 17.75)","(14.0, 24.0, 22.846153846153847)","(9.0, 13.5, 11.722222222222221)","(8.5, 9.8, 9.342857142857143)","(10.0, 12.5, 12.333333333333334)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:34.484718,"(6.5, 18.5, 17.5)","(14.0, 24.0, 22.92857142857143)","(9.0, 13.5, 11.722222222222221)","(8.5, 9.8, 9.342857142857143)","(10.0, 12.5, 12.333333333333334)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:35.728404,"(6.5, 18.5, 17.5)","(14.0, 24.0, 22.92857142857143)","(9.0, 13.5, 11.722222222222221)","(8.5, 9.8, 9.307692307692308)","(10.0, 12.5, 12.333333333333334)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:36.970599,"(6.5, 18.0, 17.0)","(14.0, 24.0, 23.181818181818183)","(9.0, 13.5, 11.722222222222221)","(8.5, 9.8, 9.307692307692308)","(10.0, 12.5, 12.333333333333334)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:38.169227,"(6.5, 18.0, 16.75)","(14.0, 24.0, 23.181818181818183)","(9.0, 13.5, 11.722222222222221)","(8.5, 9.8, 9.307692307692308)","(10.0, 12.5, 12.333333333333334)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:39.309233,"(6.5, 18.5, 17.5)","(14.0, 24.0, 22.2)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 12.5, 11.306451612903226)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:40.417447,"(6.5, 18.5, 17.5)","(14.0, 24.0, 23.4)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.306451612903226)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:41.498845,"(6.5, 18.5, 17.5)","(14.0, 24.0, 23.4)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.306451612903226)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:42.660530,"(6.5, 18.5, 17.5)","(14.0, 24.0, 23.4)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.306451612903226)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:43.860458,"(6.5, 18.5, 17.5)","(14.0, 24.0, 23.4)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.306451612903226)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:45.075733,"(6.5, 18.5, 16.785714285714285)","(14.0, 24.0, 22.75)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.6)","(10.0, 30.0, 17.928571428571427)","(11.0, 26.0, 25.475)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:46.161564,"(6.5, 18.0, 17.57142857142857)","(14.0, 24.0, 22.75)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.727272727272727)","(10.0, 30.0, 18.625)","(11.0, 26.0, 22.666666666666668)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:47.376419,"(6.5, 17.5, 16.666666666666668)","(14.0, 24.0, 23.67857142857143)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.6875)","(10.0, 30.0, 18.625)","(11.0, 26.0, 22.666666666666668)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:48.592891,"(6.5, 17.5, 16.666666666666668)","(14.0, 24.0, 23.67857142857143)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.74)","(10.0, 30.0, 18.625)","(11.0, 26.0, 22.666666666666668)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:49.848949,"(6.5, 17.5, 16.666666666666668)","(14.0, 24.0, 23.555555555555557)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.74)","(10.0, 30.0, 18.625)","(11.0, 26.0, 22.666666666666668)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:51.018225,"(6.5, 17.5, 16.666666666666668)","(14.0, 24.0, 23.555555555555557)","(9.0, 13.5, 11.1)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.852941176470589)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 24.94736842105263)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:52.220928,"(6.5, 17.5, 16.666666666666668)","(14.0, 24.0, 23.636363636363637)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 24.94736842105263)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:53.377524,"(6.5, 17.5, 16.666666666666668)","(14.0, 24.0, 23.636363636363637)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.814814814814815)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 24.94736842105263)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:54.555101,"(6.5, 17.5, 15.7)","(14.0, 26.0, 24.0)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 24.94736842105263)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:55.729376,"(6.5, 17.5, 16.375)","(14.0, 26.0, 24.0)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 24.94736842105263)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:56.967635,"(6.5, 17.0, 15.75)","(14.0, 26.0, 24.0)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 24.94736842105263)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:58.229062,"(6.5, 17.0, 15.75)","(14.0, 26.0, 24.0)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.814814814814815)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 23.625)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:39:59.482526,"(6.5, 17.0, 15.75)","(14.0, 26.0, 24.0)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.814814814814815)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 23.625)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:00.781279,"(6.5, 17.0, 15.75)","(14.0, 26.0, 24.0)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.814814814814815)","(10.0, 30.0, 20.42105263157895)","(11.0, 26.0, 23.625)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:02.105696,"(6.5, 17.0, 15.75)","(14.0, 26.0, 24.0)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.814814814814815)","(10.0, 30.0, 20.058823529411764)","(11.0, 26.0, 25.47222222222222)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:03.379113,"(6.5, 17.0, 15.75)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.814814814814815)","(10.0, 30.0, 20.058823529411764)","(11.0, 26.0, 25.47222222222222)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:04.632356,"(6.5, 17.0, 15.5)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.814814814814815)","(10.0, 30.0, 20.058823529411764)","(11.0, 26.0, 25.47222222222222)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:06.079719,"(6.5, 17.0, 15.214285714285714)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.814814814814815)","(10.0, 30.0, 20.058823529411764)","(11.0, 26.0, 25.47222222222222)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:07.566766,"(6.5, 16.5, 14.863636363636363)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.4375)","(11.0, 26.0, 25.47222222222222)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:08.920905,"(6.5, 16.5, 14.863636363636363)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 26.0, 23.84090909090909)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:10.163392,"(6.5, 16.5, 14.863636363636363)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 26.0, 22.875)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:11.387039,"(6.5, 16.5, 14.863636363636363)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 24.0, 22.63888888888889)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:12.610969,"(6.5, 16.5, 14.863636363636363)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 23.0, 21.522727272727273)","(1.8, 1.98, 1.9736842105263157)"
10-01-2023 19:40:13.824922,"(6.5, 16.5, 14.863636363636363)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 23.0, 21.522727272727273)","(1.8, 1.98, 1.972222222222222)"
10-01-2023 19:40:15.078633,"(6.5, 16.5, 15.3)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 23.0, 20.75)","(1.8, 1.98, 1.9733333333333334)"
10-01-2023 19:40:16.313873,"(6.5, 16.5, 15.3)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 22.0, 20.75)","(1.8, 1.98, 1.9734782608695651)"
10-01-2023 19:40:17.502539,"(6.5, 16.5, 15.3)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 22.0, 20.75)","(1.8, 1.98, 1.9734782608695651)"
10-01-2023 19:40:18.671953,"(6.5, 16.5, 15.3)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 22.0, 20.75)","(1.8, 1.98, 1.9734782608695651)"
10-01-2023 19:40:19.900057,"(6.5, 16.5, 15.3)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 22.0, 19.766666666666666)","(1.8, 1.98, 1.9734782608695651)"
10-01-2023 19:40:21.164162,"(6.5, 16.5, 15.3)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 20.0, 19.766666666666666)","(1.8, 1.98, 1.9734782608695651)"
10-01-2023 19:40:22.411879,"(6.5, 16.5, 15.3)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 20.0, 20.7)","(1.8, 1.98, 1.9734782608695651)"
10-01-2023 19:40:23.566964,"(6.5, 16.5, 15.0)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 21.0, 20.7)","(1.8, 1.98, 1.9734782608695651)"
10-01-2023 19:40:24.649876,"(6.5, 16.5, 15.0)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 21.0, 20.7)","(1.8, 1.98, 1.9734782608695651)"
10-01-2023 19:40:25.800557,"(6.5, 16.5, 15.0)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.375)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 21.0, 19.727272727272727)","(1.8, 1.98, 1.9727272727272727)"
10-01-2023 19:40:26.996272,"(6.5, 16.5, 15.0)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.5)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 20.0, 24.2)","(1.8, 1.98, 1.9732258064516128)"
10-01-2023 19:40:28.236855,"(6.5, 16.5, 15.0)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.5)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 26.0, 24.96153846153846)","(1.8, 1.98, 1.9733333333333334)"
10-01-2023 19:40:29.404912,"(6.5, 16.5, 15.0)","(14.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.772727272727273)","(8.5, 9.8, 9.307692307692308)","(10.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 26.0, 24.96153846153846)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:30.591652,"(6.5, 16.5, 15.0)","(15.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.772727272727273)","(8.0, 9.8, 9.307692307692308)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.0625)","(11.0, 26.0, 24.96153846153846)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:31.720437,"(6.5, 16.5, 15.0)","(15.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.772727272727273)","(8.0, 9.8, 9.307692307692308)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 19.166666666666668)","(11.0, 26.0, 23.814814814814817)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:32.885916,"(6.5, 16.5, 15.0)","(15.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.772727272727273)","(8.0, 9.8, 9.307692307692308)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 25.0, 22.75)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:34.194816,"(6.5, 16.5, 15.0)","(15.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.772727272727273)","(8.0, 9.8, 9.307692307692308)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 24.0, 22.75)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:35.460983,"(6.5, 16.5, 15.0)","(15.0, 26.0, 23.0)","(9.0, 13.0, 12.772727272727273)","(8.0, 9.8, 9.307692307692308)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 20.421052631578945)","(11.0, 24.0, 22.75)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:36.637193,"(6.5, 16.5, 15.0)","(15.0, 26.0, 23.0)","(9.0, 13.0, 12.772727272727273)","(8.0, 9.8, 9.307692307692308)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 24.0, 22.1)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:37.843031,"(6.5, 16.5, 15.0)","(15.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 23.0, 21.25)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:38.981809,"(6.5, 16.5, 15.0)","(15.0, 26.0, 23.692307692307693)","(9.0, 13.0, 12.6875)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 22.0, 20.294117647058822)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:40.238628,"(6.5, 16.0, 15.142857142857142)","(15.0, 26.0, 23.0)","(9.0, 13.0, 11.958333333333334)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.666666666666666)","(10.0, 30.0, 18.392857142857142)","(11.0, 21.0, 19.8)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:41.518634,"(6.5, 16.0, 15.142857142857142)","(15.0, 26.0, 22.857142857142858)","(9.0, 13.0, 11.125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 18.392857142857142)","(11.0, 20.0, 22.541666666666664)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:42.967162,"(6.5, 16.0, 14.333333333333334)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 18.392857142857142)","(11.0, 23.0, 22.541666666666664)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:44.456386,"(7.0, 16.0, 14.4375)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 18.392857142857142)","(11.0, 23.0, 21.96875)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:45.744683,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 17.928571428571427)","(11.0, 23.0, 24.3)","(1.8, 1.98, 1.974)"
10-01-2023 19:40:46.990048,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 18.625)","(11.0, 25.0, 22.833333333333332)","(1.8, 1.98, 1.9363636363636363)"
10-01-2023 19:40:48.346957,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 20.9)","(11.0, 25.0, 23.625)","(1.8, 1.98, 1.9511764705882353)"
10-01-2023 19:40:49.643690,"(7.0, 16.0, 14.4375)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 20.9)","(11.0, 25.0, 22.22222222222222)","(1.8, 1.98, 1.9275)"
10-01-2023 19:40:50.947343,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 22.08695652173913)","(11.0, 25.0, 23.61111111111111)","(1.8, 1.98, 1.9275)"
10-01-2023 19:40:52.255756,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 22.08695652173913)","(11.0, 25.0, 23.75)","(1.8, 1.98, 1.9275)"
10-01-2023 19:40:53.468914,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 21.25)","(11.0, 25.0, 23.75)","(1.8, 1.98, 1.9275)"
10-01-2023 19:40:54.716348,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 21.25)","(11.0, 25.0, 23.75)","(1.8, 1.98, 1.9275)"
10-01-2023 19:40:55.904694,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 21.25)","(11.0, 25.0, 23.75)","(1.8, 1.98, 1.9275)"
10-01-2023 19:40:57.207707,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 21.25)","(11.0, 25.0, 23.75)","(1.8, 1.98, 1.9275)"
10-01-2023 19:40:58.545463,"(7.0, 16.0, 14.076923076923077)","(15.0, 24.0, 22.0)","(9.0, 13.0, 10.8125)","(8.0, 9.8, 9.444444444444445)","(9.0, 13.0, 11.736842105263158)","(10.0, 30.0, 21.25)","(11.0, 25.0, 23.75)","(1.8, 1.98, 1.9275)"
