,Fallon Jewel,Smash Jagger,Goldstar Vargas,Silky Skylar,Impressive Amy,Retread Pete,Beau View Winnie,Homebush Bluey
06-01-2023 11:48:46.696348,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.0)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.1125)","(11.0, 28.0, 19.25)","(5.0, 12.0, 10.878947368421052)"
06-01-2023 11:48:48.027220,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.0)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.1125)","(11.0, 28.0, 19.25)","(5.0, 12.0, 10.878947368421052)"
06-01-2023 11:48:49.418108,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.0)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.1125)","(11.0, 28.0, 19.25)","(5.0, 12.0, 10.878947368421052)"
06-01-2023 11:48:50.739819,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.0)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 2.925)","(11.0, 28.0, 16.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:48:52.179178,"(10.0, 19.5, 17.48)","(5.5, 12.0, 6.88)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 2.8200000000000003)","(11.0, 28.0, 16.333333333333332)","(5.0, 12.0, 9.333333333333332)"
06-01-2023 11:48:53.442860,"(10.0, 19.5, 17.48)","(5.5, 12.0, 6.88)","(4.8, 20.0, 10.0)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 2.802857142857143)","(11.0, 28.0, 16.333333333333332)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:48:54.600015,"(10.0, 19.5, 17.48)","(5.5, 12.0, 7.7333333333333325)","(4.8, 20.0, 10.0)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.0514285714285716)","(11.0, 28.0, 22.0)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:48:55.735985,"(10.0, 19.5, 17.48)","(5.5, 12.0, 7.800000000000001)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.0514285714285716)","(11.0, 28.0, 22.0)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:48:56.919946,"(10.0, 19.5, 17.48)","(5.5, 12.0, 7.800000000000001)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.0514285714285716)","(11.0, 28.0, 22.0)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:48:58.225046,"(10.0, 19.5, 17.48)","(5.5, 12.0, 6.88)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.0514285714285716)","(11.0, 28.0, 22.0)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:48:59.460746,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.133333333333333)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:49:00.630365,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.133333333333333)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:49:01.965140,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.133333333333333)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:49:03.248137,"(10.0, 19.5, 17.48)","(5.5, 12.0, 11.015384615384615)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 9.333333333333332)"
06-01-2023 11:49:04.431814,"(10.0, 19.5, 17.48)","(5.5, 12.0, 11.015384615384615)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.035714285714285)"
06-01-2023 11:49:05.669937,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.133333333333333)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.035714285714285)"
06-01-2023 11:49:06.864005,"(10.0, 19.5, 17.48)","(5.5, 12.0, 8.133333333333333)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.035714285714285)"
06-01-2023 11:49:08.024701,"(10.0, 19.0, 17.08)","(5.5, 12.0, 8.52)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.066666666666666)"
06-01-2023 11:49:09.194653,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.066666666666666)"
06-01-2023 11:49:10.416543,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.066666666666666)"
06-01-2023 11:49:11.674687,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.066666666666666)"
06-01-2023 11:49:12.968783,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.066666666666666)"
06-01-2023 11:49:14.287326,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.066666666666666)"
06-01-2023 11:49:15.588797,"(10.0, 19.0, 17.08)","(5.5, 11.0, 10.263636363636364)","(4.8, 20.0, 9.615384615384615)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.066666666666666)"
06-01-2023 11:49:17.035810,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 16.666666666666668)","(5.0, 11.5, 11.066666666666666)"
06-01-2023 11:49:18.473639,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 92.77777777777777)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 22.0)","(5.0, 11.5, 9.899999999999999)"
06-01-2023 11:49:19.820790,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 190.0, 83.0)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 22.0)","(5.0, 12.0, 9.899999999999999)"
06-01-2023 11:49:21.154835,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:22.488589,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:23.719109,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:24.911849,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:26.036897,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.120000000000001)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:27.266819,"(10.0, 19.0, 17.08)","(5.5, 11.0, 10.263636363636364)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:28.452199,"(10.0, 19.0, 17.08)","(5.5, 11.0, 9.527272727272727)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2355555555555555)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:29.658843,"(10.0, 19.0, 17.08)","(5.5, 11.0, 9.527272727272727)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:30.910421,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.24)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:32.206277,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.24)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:33.463327,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.24)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:34.618302,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.24)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:35.802084,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.24)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:36.964434,"(10.0, 19.0, 17.08)","(5.5, 11.0, 10.282608695652174)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 18.333333333333332)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:38.095236,"(10.0, 19.0, 17.08)","(5.5, 11.0, 8.3)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 19.857142857142854)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:39.184639,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 13.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:40.311885,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 13.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:41.519377,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 13.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:42.639573,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 21.0, 13.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:43.668403,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:44.813837,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:46.005290,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:47.136834,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:48.326865,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 16.6)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 22.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:49.514528,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 16.6)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 22.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:50.701912,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.133333333333333)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 16.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:51.871733,"(10.0, 19.0, 17.08)","(5.5, 11.0, 7.76)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.266666666666666)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 22.0)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:52.913502,"(10.0, 19.0, 17.08)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.266666666666666)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:53.955180,"(10.0, 19.0, 17.08)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.266666666666666)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:55.022511,"(10.0, 19.0, 17.08)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.266666666666666)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:56.158969,"(10.0, 19.0, 17.08)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.266666666666666)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:57.288403,"(10.0, 19.0, 17.08)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.266666666666666)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:58.393851,"(10.0, 19.0, 17.08)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 14.266666666666666)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:49:59.482395,"(10.0, 19.0, 17.08)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 12.32)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:50:00.567706,"(10.0, 19.5, 17.48)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 12.32)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:50:01.661960,"(10.0, 19.5, 17.48)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 12.32)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:50:02.748092,"(10.0, 19.5, 17.48)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 12.32)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(5.0, 12.0, 7.8)"
06-01-2023 11:50:03.832645,"(10.0, 19.5, 17.48)","(5.5, 10.5, 8.866666666666667)","(4.8, 20.0, 7.857142857142858)","(10.0, 24.0, 12.32)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.0857142857142854)","(11.0, 28.0, 17.333333333333332)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:04.920682,"(10.0, 19.5, 17.48)","(6.0, 10.5, 8.866666666666667)","(5.0, 20.0, 7.857142857142858)","(10.0, 24.0, 12.32)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.333333333333332)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:06.029751,"(10.0, 19.5, 17.48)","(6.0, 10.5, 8.866666666666667)","(5.0, 20.0, 7.857142857142858)","(10.0, 24.0, 12.32)","(16.0, 100.0, 83.0)","(2.6, 3.3, 3.2444444444444445)","(11.0, 28.0, 17.333333333333332)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:07.129265,"(10.0, 19.5, 17.48)","(6.0, 10.5, 8.866666666666667)","(5.0, 20.0, 8.142857142857142)","(10.0, 24.0, 12.32)","(16.0, 100.0, 83.0)","(2.6, 3.3, 2.933333333333333)","(11.0, 28.0, 17.0)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:08.258844,"(10.0, 21.0, 14.858823529411765)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.933333333333333)","(11.0, 27.0, 17.0)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:09.424735,"(10.0, 21.0, 10.92)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.933333333333333)","(11.0, 27.0, 17.0)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:10.648350,"(10.0, 21.0, 10.92)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.933333333333333)","(11.0, 27.0, 17.0)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:11.844372,"(10.0, 21.0, 10.92)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.933333333333333)","(11.0, 27.0, 17.0)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:13.093360,"(10.0, 21.0, 10.92)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.767058823529412)","(11.0, 27.0, 17.0)","(4.8, 12.0, 7.8)"
06-01-2023 11:50:14.340311,"(10.0, 21.0, 10.92)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.7482352941176473)","(11.0, 27.0, 17.0)","(4.8, 12.0, 9.0)"
06-01-2023 11:50:15.554399,"(10.0, 21.0, 10.92)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.8736)","(11.0, 27.0, 17.0)","(4.8, 12.0, 9.0)"
06-01-2023 11:50:16.791281,"(10.0, 21.0, 10.92)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.8736)","(11.0, 27.0, 17.0)","(4.8, 12.0, 9.0)"
06-01-2023 11:50:17.959536,"(10.0, 21.0, 10.92)","(6.0, 10.5, 8.866666666666667)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.8736)","(11.0, 27.0, 17.0)","(4.8, 12.0, 9.0)"
06-01-2023 11:50:19.095225,"(10.0, 22.0, 10.73846153846154)","(6.0, 10.5, 7.233333333333333)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.8736)","(11.0, 27.0, 21.333333333333336)","(4.8, 12.0, 9.0)"
06-01-2023 11:50:20.168343,"(10.0, 22.0, 10.73846153846154)","(6.0, 12.5, 7.9)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.8736)","(11.0, 27.0, 21.333333333333336)","(4.8, 12.0, 9.0)"
06-01-2023 11:50:21.248167,"(10.0, 22.0, 10.73846153846154)","(6.0, 12.5, 11.068421052631578)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 2.8736)","(11.0, 27.0, 16.0)","(4.8, 12.0, 9.0)"
06-01-2023 11:50:22.439202,"(10.0, 22.0, 10.671428571428573)","(6.0, 11.5, 11.177777777777777)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 83.0)","(2.6, 3.2, 3.146666666666667)","(11.0, 27.0, 16.0)","(4.8, 12.0, 9.0)"
06-01-2023 11:50:23.634825,"(10.0, 19.5, 14.65)","(6.0, 11.5, 11.177777777777777)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 100.0, 57.22222222222222)","(2.6, 3.2, 3.1911111111111112)","(11.0, 27.0, 16.0)","(4.8, 12.0, 10.777777777777779)"
06-01-2023 11:50:24.753346,"(10.0, 19.5, 14.65)","(6.0, 11.5, 10.205)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 110.0, 57.22222222222222)","(2.6, 3.25, 3.1839999999999997)","(11.0, 27.0, 16.0)","(4.8, 11.5, 10.777777777777779)"
06-01-2023 11:50:25.866845,"(10.0, 19.5, 14.65)","(6.0, 11.0, 10.205)","(5.0, 10.5, 8.142857142857142)","(10.0, 24.0, 10.86)","(16.0, 110.0, 57.22222222222222)","(2.6, 3.3, 3.1839999999999997)","(11.0, 27.0, 16.0)","(4.8, 11.5, 10.777777777777779)"
