,Better Tomorrow,Samedi,Pentacost,Apollo Blu,Hunka Hunka Harry,One Man Band,Danali,Wynsome Maid,Princess Pancakes,Chelsea Toff,Luminara,Ski Zoom
07-01-2023 14:44:30.605061,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.307692307692307)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 19.0, 18.923076923076923)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:32.040589,"(4.8, 7.2, 6.983333333333333)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.307692307692307)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 19.0, 18.923076923076923)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:33.485622,"(4.8, 7.2, 6.983333333333333)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.307692307692307)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 19.0, 18.923076923076923)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:34.997382,"(4.8, 7.2, 6.983333333333333)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.307692307692307)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 19.0, 18.923076923076923)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:36.534845,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.358490566037737)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 19.0, 18.923076923076923)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:38.680443,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.358490566037737)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 19.0, 25.964285714285715)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:40.557153,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.358490566037737)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 27.0, 25.692307692307693)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:42.093227,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.358490566037737)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 27.0, 24.846153846153847)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:43.650715,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.358490566037737)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 26.0, 24.846153846153847)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:45.278035,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 31.358490566037737)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 26.0, 23.65625)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:46.934310,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 10.785714285714286)","(17.0, 34.0, 30.75)","(26.0, 75.0, 59.4)","(16.0, 32.0, 26.5)","(18.0, 26.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.9375)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:48.623662,"(4.8, 7.2, 6.766666666666667)","(5.0, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 30.75)","(26.0, 75.0, 47.333333333333336)","(16.0, 32.0, 26.5)","(18.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:50.214815,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 30.75)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(18.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:51.707266,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 30.75)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(18.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:53.370943,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 28.944444444444443)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(18.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:55.062786,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 28.7027027027027)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(18.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 20.5)"
07-01-2023 14:44:56.738585,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 28.7027027027027)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(18.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 17.175)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 21.4)"
07-01-2023 14:44:58.393857,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 22.625)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(18.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 15.0)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 21.4)"
07-01-2023 14:45:00.047733,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 22.625)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(17.0, 19.0, 22.96875)","(21.0, 28.0, 25.11764705882353)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 14.25)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 21.4)"
07-01-2023 14:45:01.704060,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 22.625)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(17.0, 25.0, 22.96875)","(21.0, 28.0, 25.11764705882353)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 14.25)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 21.4)"
07-01-2023 14:45:03.344826,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 22.625)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(17.0, 25.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 14.25)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 21.4)"
07-01-2023 14:45:05.033944,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 22.625)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(17.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 14.25)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 21.4)"
07-01-2023 14:45:06.732588,"(5.0, 7.2, 6.766666666666667)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 22.625)","(26.0, 70.0, 47.333333333333336)","(17.0, 32.0, 26.5)","(17.0, 19.0, 18.84375)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.268965517241379)","(11.0, 18.0, 14.25)","(7.5, 9.0, 8.884210526315789)","(16.0, 23.0, 21.4)"
07-01-2023 14:45:08.448286,"(5.0, 7.2, 7.0)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 34.0, 22.90909090909091)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 26.5)","(17.0, 19.0, 18.852941176470587)","(21.0, 28.0, 26.0)","(5.5, 6.4, 6.111428571428571)","(11.0, 18.0, 14.0)","(7.5, 9.0, 8.884210526315789)","(16.0, 22.0, 19.9)"
07-01-2023 14:45:10.347101,"(5.0, 7.2, 7.0)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 28.0, 22.90909090909091)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 26.5)","(17.0, 19.0, 18.852941176470587)","(21.0, 28.0, 26.0)","(5.5, 6.2, 5.785714285714286)","(11.0, 16.0, 14.571428571428571)","(7.5, 9.0, 8.884210526315789)","(16.0, 22.0, 19.9)"
07-01-2023 14:45:12.244064,"(5.0, 7.2, 7.0)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 28.0, 22.90909090909091)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 26.5)","(17.0, 19.0, 18.852941176470587)","(21.0, 28.0, 26.0)","(5.5, 5.9, 5.709090909090909)","(11.0, 16.0, 15.0)","(7.5, 9.0, 8.884210526315789)","(16.0, 22.0, 19.9)"
07-01-2023 14:45:13.895817,"(5.0, 7.2, 7.0)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 28.0, 22.90909090909091)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 26.5)","(17.0, 19.0, 18.852941176470587)","(21.0, 28.0, 26.0)","(5.5, 5.9, 5.709090909090909)","(11.0, 16.0, 15.0)","(7.5, 9.0, 8.884210526315789)","(16.0, 22.0, 19.9)"
07-01-2023 14:45:15.582901,"(5.0, 7.2, 7.0)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 28.0, 22.90909090909091)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 26.5)","(17.0, 19.0, 24.92857142857143)","(21.0, 28.0, 26.0)","(5.5, 5.9, 5.709090909090909)","(11.0, 16.0, 15.0)","(7.5, 9.0, 8.884210526315789)","(16.0, 22.0, 19.9)"
07-01-2023 14:45:17.345980,"(5.0, 7.2, 7.0)","(4.8, 6.2, 5.628571428571429)","(6.5, 12.5, 11.3)","(17.0, 28.0, 22.90909090909091)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 26.5)","(17.0, 26.0, 19.571428571428573)","(21.0, 28.0, 26.0)","(5.5, 5.9, 5.709090909090909)","(11.0, 16.0, 15.0)","(7.5, 9.0, 8.633333333333333)","(16.0, 22.0, 19.9)"
07-01-2023 14:45:19.295838,"(5.0, 7.2, 7.222222222222222)","(4.8, 6.2, 5.95)","(6.5, 12.5, 11.681818181818182)","(17.0, 28.0, 21.583333333333332)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 26.0, 18.555555555555557)","(21.0, 28.0, 24.8)","(5.5, 5.9, 5.772727272727273)","(11.0, 16.0, 14.666666666666666)","(7.5, 9.0, 8.633333333333333)","(16.0, 22.0, 20.055555555555557)"
07-01-2023 14:45:21.127520,"(5.0, 7.4, 7.222222222222222)","(4.8, 6.2, 5.95)","(6.5, 12.5, 11.681818181818182)","(17.0, 28.0, 21.583333333333332)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.8)","(5.5, 5.9, 5.625641025641026)","(11.0, 16.0, 14.666666666666666)","(7.5, 9.0, 8.887179487179488)","(16.0, 22.0, 20.055555555555557)"
07-01-2023 14:45:22.983665,"(5.0, 7.4, 7.300000000000001)","(4.8, 6.2, 5.95)","(6.5, 12.5, 11.681818181818182)","(17.0, 28.0, 21.583333333333332)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.852941176470587)","(21.0, 28.0, 24.8)","(5.5, 6.2, 5.625641025641026)","(11.0, 16.0, 14.666666666666666)","(7.5, 9.0, 8.887179487179488)","(16.0, 22.0, 20.055555555555557)"
07-01-2023 14:45:25.271939,"(5.0, 7.4, 7.300000000000001)","(4.8, 6.2, 5.95)","(6.5, 12.5, 11.681818181818182)","(17.0, 28.0, 21.583333333333332)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.852941176470587)","(21.0, 28.0, 24.8)","(5.5, 6.2, 5.5777777777777775)","(11.0, 16.0, 14.666666666666666)","(7.5, 9.0, 8.887179487179488)","(16.0, 22.0, 20.055555555555557)"
07-01-2023 14:45:27.215022,"(5.0, 7.4, 7.300000000000001)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 21.583333333333332)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.852941176470587)","(21.0, 28.0, 24.8)","(5.5, 6.2, 5.625641025641026)","(11.0, 18.0, 15.6)","(7.5, 9.4, 9.200000000000001)","(16.0, 22.0, 20.055555555555557)"
07-01-2023 14:45:28.881361,"(5.0, 7.4, 7.300000000000001)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 21.583333333333332)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.8)","(5.5, 6.2, 5.625641025641026)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 22.0, 20.055555555555557)"
07-01-2023 14:45:30.565332,"(5.0, 7.4, 7.2)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 22.923076923076923)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.9)","(21.0, 28.0, 24.5)","(5.5, 6.2, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:32.120205,"(5.0, 7.4, 7.2)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.9)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:33.799700,"(5.0, 7.4, 7.2)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.9)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:35.576540,"(5.0, 7.4, 7.2)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:37.232494,"(5.0, 7.4, 7.2)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:38.832040,"(5.0, 7.4, 7.2)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:40.477615,"(5.0, 7.4, 7.333333333333333)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 55.14285714285714)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.0)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:42.098176,"(5.0, 7.6, 7.333333333333333)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.0)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:43.686213,"(5.0, 7.6, 7.333333333333333)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.0)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:45.186705,"(5.0, 7.6, 7.333333333333333)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.8)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.0)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:46.718481,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 5.95)","(6.5, 12.5, 12.071428571428571)","(17.0, 28.0, 23.76923076923077)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.892857142857142)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:48.291669,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 12.375)","(17.0, 28.0, 23.5)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.892857142857142)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:49.916302,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 12.375)","(17.0, 28.0, 23.5)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.892857142857142)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.818181818181818)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:51.463396,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 28.0, 23.5)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.789473684210527)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.666666666666666)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:52.871796,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 28.0, 23.5)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.789473684210527)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.666666666666666)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:54.273107,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 28.0, 23.5)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 15.0)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.666666666666666)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:55.732831,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 28.0, 23.5)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 15.0)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.666666666666666)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:57.177321,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 28.0, 23.5)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 15.0)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.666666666666666)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:45:58.722084,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 28.0, 23.5)","(26.0, 70.0, 50.8)","(17.0, 32.0, 28.333333333333332)","(17.0, 19.0, 18.807692307692307)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.666666666666666)","(7.5, 9.4, 9.200000000000001)","(16.0, 21.0, 20.25)"
07-01-2023 14:46:00.332107,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 28.0, 23.5)","(26.0, 70.0, 55.5)","(17.0, 32.0, 26.5)","(17.0, 19.0, 18.807692307692307)","(21.0, 28.0, 24.5)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 15.666666666666666)","(7.5, 9.4, 9.372413793103448)","(16.0, 21.0, 20.25)"
07-01-2023 14:46:01.817023,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 28.0, 24.5)","(26.0, 65.0, 52.333333333333336)","(17.0, 32.0, 25.0)","(17.0, 19.0, 18.807692307692307)","(21.0, 28.0, 25.0)","(5.5, 6.0, 5.714285714285714)","(11.0, 18.0, 16.3)","(7.5, 9.4, 9.372413793103448)","(16.0, 21.0, 20.25)"
07-01-2023 14:46:03.551981,"(5.0, 7.2, 6.866666666666666)","(4.8, 6.2, 6.13)","(6.5, 12.5, 11.833333333333334)","(17.0, 27.0, 24.428571428571427)","(26.0, 65.0, 52.333333333333336)","(17.0, 29.0, 23.75)","(17.0, 19.0, 18.807692307692307)","(21.0, 27.0, 24.75)","(5.5, 6.0, 5.785714285714286)","(11.0, 17.5, 15.833333333333334)","(7.5, 9.4, 9.372413793103448)","(16.0, 25.0, 21.7)"
07-01-2023 14:46:05.953451,"(5.0, 7.2, 6.844444444444444)","(4.8, 6.2, 6.13)","(6.5, 12.5, 12.0)","(17.0, 27.0, 22.5)","(26.0, 65.0, 49.8)","(17.0, 29.0, 23.75)","(17.0, 19.0, 18.807692307692307)","(21.0, 27.0, 24.6)","(5.5, 6.0, 5.785714285714286)","(11.0, 17.5, 15.833333333333334)","(7.5, 9.4, 9.372413793103448)","(16.0, 25.0, 22.555555555555557)"
