,Better Tomorrow,Samedi,Pentacost,Apollo Blu,Hunka Hunka Harry,One Man Band,Danali,Wynsome Maid,Princess Pancakes,Chelsea Toff,Luminara,Ski Zoom
07-01-2023 14:38:17.793608,"(4.8, 7.2, 6.036363636363636)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 90.0, 42.72727272727273)","(16.0, 34.0, 26.75)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:19.198079,"(4.8, 7.2, 6.036363636363636)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 90.0, 42.72727272727273)","(16.0, 34.0, 26.75)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:20.483621,"(4.8, 7.2, 6.036363636363636)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 90.0, 42.72727272727273)","(16.0, 34.0, 26.75)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:21.786342,"(4.8, 7.2, 6.036363636363636)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 90.0, 48.5)","(16.0, 34.0, 26.75)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:23.127420,"(4.8, 7.2, 6.036363636363636)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 34.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:24.418079,"(4.8, 7.2, 6.036363636363636)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:25.710694,"(4.8, 7.2, 6.4)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:26.997672,"(4.8, 7.2, 6.4)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:28.303790,"(4.8, 7.2, 6.4)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:29.623529,"(4.8, 7.2, 6.4)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:30.947537,"(4.8, 7.2, 6.4)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:32.217784,"(4.8, 7.2, 6.4)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:33.555986,"(4.8, 7.2, 6.4)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:34.852134,"(4.8, 7.2, 6.4)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:36.149721,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:37.506380,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:38.834928,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:40.101796,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:41.392204,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:42.742149,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:44.121434,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:45.466946,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:46.763499,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:48.044033,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:49.363358,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:50.684986,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:52.034728,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 47.5)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:53.370453,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 31.0)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:54.627605,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 31.0)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:55.921325,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 75.0, 45.0)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:57.290851,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 70.0, 45.0)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:58.680891,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 70.0, 45.0)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:38:59.981187,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 70.0, 45.0)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:01.267616,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 70.0, 45.0)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:02.550772,"(4.8, 7.2, 6.285714285714286)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 70.0, 31.25)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:03.858490,"(4.8, 7.2, 6.2)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 65.0, 25.625)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:05.229547,"(4.8, 7.2, 6.2)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 65.0, 25.625)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:06.572809,"(4.8, 7.2, 6.2)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 65.0, 25.625)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:07.904636,"(4.8, 7.2, 6.2)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 65.0, 25.625)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:09.139724,"(4.8, 7.2, 6.2)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 65.0, 25.625)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 9.061538461538461)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:10.452912,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 65.0, 25.625)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.30952380952381)","(7.5, 10.5, 8.936)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:11.781382,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 65.0, 25.625)","(26.0, 80.0, 43.25)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 20.75)"
07-01-2023 14:39:13.159666,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 65.0, 26.666666666666668)","(26.0, 80.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:14.536187,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 60.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:15.876892,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:17.175572,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:18.420757,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:19.721073,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:21.117190,"(4.8, 7.2, 6.0)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:22.483414,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:23.788334,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:25.090813,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:26.353990,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 21.375)"
07-01-2023 14:39:27.682257,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 23.25)"
07-01-2023 14:39:28.984015,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 23.25)"
07-01-2023 14:39:30.365407,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 23.25)"
07-01-2023 14:39:31.692621,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 23.25)"
07-01-2023 14:39:33.027354,"(4.8, 7.2, 6.342857142857143)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 41.7)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 23.25)"
07-01-2023 14:39:34.294753,"(4.8, 7.2, 6.654545454545454)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 45.75)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 23.25)"
07-01-2023 14:39:35.555589,"(4.8, 7.2, 6.654545454545454)","(5.0, 6.4, 5.511111111111111)","(6.0, 11.5, 8.86)","(16.0, 55.0, 24.375)","(26.0, 75.0, 45.75)","(16.0, 32.0, 30.214285714285715)","(18.0, 80.0, 65.25)","(21.0, 34.0, 24.087912087912088)","(5.5, 6.8, 6.624)","(12.0, 18.5, 17.710526315789473)","(7.5, 10.5, 8.936)","(16.0, 27.0, 23.25)"
