,Violetta Gift,La Perriere,Kimora Saffi,Leanne Leeann,Keayang Xena,Copacabana,Kyvalleyhoneybunny
11-01-2023 18:25:40.559574,"(19.0, 32.0, 30.0)","(5.5, 8.4, 7.852173913043478)","(4.4, 5.2, 4.866666666666667)","(7.0, 11.0, 9.4)","(2.6, 3.05, 3.005)","(4.6, 6.4, 6.32)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:41.702616,"(19.0, 32.0, 30.0)","(5.5, 8.4, 7.875)","(4.4, 5.2, 4.866666666666667)","(7.0, 11.0, 10.8)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.027272727272727)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:42.852737,"(19.0, 32.0, 30.0)","(5.5, 8.4, 7.875)","(4.4, 5.2, 4.9)","(7.0, 13.0, 10.55)","(2.6, 3.05, 2.985)","(4.6, 6.6, 6.027272727272727)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:43.907467,"(19.0, 32.0, 30.0)","(5.5, 8.4, 7.875)","(4.4, 5.2, 4.9)","(7.0, 12.5, 11.442857142857143)","(2.6, 3.05, 2.985)","(4.6, 6.6, 6.027272727272727)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:45.071762,"(19.0, 32.0, 30.0)","(5.5, 8.4, 7.875)","(4.4, 5.2, 4.866666666666667)","(7.0, 12.5, 11.1)","(2.6, 3.05, 2.985)","(4.6, 6.6, 6.027272727272727)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:46.196817,"(19.0, 32.0, 30.0)","(5.5, 8.4, 7.875)","(4.4, 5.2, 4.866666666666667)","(7.0, 12.5, 11.557142857142857)","(2.6, 3.05, 2.985)","(4.6, 6.6, 6.027272727272727)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:47.364484,"(19.0, 32.0, 30.0)","(5.5, 8.4, 7.875)","(4.4, 5.2, 4.99090909090909)","(7.0, 12.5, 11.766666666666666)","(2.6, 3.05, 2.985)","(4.6, 6.6, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:48.443566,"(19.0, 32.0, 30.0)","(5.5, 8.4, 7.875)","(4.4, 5.1, 4.8)","(7.0, 12.5, 11.766666666666666)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:49.547380,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.8)","(7.0, 12.5, 11.766666666666666)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:50.729404,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.8)","(7.0, 12.5, 11.766666666666666)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:51.980690,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.8)","(7.0, 12.5, 11.766666666666666)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:53.171527,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.8)","(7.0, 12.5, 11.26)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:54.282870,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.8)","(7.0, 12.5, 11.05)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:55.405553,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.8)","(7.0, 12.5, 11.05)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:56.566259,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.8)","(7.0, 12.5, 11.05)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:57.860474,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.8)","(7.0, 12.5, 11.05)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.050000000000001)","(13.0, 20.0, 18.75)"
11-01-2023 18:25:59.100613,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.05)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:00.261482,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.05)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:01.597330,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.766666666666666)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:02.918149,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.95)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:04.224033,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.95)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:05.534722,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.95)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:06.839398,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.95)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:07.981542,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.95)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:09.155468,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.95)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:10.314070,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.26)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:11.509417,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.67142857142857)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:12.647389,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.714285714285715)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:13.790993,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 13.0, 10.95)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 18.75)"
11-01-2023 18:26:14.972324,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.21111111111111)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 20.0, 21.041666666666664)"
11-01-2023 18:26:16.224129,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.21111111111111)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 21.607142857142858)"
11-01-2023 18:26:17.500650,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.700000000000001)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 19.6875)"
11-01-2023 18:26:18.699983,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.700000000000001)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 20.75)"
11-01-2023 18:26:19.796317,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.700000000000001)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 23.0)"
11-01-2023 18:26:20.821280,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.122222222222222)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 22.5)"
11-01-2023 18:26:21.907906,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.21111111111111)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 22.5)"
11-01-2023 18:26:23.024047,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.700000000000001)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 22.666666666666668)"
11-01-2023 18:26:24.109165,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.700000000000001)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 22.666666666666668)"
11-01-2023 18:26:25.284334,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.433333333333334)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 25.0, 21.0)"
11-01-2023 18:26:26.444008,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 11.21111111111111)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 24.0, 21.0)"
11-01-2023 18:26:27.654398,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.700000000000001)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 24.0, 19.0)"
11-01-2023 18:26:28.804244,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.700000000000001)","(2.6, 3.05, 2.985)","(4.6, 6.4, 6.1)","(13.0, 24.0, 20.8)"
11-01-2023 18:26:29.836979,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.714285714285714)","(7.0, 12.5, 10.02)","(2.6, 3.1, 3.602)","(4.6, 6.4, 6.1)","(13.0, 24.0, 20.25)"
11-01-2023 18:26:30.940039,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.76)","(7.0, 12.5, 11.21111111111111)","(2.6, 3.65, 3.556)","(4.6, 6.4, 6.1)","(13.0, 24.0, 21.4)"
11-01-2023 18:26:32.097254,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.76)","(7.0, 12.5, 11.314285714285715)","(2.6, 3.6, 3.1466666666666665)","(4.6, 6.4, 5.933333333333334)","(13.0, 24.0, 21.4)"
11-01-2023 18:26:33.221877,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.76)","(7.0, 12.0, 11.314285714285715)","(2.6, 3.6, 3.1466666666666665)","(4.6, 6.2, 5.933333333333334)","(13.0, 24.0, 21.4)"
11-01-2023 18:26:34.482471,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.76)","(7.0, 12.0, 10.65)","(2.6, 3.6, 3.13)","(4.6, 6.2, 5.933333333333334)","(13.0, 24.0, 21.0)"
11-01-2023 18:26:35.631753,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.76)","(7.0, 11.5, 10.2)","(2.6, 3.55, 3.1466666666666665)","(4.6, 6.2, 6.2)","(13.0, 24.0, 21.0)"
11-01-2023 18:26:36.811978,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.0, 4.76)","(7.0, 11.0, 9.533333333333333)","(2.6, 3.6, 3.017142857142857)","(4.6, 6.4, 6.2)","(13.0, 24.0, 21.25)"
11-01-2023 18:26:37.963197,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.85)","(7.0, 11.0, 9.533333333333333)","(2.6, 3.6, 3.235)","(4.6, 6.4, 6.2)","(13.0, 24.0, 20.2)"
11-01-2023 18:26:39.189846,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.8)","(7.0, 11.0, 9.675)","(2.6, 3.55, 3.235)","(4.6, 6.4, 6.2)","(13.0, 23.0, 20.2)"
11-01-2023 18:26:40.462032,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.8)","(7.0, 10.5, 9.6)","(2.6, 3.55, 3.163333333333333)","(4.6, 6.4, 6.2)","(13.0, 23.0, 19.25)"
11-01-2023 18:26:41.683234,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.8)","(7.0, 10.0, 9.6)","(2.6, 3.65, 3.163333333333333)","(4.6, 6.4, 6.2)","(13.0, 22.0, 19.25)"
11-01-2023 18:26:42.842793,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.8)","(7.0, 10.0, 9.6)","(2.6, 3.65, 3.163333333333333)","(4.6, 6.4, 6.2)","(13.0, 22.0, 18.0)"
11-01-2023 18:26:44.032143,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.8)","(7.0, 10.0, 9.675)","(2.6, 3.65, 3.163333333333333)","(4.6, 6.4, 6.2)","(13.0, 22.0, 20.0)"
11-01-2023 18:26:45.192562,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.8)","(7.0, 10.5, 9.675)","(2.6, 3.65, 3.163333333333333)","(4.6, 6.4, 6.2)","(13.0, 22.0, 20.6)"
11-01-2023 18:26:46.373398,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.8)","(7.0, 10.5, 9.675)","(2.6, 3.65, 3.163333333333333)","(4.6, 6.4, 6.2)","(13.0, 23.0, 20.25)"
11-01-2023 18:26:47.524260,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.8)","(7.0, 10.5, 9.6)","(2.6, 3.65, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 20.5)"
11-01-2023 18:26:48.849171,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 4.984615384615385)","(7.0, 10.0, 9.6)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:26:50.228246,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 10.0, 9.453333333333333)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:26:51.514260,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 11.0, 9.453333333333333)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:26:52.838826,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 11.0, 9.766666666666667)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:26:54.107232,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 10.5, 9.6)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:26:55.477806,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 10.0, 9.6)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:26:56.755097,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 10.0, 9.453333333333333)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:26:57.991033,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 11.0, 9.453333333333333)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:26:59.271154,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 11.0, 9.766666666666667)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:00.476521,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.016666666666667)","(7.0, 10.5, 9.6)","(2.6, 3.7, 3.18)","(4.6, 6.4, 6.2)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:01.632931,"(19.0, 32.0, 30.0)","(5.5, 8.8, 8.466666666666667)","(4.4, 5.1, 5.061538461538461)","(7.0, 10.0, 9.6)","(2.6, 3.7, 3.076)","(4.6, 6.4, 6.28)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:02.798082,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.2)","(4.4, 5.2, 5.061538461538461)","(7.0, 10.0, 9.6)","(2.6, 3.7, 3.076)","(4.6, 7.0, 6.6)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:04.031628,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.2)","(4.4, 5.2, 5.1625)","(7.0, 10.0, 9.675)","(2.6, 3.7, 3.08)","(4.6, 6.8, 6.92)","(13.0, 23.0, 18.666666666666668)"
11-01-2023 18:27:05.268941,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.2)","(4.4, 5.2, 5.061538461538461)","(7.0, 10.5, 9.675)","(2.6, 3.4, 3.05)","(4.6, 7.2, 6.6)","(13.0, 23.0, 18.666666666666668)"
11-01-2023 18:27:06.434242,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.2)","(4.4, 5.2, 4.9)","(7.0, 10.5, 9.6)","(2.6, 3.7, 3.1466666666666665)","(4.6, 6.8, 6.92)","(13.0, 23.0, 18.666666666666668)"
11-01-2023 18:27:07.650073,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.2)","(4.4, 5.2, 4.95)","(7.0, 10.0, 9.6)","(2.6, 3.6, 3.1466666666666665)","(4.6, 7.2, 6.28)","(13.0, 23.0, 18.666666666666668)"
11-01-2023 18:27:08.896718,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.2)","(4.4, 5.2, 5.0)","(7.0, 10.0, 9.6)","(2.6, 3.6, 3.13)","(4.6, 7.0, 6.6)","(13.0, 23.0, 20.4)"
11-01-2023 18:27:10.007291,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.2)","(4.4, 5.2, 5.0)","(7.0, 10.0, 9.55)","(2.6, 3.55, 3.13)","(4.6, 6.8, 6.28)","(13.0, 23.0, 20.4)"
11-01-2023 18:27:11.180279,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 5.2, 5.090909090909091)","(7.0, 10.0, 9.484615384615385)","(2.6, 3.55, 3.0774999999999997)","(4.6, 7.0, 6.371428571428571)","(13.0, 23.0, 20.0)"
11-01-2023 18:27:12.375715,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 5.2, 5.090909090909091)","(7.0, 10.5, 9.6)","(2.6, 3.55, 3.1133333333333333)","(4.6, 6.8, 6.371428571428571)","(13.0, 23.0, 20.25)"
11-01-2023 18:27:13.546265,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 5.2, 5.090909090909091)","(7.0, 10.0, 9.6)","(2.6, 3.5, 3.1133333333333333)","(4.6, 6.8, 6.371428571428571)","(13.0, 23.0, 20.5)"
11-01-2023 18:27:14.822668,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 5.2, 5.866666666666667)","(7.0, 10.0, 9.450000000000001)","(2.6, 3.5, 3.2199999999999998)","(4.6, 6.8, 6.371428571428571)","(13.0, 23.0, 20.75)"
11-01-2023 18:27:16.132704,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 6.0, 5.8)","(7.0, 10.0, 9.46)","(2.6, 3.5, 3.2199999999999998)","(4.6, 6.8, 6.371428571428571)","(13.0, 23.0, 20.75)"
11-01-2023 18:27:17.433672,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 6.0, 5.533333333333333)","(7.0, 10.0, 9.46)","(2.6, 3.5, 3.317142857142857)","(4.6, 6.8, 6.371428571428571)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:18.587616,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 6.0, 5.844444444444444)","(7.0, 10.0, 9.46)","(2.6, 3.6, 3.317142857142857)","(4.6, 6.8, 6.28)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:19.725813,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 6.0, 5.844444444444444)","(7.0, 10.0, 9.46)","(2.6, 3.6, 3.3466666666666667)","(4.6, 7.0, 6.466666666666667)","(13.0, 23.0, 21.25)"
11-01-2023 18:27:20.935889,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 6.0, 5.844444444444444)","(7.0, 10.0, 9.6)","(2.6, 3.55, 3.3466666666666667)","(4.6, 6.8, 6.371428571428571)","(13.0, 23.0, 21.25)"
11-01-2023 18:27:22.079215,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 6.0, 5.844444444444444)","(7.0, 10.0, 9.6)","(2.6, 3.55, 3.428)","(4.6, 6.8, 6.466666666666667)","(13.0, 23.0, 19.333333333333332)"
11-01-2023 18:27:23.268068,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.12)","(4.4, 6.0, 5.640000000000001)","(7.0, 10.0, 9.444444444444445)","(2.6, 3.55, 3.2885714285714283)","(4.6, 6.8, 6.333333333333333)","(13.0, 23.0, 21.5)"
11-01-2023 18:27:24.473375,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.333333333333332)","(4.4, 5.9, 5.24)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.508)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:25.736472,"(19.0, 32.0, 30.0)","(5.5, 8.6, 8.333333333333332)","(4.4, 5.8, 5.199999999999999)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.65, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:27.067681,"(19.0, 32.0, 29.0)","(5.5, 8.6, 7.894117647058823)","(4.4, 5.8, 5.08)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 19.666666666666668)"
11-01-2023 18:27:28.383424,"(19.0, 32.0, 29.0)","(5.5, 8.6, 7.8999999999999995)","(4.4, 5.8, 5.333333333333333)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 19.666666666666668)"
11-01-2023 18:27:29.661989,"(19.0, 32.0, 29.0)","(5.5, 8.6, 7.8999999999999995)","(4.4, 5.7, 5.333333333333333)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:30.916924,"(19.0, 32.0, 29.0)","(5.5, 8.6, 7.8999999999999995)","(4.4, 5.7, 5.333333333333333)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 19.666666666666668)"
11-01-2023 18:27:32.163536,"(19.0, 32.0, 29.0)","(5.5, 8.6, 7.8999999999999995)","(4.4, 5.7, 5.333333333333333)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 19.666666666666668)"
11-01-2023 18:27:33.501009,"(19.0, 32.0, 29.0)","(5.5, 8.6, 7.8999999999999995)","(4.4, 5.7, 5.333333333333333)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 21.0)"
11-01-2023 18:27:34.769200,"(19.0, 32.0, 29.0)","(5.5, 8.6, 8.0)","(4.4, 5.7, 5.333333333333333)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 19.666666666666668)"
11-01-2023 18:27:36.109652,"(19.0, 32.0, 29.0)","(5.5, 8.8, 7.883333333333333)","(4.4, 5.7, 5.333333333333333)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 19.666666666666668)"
11-01-2023 18:27:37.384249,"(19.0, 32.0, 29.0)","(5.5, 8.8, 7.96)","(4.4, 5.7, 5.333333333333333)","(7.0, 9.8, 9.600000000000001)","(2.6, 3.55, 3.255)","(4.6, 6.6, 6.333333333333333)","(13.0, 23.0, 19.666666666666668)"
