,Shore Lanka,Global Beauty,Dimes Ambition,Kraken Jock,Redleg Bull Ant,Afro Puff,Our Rascal,Orson King
12-01-2023 08:34:21.694560,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:22.816677,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:23.975705,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:25.105990,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:26.206009,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:27.281749,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:28.354721,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:29.517405,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:30.624334,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:31.779707,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:32.904539,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:34.065608,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:35.233930,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:36.339069,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:37.468321,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:38.599840,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:39.700604,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:40.782126,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:41.853801,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:42.929104,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:44.045484,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:45.174861,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 8.411111111111111)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:46.323461,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 9.133333333333333)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:47.522364,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 9.133333333333333)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:48.701790,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 9.133333333333333)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:49.808703,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 9.133333333333333)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:50.902953,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 9.133333333333333)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:51.998647,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 9.8, 9.133333333333333)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:53.063697,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:54.088908,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:55.122974,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:56.206601,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:57.312312,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:58.440454,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:34:59.594993,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:00.781215,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:01.924317,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:03.080818,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:04.232917,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:05.387459,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:06.493749,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:07.553332,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:08.573397,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:09.607848,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:10.669977,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.34)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:11.792585,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:12.876648,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:13.939756,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:15.039273,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:16.111406,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:17.173626,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:18.253167,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:19.336193,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:20.419815,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:21.537220,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:22.671373,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:23.802303,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:24.937780,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:26.109623,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:27.317524,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:28.602571,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:29.849998,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:31.228162,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:32.729531,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:34.084420,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:35.504255,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:36.786853,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:38.011785,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:39.192943,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:40.481757,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:41.632379,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:42.767404,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:43.953551,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:45.130791,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:46.288947,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:47.499504,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:48.726119,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:49.935407,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:51.067787,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:52.230726,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 12.38)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:53.385339,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 11.523529411764706)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
12-01-2023 08:35:54.491880,"(20.0, 160.0, 71.875)","(5.0, 8.6, 7.514285714285714)","(6.0, 11.0, 9.0125)","(5.0, 13.5, 11.523529411764706)","(7.5, 15.0, 12.052631578947368)","(5.0, 8.8, 7.718918918918919)","(15.0, 38.0, 26.958333333333336)","(3.2, 4.6, 3.425757575757576)"
