,Alecia,Devante,Foxtrot Tango,Halwes,Mohinga Chase
11-01-2023 12:41:07.515692,"(4.6, 5.6, 5.377777777777777)","(1.85, 2.38, 2.276153846153846)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.657692307692308)","(6.5, 14.0, 13.464285714285714)"
11-01-2023 12:41:08.400731,"(4.6, 5.6, 5.35)","(1.85, 2.38, 2.299642857142857)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.657692307692308)","(6.5, 14.0, 13.464285714285714)"
11-01-2023 12:41:09.383651,"(4.6, 5.6, 5.35)","(1.85, 2.36, 2.3255999999999997)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 13.555555555555555)"
11-01-2023 12:41:10.317702,"(4.6, 5.6, 5.35)","(1.85, 2.36, 2.2962962962962963)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.461538461538462)"
11-01-2023 12:41:11.164662,"(4.6, 5.6, 5.2785714285714285)","(1.85, 2.34, 2.2917647058823527)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.461538461538462)"
11-01-2023 12:41:12.148104,"(4.6, 5.6, 5.186206896551724)","(1.85, 2.34, 2.279259259259259)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.666666666666666)"
11-01-2023 12:41:13.128044,"(4.6, 5.6, 5.43448275862069)","(1.85, 2.28, 2.228148148148148)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 13.285714285714286)"
11-01-2023 12:41:14.032685,"(4.6, 5.6, 5.435714285714286)","(1.85, 2.28, 2.228148148148148)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.88888888888889)"
11-01-2023 12:41:14.948734,"(4.6, 5.6, 5.435714285714286)","(1.85, 2.28, 2.228148148148148)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.222222222222221)"
11-01-2023 12:41:15.879028,"(4.6, 5.6, 5.435714285714286)","(1.85, 2.26, 2.211111111111111)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.222222222222221)"
11-01-2023 12:41:16.803574,"(4.6, 5.6, 5.435714285714286)","(1.85, 2.26, 2.211111111111111)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.4)"
11-01-2023 12:41:17.804879,"(4.6, 5.6, 5.435714285714286)","(1.85, 2.26, 2.211111111111111)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.4)"
11-01-2023 12:41:18.690000,"(4.6, 5.6, 5.435714285714286)","(1.85, 2.26, 2.211111111111111)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.4)"
11-01-2023 12:41:19.494189,"(4.6, 5.6, 4.929166666666667)","(1.85, 2.36, 2.3255999999999997)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.0, 12.4)"
11-01-2023 12:41:20.430953,"(4.6, 5.6, 5.189285714285714)","(1.85, 2.32, 2.289230769230769)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.5, 13.041666666666666)"
11-01-2023 12:41:21.374702,"(4.6, 5.5, 5.35)","(1.85, 2.32, 2.228235294117647)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.409090909090909)","(6.5, 14.5, 13.041666666666666)"
11-01-2023 12:41:22.333274,"(4.6, 5.5, 5.266666666666667)","(1.85, 2.32, 2.255)","(18.0, 34.0, 19.333333333333332)","(3.5, 4.9, 4.688888888888889)","(6.5, 14.5, 13.770833333333334)"
11-01-2023 12:41:23.220782,"(4.6, 5.5, 5.18)","(1.85, 2.3, 2.1733333333333333)","(18.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.688888888888889)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:24.084203,"(4.6, 5.5, 5.18)","(1.85, 2.3, 2.1479999999999997)","(18.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:25.053329,"(4.6, 5.5, 5.18)","(1.85, 2.3, 2.1479999999999997)","(18.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:26.061143,"(4.6, 5.5, 5.18)","(1.85, 2.3, 2.1479999999999997)","(18.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:26.988431,"(4.6, 5.5, 5.0200000000000005)","(1.85, 2.34, 2.275384615384615)","(18.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:27.800328,"(4.6, 5.5, 5.0200000000000005)","(1.85, 2.34, 2.275384615384615)","(18.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:28.679907,"(4.6, 5.5, 5.0200000000000005)","(1.85, 2.34, 2.275384615384615)","(18.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:29.548570,"(4.6, 5.5, 5.0200000000000005)","(1.85, 2.34, 2.275384615384615)","(18.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:30.482617,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.34, 2.275384615384615)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 13.625)"
11-01-2023 12:41:31.430616,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.34, 2.275384615384615)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 14.125)"
11-01-2023 12:41:32.258515,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.34, 2.275384615384615)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 14.125)"
11-01-2023 12:41:33.172928,"(4.6, 5.5, 4.833333333333333)","(1.9, 2.36, 2.3348571428571425)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:34.146220,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.34, 2.275384615384615)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:35.045665,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.34, 2.094)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.0, 4.7375)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:35.928486,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.34, 2.094)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.1, 4.966666666666667)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:36.794306,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.36, 2.25)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.6461538461538465)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:37.646868,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.36, 2.2305882352941175)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.6461538461538465)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:38.585703,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.36, 2.2305882352941175)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.6461538461538465)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:39.541189,"(4.6, 5.5, 5.0200000000000005)","(1.9, 2.36, 2.2305882352941175)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.6461538461538465)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:40.329702,"(4.6, 5.5, 4.961538461538462)","(1.9, 2.38, 2.244705882352941)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.6461538461538465)","(6.5, 14.5, 14.03125)"
11-01-2023 12:41:41.202352,"(4.6, 5.5, 4.961538461538462)","(1.9, 2.38, 2.244705882352941)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.6461538461538465)","(6.5, 14.5, 14.785714285714285)"
11-01-2023 12:41:42.137001,"(4.6, 5.5, 4.961538461538462)","(1.9, 2.38, 2.2266666666666666)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.7)","(6.5, 15.0, 14.527777777777779)"
11-01-2023 12:41:43.078142,"(4.6, 5.5, 5.017241379310344)","(1.9, 2.38, 2.2105263157894735)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.778125)","(6.5, 15.5, 14.527777777777779)"
11-01-2023 12:41:44.009667,"(4.6, 5.5, 5.017241379310344)","(1.9, 2.36, 2.297142857142857)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.557142857142857)","(6.5, 15.5, 14.527777777777779)"
11-01-2023 12:41:44.904183,"(4.6, 5.5, 5.017241379310344)","(1.9, 2.36, 2.184)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.628571428571429)","(6.5, 15.5, 14.136363636363637)"
11-01-2023 12:41:45.715235,"(4.6, 5.5, 5.017241379310344)","(1.9, 2.34, 2.2079999999999997)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.628571428571429)","(6.5, 15.5, 14.136363636363637)"
11-01-2023 12:41:46.688179,"(4.6, 5.5, 5.017241379310344)","(1.9, 2.34, 2.185263157894737)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:47.687143,"(4.6, 5.5, 5.1)","(1.9, 2.28, 2.1818181818181817)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:48.574667,"(4.6, 5.5, 5.1)","(1.9, 2.28, 2.1818181818181817)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:49.434085,"(4.6, 5.5, 5.1)","(1.9, 2.28, 2.1818181818181817)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:50.352220,"(4.6, 5.5, 5.1)","(1.9, 2.28, 2.1818181818181817)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:51.187506,"(4.6, 5.5, 5.1)","(1.9, 2.28, 2.1818181818181817)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:52.107766,"(4.6, 5.5, 5.1)","(1.9, 2.28, 2.1818181818181817)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:52.996905,"(4.6, 5.5, 5.1)","(1.9, 2.28, 2.2736673773987204)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:53.836584,"(4.6, 5.5, 4.825925925925926)","(1.9, 2.32, 2.08)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.771428571428571)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:54.737906,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 1.988)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.720000000000001)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:55.677316,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 1.988)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.720000000000001)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:56.608037,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 1.988)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.720000000000001)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:57.481486,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 1.988)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.720000000000001)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:58.420168,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 1.988)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.628571428571429)","(6.5, 15.5, 13.5)"
11-01-2023 12:41:59.372129,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.0300000000000002)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.628571428571429)","(6.5, 15.5, 13.5)"
11-01-2023 12:42:00.400653,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.0300000000000002)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.628571428571429)","(6.5, 15.5, 13.5)"
11-01-2023 12:42:01.399950,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.0300000000000002)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.800000000000001)","(6.5, 15.5, 13.5)"
11-01-2023 12:42:02.271870,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.0300000000000002)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.800000000000001)","(6.5, 15.5, 13.5)"
11-01-2023 12:42:03.145987,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.0300000000000002)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.720000000000001)","(6.5, 15.5, 13.5)"
11-01-2023 12:42:04.083873,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.0300000000000002)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.2, 4.723076923076923)","(6.5, 15.5, 14.38888888888889)"
11-01-2023 12:42:04.976996,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.02)","(19.0, 34.0, 19.333333333333332)","(3.5, 5.1, 4.723076923076923)","(6.5, 15.5, 14.38888888888889)"
11-01-2023 12:42:05.907011,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.02)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.925)","(6.5, 15.5, 14.5)"
11-01-2023 12:42:06.795612,"(4.6, 5.5, 5.248387096774194)","(1.9, 2.24, 2.02)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.925)","(6.5, 16.0, 14.5)"
11-01-2023 12:42:07.708933,"(4.6, 5.5, 4.825925925925926)","(1.9, 2.32, 2.1759999999999997)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.96875)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:08.690914,"(4.6, 5.5, 5.080645161290323)","(1.9, 2.28, 2.0338461538461536)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.875)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:09.638542,"(4.6, 5.5, 5.080645161290323)","(1.9, 2.24, 2.065)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.875)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:10.542798,"(4.6, 5.5, 5.080645161290323)","(1.9, 2.24, 2.065)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.875)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:11.469834,"(4.6, 5.5, 5.138888888888889)","(1.9, 2.24, 2.065)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.875)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:12.395485,"(4.6, 5.5, 5.138888888888889)","(1.9, 2.24, 2.065)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.875)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:13.368635,"(4.6, 5.5, 5.138888888888889)","(1.9, 2.24, 2.065)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.875)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:14.363659,"(4.6, 5.5, 5.208333333333333)","(1.9, 2.24, 2.065)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.9363636363636365)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:15.331629,"(4.6, 5.5, 5.266666666666667)","(1.9, 2.22, 2.046666666666667)","(19.0, 34.0, 19.0)","(3.5, 5.1, 4.766666666666667)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:16.171537,"(4.6, 5.5, 5.266666666666667)","(1.9, 2.22, 2.046666666666667)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.766666666666667)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:17.087562,"(4.6, 5.5, 5.266666666666667)","(1.9, 2.22, 2.046666666666667)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.71304347826087)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:17.996074,"(4.6, 5.5, 5.266666666666667)","(1.9, 2.22, 2.046666666666667)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.71304347826087)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:18.894530,"(4.6, 5.5, 5.266666666666667)","(1.9, 2.22, 2.046666666666667)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.71304347826087)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:19.810457,"(4.6, 5.5, 5.18)","(1.9, 2.22, 2.046666666666667)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.71304347826087)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:20.701524,"(4.6, 5.5, 5.18)","(1.9, 2.22, 2.046666666666667)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.71304347826087)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:21.591617,"(4.6, 5.5, 5.18)","(1.9, 2.22, 2.046666666666667)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.785185185185186)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:22.525624,"(4.6, 5.5, 4.9312499999999995)","(1.9, 2.3, 2.028)","(19.0, 34.0, 19.0)","(3.5, 5.2, 4.85)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:23.478352,"(4.6, 5.4, 5.076923076923077)","(1.9, 2.3, 2.1488888888888886)","(19.0, 32.0, 25.77777777777778)","(3.5, 5.1, 4.823076923076923)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:24.386608,"(4.6, 5.4, 5.057142857142857)","(1.9, 2.3, 2.143076923076923)","(19.0, 30.0, 28.0)","(3.5, 5.1, 4.7625)","(6.5, 16.0, 14.857142857142858)"
11-01-2023 12:42:25.330559,"(4.6, 5.4, 4.924137931034482)","(1.9, 2.3, 2.143076923076923)","(19.0, 30.0, 21.75)","(3.5, 5.1, 4.7625)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:26.225378,"(4.6, 5.4, 4.924137931034482)","(1.9, 2.3, 2.143076923076923)","(19.0, 30.0, 21.0)","(3.5, 5.1, 4.7625)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:27.166963,"(4.6, 5.4, 4.924137931034482)","(1.9, 2.3, 2.143076923076923)","(19.0, 30.0, 20.857142857142858)","(3.5, 5.1, 4.7625)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:28.101474,"(4.6, 5.3, 5.133333333333333)","(1.9, 2.3, 2.143076923076923)","(19.0, 30.0, 20.857142857142858)","(3.5, 5.1, 4.83)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:29.015993,"(4.6, 5.3, 4.9)","(1.9, 2.36, 2.254736842105263)","(19.0, 30.0, 20.857142857142858)","(3.5, 5.1, 4.888235294117647)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:29.902461,"(4.6, 5.3, 5.056521739130435)","(1.9, 2.36, 2.254736842105263)","(19.0, 30.0, 20.857142857142858)","(3.5, 5.1, 4.8999999999999995)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:30.815174,"(4.6, 5.3, 4.825925925925926)","(1.9, 2.34, 2.2133333333333334)","(19.0, 30.0, 20.857142857142858)","(3.5, 5.1, 4.725)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:31.698121,"(4.6, 5.2, 4.811111111111111)","(1.9, 2.36, 2.333333333333333)","(19.0, 30.0, 20.857142857142858)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:32.683632,"(4.6, 5.1, 4.8)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:33.599003,"(4.6, 5.1, 4.752631578947368)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:34.433207,"(4.6, 5.1, 4.752631578947368)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:35.396129,"(4.6, 5.1, 4.752631578947368)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:36.397082,"(4.6, 5.1, 4.733333333333333)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:37.303230,"(4.6, 5.1, 4.8130434782608695)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:38.193245,"(4.6, 5.1, 4.8130434782608695)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:39.108943,"(4.6, 5.1, 4.8130434782608695)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:40.042519,"(4.6, 5.1, 4.8130434782608695)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:41.016519,"(4.6, 5.1, 4.8130434782608695)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:41.901329,"(4.6, 5.1, 4.8130434782608695)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:42.771019,"(4.6, 5.1, 4.733333333333333)","(1.9, 2.36, 2.342608695652174)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:43.689724,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:44.645800,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:45.532914,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:46.480289,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:47.393993,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:48.332670,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:49.351113,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:50.324716,"(4.6, 5.1, 4.89375)","(1.9, 2.3, 2.2852173913043474)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:51.167118,"(4.6, 5.1, 4.89375)","(1.9, 2.3, 2.2852173913043474)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:52.097355,"(4.6, 5.1, 4.89375)","(1.9, 2.3, 2.2852173913043474)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:53.046664,"(4.6, 5.1, 4.89375)","(1.9, 2.3, 2.2852173913043474)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:53.990768,"(4.6, 5.1, 4.89375)","(1.9, 2.3, 2.2852173913043474)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:54.881005,"(4.6, 5.1, 4.89375)","(1.9, 2.3, 2.2852173913043474)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:55.727668,"(4.6, 5.1, 4.89375)","(1.9, 2.3, 2.2852173913043474)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:56.661888,"(4.6, 5.1, 4.89375)","(1.9, 2.3, 2.2852173913043474)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.285714285714285)"
11-01-2023 12:42:57.659930,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
11-01-2023 12:42:58.597926,"(4.6, 5.1, 4.9625)","(1.9, 2.26, 2.24695652173913)","(19.0, 30.0, 22.88095238095238)","(3.5, 5.1, 4.729411764705882)","(6.5, 16.0, 15.166666666666666)"
