,Chillout Cookie,Shim Girl,Coach Beard,Inga Zach,Foxtrot Tango,Go Gigi Go,Inga Lenny
14-12-2022 13:56:11.007776,"(3.9, 6.2, 5.3882352941176475)","(6.5, 10.0, 8.0)","(3.9, 6.4, 5.888888888888889)","(6.0, 12.5, 9.53)","(3.1, 5.9, 5.561538461538461)","(10.0, 18.5, 16.5)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:12.201701,"(3.9, 6.2, 5.075)","(6.5, 10.0, 8.25)","(3.9, 6.4, 5.888888888888889)","(6.0, 12.5, 9.53)","(3.1, 5.9, 5.3133333333333335)","(10.0, 18.5, 16.5)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:13.296488,"(3.9, 6.2, 5.075)","(6.5, 10.0, 8.25)","(3.9, 6.4, 5.888888888888889)","(6.0, 12.5, 9.53)","(3.1, 5.9, 5.50909090909091)","(10.0, 18.5, 16.5)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:14.425771,"(3.9, 6.2, 5.0)","(6.5, 10.0, 8.25)","(3.9, 6.4, 5.888888888888889)","(6.0, 12.5, 9.53)","(3.1, 5.9, 5.50909090909091)","(10.0, 18.5, 16.5)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:15.592319,"(3.9, 6.2, 5.0)","(6.5, 10.0, 8.5)","(3.9, 6.4, 5.888888888888889)","(6.0, 12.5, 9.53)","(3.1, 5.9, 5.50909090909091)","(10.0, 18.5, 17.26923076923077)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:16.598207,"(3.9, 6.2, 5.0)","(6.5, 10.0, 8.5)","(3.9, 6.4, 5.888888888888889)","(6.0, 12.5, 9.53)","(3.1, 5.9, 5.183333333333334)","(10.0, 18.5, 16.214285714285715)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:17.733416,"(3.9, 6.2, 5.611320754716981)","(6.5, 10.0, 8.5)","(3.9, 6.4, 6.0)","(6.0, 12.5, 9.53)","(3.1, 5.9, 5.5181818181818185)","(10.0, 18.5, 14.25)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:18.788106,"(3.9, 6.2, 4.502777777777778)","(6.5, 10.0, 8.5)","(3.9, 6.4, 6.0)","(6.0, 12.5, 9.53)","(3.1, 5.9, 5.5181818181818185)","(10.0, 18.5, 15.957142857142857)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:19.869011,"(3.9, 6.2, 4.954166666666667)","(6.5, 10.0, 8.5)","(3.9, 6.4, 5.875)","(6.0, 12.5, 10.0)","(3.1, 5.9, 5.5181818181818185)","(10.0, 18.5, 15.957142857142857)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:20.824320,"(3.9, 6.2, 4.954166666666667)","(6.5, 10.0, 8.9)","(3.9, 6.4, 5.875)","(6.0, 12.0, 10.0)","(3.1, 5.9, 5.2)","(10.0, 18.5, 15.957142857142857)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:21.756236,"(3.9, 6.2, 4.954166666666667)","(6.5, 10.0, 8.75)","(3.9, 6.2, 5.336363636363636)","(6.0, 12.0, 10.0)","(3.1, 5.9, 5.2)","(10.0, 18.5, 13.645454545454545)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:22.695214,"(3.9, 6.2, 4.961904761904762)","(6.5, 10.0, 8.75)","(3.9, 6.2, 5.2)","(6.0, 9.6, 7.36)","(3.1, 4.9, 4.5769230769230775)","(10.0, 18.5, 13.645454545454545)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:23.647783,"(3.9, 6.2, 5.077272727272727)","(6.5, 10.0, 9.153846153846153)","(3.9, 6.2, 5.2)","(6.0, 9.6, 7.36)","(3.1, 4.9, 4.5769230769230775)","(10.0, 18.5, 14.05)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:24.727745,"(3.9, 6.2, 5.077272727272727)","(6.5, 10.0, 9.071428571428571)","(3.9, 6.2, 5.2)","(6.0, 9.6, 8.0)","(3.1, 4.9, 4.5769230769230775)","(10.0, 18.5, 14.05)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:25.770716,"(3.9, 6.2, 5.077272727272727)","(6.5, 10.0, 9.071428571428571)","(3.9, 6.2, 5.2)","(6.0, 9.6, 8.0)","(3.1, 4.9, 4.5769230769230775)","(10.0, 18.5, 14.05)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:26.783734,"(3.9, 6.2, 4.747058823529412)","(6.5, 10.0, 9.333333333333334)","(3.9, 6.2, 5.2625)","(6.0, 9.6, 7.5)","(3.1, 4.9, 4.375)","(10.0, 18.5, 12.7)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:27.817941,"(3.9, 6.2, 5.611320754716981)","(6.5, 11.0, 10.2)","(3.9, 6.2, 5.2625)","(6.0, 9.6, 7.5)","(3.1, 5.2, 4.266666666666667)","(10.0, 18.5, 14.484615384615385)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:28.864611,"(3.9, 6.2, 4.954166666666667)","(6.5, 11.0, 10.2)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.220000000000001)","(3.1, 5.2, 4.564705882352941)","(10.0, 18.5, 14.484615384615385)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:29.969023,"(3.9, 6.2, 4.954166666666667)","(6.5, 11.0, 9.866666666666667)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.5)","(3.1, 5.2, 4.564705882352941)","(10.0, 18.5, 15.5)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:31.144219,"(3.9, 6.2, 4.954166666666667)","(6.5, 11.0, 9.866666666666667)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.36)","(3.1, 5.2, 4.3)","(10.0, 18.5, 15.5)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:32.345211,"(3.9, 6.2, 4.954166666666667)","(6.5, 11.0, 9.692307692307692)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.36)","(3.1, 5.2, 4.3)","(10.0, 18.5, 17.192307692307693)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:33.515881,"(3.9, 6.2, 4.954166666666667)","(6.5, 10.5, 9.384615384615385)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.36)","(3.1, 5.2, 4.588235294117647)","(10.0, 18.5, 17.192307692307693)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:34.571861,"(3.9, 6.2, 4.575)","(6.5, 10.5, 9.384615384615385)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.36)","(3.1, 5.2, 4.588235294117647)","(10.0, 18.5, 17.166666666666664)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:35.704928,"(3.9, 6.0, 4.852)","(6.5, 10.5, 9.384615384615385)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.36)","(3.1, 5.2, 4.588235294117647)","(10.0, 18.5, 17.166666666666664)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:36.744730,"(3.9, 6.0, 4.852)","(6.5, 10.5, 9.384615384615385)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.36)","(3.1, 5.2, 4.366666666666666)","(10.0, 18.5, 17.166666666666664)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:37.663769,"(3.9, 6.0, 4.565)","(6.5, 10.5, 9.384615384615385)","(3.9, 6.2, 5.336363636363636)","(6.0, 9.6, 7.36)","(3.1, 5.3, 4.366666666666666)","(10.0, 18.5, 17.166666666666664)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:38.745324,"(3.9, 6.0, 4.41578947368421)","(6.5, 10.5, 9.384615384615385)","(3.9, 6.4, 5.875)","(6.0, 9.6, 7.36)","(3.1, 5.3, 4.6647058823529415)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:39.980297,"(3.9, 6.0, 4.842307692307692)","(6.5, 10.5, 9.384615384615385)","(4.0, 6.4, 5.875)","(6.0, 9.6, 7.36)","(3.1, 5.3, 4.6647058823529415)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:41.009838,"(3.9, 6.0, 4.824)","(6.5, 10.5, 9.384615384615385)","(4.0, 6.4, 5.875)","(6.0, 9.6, 7.36)","(3.1, 5.3, 4.6647058823529415)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:42.186920,"(3.9, 5.7, 5.064705882352941)","(6.5, 10.5, 9.384615384615385)","(4.0, 5.7, 4.946153846153846)","(6.0, 10.5, 8.95)","(3.1, 5.3, 4.4375)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.38461538461539)"
14-12-2022 13:56:43.582277,"(3.9, 5.7, 5.064705882352941)","(6.5, 10.5, 9.384615384615385)","(4.0, 5.7, 4.859999999999999)","(6.0, 11.5, 8.125)","(3.1, 5.9, 5.092857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 46.785714285714285)"
14-12-2022 13:56:44.959982,"(3.9, 5.7, 5.1)","(6.5, 10.0, 8.8)","(4.0, 5.6, 4.630769230769231)","(6.0, 11.0, 8.6)","(3.1, 5.7, 5.092857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:46.338456,"(3.9, 5.7, 5.1)","(6.5, 10.0, 9.45)","(4.0, 5.6, 4.630769230769231)","(6.0, 11.0, 8.6)","(3.1, 5.7, 5.092857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:47.506137,"(3.9, 5.7, 5.1)","(6.5, 10.0, 9.45)","(4.0, 5.6, 4.405263157894737)","(6.0, 11.0, 8.6)","(3.1, 5.7, 4.7555555555555555)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:48.885541,"(3.9, 5.7, 4.745454545454546)","(6.5, 10.0, 9.1)","(4.0, 5.5, 4.657894736842105)","(6.0, 11.0, 8.125)","(3.1, 5.7, 4.9399999999999995)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:50.036615,"(3.9, 5.7, 4.7727272727272725)","(6.5, 10.0, 9.1)","(4.0, 5.5, 4.62)","(6.0, 11.0, 7.428571428571429)","(3.1, 5.5, 4.9399999999999995)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:51.176521,"(3.9, 5.7, 4.7727272727272725)","(6.5, 10.0, 9.307692307692307)","(4.0, 5.5, 4.62)","(6.0, 11.0, 7.428571428571429)","(3.1, 5.5, 4.9399999999999995)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:52.222401,"(3.9, 5.7, 4.7727272727272725)","(6.5, 10.0, 9.307692307692307)","(4.0, 5.5, 4.62)","(6.0, 11.0, 7.428571428571429)","(3.1, 5.5, 4.429411764705882)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:53.356297,"(3.9, 5.7, 4.745454545454546)","(6.5, 10.0, 9.0)","(4.0, 5.5, 4.657894736842105)","(6.0, 11.0, 8.727272727272727)","(3.1, 5.5, 4.429411764705882)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 45.0)"
14-12-2022 13:56:54.299472,"(3.9, 5.7, 4.745454545454546)","(6.5, 10.0, 8.875)","(4.0, 5.5, 4.657894736842105)","(6.0, 11.0, 8.727272727272727)","(3.1, 5.5, 4.800000000000001)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 44.54545454545455)"
14-12-2022 13:56:55.267944,"(3.9, 5.7, 5.0625)","(6.5, 9.8, 9.216666666666667)","(4.0, 5.5, 4.766666666666667)","(6.0, 11.0, 7.428571428571429)","(3.1, 5.4, 4.800000000000001)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 44.54545454545455)"
14-12-2022 13:56:56.236492,"(3.9, 5.7, 5.0625)","(6.5, 9.8, 9.216666666666667)","(4.0, 5.5, 4.766666666666667)","(6.0, 11.0, 7.428571428571429)","(3.1, 5.4, 4.800000000000001)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 44.54545454545455)"
14-12-2022 13:56:57.220720,"(3.9, 5.7, 5.0625)","(6.5, 9.8, 9.216666666666667)","(4.0, 5.5, 4.46)","(6.0, 11.0, 7.428571428571429)","(3.1, 5.4, 4.56923076923077)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 44.54545454545455)"
14-12-2022 13:56:58.219118,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 8.3)","(4.0, 5.5, 4.46)","(6.0, 11.0, 7.428571428571429)","(3.1, 5.4, 4.56923076923077)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 44.54545454545455)"
14-12-2022 13:56:59.166531,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 8.675)","(4.0, 5.5, 4.489473684210526)","(6.0, 11.0, 7.428571428571429)","(3.1, 5.4, 4.56923076923077)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 44.54545454545455)"
14-12-2022 13:57:00.185867,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.184615384615384)","(4.0, 5.5, 4.489473684210526)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.817647058823529)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 44.54545454545455)"
14-12-2022 13:57:01.146375,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.184615384615384)","(4.0, 5.5, 4.46)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.817647058823529)","(10.0, 18.5, 15.833333333333332)","(18.0, 60.0, 44.54545454545455)"
14-12-2022 13:57:02.099314,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.184615384615384)","(4.0, 5.5, 4.46)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.817647058823529)","(10.0, 18.5, 15.833333333333332)","(18.0, 75.0, 68.0)"
14-12-2022 13:57:03.493566,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 9.216666666666667)","(4.0, 5.5, 4.46)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.56923076923077)","(10.0, 18.5, 15.833333333333332)","(18.0, 75.0, 68.0)"
14-12-2022 13:57:05.241265,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.692857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 75.0, 68.0)"
14-12-2022 13:57:06.472140,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.692857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 75.0, 63.25)"
14-12-2022 13:57:07.568719,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.692857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 75.0, 63.25)"
14-12-2022 13:57:08.698878,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.56923076923077)","(10.0, 18.5, 15.833333333333332)","(18.0, 75.0, 68.28571428571428)"
14-12-2022 13:57:09.809601,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.5, 6.55)","(3.1, 5.4, 4.56923076923077)","(10.0, 18.5, 15.833333333333332)","(18.0, 75.0, 68.28571428571428)"
14-12-2022 13:57:10.892019,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.5, 7.111111111111111)","(3.1, 5.4, 4.692857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 75.0, 72.72727272727272)"
14-12-2022 13:57:12.052632,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.0, 8.083333333333334)","(3.1, 5.4, 4.692857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 110.0, 72.57142857142857)"
14-12-2022 13:57:13.264807,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.0, 8.083333333333334)","(3.1, 5.4, 4.692857142857143)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.57142857142857)"
14-12-2022 13:57:14.335754,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.0, 8.083333333333334)","(3.1, 5.4, 4.4526315789473685)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.57142857142857)"
14-12-2022 13:57:15.492877,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.0, 8.083333333333334)","(3.1, 5.4, 4.4526315789473685)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.57142857142857)"
14-12-2022 13:57:16.771785,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 9.3)","(4.0, 5.5, 4.46)","(6.0, 11.0, 7.640000000000001)","(3.1, 5.4, 4.4526315789473685)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.57142857142857)"
14-12-2022 13:57:17.993733,"(3.9, 5.7, 4.7727272727272725)","(6.5, 9.8, 9.216666666666667)","(4.0, 5.5, 4.46)","(6.0, 11.0, 8.2)","(3.1, 5.4, 4.575)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.57142857142857)"
14-12-2022 13:57:19.126988,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.216666666666667)","(4.0, 5.5, 4.46)","(6.0, 11.0, 8.2)","(3.1, 5.4, 4.575)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.57142857142857)"
14-12-2022 13:57:20.164828,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.216666666666667)","(4.0, 5.5, 4.46)","(6.0, 11.0, 8.2)","(3.1, 5.4, 4.575)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.57142857142857)"
14-12-2022 13:57:21.253332,"(3.9, 5.7, 4.827272727272727)","(6.5, 9.8, 9.216666666666667)","(4.0, 5.5, 4.46)","(6.0, 11.0, 7.92)","(3.1, 5.4, 4.4714285714285715)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.57142857142857)"
14-12-2022 13:57:22.399005,"(3.9, 5.7, 5.452173913043478)","(6.5, 11.5, 9.65)","(4.0, 5.5, 4.442857142857143)","(6.0, 11.0, 8.0625)","(3.1, 5.4, 4.5928571428571425)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:23.611676,"(3.9, 5.7, 4.881818181818182)","(6.5, 11.5, 9.65)","(4.0, 5.3, 4.442857142857143)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.5928571428571425)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:24.791913,"(3.9, 5.7, 4.881818181818182)","(6.5, 11.5, 9.65)","(4.0, 5.3, 4.271428571428571)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.5928571428571425)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:25.847415,"(3.9, 5.7, 4.881818181818182)","(6.5, 11.5, 9.65)","(4.0, 5.3, 4.236363636363636)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.5928571428571425)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:26.977715,"(3.9, 5.7, 4.881818181818182)","(6.5, 11.5, 9.65)","(4.0, 5.3, 4.236363636363636)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.4)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:28.319746,"(3.9, 5.7, 4.9363636363636365)","(6.5, 11.5, 9.65)","(4.0, 5.3, 4.236363636363636)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.5285714285714285)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:29.545472,"(3.9, 5.7, 4.9363636363636365)","(6.5, 11.5, 9.65)","(4.0, 5.3, 4.236363636363636)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.5285714285714285)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:30.629549,"(3.9, 5.7, 4.9363636363636365)","(6.5, 11.5, 9.65)","(4.0, 5.3, 4.236363636363636)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.5285714285714285)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:31.726723,"(3.9, 5.7, 4.881818181818182)","(6.5, 11.5, 9.65)","(4.0, 5.3, 4.236363636363636)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.4)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:32.979136,"(3.9, 5.7, 4.881818181818182)","(6.5, 11.5, 10.39)","(4.0, 5.3, 4.271428571428571)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.699999999999999)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:34.288294,"(3.9, 5.7, 5.364)","(6.5, 11.5, 9.75)","(4.0, 5.1, 3.8946428571428573)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.699999999999999)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:35.556155,"(3.9, 5.7, 5.364)","(6.5, 11.5, 9.85)","(4.0, 5.1, 3.8946428571428573)","(6.0, 10.5, 8.0625)","(3.1, 5.3, 4.699999999999999)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:36.765221,"(3.9, 5.7, 5.364)","(6.5, 11.5, 10.45)","(4.0, 5.1, 4.221621621621622)","(6.0, 10.0, 8.057142857142857)","(3.1, 5.3, 4.699999999999999)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 71.5)"
14-12-2022 13:57:37.792323,"(3.9, 5.7, 5.364)","(6.5, 11.5, 10.45)","(4.0, 5.1, 3.9839285714285717)","(6.0, 10.0, 7.527272727272727)","(3.1, 5.3, 4.469230769230769)","(10.0, 18.5, 15.833333333333332)","(18.0, 80.0, 72.85714285714286)"
14-12-2022 13:57:38.869628,"(3.9, 5.7, 4.990909090909091)","(6.5, 11.5, 10.51)","(4.0, 5.0, 4.1069767441860465)","(6.0, 10.0, 7.328571428571428)","(3.1, 5.3, 4.7176470588235295)","(10.0, 18.5, 16.833333333333336)","(18.0, 80.0, 72.85714285714286)"
14-12-2022 13:57:39.924970,"(3.9, 5.7, 4.990909090909091)","(6.5, 11.5, 10.51)","(4.0, 5.0, 4.1069767441860465)","(6.0, 10.0, 7.328571428571428)","(3.1, 5.3, 4.7176470588235295)","(10.0, 18.5, 16.833333333333336)","(18.0, 80.0, 72.85714285714286)"
14-12-2022 13:57:41.231414,"(3.9, 5.7, 4.990909090909091)","(6.5, 11.5, 10.51)","(4.0, 4.9, 4.594915254237288)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.394117647058824)","(10.0, 18.5, 16.833333333333336)","(18.0, 80.0, 54.54545454545455)"
14-12-2022 13:57:42.360958,"(3.9, 5.7, 5.28)","(6.5, 11.5, 10.51)","(4.0, 4.9, 4.594915254237288)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.475)","(10.0, 18.5, 15.7)","(18.0, 75.0, 54.54545454545455)"
14-12-2022 13:57:43.470207,"(3.9, 5.7, 5.28)","(6.5, 11.5, 10.51)","(4.0, 4.9, 4.594915254237288)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.855555555555555)","(10.0, 18.5, 17.227272727272727)","(18.0, 75.0, 54.54545454545455)"
14-12-2022 13:57:44.583124,"(3.9, 5.7, 4.990909090909091)","(6.5, 11.5, 10.57)","(4.0, 4.9, 4.594915254237288)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.855555555555555)","(10.0, 18.5, 17.227272727272727)","(18.0, 75.0, 54.54545454545455)"
14-12-2022 13:57:45.696220,"(3.9, 5.7, 5.045454545454546)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.3914285714285715)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.855555555555555)","(10.0, 18.5, 17.227272727272727)","(18.0, 75.0, 54.54545454545455)"
14-12-2022 13:57:46.789205,"(3.9, 5.7, 5.045454545454546)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.3914285714285715)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.855555555555555)","(10.0, 18.5, 17.416666666666664)","(18.0, 75.0, 54.54545454545455)"
14-12-2022 13:57:47.826857,"(3.9, 5.7, 5.045454545454546)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.3914285714285715)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.671428571428572)","(10.0, 18.5, 17.0)","(18.0, 75.0, 54.54545454545455)"
14-12-2022 13:57:48.834769,"(3.9, 5.7, 5.045454545454546)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.3914285714285715)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.671428571428572)","(10.0, 18.5, 17.0)","(18.0, 75.0, 54.54545454545455)"
14-12-2022 13:57:50.205865,"(3.9, 5.7, 5.045454545454546)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.3914285714285715)","(6.0, 9.8, 8.2)","(3.1, 5.3, 4.855555555555555)","(10.0, 18.5, 17.0)","(18.0, 75.0, 54.54545454545455)"
14-12-2022 13:57:51.271102,"(3.9, 5.7, 5.045454545454546)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.3914285714285715)","(6.0, 9.8, 7.666666666666667)","(3.1, 5.3, 4.855555555555555)","(10.0, 18.5, 16.5)","(18.0, 75.0, 50.769230769230774)"
14-12-2022 13:57:52.418066,"(3.9, 5.7, 5.045454545454546)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.11578947368421)","(6.0, 9.8, 7.666666666666667)","(3.1, 5.3, 4.855555555555555)","(10.0, 18.5, 17.25)","(18.0, 75.0, 50.769230769230774)"
14-12-2022 13:57:53.473026,"(3.9, 5.7, 5.1)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.2693877551020405)","(6.0, 9.8, 7.666666666666667)","(3.1, 5.3, 4.671428571428572)","(10.0, 18.5, 17.25)","(18.0, 75.0, 50.769230769230774)"
14-12-2022 13:57:54.547862,"(3.9, 5.7, 5.1)","(6.5, 11.5, 10.57)","(4.0, 4.8, 4.2693877551020405)","(6.0, 9.8, 7.666666666666667)","(3.1, 5.3, 4.671428571428572)","(10.0, 18.5, 17.25)","(18.0, 75.0, 50.769230769230774)"
14-12-2022 13:57:55.593542,"(3.9, 5.7, 5.1)","(6.5, 11.5, 10.646153846153846)","(4.0, 4.8, 4.11578947368421)","(6.0, 9.8, 7.666666666666667)","(3.1, 5.3, 4.855555555555555)","(10.0, 18.5, 17.25)","(18.0, 75.0, 50.769230769230774)"
