,Hartley Bale,Bollard Bobby,Line And Length,Bank On Frankie,Victory Heist,Aston Stout
09-01-2023 16:49:47.083535,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:48.077966,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:49.153801,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:50.261868,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:51.262356,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:52.197727,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:53.249319,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:54.313500,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:55.300127,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:56.357460,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:57.438550,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:58.491676,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:49:59.492360,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:00.615524,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 29.18181818181818)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:01.797656,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 55.0, 30.9375)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:02.827080,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 30.9375)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:04.193491,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 30.9375)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:05.480970,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 33.05555555555556)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:06.691326,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:07.733407,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:08.822860,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:09.945404,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:11.112340,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:12.221770,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:13.338812,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:14.380893,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:15.385194,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:16.472626,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:17.546898,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:18.609160,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:19.791235,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:20.909403,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.25)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:21.968114,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.375)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:22.965625,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.375)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:24.152686,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.375)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:25.380058,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.375)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:26.297550,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:27.400065,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:28.623530,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:29.585218,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:30.613141,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 29.666666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:31.717336,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 36.92857142857143)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:32.640596,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 9.0)","(5.0, 9.4, 6.25)","(19.0, 50.0, 36.92857142857143)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:33.583171,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 10.333333333333334)","(5.0, 9.4, 6.25)","(19.0, 50.0, 32.166666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:34.508211,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 8.82857142857143)","(5.0, 9.4, 6.25)","(19.0, 48.0, 29.0)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:35.524394,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 8.82857142857143)","(5.0, 9.4, 6.25)","(19.0, 48.0, 29.0)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:36.453104,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 11.072727272727272)","(5.0, 9.4, 6.25)","(19.0, 48.0, 29.0)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:37.533927,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 11.072727272727272)","(5.0, 9.4, 6.25)","(19.0, 48.0, 29.0)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:38.717767,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 11.072727272727272)","(5.0, 9.4, 6.25)","(19.0, 48.0, 29.0)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:39.895609,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 54.75)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:40.971492,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 48.0, 32.166666666666664)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:42.152417,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:43.254684,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:44.272544,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:45.303886,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:46.224398,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:47.237251,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:48.368181,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:49.396394,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:50.384537,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:51.315461,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.5)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:52.329269,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:53.393238,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:54.453387,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:55.558404,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:56.598187,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:57.833689,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:58.898130,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:50:59.879306,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:00.842145,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:01.864968,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:02.845133,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:03.857595,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:04.890166,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:05.891169,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:06.907079,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:07.821161,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:08.879943,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:09.893051,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:10.853775,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.625)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:11.807384,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 48.875)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:12.762857,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 48.875)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:13.764400,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:14.731796,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:15.616973,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:16.553806,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:17.513398,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:18.452476,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:19.365836,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:20.245247,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:21.139626,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:22.108274,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:23.128154,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:24.107418,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:24.998633,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:25.935492,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:26.949307,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:27.980446,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:29.022789,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:30.092554,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:31.356085,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:32.540217,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:33.661336,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:34.795281,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:35.907854,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:36.987392,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:38.018415,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:39.009215,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:39.986852,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:40.966075,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.0)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
09-01-2023 16:51:41.942228,"(1.8, 2.54, 1.8885714285714286)","(15.0, 60.0, 49.125)","(8.0, 15.0, 10.2)","(5.0, 9.4, 6.25)","(19.0, 55.0, 32.8125)","(3.5, 5.8, 3.992857142857143)"
