,Daddysruby,Carmel By The Sea,Forever Lovely,Blazin Bae,Vintage,Lady Of The Light,Like No Other,Rose Of Mooncoin,Fourth Street,Smile And Profile
08-01-2023 09:20:27.593413,"(12.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(18.0, 99999, 99990)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:28.705269,"(12.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(18.0, 99999, 99990)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:29.787761,"(12.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(18.0, 99999, 99990)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:30.879441,"(12.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(18.0, 99999, 99990)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:31.980579,"(12.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(7.0, 99999, 99990)","(18.0, 99999, 99990)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:33.084146,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:34.188177,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:35.273899,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:36.361628,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:37.485480,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:38.581857,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:39.674919,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:40.770643,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:41.869013,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:42.972892,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:44.072970,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:45.172059,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:46.286122,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:47.372598,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:48.471800,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:49.566904,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:50.670452,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:51.763836,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:52.879794,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:53.969339,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:55.052372,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:56.185639,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:57.275318,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:58.369725,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:20:59.450189,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:00.590539,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:01.694277,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:02.795041,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:03.883620,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:05.004965,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:06.082813,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:07.195019,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:08.306761,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:09.395693,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:10.496812,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:11.591318,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:12.668907,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:13.772673,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:14.876147,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:15.965699,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:17.045020,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:18.124282,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:19.233671,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:20.325253,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:21.398909,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:22.505711,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:23.612067,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:24.708421,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:25.798546,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:26.914253,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:28.009373,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:29.116339,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:30.225917,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:31.339664,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:32.442654,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:33.535690,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:34.626809,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:35.717808,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:36.823529,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:37.922184,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:39.039726,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:40.137604,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:41.234074,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:42.332469,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:43.432101,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:44.518268,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:45.609583,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:46.708787,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:47.817194,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:48.906107,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:50.011091,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:51.118795,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:52.217338,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:53.301186,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:54.378580,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:55.491783,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:56.581557,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:57.691547,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:58.796519,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:21:59.911683,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:22:01.034711,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:22:02.125571,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
08-01-2023 09:22:03.222096,"(13.0, 99999, 99990)","(6.5, 99999, 99990)","(31.0, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(17.0, 99999, 99990)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(3.6, 99999, 99990)","(8.5, 99999, 99990)"
