,Homebush Jessie,Tornado Trump,Silky Skylar,Mitcham Dodger,Homebush Solo,Torpedo Bay,Lightfoot Luna,Smash Talk
409,"[datetime.datetime(2022, 11, 28, 10, 2, 5, 974707), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 5, 974707), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 5, 974707), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 5, 974707), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 5, 974707), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 5, 974707), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 5, 974707), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 5, 974707), 7.5, 17.0]"
410,"[datetime.datetime(2022, 11, 28, 10, 2, 7, 112351), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 7, 112351), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 7, 112351), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 7, 112351), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 7, 112351), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 7, 112351), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 7, 112351), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 7, 112351), 7.5, 17.0]"
411,"[datetime.datetime(2022, 11, 28, 10, 2, 8, 252775), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 8, 252775), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 8, 252775), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 8, 252775), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 8, 252775), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 8, 252775), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 8, 252775), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 8, 252775), 7.5, 17.0]"
412,"[datetime.datetime(2022, 11, 28, 10, 2, 9, 399932), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 9, 399932), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 9, 399932), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 9, 399932), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 9, 399932), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 9, 399932), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 9, 399932), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 9, 399932), 7.5, 17.0]"
413,"[datetime.datetime(2022, 11, 28, 10, 2, 10, 530109), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 10, 530109), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 10, 530109), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 10, 530109), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 10, 530109), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 10, 530109), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 10, 530109), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 10, 530109), 7.5, 17.0]"
414,"[datetime.datetime(2022, 11, 28, 10, 2, 11, 666013), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 11, 666013), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 11, 666013), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 11, 666013), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 11, 666013), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 11, 666013), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 11, 666013), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 11, 666013), 7.5, 17.0]"
415,"[datetime.datetime(2022, 11, 28, 10, 2, 12, 804317), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 12, 804317), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 12, 804317), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 12, 804317), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 12, 804317), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 12, 804317), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 12, 804317), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 12, 804317), 7.5, 17.0]"
416,"[datetime.datetime(2022, 11, 28, 10, 2, 13, 983805), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 13, 983805), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 13, 983805), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 13, 983805), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 13, 983805), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 13, 983805), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 13, 983805), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 13, 983805), 7.5, 17.0]"
417,"[datetime.datetime(2022, 11, 28, 10, 2, 15, 113630), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 15, 113630), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 15, 113630), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 15, 113630), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 15, 113630), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 15, 113630), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 15, 113630), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 15, 113630), 7.5, 17.0]"
418,"[datetime.datetime(2022, 11, 28, 10, 2, 16, 233561), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 16, 233561), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 16, 233561), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 16, 233561), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 16, 233561), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 16, 233561), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 16, 233561), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 16, 233561), 7.5, 17.0]"
419,"[datetime.datetime(2022, 11, 28, 10, 2, 17, 362103), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 17, 362103), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 17, 362103), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 17, 362103), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 17, 362103), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 17, 362103), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 17, 362103), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 17, 362103), 7.5, 17.0]"
420,"[datetime.datetime(2022, 11, 28, 10, 2, 18, 528829), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 18, 528829), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 18, 528829), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 18, 528829), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 18, 528829), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 18, 528829), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 18, 528829), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 18, 528829), 7.5, 17.0]"
421,"[datetime.datetime(2022, 11, 28, 10, 2, 19, 670209), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 19, 670209), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 19, 670209), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 19, 670209), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 19, 670209), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 19, 670209), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 19, 670209), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 19, 670209), 7.5, 17.0]"
422,"[datetime.datetime(2022, 11, 28, 10, 2, 20, 805811), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 20, 805811), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 20, 805811), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 20, 805811), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 20, 805811), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 20, 805811), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 20, 805811), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 20, 805811), 7.5, 17.0]"
423,"[datetime.datetime(2022, 11, 28, 10, 2, 21, 933473), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 21, 933473), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 21, 933473), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 21, 933473), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 21, 933473), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 21, 933473), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 21, 933473), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 21, 933473), 7.5, 17.0]"
424,"[datetime.datetime(2022, 11, 28, 10, 2, 23, 57061), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 23, 57061), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 23, 57061), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 23, 57061), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 23, 57061), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 23, 57061), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 23, 57061), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 23, 57061), 7.5, 17.0]"
425,"[datetime.datetime(2022, 11, 28, 10, 2, 24, 184774), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 24, 184774), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 24, 184774), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 24, 184774), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 24, 184774), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 24, 184774), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 24, 184774), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 24, 184774), 7.5, 17.0]"
426,"[datetime.datetime(2022, 11, 28, 10, 2, 25, 314489), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 25, 314489), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 25, 314489), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 25, 314489), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 25, 314489), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 25, 314489), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 25, 314489), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 25, 314489), 7.5, 17.0]"
427,"[datetime.datetime(2022, 11, 28, 10, 2, 26, 441137), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 26, 441137), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 26, 441137), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 26, 441137), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 26, 441137), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 26, 441137), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 26, 441137), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 26, 441137), 7.5, 17.0]"
428,"[datetime.datetime(2022, 11, 28, 10, 2, 27, 579779), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 27, 579779), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 27, 579779), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 27, 579779), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 27, 579779), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 27, 579779), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 27, 579779), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 27, 579779), 7.5, 17.0]"
429,"[datetime.datetime(2022, 11, 28, 10, 2, 28, 704021), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 28, 704021), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 28, 704021), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 28, 704021), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 28, 704021), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 28, 704021), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 28, 704021), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 28, 704021), 7.5, 17.0]"
430,"[datetime.datetime(2022, 11, 28, 10, 2, 29, 836101), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 29, 836101), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 29, 836101), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 29, 836101), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 29, 836101), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 29, 836101), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 29, 836101), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 29, 836101), 7.5, 17.0]"
431,"[datetime.datetime(2022, 11, 28, 10, 2, 30, 961316), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 30, 961316), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 30, 961316), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 30, 961316), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 30, 961316), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 30, 961316), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 30, 961316), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 30, 961316), 7.5, 17.0]"
432,"[datetime.datetime(2022, 11, 28, 10, 2, 32, 88898), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 32, 88898), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 32, 88898), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 32, 88898), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 32, 88898), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 32, 88898), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 32, 88898), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 32, 88898), 7.5, 17.0]"
433,"[datetime.datetime(2022, 11, 28, 10, 2, 33, 213933), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 33, 213933), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 33, 213933), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 33, 213933), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 33, 213933), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 33, 213933), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 33, 213933), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 33, 213933), 7.5, 17.0]"
434,"[datetime.datetime(2022, 11, 28, 10, 2, 34, 384492), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 34, 384492), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 34, 384492), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 34, 384492), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 34, 384492), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 34, 384492), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 34, 384492), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 34, 384492), 7.5, 17.0]"
435,"[datetime.datetime(2022, 11, 28, 10, 2, 35, 510670), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 35, 510670), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 35, 510670), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 35, 510670), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 35, 510670), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 35, 510670), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 35, 510670), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 35, 510670), 7.5, 17.0]"
436,"[datetime.datetime(2022, 11, 28, 10, 2, 36, 637557), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 36, 637557), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 36, 637557), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 36, 637557), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 36, 637557), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 36, 637557), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 36, 637557), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 36, 637557), 7.5, 17.0]"
437,"[datetime.datetime(2022, 11, 28, 10, 2, 37, 760852), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 37, 760852), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 37, 760852), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 37, 760852), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 37, 760852), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 37, 760852), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 37, 760852), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 37, 760852), 7.5, 17.0]"
438,"[datetime.datetime(2022, 11, 28, 10, 2, 38, 892061), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 38, 892061), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 38, 892061), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 38, 892061), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 38, 892061), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 38, 892061), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 38, 892061), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 38, 892061), 7.5, 17.0]"
439,"[datetime.datetime(2022, 11, 28, 10, 2, 40, 20638), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 40, 20638), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 40, 20638), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 40, 20638), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 40, 20638), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 40, 20638), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 40, 20638), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 40, 20638), 7.5, 17.0]"
440,"[datetime.datetime(2022, 11, 28, 10, 2, 41, 143171), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 41, 143171), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 41, 143171), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 41, 143171), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 41, 143171), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 41, 143171), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 41, 143171), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 41, 143171), 7.5, 17.0]"
441,"[datetime.datetime(2022, 11, 28, 10, 2, 42, 272829), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 42, 272829), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 42, 272829), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 42, 272829), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 42, 272829), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 42, 272829), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 42, 272829), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 42, 272829), 7.5, 17.0]"
442,"[datetime.datetime(2022, 11, 28, 10, 2, 43, 395010), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 43, 395010), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 43, 395010), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 43, 395010), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 43, 395010), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 43, 395010), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 43, 395010), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 43, 395010), 7.5, 17.0]"
443,"[datetime.datetime(2022, 11, 28, 10, 2, 44, 529867), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 44, 529867), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 44, 529867), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 44, 529867), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 44, 529867), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 44, 529867), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 44, 529867), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 44, 529867), 7.5, 17.0]"
444,"[datetime.datetime(2022, 11, 28, 10, 2, 45, 654576), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 45, 654576), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 45, 654576), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 45, 654576), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 45, 654576), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 45, 654576), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 45, 654576), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 45, 654576), 7.5, 17.0]"
445,"[datetime.datetime(2022, 11, 28, 10, 2, 46, 780339), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 46, 780339), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 46, 780339), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 46, 780339), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 46, 780339), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 46, 780339), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 46, 780339), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 46, 780339), 7.5, 17.0]"
446,"[datetime.datetime(2022, 11, 28, 10, 2, 47, 905100), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 47, 905100), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 47, 905100), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 47, 905100), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 47, 905100), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 47, 905100), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 47, 905100), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 47, 905100), 7.5, 17.0]"
447,"[datetime.datetime(2022, 11, 28, 10, 2, 49, 38512), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 49, 38512), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 49, 38512), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 49, 38512), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 49, 38512), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 49, 38512), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 49, 38512), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 49, 38512), 7.5, 17.0]"
448,"[datetime.datetime(2022, 11, 28, 10, 2, 50, 160662), 4.8, 9.0]","[datetime.datetime(2022, 11, 28, 10, 2, 50, 160662), 13.0, 34.0]","[datetime.datetime(2022, 11, 28, 10, 2, 50, 160662), 12.0, 55.0]","[datetime.datetime(2022, 11, 28, 10, 2, 50, 160662), 1.85, 2.5]","[datetime.datetime(2022, 11, 28, 10, 2, 50, 160662), 21.0, 210.0]","[datetime.datetime(2022, 11, 28, 10, 2, 50, 160662), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 10, 2, 50, 160662), 9.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 2, 50, 160662), 7.5, 17.0]"
