,Im Indigo,Moyarra Minstrel,Bushmans Prayer,Bold Linda,Honest Thief,Chappys Cosmog,Kraken Skye,Dark Krystal
15-12-2022 12:08:54.665666,"(5.0, 7.8, 5.652631578947369)","(15.0, 32.0, 28.625)","(7.0, 10.0, 8.00952380952381)","(8.0, 12.5, 11.048387096774194)","(20.0, 70.0, 48.0)","(3.5, 4.5, 4.370588235294118)","(3.8, 5.2, 4.71875)","(7.0, 11.5, 10.28888888888889)"
15-12-2022 12:08:55.744599,"(5.0, 7.8, 5.652631578947369)","(15.0, 32.0, 30.444444444444443)","(7.0, 10.0, 8.8)","(8.0, 12.0, 10.852941176470589)","(20.0, 70.0, 50.44444444444444)","(3.5, 4.5, 4.185714285714286)","(3.8, 5.2, 4.523076923076923)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:08:56.748372,"(5.0, 7.8, 5.652631578947369)","(15.0, 32.0, 31.263157894736842)","(7.0, 10.0, 8.00952380952381)","(8.0, 12.0, 10.852941176470589)","(20.0, 70.0, 50.44444444444444)","(3.5, 4.5, 4.2727272727272725)","(3.8, 5.2, 4.71875)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:08:57.778173,"(5.0, 7.8, 5.652631578947369)","(15.0, 34.0, 33.1578947368421)","(7.0, 10.0, 8.8)","(8.0, 12.0, 10.44)","(20.0, 70.0, 57.42857142857143)","(3.5, 4.5, 4.34375)","(3.8, 5.2, 4.71875)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:08:58.758661,"(5.0, 7.8, 5.652631578947369)","(15.0, 34.0, 33.1578947368421)","(7.0, 10.0, 8.8)","(8.0, 12.0, 10.2)","(20.0, 70.0, 57.42857142857143)","(3.5, 4.5, 4.507692307692308)","(3.8, 5.2, 4.71875)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:08:59.793198,"(5.0, 7.6, 7.16)","(15.0, 34.0, 33.1578947368421)","(7.0, 10.0, 8.8)","(8.0, 12.0, 10.2)","(20.0, 70.0, 57.42857142857143)","(3.5, 4.6, 4.507692307692308)","(3.8, 5.2, 4.71875)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:09:00.778229,"(5.0, 7.2, 6.84)","(15.0, 34.0, 33.1578947368421)","(7.0, 10.0, 8.8)","(8.0, 12.0, 10.2)","(20.0, 70.0, 57.42857142857143)","(3.5, 4.6, 4.507692307692308)","(3.8, 5.2, 4.71875)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:09:01.873167,"(5.0, 7.2, 6.15)","(15.0, 34.0, 33.1578947368421)","(7.0, 10.0, 8.8)","(8.0, 12.0, 9.84)","(20.0, 70.0, 57.42857142857143)","(3.5, 4.6, 4.06)","(3.8, 5.1, 4.166666666666666)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:09:03.153604,"(5.0, 7.4, 5.291666666666666)","(15.0, 34.0, 33.1578947368421)","(7.0, 10.0, 8.8)","(8.0, 11.5, 10.38888888888889)","(20.0, 70.0, 57.42857142857143)","(3.5, 4.6, 4.375)","(3.8, 5.1, 4.510526315789473)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:09:04.260042,"(5.0, 7.4, 5.291666666666666)","(15.0, 34.0, 33.1578947368421)","(7.0, 9.8, 9.690000000000001)","(8.0, 11.5, 10.38888888888889)","(20.0, 70.0, 56.3448275862069)","(3.5, 4.6, 4.035294117647059)","(3.8, 5.0, 4.55)","(7.0, 11.0, 10.28888888888889)"
15-12-2022 12:09:05.361416,"(5.0, 7.0, 6.7375)","(15.0, 34.0, 33.1578947368421)","(7.0, 9.8, 9.690000000000001)","(8.0, 11.5, 9.907692307692308)","(20.0, 70.0, 56.3448275862069)","(3.5, 4.5, 4.083333333333333)","(3.8, 5.0, 4.279999999999999)","(7.0, 11.0, 10.443478260869565)"
15-12-2022 12:09:06.482556,"(5.0, 7.2, 6.76)","(15.0, 34.0, 33.1578947368421)","(7.0, 9.8, 9.272)","(8.0, 11.5, 10.35)","(20.0, 70.0, 48.5)","(3.5, 4.5, 4.05)","(3.8, 5.0, 4.1899999999999995)","(7.0, 11.0, 10.323076923076924)"
15-12-2022 12:09:07.748197,"(5.0, 7.4, 5.6)","(15.0, 32.0, 31.263157894736842)","(7.0, 9.8, 9.272)","(8.0, 11.5, 10.35)","(20.0, 70.0, 38.5)","(3.5, 4.5, 4.26)","(3.8, 5.0, 4.733333333333333)","(7.0, 11.0, 10.323076923076924)"
15-12-2022 12:09:09.175287,"(4.8, 7.0, 5.4)","(16.0, 32.0, 31.263157894736842)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.5, 9.907692307692308)","(21.0, 70.0, 43.0)","(3.6, 4.5, 4.26)","(3.8, 5.0, 4.733333333333333)","(7.5, 11.0, 10.323076923076924)"
15-12-2022 12:09:10.427757,"(4.8, 7.0, 5.4)","(16.0, 32.0, 31.263157894736842)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.5, 9.71111111111111)","(21.0, 70.0, 43.0)","(3.6, 4.5, 4.271428571428571)","(3.8, 5.0, 4.00921052631579)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:11.804124,"(4.8, 7.0, 5.4)","(16.0, 32.0, 31.263157894736842)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.5, 9.71111111111111)","(21.0, 70.0, 50.10526315789474)","(3.6, 4.5, 4.271428571428571)","(3.8, 4.7, 4.009090909090909)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:12.987870,"(4.8, 7.0, 5.4)","(16.0, 32.0, 31.263157894736842)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.5, 9.71111111111111)","(21.0, 70.0, 50.10526315789474)","(3.6, 4.5, 4.4)","(3.8, 4.7, 4.3538461538461535)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:14.154001,"(4.8, 7.0, 5.4)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.5, 9.71111111111111)","(21.0, 70.0, 36.45454545454545)","(3.6, 4.5, 4.5)","(3.8, 4.6, 4.3538461538461535)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:15.251050,"(4.8, 7.0, 5.4)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.5, 9.71111111111111)","(21.0, 70.0, 36.45454545454545)","(3.6, 4.6, 4.5)","(3.8, 4.6, 4.3538461538461535)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:16.312523,"(4.8, 6.6, 5.581818181818182)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.5, 9.71111111111111)","(21.0, 75.0, 58.27272727272727)","(3.6, 4.6, 4.25)","(3.8, 4.6, 4.155555555555555)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:17.422202,"(4.8, 6.6, 5.277777777777778)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.5, 9.649999999999999)","(21.0, 75.0, 44.333333333333336)","(3.6, 4.8, 4.447058823529412)","(3.8, 4.6, 4.415384615384615)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:18.546133,"(4.8, 6.6, 5.277777777777778)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.0, 9.6)","(21.0, 75.0, 63.5)","(3.6, 4.8, 4.3999999999999995)","(3.6, 4.6, 4.415384615384615)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:19.767581,"(4.8, 6.6, 5.142857142857143)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.0, 9.6)","(21.0, 75.0, 58.27272727272727)","(3.6, 4.8, 4.392592592592592)","(3.6, 4.6, 4.415384615384615)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:20.853011,"(4.8, 6.6, 5.142857142857143)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.0, 9.513043478260869)","(21.0, 75.0, 63.5)","(3.6, 4.8, 4.392592592592592)","(3.6, 4.6, 4.155555555555555)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:21.931257,"(4.8, 6.4, 5.2)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.0, 9.513043478260869)","(21.0, 75.0, 63.5)","(3.6, 4.8, 4.392592592592592)","(3.8, 4.6, 4.155555555555555)","(7.5, 11.0, 10.443478260869565)"
15-12-2022 12:09:23.098080,"(4.8, 6.2, 5.188888888888889)","(16.0, 36.0, 35.05263157894737)","(7.0, 9.8, 8.794285714285714)","(8.0, 11.0, 10.859872611464969)","(21.0, 75.0, 56.28)","(3.6, 4.8, 4.5488372093023255)","(3.8, 4.6, 4.512)","(7.5, 11.0, 10.36969696969697)"
15-12-2022 12:09:24.246772,"(4.8, 6.0, 5.304545454545455)","(16.0, 36.0, 35.25)","(7.0, 9.8, 8.645)","(8.0, 11.0, 10.859872611464969)","(21.0, 60.0, 71.16666666666667)","(3.6, 4.8, 4.5600000000000005)","(3.8, 4.6, 4.4625)","(7.5, 11.0, 10.36969696969697)"
15-12-2022 12:09:25.405362,"(4.8, 6.0, 5.015789473684211)","(16.0, 36.0, 35.25)","(7.0, 9.8, 8.645)","(8.0, 11.0, 10.859872611464969)","(21.0, 75.0, 45.0)","(3.6, 4.8, 4.5600000000000005)","(3.8, 4.6, 4.4625)","(7.5, 11.0, 10.36969696969697)"
15-12-2022 12:09:26.506364,"(4.8, 6.0, 5.220833333333333)","(16.0, 36.0, 35.25)","(7.0, 9.8, 8.645)","(8.0, 11.0, 10.9)","(21.0, 75.0, 68.1)","(3.6, 4.8, 4.536842105263158)","(3.8, 4.6, 4.308333333333333)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:27.741091,"(4.8, 6.0, 5.065)","(16.0, 36.0, 31.75)","(7.0, 9.8, 8.645)","(8.0, 11.0, 10.9)","(21.0, 75.0, 63.0)","(3.6, 4.8, 4.552941176470588)","(3.8, 4.6, 4.3052631578947365)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:28.963880,"(4.8, 6.0, 5.252000000000001)","(16.0, 36.0, 34.730769230769226)","(7.0, 9.8, 8.516666666666667)","(8.0, 11.0, 10.9)","(21.0, 75.0, 63.0)","(3.6, 4.8, 4.552941176470588)","(3.8, 4.6, 4.3052631578947365)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:30.116813,"(4.8, 6.0, 5.252000000000001)","(16.0, 36.0, 34.22222222222222)","(7.0, 9.8, 8.516666666666667)","(8.0, 11.0, 10.9)","(21.0, 75.0, 50.0)","(3.6, 4.8, 4.673684210526316)","(3.8, 4.6, 4.274074074074075)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:31.278211,"(4.8, 6.0, 4.991666666666667)","(16.0, 36.0, 33.25)","(7.0, 9.8, 8.516666666666667)","(8.0, 11.0, 10.9)","(21.0, 70.0, 44.285714285714285)","(3.6, 4.8, 4.80625)","(3.6, 4.6, 4.141666666666667)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:32.473921,"(4.8, 6.0, 4.991666666666667)","(16.0, 36.0, 34.96875)","(7.0, 9.8, 8.516666666666667)","(8.0, 11.0, 10.9)","(21.0, 70.0, 55.0)","(3.6, 4.9, 4.70952380952381)","(3.6, 4.6, 4.14)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:33.537130,"(4.8, 6.0, 5.165517241379311)","(16.0, 36.0, 34.96875)","(7.0, 9.8, 8.516666666666667)","(8.0, 11.0, 10.9)","(21.0, 70.0, 50.0)","(3.6, 4.9, 4.873684210526316)","(3.6, 4.6, 4.4125)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:34.544237,"(4.8, 6.0, 4.975862068965518)","(16.0, 36.0, 35.0)","(7.0, 9.8, 8.516666666666667)","(8.0, 11.0, 10.9)","(21.0, 70.0, 50.0)","(3.6, 4.9, 4.873684210526316)","(3.6, 4.6, 4.4125)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:35.607862,"(4.8, 6.0, 5.0)","(16.0, 36.0, 35.0)","(7.0, 9.8, 8.516666666666667)","(8.0, 11.0, 10.9)","(21.0, 70.0, 54.347826086956516)","(3.6, 4.9, 4.873684210526316)","(3.6, 4.6, 4.4125)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:36.676735,"(4.8, 6.0, 5.185185185185185)","(16.0, 36.0, 35.0)","(7.0, 9.8, 8.516666666666667)","(8.0, 11.0, 10.9)","(21.0, 70.0, 45.57142857142857)","(3.6, 4.9, 4.873684210526316)","(3.6, 4.6, 4.440625)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:37.728346,"(5.0, 5.9, 5.0)","(16.0, 36.0, 35.214285714285715)","(7.0, 9.8, 8.516666666666667)","(8.5, 11.0, 10.9)","(21.0, 70.0, 40.54545454545455)","(3.6, 4.9, 4.873684210526316)","(3.6, 4.6, 4.3068965517241375)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:38.780103,"(5.0, 5.9, 5.0)","(16.0, 36.0, 35.214285714285715)","(7.0, 9.8, 8.516666666666667)","(8.5, 11.0, 10.9)","(21.0, 70.0, 49.75)","(3.6, 4.9, 4.879166666666667)","(3.6, 4.6, 4.457142857142857)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:39.859394,"(5.0, 5.9, 5.180000000000001)","(16.0, 36.0, 33.5)","(7.0, 9.8, 8.664516129032258)","(8.5, 11.0, 10.9)","(21.0, 70.0, 52.94736842105263)","(3.6, 4.9, 4.879166666666667)","(3.6, 4.6, 4.322222222222222)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:40.948853,"(5.0, 5.9, 5.0)","(16.0, 36.0, 35.0625)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.9)","(21.0, 70.0, 46.85714285714286)","(3.6, 4.9, 4.879166666666667)","(3.6, 4.6, 4.322222222222222)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:42.079152,"(5.0, 5.9, 5.180000000000001)","(16.0, 36.0, 35.0625)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.921875)","(21.0, 70.0, 52.94736842105263)","(3.6, 4.9, 4.796296296296297)","(3.6, 4.6, 4.322222222222222)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:43.181113,"(5.0, 5.9, 4.983333333333333)","(16.0, 36.0, 35.0625)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.921875)","(21.0, 70.0, 52.94736842105263)","(3.6, 4.9, 4.865217391304348)","(3.6, 4.6, 4.271428571428571)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:44.300551,"(5.0, 5.9, 4.983333333333333)","(16.0, 36.0, 35.285714285714285)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.921875)","(21.0, 70.0, 46.85714285714286)","(3.6, 4.9, 4.842857142857143)","(3.6, 4.6, 4.271428571428571)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:45.361297,"(5.0, 5.8, 5.384615384615385)","(16.0, 36.0, 35.0)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.921875)","(21.0, 70.0, 46.85714285714286)","(3.6, 4.9, 4.752631578947368)","(3.6, 4.6, 4.271428571428571)","(7.5, 11.0, 9.971428571428572)"
15-12-2022 12:09:46.397606,"(5.0, 5.7, 5.045454545454546)","(16.0, 36.0, 35.0)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.921875)","(21.0, 70.0, 39.4)","(3.6, 4.9, 4.752631578947368)","(3.6, 4.6, 4.271428571428571)","(7.5, 11.0, 10.261538461538462)"
15-12-2022 12:09:47.417072,"(5.0, 5.7, 4.976190476190476)","(16.0, 36.0, 35.0)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.946524064171124)","(21.0, 70.0, 49.6)","(3.6, 4.9, 4.783333333333333)","(3.6, 4.6, 4.271428571428571)","(7.5, 11.0, 10.261538461538462)"
15-12-2022 12:09:48.421559,"(5.0, 5.7, 5.115384615384616)","(16.0, 36.0, 35.26315789473684)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.946524064171124)","(21.0, 70.0, 49.6)","(3.6, 4.9, 4.8578947368421055)","(3.6, 4.6, 4.271428571428571)","(7.5, 11.0, 10.261538461538462)"
15-12-2022 12:09:49.482607,"(5.0, 5.7, 4.976190476190476)","(16.0, 36.0, 35.26315789473684)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.921875)","(21.0, 70.0, 49.6)","(3.6, 4.9, 4.8578947368421055)","(3.6, 4.6, 4.271428571428571)","(7.5, 11.0, 10.261538461538462)"
15-12-2022 12:09:50.502009,"(5.0, 5.6, 5.0)","(16.0, 38.0, 36.44444444444444)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.921875)","(21.0, 70.0, 61.5)","(3.6, 4.9, 4.783333333333333)","(3.6, 4.6, 4.271428571428571)","(7.5, 11.0, 10.261538461538462)"
15-12-2022 12:09:51.530530,"(5.0, 5.6, 5.157894736842105)","(16.0, 38.0, 36.44444444444444)","(7.0, 9.8, 8.671794871794873)","(8.5, 11.0, 10.921875)","(21.0, 70.0, 67.73333333333333)","(3.6, 4.9, 4.855555555555556)","(3.6, 4.6, 4.3578947368421055)","(7.5, 11.0, 10.261538461538462)"
15-12-2022 12:09:52.529024,"(5.0, 5.6, 5.0)","(16.0, 38.0, 34.5)","(7.0, 9.6, 9.252173913043478)","(8.5, 11.0, 10.7)","(21.0, 70.0, 67.73333333333333)","(3.6, 4.9, 4.800000000000001)","(3.6, 4.6, 4.3578947368421055)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:09:53.485577,"(5.0, 5.6, 5.157894736842105)","(16.0, 38.0, 35.66666666666667)","(7.0, 9.6, 8.7875)","(8.5, 11.0, 10.75)","(21.0, 70.0, 67.73333333333333)","(3.6, 4.9, 4.800000000000001)","(3.6, 4.6, 4.3578947368421055)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:09:54.446139,"(5.0, 5.5, 4.9750000000000005)","(16.0, 38.0, 35.66666666666667)","(7.0, 9.6, 8.7875)","(8.5, 11.0, 10.868421052631579)","(21.0, 70.0, 67.73333333333333)","(3.6, 4.9, 4.865217391304348)","(3.6, 4.6, 4.3578947368421055)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:09:55.402124,"(5.0, 5.5, 4.9750000000000005)","(16.0, 38.0, 35.66666666666667)","(7.0, 9.6, 8.7875)","(8.5, 11.0, 10.741379310344827)","(21.0, 70.0, 67.73333333333333)","(3.6, 4.9, 4.865217391304348)","(3.6, 4.6, 4.386046511627907)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:09:56.388898,"(5.0, 5.5, 4.9750000000000005)","(16.0, 38.0, 35.66666666666667)","(7.0, 9.6, 8.7875)","(8.5, 11.0, 10.868421052631579)","(21.0, 70.0, 67.73333333333333)","(3.6, 4.9, 4.865217391304348)","(3.6, 4.6, 4.386046511627907)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:09:57.364406,"(4.6, 5.5, 4.9750000000000005)","(16.0, 38.0, 35.66666666666667)","(7.0, 9.6, 8.7875)","(8.5, 11.0, 10.791666666666666)","(21.0, 70.0, 59.8)","(3.6, 4.8, 4.725)","(3.6, 4.6, 4.395555555555555)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:09:58.378015,"(4.6, 5.5, 4.9750000000000005)","(16.0, 38.0, 35.66666666666667)","(7.0, 9.6, 8.7875)","(8.5, 11.0, 10.791666666666666)","(21.0, 70.0, 59.8)","(3.6, 4.8, 4.725)","(3.6, 4.6, 4.395555555555555)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:09:59.432821,"(4.6, 5.5, 4.975862068965517)","(16.0, 38.0, 37.07142857142857)","(7.0, 9.6, 9.007407407407406)","(8.5, 11.0, 10.605263157894736)","(21.0, 70.0, 59.8)","(3.6, 4.8, 4.725)","(3.6, 4.6, 4.437837837837837)","(7.5, 11.0, 10.52)"
15-12-2022 12:10:00.474073,"(4.6, 5.5, 5.052941176470588)","(17.0, 38.0, 36.55555555555556)","(7.0, 9.8, 8.645)","(8.5, 11.0, 10.545454545454545)","(21.0, 70.0, 61.84)","(3.6, 4.8, 4.725)","(3.6, 4.6, 4.437837837837837)","(7.5, 11.0, 10.52)"
15-12-2022 12:10:01.566032,"(4.6, 5.5, 5.1380952380952385)","(17.0, 38.0, 36.55555555555556)","(7.0, 9.6, 8.910344827586206)","(8.5, 11.0, 10.545454545454545)","(21.0, 70.0, 52.54545454545455)","(3.6, 4.8, 4.77391304347826)","(3.6, 4.6, 4.395555555555555)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:10:02.660513,"(4.6, 5.4, 5.220000000000001)","(17.0, 38.0, 36.55555555555556)","(7.0, 9.4, 8.703225806451613)","(8.5, 11.0, 10.53125)","(21.0, 70.0, 54.69565217391305)","(3.6, 4.8, 4.725)","(3.6, 4.6, 4.395555555555555)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:10:03.698840,"(4.6, 5.4, 5.136)","(17.0, 38.0, 37.1875)","(7.0, 9.4, 8.703225806451613)","(8.5, 11.0, 10.53125)","(21.0, 70.0, 54.69565217391305)","(3.6, 4.8, 4.77391304347826)","(3.6, 4.6, 4.395555555555555)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:10:04.742798,"(4.6, 5.4, 5.187096774193549)","(17.0, 38.0, 37.0)","(7.0, 9.4, 8.703225806451613)","(8.5, 11.0, 10.526315789473685)","(21.0, 65.0, 46.666666666666664)","(3.6, 4.8, 4.752)","(3.6, 4.6, 4.4)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:10:05.839619,"(4.6, 5.4, 4.938461538461539)","(17.0, 40.0, 38.92307692307692)","(7.0, 9.4, 8.745454545454546)","(8.5, 11.0, 10.526315789473685)","(21.0, 60.0, 51.81818181818182)","(3.6, 4.8, 4.71)","(3.6, 4.6, 4.4)","(7.5, 11.0, 10.388235294117647)"
15-12-2022 12:10:07.007045,"(4.6, 5.4, 5.142857142857143)","(17.0, 40.0, 38.92307692307692)","(7.0, 9.4, 8.745454545454546)","(8.5, 11.0, 10.526315789473685)","(21.0, 60.0, 61.66666666666667)","(3.6, 4.8, 4.752)","(3.6, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:08.071132,"(4.6, 5.4, 5.142857142857143)","(17.0, 40.0, 38.92307692307692)","(7.0, 9.4, 9.293333333333333)","(8.5, 11.0, 10.526315789473685)","(21.0, 65.0, 63.214285714285715)","(3.6, 4.8, 4.77391304347826)","(3.6, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:09.152593,"(4.6, 5.4, 5.142857142857143)","(19.0, 40.0, 38.92307692307692)","(7.0, 9.4, 9.305882352941177)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 61.714285714285715)","(3.8, 4.8, 4.725)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:10.292962,"(4.6, 5.4, 5.090909090909091)","(19.0, 40.0, 39.22222222222222)","(7.0, 9.4, 9.305882352941177)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 61.714285714285715)","(3.8, 4.8, 4.752)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:11.469243,"(4.6, 5.4, 5.090909090909091)","(19.0, 40.0, 39.22222222222222)","(7.0, 9.4, 8.653333333333334)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 63.35714285714286)","(3.8, 4.8, 4.71)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:12.540992,"(4.6, 5.4, 5.090909090909091)","(19.0, 40.0, 39.22222222222222)","(7.0, 9.4, 8.653333333333334)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 63.35714285714286)","(3.8, 4.8, 4.708695652173913)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:13.581102,"(4.6, 5.4, 5.090909090909091)","(19.0, 40.0, 39.22222222222222)","(7.0, 9.4, 8.653333333333334)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 63.35714285714286)","(3.8, 4.8, 4.766666666666667)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:14.632924,"(4.6, 5.4, 5.052631578947368)","(19.0, 40.0, 39.22222222222222)","(7.0, 9.4, 8.653333333333334)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 63.35714285714286)","(3.8, 4.8, 4.766666666666667)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:15.709936,"(4.6, 5.4, 4.903225806451613)","(19.0, 40.0, 39.391304347826086)","(7.0, 9.4, 8.653333333333334)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 63.35714285714286)","(3.8, 4.8, 4.708695652173913)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.36)"
15-12-2022 12:10:16.767823,"(4.6, 5.4, 4.96)","(19.0, 40.0, 39.391304347826086)","(7.0, 9.4, 8.478787878787879)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 63.78947368421053)","(3.8, 4.8, 4.766666666666667)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.24)"
15-12-2022 12:10:17.829702,"(4.6, 5.4, 4.983783783783784)","(19.0, 40.0, 39.13333333333333)","(7.0, 9.4, 8.478787878787879)","(8.0, 11.0, 10.526315789473685)","(26.0, 65.0, 63.78947368421053)","(3.8, 4.8, 4.766666666666667)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.24)"
15-12-2022 12:10:18.921536,"(4.6, 5.4, 4.983783783783784)","(19.0, 40.0, 39.13333333333333)","(7.0, 9.4, 8.478787878787879)","(8.0, 11.0, 10.53125)","(26.0, 70.0, 48.588235294117645)","(3.8, 4.8, 4.766666666666667)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.24)"
15-12-2022 12:10:19.955798,"(4.6, 5.4, 5.230769230769231)","(19.0, 40.0, 39.13333333333333)","(7.0, 9.4, 8.478787878787879)","(8.0, 11.0, 10.53125)","(26.0, 70.0, 54.5)","(3.8, 4.8, 4.708695652173913)","(3.7, 4.6, 4.4)","(7.5, 11.0, 10.24)"
15-12-2022 12:10:20.958085,"(4.6, 5.4, 5.235)","(19.0, 40.0, 39.35)","(7.0, 9.4, 8.478787878787879)","(8.0, 11.0, 10.53125)","(26.0, 65.0, 54.5)","(3.8, 4.8, 4.708695652173913)","(3.7, 4.6, 4.37)","(7.5, 11.0, 10.24)"
15-12-2022 12:10:21.989295,"(4.6, 5.4, 5.235)","(19.0, 40.0, 39.35)","(7.0, 9.4, 8.478787878787879)","(8.0, 11.0, 10.53125)","(26.0, 65.0, 54.5)","(3.8, 4.8, 4.5864864864864865)","(3.7, 4.6, 4.395555555555555)","(7.5, 11.0, 10.261538461538462)"
15-12-2022 12:10:22.999761,"(4.6, 5.4, 5.235)","(19.0, 40.0, 39.13333333333333)","(7.0, 9.4, 8.478787878787879)","(8.0, 11.0, 10.53125)","(26.0, 65.0, 63.599999999999994)","(3.8, 4.7, 4.688235294117647)","(3.7, 4.6, 4.395555555555555)","(7.5, 11.0, 10.261538461538462)"
