,Always Sometimes,Famous Prince,King Fox,Mr Nafplion,Quietly Spoken,Right Turn,Superb Time,Batting Above,Monseagle,Divine Journey
07-12-2022 14:27:54.996109,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 322.5)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8140540540540537)"
07-12-2022 14:27:56.354165,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 330.0, 322.5)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8140540540540537)"
07-12-2022 14:27:57.526073,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 330.0, 322.5)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8140540540540537)"
07-12-2022 14:27:58.846045,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.7, 4.689130434782609)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 312.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.814736842105263)"
07-12-2022 14:28:00.154589,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.631417624521072)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 296.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8127999999999997)"
07-12-2022 14:28:01.348156,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.631417624521072)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 296.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8127999999999997)"
07-12-2022 14:28:02.509166,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.631417624521072)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 320.0, 291.6666666666667)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8127999999999997)"
07-12-2022 14:28:03.735672,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.631417624521072)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 300.0, 291.6666666666667)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8127999999999997)"
07-12-2022 14:28:05.292546,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.631417624521072)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 300.0, 291.6666666666667)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8127999999999997)"
07-12-2022 14:28:06.692372,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.631417624521072)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 300.0, 291.6666666666667)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8139249146757677)"
07-12-2022 14:28:07.968233,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.631417624521072)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 300.0, 250.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8139249146757677)"
07-12-2022 14:28:09.286357,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.632669322709163)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 300.0, 250.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8139249146757677)"
07-12-2022 14:28:10.482988,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.632669322709163)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.934782608695652)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 300.0, 250.0)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8139249146757677)"
07-12-2022 14:28:11.723234,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.632669322709163)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.5, 10.833333333333334)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 300.0, 270.9090909090909)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.8139249146757677)"
07-12-2022 14:28:13.088054,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.632669322709163)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.0, 10.833333333333334)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 290.0, 243.33333333333334)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.84, 2.813972602739726)"
07-12-2022 14:28:14.557157,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.632669322709163)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.0, 10.833333333333334)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 290.0, 239.16666666666666)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.82, 2.813972602739726)"
07-12-2022 14:28:16.055820,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.632669322709163)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.0, 10.608108108108109)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 280.0, 239.16666666666666)","(21.0, 34.0, 33.04761904761905)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.82, 2.813972602739726)"
07-12-2022 14:28:17.425397,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.632669322709163)","(101.0, 470.0, 446.66666666666663)","(8.5, 11.0, 10.613333333333333)","(71.0, 140.0, 128.1818181818182)","(31.0, 65.0, 61.666666666666664)","(101.0, 280.0, 236.92307692307693)","(21.0, 34.0, 32.888888888888886)","(3.8, 4.4, 4.357142857142858)","(2.6, 2.82, 2.813972602739726)"
07-12-2022 14:28:18.726744,"(16.0, 22.0, 20.695652173913043)","(4.2, 4.8, 4.632669322709163)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.736363636363636)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 280.0, 239.16666666666666)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.82, 2.8168115942028984)"
07-12-2022 14:28:20.209252,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.8, 4.672727272727273)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.6625)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 260.0, 233.33333333333334)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.82, 2.8230845771144275)"
07-12-2022 14:28:21.520311,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.8, 4.672727272727273)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.6625)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 260.0, 231.875)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8230845771144275)"
07-12-2022 14:28:22.961658,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.8, 4.672727272727273)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.6625)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 260.0, 231.875)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8230845771144275)"
07-12-2022 14:28:24.285964,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.8, 4.672727272727273)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 260.0, 231.875)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8230845771144275)"
07-12-2022 14:28:25.533037,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.8, 4.709871244635194)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 260.0, 230.0)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.82265306122449)"
07-12-2022 14:28:26.835614,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.8, 4.701408450704226)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 250.0, 230.0)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.82265306122449)"
07-12-2022 14:28:28.439072,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.8, 4.695238095238095)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 250.0, 230.0)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.82265306122449)"
07-12-2022 14:28:29.830359,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.7, 4.695238095238095)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 250.0, 230.0)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.822608695652174)"
07-12-2022 14:28:31.729327,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.7, 4.695238095238095)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 250.0, 230.0)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.822608695652174)"
07-12-2022 14:28:33.433846,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.7, 4.695238095238095)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 250.0, 226.47058823529412)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.822608695652174)"
07-12-2022 14:28:34.660704,"(16.0, 22.0, 21.285714285714285)","(4.2, 4.7, 4.664516129032258)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 250.0, 231.53846153846155)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8168707482993196)"
07-12-2022 14:28:36.127199,"(16.0, 22.0, 21.26829268292683)","(4.2, 4.8, 4.664516129032258)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 250.0, 220.0)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8168707482993196)"
07-12-2022 14:28:37.530845,"(16.0, 22.0, 21.26829268292683)","(4.2, 4.8, 4.664516129032258)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 250.0, 205.0)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8168707482993196)"
07-12-2022 14:28:38.789927,"(16.0, 22.0, 21.26829268292683)","(4.2, 4.8, 4.664516129032258)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.642384105960264)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 204.6153846153846)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8168707482993196)"
07-12-2022 14:28:40.170222,"(16.0, 22.0, 21.26829268292683)","(4.2, 4.8, 4.664516129032258)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.617021276595745)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 204.6153846153846)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8168707482993196)"
07-12-2022 14:28:41.535928,"(16.0, 22.0, 21.26829268292683)","(4.2, 4.8, 4.664516129032258)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.617021276595745)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 204.28571428571428)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8168707482993196)"
07-12-2022 14:28:42.821941,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.664516129032258)","(101.0, 470.0, 450.0)","(8.5, 11.0, 10.617021276595745)","(71.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 204.28571428571428)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8168707482993196)"
07-12-2022 14:28:44.147841,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.664516129032258)","(101.0, 470.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 204.28571428571428)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.3858267716535435)","(2.6, 2.84, 2.8115481171548113)"
07-12-2022 14:28:45.418421,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.664516129032258)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 204.16666666666666)","(21.0, 34.0, 33.375)","(3.8, 4.4, 4.4246753246753245)","(2.6, 2.84, 2.811186440677966)"
07-12-2022 14:28:46.569430,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.662295081967213)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 203.33333333333334)","(21.0, 34.0, 33.375)","(3.8, 4.5, 4.4246753246753245)","(2.6, 2.84, 2.811186440677966)"
07-12-2022 14:28:47.804863,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.662295081967213)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 203.33333333333334)","(21.0, 34.0, 33.375)","(3.8, 4.5, 4.42516129032258)","(2.6, 2.84, 2.811186440677966)"
07-12-2022 14:28:49.174961,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.662295081967213)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 203.33333333333334)","(21.0, 34.0, 33.375)","(3.8, 4.5, 4.42516129032258)","(2.6, 2.84, 2.811186440677966)"
07-12-2022 14:28:50.577809,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.644210526315789)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 202.22222222222223)","(21.0, 34.0, 33.473684210526315)","(3.8, 4.5, 4.417142857142857)","(2.6, 2.84, 2.811186440677966)"
07-12-2022 14:28:52.000308,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.643598615916955)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 202.22222222222223)","(21.0, 34.0, 33.473684210526315)","(3.8, 4.5, 4.417142857142857)","(2.6, 2.84, 2.811186440677966)"
07-12-2022 14:28:53.323688,"(16.0, 21.0, 20.866666666666667)","(4.2, 4.8, 4.643598615916955)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 194.44444444444446)","(21.0, 34.0, 33.473684210526315)","(3.8, 4.5, 4.404132231404959)","(2.6, 2.84, 2.811186440677966)"
07-12-2022 14:28:54.682913,"(16.0, 22.0, 21.517241379310345)","(4.2, 4.8, 4.643598615916955)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.617021276595745)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.407407407407405)","(101.0, 210.0, 194.44444444444446)","(21.0, 34.0, 33.473684210526315)","(3.8, 4.5, 4.404132231404959)","(2.6, 2.84, 2.7885714285714283)"
07-12-2022 14:28:56.195762,"(16.0, 22.0, 21.517241379310345)","(4.2, 4.8, 4.643598615916955)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.602941176470589)","(81.0, 140.0, 129.16666666666666)","(31.0, 65.0, 62.083333333333336)","(101.0, 210.0, 194.44444444444446)","(21.0, 34.0, 33.473684210526315)","(3.8, 4.5, 4.404132231404959)","(2.6, 2.84, 2.7885714285714283)"
07-12-2022 14:28:57.428680,"(16.0, 22.0, 21.517241379310345)","(4.2, 4.8, 4.643598615916955)","(101.0, 480.0, 458.57142857142856)","(8.5, 11.0, 10.670731707317072)","(81.0, 140.0, 130.0)","(31.0, 65.0, 62.58620689655172)","(101.0, 210.0, 192.5)","(21.0, 34.0, 33.6551724137931)","(3.8, 4.5, 4.4536)","(2.6, 2.84, 2.8238461538461537)"
07-12-2022 14:28:58.639206,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.670731707317072)","(81.0, 140.0, 130.0)","(31.0, 65.0, 62.58620689655172)","(101.0, 210.0, 195.0)","(21.0, 34.0, 33.6551724137931)","(3.8, 4.5, 4.4536)","(2.6, 2.84, 2.8242105263157895)"
07-12-2022 14:28:59.873411,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.670731707317072)","(81.0, 140.0, 130.0)","(31.0, 65.0, 62.083333333333336)","(101.0, 210.0, 194.0)","(21.0, 34.0, 33.6551724137931)","(3.8, 4.5, 4.4536)","(2.6, 2.84, 2.8242105263157895)"
07-12-2022 14:29:01.140800,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.670731707317072)","(81.0, 140.0, 130.0)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 194.0)","(21.0, 34.0, 33.6551724137931)","(3.8, 4.5, 4.4536)","(2.6, 2.84, 2.8273239436619715)"
07-12-2022 14:29:02.492182,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.670731707317072)","(81.0, 140.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 194.0)","(21.0, 34.0, 33.6551724137931)","(3.8, 4.5, 4.4536)","(2.6, 2.84, 2.8273239436619715)"
07-12-2022 14:29:03.866630,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.66184971098266)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 194.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.4558333333333335)","(2.6, 2.84, 2.881707317073171)"
07-12-2022 14:29:05.264243,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.66184971098266)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 194.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.4558333333333335)","(2.6, 2.9, 2.8764161849710983)"
07-12-2022 14:29:06.630631,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.617647058823529)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 195.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.4558333333333335)","(2.6, 2.9, 2.8764161849710983)"
07-12-2022 14:29:08.224552,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.617647058823529)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 195.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.4558333333333335)","(2.5, 2.9, 2.8764161849710983)"
07-12-2022 14:29:09.701183,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.617647058823529)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 195.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.4558333333333335)","(2.5, 2.9, 2.8764161849710983)"
07-12-2022 14:29:11.156237,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.617647058823529)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 195.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.4558333333333335)","(2.5, 2.9, 2.8764161849710983)"
07-12-2022 14:29:12.550514,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.617647058823529)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 195.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.4558333333333335)","(2.5, 2.9, 2.8764161849710983)"
07-12-2022 14:29:13.970727,"(16.0, 22.0, 21.73076923076923)","(4.2, 4.8, 4.6686046511627906)","(101.0, 480.0, 461.25)","(8.5, 11.0, 10.62)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 195.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.4558333333333335)","(2.5, 2.9, 2.8758579881656803)"
07-12-2022 14:29:15.499472,"(16.0, 22.0, 21.82608695652174)","(4.2, 4.8, 4.757627118644067)","(101.0, 480.0, 470.0)","(8.5, 11.0, 10.953781512605042)","(81.0, 130.0, 128.8235294117647)","(31.0, 65.0, 61.07142857142857)","(101.0, 210.0, 290.0)","(21.0, 34.0, 33.6)","(3.8, 4.5, 4.506914893617021)","(2.5, 2.9, 2.902727272727273)"
07-12-2022 14:29:16.841763,"(16.0, 25.0, 22.68888888888889)","(4.2, 4.8, 4.757627118644067)","(101.0, 490.0, 470.0)","(8.5, 12.0, 12.545454545454545)","(81.0, 130.0, 298.18181818181813)","(31.0, 65.0, 68.5)","(101.0, 390.0, 275.0)","(21.0, 34.0, 29.333333333333332)","(3.8, 4.7, 4.99)","(2.5, 2.92, 3.003398058252427)"
07-12-2022 14:29:18.143176,"(16.0, 36.0, 35.13978494623656)","(4.2, 5.3, 4.765116279069767)","(101.0, 770.0, 736.5)","(8.5, 13.0, 10.415384615384616)","(81.0, 320.0, 298.18181818181813)","(31.0, 95.0, 68.5)","(101.0, 400.0, 275.0)","(21.0, 38.0, 29.333333333333332)","(3.8, 5.3, 4.65)","(2.5, 3.35, 3.2624999999999997)"
07-12-2022 14:29:19.384162,"(16.0, 30.0, 25.666666666666664)","(4.2, 5.3, 4.765116279069767)","(101.0, 770.0, 717.5)","(8.5, 13.0, 10.415384615384616)","(81.0, 160.0, 165.71428571428572)","(31.0, 55.0, 44.166666666666664)","(101.0, 400.0, 275.0)","(21.0, 38.0, 29.333333333333332)","(3.8, 5.3, 4.65)","(2.5, 3.3, 3.298040201005025)"
07-12-2022 14:29:20.610890,"(16.0, 32.0, 31.876404494382022)","(4.2, 5.3, 4.765116279069767)","(101.0, 770.0, 717.5)","(8.5, 13.0, 10.415384615384616)","(81.0, 170.0, 165.71428571428572)","(31.0, 55.0, 44.166666666666664)","(101.0, 400.0, 320.0)","(21.0, 38.0, 29.333333333333332)","(3.8, 5.3, 4.65)","(2.5, 3.3, 2.682424735557364)"
07-12-2022 14:29:22.179939,"(16.0, 32.0, 31.876404494382022)","(4.2, 5.3, 4.765116279069767)","(101.0, 770.0, 717.5)","(8.5, 13.0, 10.415384615384616)","(81.0, 170.0, 165.71428571428572)","(31.0, 55.0, 44.166666666666664)","(101.0, 400.0, 320.0)","(21.0, 38.0, 27.6)","(3.8, 5.3, 5.259375)","(2.5, 2.7, 2.682424735557364)"
