,Zipping Glamour,Venom Encounter,Wow Shes Sweet,Black Redeemer,Susie Zeus,Tick It Off,Lady Marcella
10-01-2023 13:36:17.028812,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 46.0, 22.88888888888889)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:18.144070,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 46.0, 22.88888888888889)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:19.223092,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 46.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:20.344108,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:21.415219,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:22.523884,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:23.702931,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:24.753325,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:25.735490,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:26.784806,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:27.946329,"(5.5, 9.4, 6.44)","(61.0, 420.0, 252.5)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:29.094083,"(5.5, 9.4, 6.44)","(61.0, 420.0, 133.33333333333334)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:30.233834,"(5.5, 9.4, 6.44)","(61.0, 520.0, 133.33333333333334)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:31.381900,"(5.5, 9.4, 6.44)","(61.0, 510.0, 300.0)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:32.456848,"(5.5, 9.4, 6.44)","(61.0, 510.0, 300.0)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:33.536150,"(5.5, 9.4, 6.44)","(61.0, 510.0, 300.0)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:34.662883,"(5.5, 9.4, 6.44)","(61.0, 510.0, 300.0)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:35.772739,"(5.5, 9.4, 6.44)","(61.0, 510.0, 174.0)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:36.897726,"(5.5, 9.4, 6.44)","(61.0, 510.0, 174.0)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:37.949597,"(5.5, 9.4, 6.44)","(61.0, 510.0, 136.66666666666666)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:38.935332,"(5.5, 9.4, 6.44)","(61.0, 510.0, 136.66666666666666)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:40.024726,"(5.5, 9.4, 6.44)","(61.0, 420.0, 255.0)","(2.4, 3.75, 3.165)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 4.25)"
10-01-2023 13:36:41.110625,"(5.5, 9.4, 6.44)","(61.0, 420.0, 255.0)","(2.4, 3.75, 2.677)","(3.6, 5.4, 4.720000000000001)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:42.236872,"(5.5, 9.4, 8.371428571428572)","(61.0, 420.0, 354.0)","(2.4, 3.55, 2.677)","(3.6, 5.4, 4.720000000000001)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:43.274524,"(5.5, 9.4, 6.6000000000000005)","(61.0, 420.0, 354.0)","(2.4, 3.55, 2.677)","(3.6, 5.4, 4.720000000000001)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:44.308449,"(5.5, 9.4, 7.7)","(61.0, 420.0, 354.0)","(2.4, 3.55, 2.677)","(3.6, 5.4, 4.720000000000001)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:45.400758,"(5.5, 9.4, 6.84)","(61.0, 420.0, 378.75)","(2.4, 3.55, 2.677)","(3.6, 5.4, 4.720000000000001)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:46.487570,"(5.5, 9.4, 8.415384615384616)","(61.0, 420.0, 354.0)","(2.4, 3.55, 2.677)","(3.6, 5.4, 4.428571428571429)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:47.583943,"(5.5, 9.4, 8.485714285714286)","(61.0, 420.0, 337.5)","(2.4, 3.55, 2.677)","(3.6, 5.4, 4.392592592592592)","(17.0, 48.0, 35.785714285714285)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:48.658510,"(5.5, 9.4, 8.485714285714286)","(61.0, 420.0, 354.0)","(2.4, 3.55, 2.774)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:49.660224,"(5.5, 9.4, 8.706666666666667)","(61.0, 420.0, 354.0)","(2.4, 3.5, 2.672)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:50.720385,"(5.5, 9.4, 8.706666666666667)","(61.0, 420.0, 354.0)","(2.4, 3.5, 2.672)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.5789473684210527)"
10-01-2023 13:36:51.806594,"(5.5, 9.4, 8.2)","(61.0, 420.0, 354.0)","(2.4, 3.5, 2.672)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 5.0, 3.573684210526316)"
10-01-2023 13:36:52.954015,"(5.5, 9.4, 8.2)","(61.0, 420.0, 354.0)","(2.4, 3.5, 2.672)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 4.9, 4.15)"
10-01-2023 13:36:54.106614,"(5.5, 9.4, 8.2)","(61.0, 420.0, 354.0)","(2.4, 3.5, 2.672)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 4.8, 4.15)"
10-01-2023 13:36:55.323794,"(5.5, 9.4, 8.2)","(61.0, 420.0, 354.0)","(2.4, 3.5, 2.672)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 22.444444444444443)","(3.3, 4.8, 4.15)"
10-01-2023 13:36:56.468416,"(5.5, 9.4, 8.2)","(61.0, 440.0, 265.0)","(2.4, 3.5, 2.7640000000000002)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 26.363636363636363)","(3.3, 4.8, 4.15)"
10-01-2023 13:36:57.608645,"(5.5, 9.4, 8.672727272727274)","(61.0, 440.0, 265.0)","(2.4, 3.25, 2.6544444444444446)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 26.363636363636363)","(3.3, 4.8, 4.15)"
10-01-2023 13:36:58.933354,"(5.5, 9.4, 8.672727272727274)","(61.0, 420.0, 260.0)","(2.4, 3.25, 2.6544444444444446)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 29.692307692307693)","(3.3, 4.8, 4.15)"
10-01-2023 13:37:00.150786,"(5.5, 9.4, 8.672727272727274)","(61.0, 420.0, 260.0)","(2.4, 3.25, 2.6544444444444446)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 29.692307692307693)","(3.3, 4.8, 4.15)"
10-01-2023 13:37:01.550469,"(5.5, 9.4, 7.96)","(61.0, 420.0, 260.0)","(2.4, 3.25, 2.6544444444444446)","(3.6, 5.4, 3.841666666666667)","(17.0, 48.0, 27.0)","(17.0, 46.0, 33.529411764705884)","(3.3, 4.8, 4.15)"
10-01-2023 13:37:02.717825,"(5.5, 9.4, 7.96)","(61.0, 420.0, 255.0)","(2.4, 3.25, 2.637777777777778)","(3.6, 5.4, 3.8411764705882354)","(17.0, 48.0, 23.11111111111111)","(17.0, 46.0, 34.75757575757576)","(3.3, 4.8, 4.15)"
10-01-2023 13:37:03.896603,"(5.5, 9.4, 7.96)","(61.0, 410.0, 371.25)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.3, 4.91)","(17.0, 48.0, 27.636363636363637)","(17.0, 46.0, 24.588235294117645)","(3.3, 4.8, 4.15)"
10-01-2023 13:37:05.013593,"(5.5, 9.4, 8.885714285714286)","(61.0, 410.0, 375.55555555555554)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.2, 4.91)","(17.0, 48.0, 36.8)","(17.0, 46.0, 28.5)","(3.3, 4.8, 3.5722222222222224)"
10-01-2023 13:37:06.068603,"(5.5, 9.4, 9.112)","(61.0, 410.0, 310.0)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.2, 5.072727272727273)","(17.0, 48.0, 36.8)","(17.0, 46.0, 30.090909090909093)","(3.3, 4.8, 3.5722222222222224)"
10-01-2023 13:37:07.182519,"(5.5, 9.4, 9.112)","(61.0, 410.0, 265.0)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.2, 4.525)","(17.0, 48.0, 36.8)","(17.0, 46.0, 29.2)","(3.3, 4.8, 3.5722222222222224)"
10-01-2023 13:37:08.324619,"(5.5, 9.6, 9.35)","(61.0, 410.0, 265.0)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.2, 4.525)","(17.0, 48.0, 28.363636363636363)","(17.0, 46.0, 24.533333333333335)","(3.3, 4.8, 3.522033898305085)"
10-01-2023 13:37:09.498198,"(5.5, 9.6, 9.35)","(61.0, 410.0, 368.57142857142856)","(2.4, 3.1, 2.71)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 25.3)","(3.3, 4.8, 4.1)"
10-01-2023 13:37:10.654789,"(5.5, 9.6, 9.35)","(61.0, 410.0, 368.57142857142856)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 33.0625)","(3.3, 4.7, 3.5545454545454547)"
10-01-2023 13:37:11.753800,"(5.5, 9.6, 9.066666666666666)","(61.0, 410.0, 270.0)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 34.5)","(3.3, 4.7, 4.05)"
10-01-2023 13:37:12.889111,"(5.5, 9.8, 9.036363636363637)","(61.0, 410.0, 354.0)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 34.5)","(3.3, 4.6, 4.05)"
10-01-2023 13:37:14.029882,"(5.5, 9.8, 9.036363636363637)","(61.0, 410.0, 354.0)","(2.4, 3.1, 2.637777777777778)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 37.0)","(3.3, 4.6, 4.05)"
10-01-2023 13:37:15.207119,"(5.5, 9.8, 8.8375)","(61.0, 420.0, 280.0)","(2.4, 3.1, 2.7533333333333334)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 37.0)","(3.3, 4.6, 4.05)"
10-01-2023 13:37:16.414344,"(5.5, 9.8, 8.8375)","(61.0, 420.0, 280.0)","(2.4, 3.1, 2.7533333333333334)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 37.0)","(3.3, 4.6, 4.05)"
10-01-2023 13:37:17.548277,"(5.5, 9.6, 8.9)","(61.0, 420.0, 280.0)","(2.4, 3.05, 3.367)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 37.0)","(3.3, 4.6, 4.05)"
10-01-2023 13:37:18.710078,"(5.5, 9.6, 8.225)","(61.0, 420.0, 280.0)","(2.4, 3.45, 3.4261764705882354)","(3.6, 5.2, 4.525)","(17.0, 48.0, 24.6)","(17.0, 46.0, 37.0)","(3.3, 4.6, 4.05)"
10-01-2023 13:37:19.730162,"(5.5, 9.6, 8.557894736842105)","(61.0, 420.0, 280.0)","(2.4, 3.45, 3.4261764705882354)","(3.6, 5.2, 4.525)","(17.0, 48.0, 40.666666666666664)","(17.0, 46.0, 31.857142857142858)","(3.3, 4.6, 3.825925925925926)"
10-01-2023 13:37:20.922095,"(5.5, 9.6, 8.917241379310344)","(61.0, 410.0, 275.0)","(2.4, 3.45, 3.104)","(3.6, 5.2, 4.621428571428572)","(17.0, 46.0, 41.2)","(17.0, 46.0, 31.857142857142858)","(3.3, 4.6, 3.852)"
10-01-2023 13:37:22.137370,"(5.5, 9.6, 8.725714285714286)","(61.0, 410.0, 275.0)","(2.4, 3.2, 2.7911111111111113)","(3.6, 5.2, 4.621428571428572)","(17.0, 46.0, 38.25)","(17.0, 46.0, 35.0)","(3.3, 4.6, 3.6396825396825396)"
10-01-2023 13:37:23.271942,"(5.5, 9.4, 9.31578947368421)","(61.0, 410.0, 280.0)","(2.4, 3.2, 2.7911111111111113)","(3.6, 5.2, 4.621428571428572)","(17.0, 48.0, 25.5)","(17.0, 46.0, 33.625)","(3.3, 4.6, 3.6396825396825396)"
10-01-2023 13:37:24.503255,"(5.5, 9.4, 9.31578947368421)","(61.0, 410.0, 280.0)","(2.4, 3.2, 2.7911111111111113)","(3.6, 5.2, 4.45)","(17.0, 48.0, 25.5)","(17.0, 46.0, 33.625)","(3.3, 4.6, 3.6396825396825396)"
10-01-2023 13:37:25.780671,"(5.5, 9.6, 8.959999999999999)","(61.0, 410.0, 280.0)","(2.4, 3.2, 2.7911111111111113)","(3.6, 5.2, 4.25)","(17.0, 48.0, 38.625)","(17.0, 46.0, 38.57142857142857)","(3.3, 4.6, 3.6396825396825396)"
10-01-2023 13:37:27.000943,"(5.5, 9.6, 8.959999999999999)","(61.0, 410.0, 280.0)","(2.4, 3.2, 2.7911111111111113)","(3.6, 5.2, 4.22037037037037)","(17.0, 48.0, 30.0)","(17.0, 44.0, 39.77777777777778)","(3.3, 4.6, 3.7083333333333335)"
10-01-2023 13:37:28.153916,"(5.5, 9.6, 9.44)","(61.0, 410.0, 280.0)","(2.4, 3.2, 2.8083333333333336)","(3.6, 5.1, 4.872222222222222)","(17.0, 48.0, 36.0)","(17.0, 44.0, 38.07692307692308)","(3.3, 4.5, 4.25)"
10-01-2023 13:37:29.287402,"(5.5, 9.6, 9.511111111111111)","(61.0, 410.0, 280.0)","(2.4, 3.15, 3.0568181818181817)","(3.6, 5.0, 4.872222222222222)","(17.0, 48.0, 29.18181818181818)","(17.0, 42.0, 38.07692307692308)","(3.3, 4.4, 4.220000000000001)"
10-01-2023 13:37:30.386792,"(5.5, 9.6, 9.511111111111111)","(61.0, 410.0, 280.0)","(2.4, 3.15, 3.0568181818181817)","(3.6, 5.0, 4.872222222222222)","(17.0, 48.0, 29.18181818181818)","(17.0, 42.0, 38.07692307692308)","(3.3, 4.4, 4.220000000000001)"
10-01-2023 13:37:31.551775,"(5.5, 9.6, 9.433333333333334)","(61.0, 410.0, 280.0)","(2.4, 3.15, 2.8249999999999997)","(3.6, 5.0, 4.872222222222222)","(17.0, 48.0, 36.5)","(17.0, 42.0, 36.53846153846153)","(3.3, 4.4, 3.6714285714285717)"
10-01-2023 13:37:32.629693,"(5.5, 9.8, 9.65)","(61.0, 410.0, 280.0)","(2.4, 3.15, 2.8249999999999997)","(3.6, 5.0, 4.111363636363636)","(17.0, 48.0, 33.857142857142854)","(17.0, 40.0, 36.53846153846153)","(3.3, 4.4, 3.6714285714285717)"
10-01-2023 13:37:33.722952,"(5.5, 9.8, 9.65)","(61.0, 410.0, 280.0)","(2.4, 3.15, 2.8249999999999997)","(3.6, 5.0, 4.111363636363636)","(17.0, 48.0, 33.857142857142854)","(17.0, 40.0, 36.53846153846153)","(3.3, 4.4, 3.6714285714285717)"
10-01-2023 13:37:34.825612,"(5.5, 9.8, 9.65)","(61.0, 410.0, 280.0)","(2.4, 3.15, 3.0549999999999997)","(3.6, 5.0, 4.7250000000000005)","(17.0, 48.0, 34.8)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.4, 4.14)"
10-01-2023 13:37:35.889643,"(5.5, 9.8, 9.65)","(61.0, 410.0, 280.0)","(2.4, 3.35, 3.0549999999999997)","(3.6, 4.9, 4.7250000000000005)","(17.0, 48.0, 34.8)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 4.14)"
10-01-2023 13:37:36.934900,"(5.5, 9.8, 9.65)","(61.0, 410.0, 280.0)","(2.4, 3.1, 2.8024999999999998)","(3.6, 4.9, 4.7250000000000005)","(17.0, 48.0, 34.8)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 4.14)"
10-01-2023 13:37:37.919736,"(5.5, 9.8, 9.65)","(61.0, 410.0, 275.0)","(2.4, 3.1, 2.8024999999999998)","(3.6, 4.9, 4.7250000000000005)","(17.0, 48.0, 34.8)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.623076923076923)"
10-01-2023 13:37:38.995472,"(5.5, 9.8, 9.666666666666668)","(61.0, 410.0, 275.0)","(2.4, 3.1, 2.986666666666667)","(3.6, 4.9, 4.0687500000000005)","(17.0, 48.0, 34.8)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.623076923076923)"
10-01-2023 13:37:40.077470,"(5.5, 10.0, 9.583333333333334)","(61.0, 410.0, 275.0)","(2.4, 3.1, 2.986666666666667)","(3.6, 4.9, 4.0687500000000005)","(17.0, 48.0, 34.8)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.623076923076923)"
10-01-2023 13:37:41.209837,"(5.5, 10.0, 9.583333333333334)","(61.0, 410.0, 275.0)","(2.4, 3.1, 2.986666666666667)","(3.6, 4.9, 4.0687500000000005)","(17.0, 48.0, 34.8)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.623076923076923)"
10-01-2023 13:37:42.337926,"(5.5, 10.0, 9.35)","(61.0, 410.0, 275.0)","(2.4, 3.1, 2.986666666666667)","(3.6, 4.9, 3.9720930232558143)","(17.0, 48.0, 35.42857142857143)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.556140350877193)"
10-01-2023 13:37:43.448198,"(5.5, 10.0, 9.35)","(61.0, 410.0, 275.0)","(2.4, 3.1, 2.9736842105263155)","(3.6, 4.9, 3.9720930232558143)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.556140350877193)"
10-01-2023 13:37:44.566122,"(5.5, 10.0, 9.35)","(61.0, 410.0, 275.0)","(2.4, 3.05, 2.9736842105263155)","(3.6, 4.9, 3.9720930232558143)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.556140350877193)"
10-01-2023 13:37:45.580070,"(5.5, 10.0, 9.133333333333333)","(61.0, 410.0, 275.0)","(2.4, 3.05, 2.9736842105263155)","(3.6, 4.9, 3.9720930232558143)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.556140350877193)"
10-01-2023 13:37:46.569436,"(5.5, 10.0, 9.422222222222222)","(61.0, 410.0, 280.0)","(2.4, 3.05, 2.9775)","(3.6, 4.9, 4.245833333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.3, 3.6555555555555554)"
10-01-2023 13:37:47.604987,"(5.5, 10.0, 9.422222222222222)","(61.0, 410.0, 280.0)","(2.4, 3.05, 2.9775)","(3.6, 4.8, 4.1)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.2, 3.6555555555555554)"
10-01-2023 13:37:48.662273,"(5.5, 10.0, 9.533333333333333)","(61.0, 410.0, 280.0)","(2.4, 3.05, 2.9775)","(3.6, 4.8, 3.9819444444444443)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.2, 3.5608695652173914)"
10-01-2023 13:37:49.712047,"(5.5, 10.0, 9.533333333333333)","(61.0, 410.0, 280.0)","(2.4, 3.05, 2.9775)","(3.6, 4.8, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.2, 3.9799999999999995)"
10-01-2023 13:37:50.766635,"(5.5, 10.0, 9.533333333333333)","(61.0, 410.0, 280.0)","(2.4, 3.4, 3.2399999999999998)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.1, 3.9799999999999995)"
10-01-2023 13:37:51.810994,"(5.5, 10.0, 9.533333333333333)","(61.0, 410.0, 280.0)","(2.4, 3.1, 3.015)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.1, 3.9799999999999995)"
10-01-2023 13:37:52.859223,"(5.5, 10.0, 9.533333333333333)","(61.0, 420.0, 183.75)","(2.4, 3.1, 3.015)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.1, 3.9799999999999995)"
10-01-2023 13:37:53.916679,"(5.5, 10.0, 9.222222222222221)","(61.0, 410.0, 280.0)","(2.4, 3.1, 3.015)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.1, 3.9799999999999995)"
10-01-2023 13:37:54.982532,"(5.5, 9.8, 9.466666666666667)","(61.0, 410.0, 280.0)","(2.4, 3.1, 3.015)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.1, 3.9799999999999995)"
10-01-2023 13:37:56.075594,"(5.5, 9.8, 9.466666666666667)","(61.0, 410.0, 280.0)","(2.4, 3.1, 3.015)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.1, 3.9799999999999995)"
10-01-2023 13:37:57.152065,"(5.5, 9.8, 9.466666666666667)","(61.0, 410.0, 280.0)","(2.4, 3.1, 2.91)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.1, 3.5923076923076924)"
10-01-2023 13:37:58.253777,"(5.5, 9.8, 9.329411764705883)","(61.0, 410.0, 280.0)","(2.4, 2.96, 2.91)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.1, 3.9)"
10-01-2023 13:37:59.311347,"(5.5, 9.8, 9.329411764705883)","(61.0, 410.0, 280.0)","(2.4, 2.96, 2.91)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.0, 3.9)"
10-01-2023 13:38:00.330300,"(5.5, 9.8, 9.329411764705883)","(61.0, 410.0, 280.0)","(2.4, 2.96, 2.91)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.0, 3.9)"
10-01-2023 13:38:01.334472,"(5.5, 9.8, 9.533333333333333)","(61.0, 410.0, 280.0)","(2.4, 2.96, 2.91)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.0, 3.9)"
10-01-2023 13:38:02.388645,"(5.5, 9.8, 9.533333333333333)","(61.0, 410.0, 340.0)","(2.4, 2.96, 2.91)","(3.6, 4.7, 4.558333333333334)","(17.0, 48.0, 32.94736842105263)","(17.0, 40.0, 32.89473684210526)","(3.3, 4.0, 3.9)"
