,Crispy Pie,Taking A Toll,Monkeys Style,Real Mickoy,French Wood,Sweet Lola,Kouta Marjen
08-12-2022 14:23:34.074931,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 7.566666666666666)"
08-12-2022 14:23:35.068561,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 7.566666666666666)"
08-12-2022 14:23:36.210967,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 7.566666666666666)"
08-12-2022 14:23:37.318204,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 7.4222222222222225)"
08-12-2022 14:23:38.412104,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 7.4222222222222225)"
08-12-2022 14:23:39.442122,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:40.379579,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:41.420588,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:42.579878,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:43.676808,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:44.703621,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:45.746329,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:46.790708,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:47.838233,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:48.845182,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:49.832878,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:50.796836,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:51.798582,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:52.823242,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:53.789511,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:54.756297,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:55.705230,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:56.720671,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:57.711386,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:58.738140,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:23:59.773677,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:00.771230,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:01.776963,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:02.768140,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.22222222222222)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:03.760507,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:04.841594,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:05.896683,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:06.951161,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:08.108802,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:09.082750,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:10.012571,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:11.041816,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:12.016980,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:13.010313,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:14.120608,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:15.117156,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:16.263053,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:17.369809,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:18.436034,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:19.481619,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:20.482224,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:21.592444,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.166666666666664)","(4.4, 6.6, 5.449999999999999)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:22.736927,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.307692307692307)","(4.4, 6.6, 5.775)","(3.4, 5.2, 3.881818181818182)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:23.702978,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:24.698500,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:25.643058,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:26.681733,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:27.701886,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:28.799638,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:29.837663,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:31.020063,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:32.169625,"(8.5, 17.5, 12.49230769230769)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:33.172994,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:34.165167,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:35.062449,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:36.018132,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:37.030781,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:38.128362,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:39.357920,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:40.470273,"(8.5, 17.5, 13.588235294117647)","(11.0, 23.0, 21.153846153846153)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:41.429060,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 21.5)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:42.394795,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 21.5)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:43.639942,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 21.5)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:44.985547,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 21.5)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:46.181164,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 21.5)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:47.190634,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 21.5)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 17.0)","(4.2, 7.8, 6.975)"
08-12-2022 14:24:48.369430,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 18.807692307692307)","(4.2, 7.8, 7.56)"
08-12-2022 14:24:49.363367,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 18.807692307692307)","(4.2, 7.8, 6.300000000000001)"
08-12-2022 14:24:50.421650,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 18.807692307692307)","(4.2, 8.4, 5.790909090909091)"
08-12-2022 14:24:51.475139,"(8.5, 17.5, 10.989999999999998)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 18.807692307692307)","(4.2, 8.4, 5.105882352941177)"
08-12-2022 14:24:52.547570,"(8.5, 17.5, 12.075)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 19.17857142857143)","(4.2, 8.4, 5.105882352941177)"
08-12-2022 14:24:53.469248,"(8.5, 17.5, 12.075)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.77777777777778)","(4.2, 8.4, 5.105882352941177)"
08-12-2022 14:24:54.485388,"(8.5, 17.5, 12.075)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.77777777777778)","(4.2, 8.4, 5.105882352941177)"
08-12-2022 14:24:55.508975,"(8.5, 17.5, 12.075)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.77777777777778)","(4.2, 8.4, 5.105882352941177)"
08-12-2022 14:24:56.586050,"(8.5, 17.5, 12.075)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.77777777777778)","(4.2, 8.4, 5.105882352941177)"
08-12-2022 14:24:57.787613,"(8.5, 17.5, 12.075)","(11.0, 23.0, 15.666666666666666)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.77777777777778)","(4.2, 8.4, 5.105882352941177)"
08-12-2022 14:24:58.841054,"(8.5, 17.5, 12.075)","(11.0, 23.0, 16.0)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.774074074074074)","(10.0, 24.0, 16.77777777777778)","(4.2, 8.4, 7.25)"
08-12-2022 14:24:59.867377,"(8.5, 17.5, 12.075)","(11.0, 23.0, 16.0)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 7.2749999999999995)"
08-12-2022 14:25:00.945978,"(8.5, 17.5, 12.075)","(11.0, 23.0, 16.0)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 7.2749999999999995)"
08-12-2022 14:25:02.221179,"(8.5, 17.5, 12.075)","(11.0, 23.0, 16.0)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 7.2749999999999995)"
08-12-2022 14:25:03.436378,"(8.5, 17.5, 12.075)","(11.0, 23.0, 16.0)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 7.2749999999999995)"
08-12-2022 14:25:04.668693,"(8.5, 17.5, 12.075)","(11.0, 23.0, 19.0)","(4.4, 6.6, 5.775)","(3.4, 5.3, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 5.292857142857143)"
08-12-2022 14:25:05.668703,"(8.5, 17.5, 12.075)","(11.0, 23.0, 19.0)","(4.4, 6.6, 5.775)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.538461538461538)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 5.292857142857143)"
08-12-2022 14:25:06.795245,"(8.5, 17.5, 12.075)","(11.0, 23.0, 19.0)","(4.4, 6.6, 5.775)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 5.292857142857143)"
08-12-2022 14:25:07.758387,"(8.5, 17.5, 14.540909090909091)","(11.0, 23.0, 19.0)","(4.4, 6.6, 5.775)","(3.4, 5.2, 3.7464285714285714)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 7.2749999999999995)"
08-12-2022 14:25:08.843089,"(8.5, 17.5, 14.540909090909091)","(11.0, 23.0, 19.0)","(4.4, 6.6, 5.7375)","(3.4, 5.3, 3.881818181818182)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 7.2749999999999995)"
08-12-2022 14:25:09.833171,"(8.5, 17.5, 14.540909090909091)","(11.0, 23.0, 19.0)","(4.4, 6.6, 5.7375)","(3.4, 5.3, 3.767857142857143)","(4.2, 7.0, 6.355555555555555)","(10.0, 24.0, 13.583333333333334)","(4.2, 8.2, 5.292857142857143)"
