,Tuta Mimosa,Quick Cash,Black Patch,Austrian Beauty,Giddey Keats,Heres Caza,Sassy Boo
14-12-2022 13:44:50.482368,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:51.647257,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:52.773882,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:53.870642,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:54.906058,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:55.996021,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:57.093818,"(13.0, 32.0, 29.416666666666668)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:58.085168,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:44:59.070425,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.6, 4.766666666666667)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:45:00.242811,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 12.144444444444446)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:45:01.412095,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 12.802564102564101)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:45:02.472983,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 193.33333333333334)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 12.802564102564101)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:45:03.517411,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 12.57777777777778)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:45:04.559996,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 12.57777777777778)","(31.0, 300.0, 226.0909090909091)"
14-12-2022 13:45:05.623411,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 12.57777777777778)","(31.0, 290.0, 203.6086956521739)"
14-12-2022 13:45:06.804474,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.373913043478261)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 12.564705882352941)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:07.954796,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3214285714285716)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 11.783333333333333)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:09.084823,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3214285714285716)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 11.783333333333333)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:10.330538,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:11.382560,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:12.475467,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:13.608703,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:14.646310,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:15.726418,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:16.971561,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:17.981095,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:18.977964,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:20.031700,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:21.195806,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:22.389825,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.2777777777777777)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 11.783333333333333)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:23.561706,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3285714285714287)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 96.66666666666666)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 11.783333333333333)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:25.071003,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3285714285714287)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 11.783333333333333)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:26.392334,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.315714285714286)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:27.524352,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.2800000000000002)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:28.574280,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.2800000000000002)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:29.818849,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.2800000000000002)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:31.047878,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.2800000000000002)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:32.259378,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.2800000000000002)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:33.326039,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.2800000000000002)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 203.6086956521739)"
14-12-2022 13:45:34.432983,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.2800000000000002)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.809090909090909)","(6.0, 13.0, 9.018181818181818)","(31.0, 280.0, 212.61904761904762)"
14-12-2022 13:45:35.625877,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.2800000000000002)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.6)","(6.0, 13.0, 9.018181818181818)","(31.0, 270.0, 197.0)"
14-12-2022 13:45:36.723848,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.38, 2.322857142857143)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.6, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:37.698022,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.2941176470588234)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:38.742817,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.2941176470588234)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:39.722132,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.2666666666666666)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:40.764354,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.2666666666666666)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:41.822279,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.2666666666666666)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:42.864066,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.3)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:43.860338,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.3)","(7.0, 13.5, 12.075)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.075)","(6.0, 13.0, 11.783333333333333)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:44.905711,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.313846153846154)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 11.783333333333333)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:45.921041,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.313846153846154)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.075)","(6.0, 13.0, 11.783333333333333)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:47.118909,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.285)","(7.0, 13.5, 12.075)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.075)","(6.0, 13.0, 11.783333333333333)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:48.273762,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.36, 2.3183333333333334)","(7.0, 13.5, 12.075)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:49.403826,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3066666666666666)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:50.512767,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3066666666666666)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:51.795907,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.2828571428571425)","(7.0, 13.5, 12.685714285714287)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.43125)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:52.995604,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.2828571428571425)","(7.0, 13.5, 12.7625)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.075)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:54.137049,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 12.7625)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.075)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 197.0)"
14-12-2022 13:45:55.246960,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 12.7625)","(41.0, 390.0, 286.47058823529414)","(2.5, 5.5, 4.075)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:45:56.276982,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 12.7625)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:45:57.319540,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.2828571428571425)","(7.0, 13.5, 12.7625)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 13.0, 9.018181818181818)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:45:58.443885,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 12.075)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.6)","(6.0, 13.0, 7.525)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:45:59.655296,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.6, 4.2)","(6.0, 13.0, 7.525)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:00.589508,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.6, 4.8)","(6.0, 13.0, 7.525)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:01.693523,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.2828571428571425)","(7.0, 13.5, 12.125)","(41.0, 390.0, 265.0)","(2.5, 5.6, 5.155555555555555)","(6.0, 13.0, 7.525)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:02.821024,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.2828571428571425)","(7.0, 13.5, 12.125)","(41.0, 390.0, 265.0)","(2.5, 5.6, 4.8)","(6.0, 13.0, 7.525)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:03.947520,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.6, 4.8)","(6.0, 13.0, 7.525)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:05.109363,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.6, 4.075)","(6.0, 13.0, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:06.196651,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.34, 2.3099999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 12.5, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:07.238541,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.43125)","(6.0, 12.5, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:08.251192,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.125)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.43125)","(6.0, 12.5, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:09.290611,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 12.5, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:10.306462,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 12.5, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:11.411044,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 12.5, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:12.503351,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.43125)","(6.0, 12.5, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:13.683180,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.125)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 12.5, 7.642857142857143)","(31.0, 260.0, 62.857142857142854)"
14-12-2022 13:46:14.815739,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 12.5, 6.916666666666666)","(31.0, 260.0, 82.5)"
14-12-2022 13:46:15.803007,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.075)","(6.0, 12.5, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:16.827413,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 13.061538461538461)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:17.887479,"(13.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:18.953467,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:20.057878,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:21.126736,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:22.265061,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:23.351631,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:24.435590,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:25.504797,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:26.806858,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 6.833333333333333)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:27.858878,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.314285714285714)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 12.0, 9.4)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:28.925895,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 13.0, 6.828571428571428)","(31.0, 240.0, 65.0)"
14-12-2022 13:46:30.000315,"(14.0, 32.0, 26.833333333333336)","(2.2, 2.4, 2.3499999999999996)","(7.0, 13.5, 12.7875)","(41.0, 390.0, 265.0)","(2.5, 5.5, 4.414285714285715)","(6.0, 13.0, 6.828571428571428)","(31.0, 240.0, 65.0)"
