,Aramoana,Sinha Man,Lonely Gemma,Smash Wave,Made The Cut,Homebush Honey,Dispute Or Not,Lucas Jewel
12-01-2023 13:23:39.359856,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.485714285714286)","(31.0, 340.0, 174.13333333333333)","(4.0, 5.9, 5.089473684210526)","(4.2, 11.0, 6.054545454545455)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:40.519591,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.485714285714286)","(31.0, 340.0, 174.13333333333333)","(4.0, 5.9, 5.089473684210526)","(4.2, 11.0, 6.054545454545455)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:41.685633,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.485714285714286)","(31.0, 340.0, 174.13333333333333)","(4.0, 5.9, 5.089473684210526)","(4.2, 11.0, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:42.847737,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.485714285714286)","(31.0, 340.0, 174.13333333333333)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:43.999988,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.485714285714286)","(31.0, 340.0, 174.13333333333333)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:45.170486,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.485714285714286)","(31.0, 340.0, 174.13333333333333)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:46.419656,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.485714285714286)","(31.0, 340.0, 174.13333333333333)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:47.627602,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.485714285714286)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:48.814258,"(4.4, 7.6, 7.346153846153846)","(5.0, 8.6, 6.133333333333334)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.04)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:49.926744,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:50.962697,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:52.088143,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:53.207217,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:54.351275,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:55.507115,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:56.705383,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:57.913020,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:23:59.144790,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:00.269813,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:01.369769,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 184.5)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 18.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:02.570949,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:03.854949,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:04.888777,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:05.858250,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:06.909766,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:08.017686,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:09.197094,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:10.239539,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:11.264572,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:12.396527,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:13.429664,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:14.558026,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 18.142857142857142)"
12-01-2023 13:24:15.684425,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:16.872647,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:18.023097,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:19.029594,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:19.968352,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:20.979611,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:22.039787,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:23.057668,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:24.390798,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:25.531607,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 18.142857142857142)"
12-01-2023 13:24:26.708104,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:27.855381,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:29.053240,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:30.095617,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:31.062983,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:32.304956,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:33.454633,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:34.561850,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:35.604187,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:36.624341,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:37.679524,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:38.721629,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:39.690740,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:40.673801,"(4.4, 7.6, 6.8)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 11.600000000000001)"
12-01-2023 13:24:41.763188,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.5, 7.3500000000000005)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:42.921432,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:44.048198,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:45.151581,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:46.543239,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:47.665872,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:48.892062,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:50.141050,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:51.260656,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:52.246533,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:53.321310,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:54.507482,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:55.605974,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:56.641588,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:57.724699,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 92.0)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:24:58.896421,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:00.079734,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:01.120564,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:02.241041,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:03.464223,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:04.703542,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:05.824825,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:06.935183,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:07.955721,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 17.44)"
12-01-2023 13:25:09.032974,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 5.9, 5.089473684210526)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 20.0, 16.240000000000002)"
12-01-2023 13:25:10.077231,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 6.2, 5.366666666666667)","(4.2, 10.0, 8.55)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 18.5, 16.240000000000002)"
12-01-2023 13:25:11.155473,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 6.2, 5.366666666666667)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 18.5, 16.240000000000002)"
12-01-2023 13:25:12.315649,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 6.2, 5.366666666666667)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 18.5, 16.240000000000002)"
12-01-2023 13:25:13.441965,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 6.2, 5.366666666666667)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 18.5, 16.240000000000002)"
12-01-2023 13:25:14.531530,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 6.2, 5.366666666666667)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 18.5, 16.240000000000002)"
12-01-2023 13:25:15.675255,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 6.2, 5.366666666666667)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 18.5, 16.240000000000002)"
12-01-2023 13:25:16.853229,"(4.4, 7.6, 5.36)","(5.0, 8.6, 6.2)","(31.0, 340.0, 86.36363636363637)","(4.0, 6.2, 5.366666666666667)","(4.2, 10.5, 8.925)","(14.0, 32.0, 26.0)","(5.5, 8.6, 6.771428571428571)","(8.0, 18.5, 16.240000000000002)"
