,Applicant,Torpedo Tears,Providence Bale,Balbina Bale,Rosies No Angel,Modern Collinda,Jigglypuff
07-01-2023 19:22:36.940682,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:38.027120,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:39.046786,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:40.058747,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:41.155420,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:42.136242,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:43.011932,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:43.994701,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:45.074269,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:46.153552,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:47.231799,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:48.233270,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:49.273095,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:50.259953,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:51.207401,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:52.303870,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:53.419209,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:54.434967,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:55.360959,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:56.264896,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:57.200445,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:58.192767,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:22:59.176735,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:00.172362,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:01.211648,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:02.128863,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:03.078245,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 8.8, 8.689908256880734)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:04.429077,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.4, 9.145132743362833)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:05.381891,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.4, 9.145132743362833)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:06.722845,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.4, 9.145132743362833)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:07.849013,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.4, 9.145132743362833)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:09.001397,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.4, 9.145132743362833)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:10.173401,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.4, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:11.213110,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:12.250479,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:13.353426,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:14.472522,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:15.448316,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:16.489147,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:17.536791,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:18.458989,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:19.364512,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:20.300014,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:21.254682,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:22.179377,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:23.186039,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:24.224348,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:25.279388,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:26.391400,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:27.596123,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:28.557038,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:29.527198,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:30.985503,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:32.164590,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:33.274745,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:34.349452,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:35.449977,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:36.398415,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:37.350883,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:38.353343,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:39.510309,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:40.556725,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:41.611655,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 54.375)","(7.5, 15.0, 9.8)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:42.828965,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:43.897426,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:44.842828,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 14.5, 14.31081081081081)","(3.8, 8.0, 5.8)","(5.0, 9.8, 9.420689655172414)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:45.917684,"(2.25, 3.1, 3.053274336283186)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 14.5, 14.783783783783784)","(3.8, 8.0, 5.425000000000001)","(5.0, 9.8, 9.516814159292036)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:47.054287,"(2.25, 3.1, 3.0856521739130436)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 9.8, 9.516814159292036)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:48.130895,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 9.8, 9.516814159292036)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:49.121353,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 9.8, 11.05)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:50.126655,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 12.5, 11.05)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:51.172947,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:52.264771,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:53.337540,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:54.481374,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:55.519118,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:56.532288,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:57.490646,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:58.518852,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:23:59.596346,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:00.531660,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:01.587167,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:02.686392,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:03.738769,"(2.25, 3.2, 3.1788888888888893)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:04.803463,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:05.761719,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 14.5, 14.31081081081081)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 7.154545454545454)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:06.739625,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 14.5, 14.31081081081081)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:07.745091,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:08.801173,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.4)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.425000000000001)","(5.0, 10.5, 7.154545454545454)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:09.964514,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.04)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.4, 5.211764705882353)","(5.0, 10.5, 10.16725663716814)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:11.048490,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.04)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.2, 5.211764705882353)","(5.0, 10.5, 8.046666666666667)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:11.976405,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.04)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.2, 5.211764705882353)","(5.0, 10.5, 8.046666666666667)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:12.924621,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.04)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.2, 5.211764705882353)","(5.0, 10.5, 8.046666666666667)","(17.0, 70.0, 67.84615384615384)"
07-01-2023 19:24:14.033220,"(2.25, 3.2, 2.645)","(16.0, 60.0, 48.875)","(7.5, 15.0, 12.04)","(8.0, 15.0, 14.783783783783784)","(3.8, 6.2, 5.211764705882353)","(5.0, 10.5, 8.046666666666667)","(17.0, 70.0, 67.84615384615384)"
