,Bradman Best,Cherokee Outlaw,Zulu Boy,Sketchy Zara,Murphey,Fab Two Times
09-01-2023 17:34:33.956556,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.73, 1.7257142857142858)","(41.0, 260.0, 176.77777777777777)","(61.0, 470.0, 335.0)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:34.964567,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 184.47058823529412)","(61.0, 470.0, 335.0)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:35.961630,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 176.77777777777777)","(61.0, 470.0, 335.0)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:36.939865,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 176.77777777777777)","(61.0, 470.0, 335.0)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:37.919837,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 176.77777777777777)","(61.0, 470.0, 267.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:39.094375,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 176.77777777777777)","(61.0, 470.0, 267.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:40.362056,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 176.77777777777777)","(61.0, 470.0, 267.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:41.440054,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 470.0, 223.33333333333334)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:42.499612,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 540.0, 216.66666666666666)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:43.606513,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 520.0, 287.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:44.646383,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 510.0, 287.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:45.664536,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 510.0, 287.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:46.691789,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 510.0, 287.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:47.727538,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 510.0, 287.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:48.802973,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 510.0, 287.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:49.872994,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 510.0, 154.0)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:50.989109,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 510.0, 277.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:52.028550,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 490.0, 277.5)","(7.0, 10.0, 9.0)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:53.182287,"(3.2, 6.2, 5.6)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 490.0, 206.66666666666666)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:54.230281,"(3.2, 6.2, 5.6)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 490.0, 206.66666666666666)","(7.0, 10.0, 9.529411764705882)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:55.268371,"(3.2, 6.2, 5.6)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 490.0, 272.5)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:56.294057,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 480.0, 272.5)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:57.336575,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 480.0, 272.5)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:58.405913,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 480.0, 272.5)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:34:59.471956,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 480.0, 272.5)","(7.0, 10.0, 9.529411764705882)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:00.520018,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 480.0, 272.5)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:01.536751,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 480.0, 272.5)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:02.539243,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 480.0, 272.5)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:03.559965,"(3.2, 6.2, 5.685714285714286)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 171.88235294117646)","(61.0, 480.0, 368.75)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:04.604296,"(3.2, 6.2, 5.466666666666667)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 149.0)","(61.0, 470.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:05.649971,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:06.655551,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:07.642753,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:08.626669,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:09.596908,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:10.572897,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:11.562140,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:12.553137,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:13.581365,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:14.606128,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:15.643193,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 302.0)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:16.671470,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:17.750873,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 250.0, 182.66666666666666)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:18.880802,"(3.2, 6.2, 5.711111111111111)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 74.5)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:19.930560,"(3.2, 6.2, 5.862500000000001)","(1.55, 1.77, 1.7466666666666666)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.529411764705882)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:20.988565,"(3.2, 5.6, 5.38)","(1.55, 1.85, 1.7177777777777778)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.3)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:22.099520,"(3.2, 5.6, 5.266666666666667)","(1.55, 1.85, 1.7166666666666666)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.3)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:23.186365,"(3.2, 5.6, 5.35)","(1.55, 1.85, 1.7166666666666666)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.3)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:24.244872,"(3.2, 5.6, 5.35)","(1.55, 1.85, 1.7166666666666666)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.3)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:25.336814,"(3.2, 5.6, 5.35)","(1.55, 1.85, 1.7166666666666666)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.3)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:26.419848,"(3.2, 5.6, 5.35)","(1.55, 1.85, 1.7166666666666666)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.3)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:27.442228,"(3.2, 5.6, 5.35)","(1.55, 1.85, 1.846701030927835)","(41.0, 260.0, 101.0)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.3)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:28.484414,"(3.2, 6.0, 5.3)","(1.55, 1.85, 1.846701030927835)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 372.2222222222222)","(7.0, 10.0, 9.3)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:29.474558,"(3.2, 6.0, 5.3)","(1.55, 1.85, 1.846521739130435)","(41.0, 260.0, 95.11111111111111)","(61.0, 460.0, 206.8421052631579)","(7.0, 10.0, 9.222222222222221)","(6.5, 10.5, 9.6)"
09-01-2023 17:35:30.484692,"(3.2, 6.2, 5.133333333333333)","(1.55, 1.85, 1.8464835164835165)","(41.0, 250.0, 92.88888888888889)","(61.0, 450.0, 393.125)","(7.0, 10.0, 9.222222222222221)","(6.5, 10.5, 9.45)"
09-01-2023 17:35:31.494322,"(3.2, 6.2, 5.133333333333333)","(1.55, 1.85, 1.8464835164835165)","(41.0, 230.0, 120.8)","(61.0, 440.0, 187.5)","(7.0, 10.0, 9.222222222222221)","(6.5, 10.5, 9.45)"
09-01-2023 17:35:32.493091,"(3.2, 6.2, 5.133333333333333)","(1.55, 1.85, 1.8464835164835165)","(41.0, 210.0, 156.0)","(61.0, 450.0, 187.5)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.45)"
09-01-2023 17:35:33.436878,"(3.2, 7.2, 5.199999999999999)","(1.55, 1.77, 1.710923076923077)","(41.0, 210.0, 146.22222222222223)","(61.0, 450.0, 161.25)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.8)"
09-01-2023 17:35:34.491062,"(3.2, 7.2, 5.157142857142857)","(1.55, 1.76, 1.717142857142857)","(41.0, 210.0, 94.23529411764706)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:35.563535,"(3.2, 7.0, 5.8)","(1.55, 1.76, 1.7145454545454546)","(41.0, 210.0, 94.23529411764706)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:36.671645,"(3.2, 7.0, 5.8)","(1.55, 1.74, 1.725)","(41.0, 210.0, 94.23529411764706)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:37.723527,"(3.2, 7.0, 5.8)","(1.55, 1.74, 1.725)","(41.0, 210.0, 94.23529411764706)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:38.920645,"(3.2, 7.0, 5.8)","(1.55, 1.74, 1.725)","(41.0, 210.0, 123.0)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:40.061731,"(3.2, 7.0, 5.8)","(1.55, 1.74, 1.725)","(41.0, 200.0, 97.33333333333334)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:41.330536,"(3.2, 7.0, 5.8)","(1.55, 1.74, 1.725)","(41.0, 200.0, 97.33333333333334)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:42.463394,"(3.2, 7.0, 5.8)","(1.55, 1.74, 1.725)","(41.0, 200.0, 97.33333333333334)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:43.554420,"(3.2, 7.0, 5.8)","(1.55, 1.74, 1.725)","(41.0, 200.0, 94.125)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.566666666666666)"
09-01-2023 17:35:44.591374,"(3.2, 7.0, 5.288888888888889)","(1.55, 1.74, 1.725)","(41.0, 200.0, 94.125)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.7125)"
09-01-2023 17:35:45.612354,"(3.2, 7.0, 5.46)","(1.55, 1.74, 1.725)","(41.0, 200.0, 94.125)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.7125)"
09-01-2023 17:35:46.629033,"(3.1, 7.0, 5.46)","(1.55, 1.74, 1.725)","(51.0, 200.0, 94.125)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.7125)"
09-01-2023 17:35:47.611954,"(3.1, 7.0, 5.46)","(1.55, 1.74, 1.725)","(51.0, 200.0, 94.125)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.7125)"
09-01-2023 17:35:48.613278,"(3.1, 7.0, 5.46)","(1.55, 1.74, 1.725)","(51.0, 200.0, 94.125)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.7125)"
09-01-2023 17:35:49.631886,"(3.1, 7.0, 5.46)","(1.55, 1.74, 1.725)","(51.0, 200.0, 94.125)","(61.0, 450.0, 89.0625)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.7125)"
09-01-2023 17:35:50.696261,"(3.1, 7.0, 5.46)","(1.55, 1.74, 1.725)","(51.0, 200.0, 88.77777777777777)","(61.0, 450.0, 89.0625)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.7125)"
09-01-2023 17:35:51.746930,"(3.1, 7.0, 5.46)","(1.55, 1.74, 1.7342857142857142)","(51.0, 200.0, 88.77777777777777)","(61.0, 450.0, 89.0625)","(7.0, 10.0, 9.2)","(6.5, 10.5, 9.7125)"
09-01-2023 17:35:52.836455,"(3.1, 7.0, 5.46)","(1.55, 1.74, 1.7342857142857142)","(51.0, 200.0, 112.95652173913044)","(61.0, 450.0, 89.0625)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.870000000000001)"
09-01-2023 17:35:53.888274,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.74, 1.7342857142857142)","(51.0, 200.0, 112.95652173913044)","(61.0, 450.0, 89.0625)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.981818181818182)"
09-01-2023 17:35:54.910690,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.74, 1.7342857142857142)","(51.0, 200.0, 112.95652173913044)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.981818181818182)"
09-01-2023 17:35:55.941720,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.74, 1.7342857142857142)","(51.0, 200.0, 112.95652173913044)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.981818181818182)"
09-01-2023 17:35:56.923121,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.74, 1.7342857142857142)","(51.0, 200.0, 112.95652173913044)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.981818181818182)"
09-01-2023 17:35:57.867120,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.75, 1.723076923076923)","(51.0, 200.0, 112.95652173913044)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.981818181818182)"
09-01-2023 17:35:58.836249,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.75, 1.723076923076923)","(51.0, 200.0, 112.95652173913044)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.981818181818182)"
09-01-2023 17:35:59.818121,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.75, 1.723076923076923)","(51.0, 200.0, 112.95652173913044)","(61.0, 450.0, 110.29411764705883)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 9.981818181818182)"
09-01-2023 17:36:00.829117,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.75, 1.723076923076923)","(51.0, 200.0, 119.33333333333333)","(61.0, 450.0, 116.33333333333334)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 10.061538461538461)"
09-01-2023 17:36:01.829403,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.75, 1.723076923076923)","(51.0, 200.0, 119.33333333333333)","(61.0, 450.0, 116.33333333333334)","(7.0, 10.0, 9.384615384615385)","(6.5, 10.5, 10.061538461538461)"
09-01-2023 17:36:02.892325,"(3.1, 7.0, 5.815384615384615)","(1.55, 1.75, 1.723076923076923)","(51.0, 200.0, 119.33333333333333)","(61.0, 450.0, 116.33333333333334)","(7.0, 10.0, 9.428571428571429)","(6.5, 10.5, 9.981818181818182)"
09-01-2023 17:36:03.879993,"(3.1, 7.0, 5.533333333333333)","(1.55, 1.75, 1.72)","(51.0, 200.0, 119.33333333333333)","(61.0, 450.0, 315.0)","(7.0, 10.0, 9.66)","(6.5, 10.5, 9.766666666666666)"
09-01-2023 17:36:04.846927,"(3.1, 6.8, 5.8)","(1.55, 1.75, 1.7428571428571429)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 315.0)","(7.0, 9.8, 9.66)","(6.5, 10.0, 9.766666666666666)"
09-01-2023 17:36:05.827832,"(3.1, 6.8, 5.8)","(1.55, 1.75, 1.741111111111111)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 315.0)","(7.0, 9.8, 9.66)","(6.5, 10.0, 9.766666666666666)"
09-01-2023 17:36:06.761336,"(3.1, 6.8, 5.8)","(1.55, 1.75, 1.7442857142857142)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 315.0)","(7.0, 9.8, 9.66)","(6.5, 10.0, 9.89090909090909)"
09-01-2023 17:36:07.729183,"(3.1, 6.8, 6.275)","(1.55, 1.74, 1.7275)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 315.0)","(7.0, 9.8, 9.66)","(6.5, 10.0, 9.89090909090909)"
09-01-2023 17:36:08.697736,"(3.1, 6.8, 6.333333333333333)","(1.55, 1.74, 1.724)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 315.0)","(7.0, 9.8, 9.66)","(6.5, 10.0, 9.85)"
09-01-2023 17:36:09.731565,"(3.1, 6.8, 5.845454545454546)","(1.55, 1.74, 1.724)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 315.0)","(7.0, 9.8, 9.428571428571429)","(6.5, 10.0, 9.85)"
09-01-2023 17:36:10.853581,"(3.1, 6.8, 6.05)","(1.55, 1.74, 1.724)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 315.0)","(7.0, 10.0, 9.529411764705882)","(6.5, 10.0, 9.85)"
09-01-2023 17:36:11.804581,"(3.1, 6.8, 6.05)","(1.55, 1.74, 1.724)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 252.5)","(7.0, 10.0, 9.65)","(6.5, 10.0, 9.85)"
09-01-2023 17:36:12.793189,"(3.1, 6.8, 5.95625)","(1.55, 1.74, 1.724)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 252.5)","(7.0, 10.0, 9.733333333333333)","(6.5, 10.0, 9.6)"
09-01-2023 17:36:13.692620,"(3.1, 6.8, 5.95625)","(1.55, 1.74, 1.7309999999999999)","(51.0, 180.0, 167.8181818181818)","(61.0, 440.0, 252.5)","(7.0, 10.0, 9.733333333333333)","(6.5, 10.0, 9.6)"
09-01-2023 17:36:14.632223,"(3.1, 6.8, 6.066666666666666)","(1.55, 1.73, 1.7193333333333334)","(51.0, 170.0, 158.72727272727275)","(61.0, 430.0, 87.1875)","(7.0, 10.0, 9.733333333333333)","(6.5, 10.5, 9.625)"
09-01-2023 17:36:15.580531,"(3.1, 6.8, 6.066666666666666)","(1.55, 1.73, 1.7193333333333334)","(51.0, 170.0, 102.36363636363637)","(61.0, 420.0, 87.1875)","(7.0, 10.0, 9.733333333333333)","(6.5, 10.5, 9.625)"
09-01-2023 17:36:16.561592,"(3.1, 6.8, 6.066666666666666)","(1.55, 1.73, 1.7193333333333334)","(51.0, 170.0, 90.28571428571429)","(61.0, 420.0, 87.1875)","(7.0, 10.0, 9.733333333333333)","(6.5, 10.5, 9.625)"
09-01-2023 17:36:17.552486,"(3.1, 6.8, 6.066666666666666)","(1.55, 1.73, 1.7193333333333334)","(51.0, 170.0, 90.28571428571429)","(61.0, 420.0, 87.1875)","(7.0, 10.0, 9.733333333333333)","(6.5, 10.5, 9.625)"
09-01-2023 17:36:18.545473,"(3.1, 6.8, 6.066666666666666)","(1.55, 1.73, 1.7193333333333334)","(51.0, 170.0, 158.72727272727275)","(61.0, 420.0, 237.5)","(7.0, 10.0, 9.733333333333333)","(6.5, 10.5, 9.625)"
09-01-2023 17:36:19.489962,"(3.1, 6.6, 6.468)","(1.55, 1.73, 1.7193333333333334)","(51.0, 160.0, 122.66666666666667)","(61.0, 410.0, 237.5)","(7.0, 10.0, 9.733333333333334)","(6.5, 10.5, 9.75)"
09-01-2023 17:36:20.425421,"(3.1, 6.6, 5.975)","(1.55, 1.73, 1.7193333333333334)","(51.0, 160.0, 122.66666666666667)","(61.0, 400.0, 199.0)","(7.0, 10.0, 9.733333333333334)","(6.5, 10.5, 9.866666666666667)"
09-01-2023 17:36:21.386488,"(3.1, 6.4, 6.336363636363637)","(1.55, 1.72, 1.710909090909091)","(51.0, 160.0, 122.66666666666667)","(61.0, 390.0, 276.66666666666663)","(7.0, 10.0, 9.8)","(6.5, 10.0, 9.799999999999999)"
09-01-2023 17:36:22.314293,"(3.1, 6.4, 6.336363636363637)","(1.55, 1.72, 1.7085714285714286)","(51.0, 160.0, 123.33333333333333)","(61.0, 380.0, 276.66666666666663)","(7.0, 10.0, 9.8)","(6.5, 10.5, 9.799999999999999)"
